order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_recommendation,one_year_target_price,half_year_recommendation
000563.XSHE,2008-09-25,兴业证券,,,1,3,2024-12-13 17:32:40,2008-11-12 17:48:19,3.0,21.0,1.0,,
000563.XSHE,2008-10-06,国泰海通证券,,,2,1,2024-12-13 17:32:39,2008-10-06 17:17:15,2.0,,,,
000563.XSHE,2008-10-22,申万宏源,,,2,1,2024-12-13 17:32:41,2008-10-22 18:01:54,2.0,,,,
000563.XSHE,2008-10-24,兴业证券,,,3,1,2024-12-13 17:32:57,2008-11-03 18:17:12,3.0,,,,
000563.XSHE,2008-11-04,国泰海通证券,,,2,1,2024-12-13 17:32:52,2008-11-04 17:03:10,2.0,,,,
000563.XSHE,2008-12-01,国泰海通证券,,,2,1,2024-12-13 17:32:35,2008-12-02 17:32:23,2.0,,,,
000563.XSHE,2008-12-08,国投证券,4.3000,M06,3,1,2024-12-13 04:52:16,2008-12-24 17:47:33,3.0,4.3,,,
000563.XSHE,2008-12-22,东海证券,,,3,1,2024-12-13 17:32:39,2008-12-22 18:31:56,3.0,,,,
000563.XSHE,2008-12-31,申万宏源,,,3,1,2024-12-13 17:32:56,2008-12-31 11:17:23,3.0,,,,
000563.XSHE,2009-01-07,国泰海通证券,,,2,1,2024-12-13 17:32:35,2009-01-07 11:18:28,2.0,,,,
000563.XSHE,2009-02-06,兴业证券,,,3,1,2024-12-13 17:32:56,2009-02-17 15:17:33,3.0,,,,
000563.XSHE,2009-02-09,国泰海通证券,,,2,1,2024-12-13 17:32:52,2009-02-11 17:01:52,2.0,,,,
000563.XSHE,2009-02-18,国泰海通证券,,,2,1,2024-12-13 17:32:41,2009-02-18 16:46:54,2.0,,,,
000563.XSHE,2009-02-28,华泰证券,7.9200,M06,3,1,2024-12-13 04:52:14,2009-03-02 16:05:31,3.0,7.92,,,
000563.XSHE,2009-03-02,申万宏源,,,3,1,2024-12-13 17:32:38,2009-03-02 17:04:30,3.0,,,,
000563.XSHE,2009-03-02,国泰海通证券,,,2,1,2024-12-13 17:32:52,2009-03-03 19:16:45,2.0,,,,
000563.XSHE,2009-03-06,华泰证券,7.9200,M06,3,1,2024-12-13 04:52:15,2009-03-10 18:31:52,3.0,7.92,,,
000563.XSHE,2009-04-01,国泰海通证券,,,2,1,2024-12-13 17:32:45,2009-04-02 16:47:28,2.0,,,,
000563.XSHE,2009-04-07,国泰海通证券,,,3,1,2024-12-13 17:32:38,2009-04-07 17:48:15,3.0,,,,
000563.XSHE,2009-04-08,国泰海通证券,,,3,1,2024-12-13 17:32:51,2009-04-08 17:18:42,3.0,,,,
000563.XSHE,2009-04-13,国泰海通证券,,,3,1,2024-12-13 17:32:57,2009-04-13 18:17:43,3.0,,,,
000563.XSHE,2009-04-17,国泰海通证券,,,2,1,2024-12-13 17:32:47,2009-04-20 17:33:28,2.0,,,,
000563.XSHE,2009-04-28,华泰证券,7.9200,M06,3,1,2024-12-13 04:52:15,2009-04-28 17:47:34,3.0,7.92,,,
000563.XSHE,2009-05-06,国泰海通证券,,,3,1,2024-12-13 17:32:35,2009-05-06 17:48:00,3.0,,,,
000563.XSHE,2009-05-11,国泰海通证券,,,3,1,2024-12-13 17:32:39,2009-05-11 17:32:59,3.0,,,,
000563.XSHE,2009-05-12,兴业证券,4.8200,M06,4,1,2024-12-13 04:52:18,2009-05-13 18:02:45,4.0,4.82,,,
000563.XSHE,2009-05-13,申万宏源,8.2000,M06,3,1,2024-12-13 04:52:15,2009-05-14 18:02:52,3.0,8.2,,,
000563.XSHE,2009-05-14,国泰海通证券,,,3,1,2024-12-13 17:32:51,2009-05-14 17:33:02,3.0,,,,
000563.XSHE,2009-06-15,国泰海通证券,,,3,1,2024-12-13 17:32:42,2009-06-15 17:35:36,3.0,,,,
000563.XSHE,2009-06-17,国泰海通证券,,,3,1,2024-12-13 17:32:46,2009-06-26 17:07:11,3.0,,,,
000563.XSHE,2009-06-18,国泰海通证券,,,3,1,2024-12-13 17:32:53,2009-06-19 14:33:46,3.0,,,,
000563.XSHE,2009-06-22,国泰海通证券,,,3,1,2024-12-13 17:32:41,2009-06-22 16:10:02,3.0,,,,
000563.XSHE,2009-06-28,国泰海通证券,,,3,1,2024-12-13 17:32:36,2009-06-29 16:51:20,3.0,,,,
000563.XSHE,2009-06-30,兴业证券,,,4,1,2024-12-13 17:32:37,2009-07-01 18:32:46,4.0,,,,
000563.XSHE,2009-07-06,国泰海通证券,,,3,1,2024-12-13 17:32:38,2009-07-06 14:34:48,3.0,,,,
000563.XSHE,2009-07-13,国泰海通证券,,,3,1,2024-12-13 17:32:35,2009-07-13 14:51:58,3.0,,,,
000563.XSHE,2009-07-17,国泰海通证券,,,3,1,2024-12-13 17:32:34,2009-07-17 14:37:02,3.0,,,,
000563.XSHE,2009-07-20,国泰海通证券,,,3,1,2024-12-13 17:32:37,2009-07-20 14:52:16,3.0,,,,
000563.XSHE,2009-07-27,国泰海通证券,,,3,1,2024-12-13 17:32:57,2009-07-27 15:54:02,3.0,,,,
000563.XSHE,2009-07-31,国泰海通证券,,,3,1,2024-12-13 17:32:37,2009-07-31 14:36:38,3.0,,,,
000563.XSHE,2009-07-31,华泰证券,,,4,1,2024-12-13 17:32:45,2009-08-01 11:21:06,4.0,,,,
000563.XSHE,2009-08-03,国泰海通证券,,,3,1,2024-12-13 17:32:53,2009-08-03 14:22:50,3.0,,,,
000563.XSHE,2009-08-07,国泰海通证券,,,3,1,2024-12-13 17:32:52,2009-08-08 13:18:17,3.0,,,,
000563.XSHE,2009-08-10,国泰海通证券,,,3,1,2024-12-13 17:32:38,2009-08-10 14:04:49,3.0,,,,
000563.XSHE,2009-08-17,国泰海通证券,,,3,1,2024-12-13 17:32:58,2009-08-18 13:50:26,3.0,,,,
000563.XSHE,2009-08-24,国泰海通证券,,,3,1,2024-12-13 17:32:42,2009-08-25 09:36:03,3.0,,,,
000563.XSHE,2009-08-26,西南证券,,,3,1,2024-12-13 17:32:34,2009-08-27 14:22:37,3.0,,,,
000563.XSHE,2009-08-31,国泰海通证券,,,3,1,2024-12-13 17:32:41,2009-09-01 14:22:12,3.0,,,,
000563.XSHE,2009-09-07,国泰海通证券,,,3,1,2024-12-13 17:32:55,2009-09-07 13:52:40,3.0,,,,
000563.XSHE,2009-09-10,华泰证券,,,4,1,2024-12-13 17:32:45,2009-09-16 12:36:48,4.0,,,,
000563.XSHE,2009-09-14,国泰海通证券,,,3,1,2024-12-13 17:32:57,2009-09-17 12:20:22,3.0,,,,
000563.XSHE,2009-09-21,国泰海通证券,,,3,1,2024-12-13 17:32:38,2009-09-22 13:53:26,3.0,,,,
000563.XSHE,2009-09-28,国泰海通证券,,,3,1,2024-12-13 17:32:49,2009-09-28 17:53:46,3.0,,,,
000563.XSHE,2009-09-29,兴业证券,,,4,1,2024-12-13 17:32:39,2009-09-30 16:36:53,4.0,,,,
000563.XSHE,2009-09-30,国泰海通证券,,,3,1,2024-12-13 17:32:36,2009-10-09 15:07:43,3.0,,,,
000563.XSHE,2009-10-13,国泰海通证券,,,3,1,2024-12-13 17:32:49,2009-10-14 14:22:56,3.0,,,,
000563.XSHE,2009-10-15,兴业证券,,,4,1,2024-12-13 17:32:39,2009-10-16 14:36:17,4.0,,,,
000563.XSHE,2009-10-19,国泰海通证券,,,3,1,2024-12-13 17:32:48,2009-10-22 08:53:04,3.0,,,,
000563.XSHE,2009-10-26,国泰海通证券,,,3,1,2024-12-13 17:32:52,2009-11-06 09:44:08,3.0,,,,
000563.XSHE,2009-10-30,申万宏源,,,3,1,2024-12-13 17:32:36,2009-11-05 09:38:37,3.0,,,,
000563.XSHE,2009-11-02,国泰海通证券,,,3,1,2024-12-13 17:32:57,2009-11-06 10:15:51,3.0,,,,
000563.XSHE,2009-11-05,国泰海通证券,,,3,1,2024-12-13 17:32:54,2009-11-06 13:50:24,3.0,,,,
000563.XSHE,2009-11-09,国泰海通证券,,,3,1,2024-12-13 17:32:39,2009-11-10 17:08:05,3.0,,,,
000563.XSHE,2009-11-16,国泰海通证券,,,3,1,2024-12-13 17:32:58,2009-11-17 15:07:53,3.0,,,,
000563.XSHE,2009-11-23,国泰海通证券,,,3,1,2024-12-13 17:32:43,2009-11-24 13:37:47,3.0,,,,
000563.XSHE,2009-12-01,国泰海通证券,,,3,1,2024-12-13 17:32:45,2009-12-02 14:38:15,3.0,,,,
000563.XSHE,2009-12-14,国泰海通证券,,,3,1,2024-12-13 17:32:41,2009-12-15 17:37:56,3.0,,,,
000563.XSHE,2009-12-17,兴业证券,,,4,1,2024-12-13 17:32:51,2009-12-18 15:38:00,4.0,,,,
000563.XSHE,2009-12-21,国泰海通证券,,,3,1,2024-12-13 17:32:35,2009-12-21 15:38:07,3.0,,,,
000563.XSHE,2009-12-28,国泰海通证券,,,3,1,2024-12-13 17:32:48,2009-12-28 16:08:04,3.0,,,,
000563.XSHE,2009-12-31,国泰海通证券,,,3,1,2024-12-13 17:32:45,2009-12-31 17:38:12,3.0,,,,
000563.XSHE,2010-01-04,国泰海通证券,,,3,1,2024-12-13 17:32:40,2010-01-05 14:08:07,3.0,,,,
000563.XSHE,2010-01-07,国泰海通证券,,,3,1,2024-12-13 17:32:47,2010-01-08 16:09:53,3.0,,,,
000563.XSHE,2010-01-11,国泰海通证券,,,3,1,2024-12-13 17:32:34,2010-01-12 17:07:47,3.0,,,,
000563.XSHE,2010-01-18,国泰海通证券,,,3,1,2024-12-13 17:32:50,2010-01-18 16:37:54,3.0,,,,
000563.XSHE,2010-01-23,兴业证券,,,4,1,2024-12-13 17:32:54,2010-01-25 15:07:52,4.0,,,,
000563.XSHE,2010-01-25,国泰海通证券,,,3,1,2024-12-13 17:32:46,2010-01-26 11:07:55,3.0,,,,
000563.XSHE,2010-02-02,国泰海通证券,,,3,1,2024-12-13 17:32:41,2010-02-02 14:07:58,3.0,,,,
000563.XSHE,2010-02-08,国泰海通证券,,,3,1,2024-12-13 17:32:52,2010-02-09 10:38:18,3.0,,,,
000563.XSHE,2010-02-22,国泰海通证券,,,3,1,2024-12-13 17:32:45,2010-02-22 17:37:47,3.0,,,,
000563.XSHE,2010-03-01,国泰海通证券,,,3,1,2024-12-13 17:32:49,2010-03-01 16:38:04,3.0,,,,
000563.XSHE,2010-03-08,国泰海通证券,,,3,1,2024-12-13 17:32:34,2010-03-09 14:38:12,3.0,,,,
000563.XSHE,2010-03-15,国泰海通证券,,,3,1,2024-12-13 17:32:50,2010-03-16 16:37:52,3.0,,,,
000563.XSHE,2010-03-19,国泰海通证券,,,3,1,2024-12-13 17:32:56,2010-03-22 16:37:55,3.0,,,,
000563.XSHE,2010-03-22,国泰海通证券,,,3,1,2024-12-13 17:32:36,2010-03-23 13:38:12,3.0,,,,
000563.XSHE,2010-03-29,国泰海通证券,,,3,1,2024-12-13 17:32:41,2010-03-30 15:11:35,3.0,,,,
000563.XSHE,2010-04-06,国泰海通证券,,,3,1,2024-12-13 17:32:35,2010-04-07 09:07:54,3.0,,,,
000563.XSHE,2010-04-12,国泰海通证券,,,3,1,2024-12-13 17:32:41,2010-04-13 09:09:00,3.0,,,,
000563.XSHE,2010-04-25,国泰海通证券,,,3,1,2024-12-13 17:32:56,2010-04-27 08:42:09,3.0,,,,
000563.XSHE,2010-05-04,国泰海通证券,,,3,1,2024-12-13 17:32:37,2010-05-05 17:38:34,3.0,,,,
000563.XSHE,2010-05-10,民族证券,11.0000,M06,3,1,2024-12-13 04:52:16,2010-05-11 14:26:00,3.0,11.0,,,
000563.XSHE,2010-05-13,民族证券,11.0000,M06,3,1,2024-12-13 04:52:14,2010-05-14 09:02:36,3.0,11.0,,,
000563.XSHE,2010-05-14,国泰海通证券,,,3,1,2024-12-13 17:32:34,2010-05-18 09:02:11,3.0,,,,
000563.XSHE,2010-05-24,国泰海通证券,,,3,1,2024-12-13 17:32:45,2010-05-25 09:29:12,3.0,,,,
000563.XSHE,2010-05-31,国泰海通证券,,,3,1,2024-12-13 17:32:51,2010-06-01 13:52:40,3.0,,,,
000563.XSHE,2010-06-07,国泰海通证券,,,3,1,2024-12-13 17:32:43,2010-06-09 13:59:30,3.0,,,,
000563.XSHE,2010-06-10,国泰海通证券,,,3,1,2024-12-13 17:32:40,2010-06-10 16:15:19,3.0,,,,
000563.XSHE,2010-06-17,国泰海通证券,,,3,1,2024-12-13 17:32:43,2010-06-18 13:58:57,3.0,,,,
000563.XSHE,2010-06-22,国泰海通证券,,,3,1,2024-12-13 17:32:52,2010-06-22 15:53:37,3.0,,,,
000563.XSHE,2010-06-27,国泰海通证券,,,3,1,2024-12-13 17:32:40,2010-06-30 13:32:27,3.0,,,,
000563.XSHE,2010-07-05,国泰海通证券,,,3,1,2024-12-13 17:32:54,2010-07-06 13:59:29,3.0,,,,
000563.XSHE,2010-07-08,国泰海通证券,,,3,1,2024-12-13 17:32:36,2010-07-09 13:33:01,3.0,,,,
000563.XSHE,2010-07-19,国泰海通证券,,,3,1,2024-12-13 17:32:56,2010-07-20 17:08:26,3.0,,,,
000563.XSHE,2010-07-26,国泰海通证券,,,3,1,2024-12-13 17:32:47,2010-07-27 11:17:29,3.0,,,,
000563.XSHE,2010-08-02,国泰海通证券,,,3,1,2024-12-13 17:32:43,2010-08-03 14:26:44,3.0,,,,
000563.XSHE,2010-08-09,国泰海通证券,,,3,1,2024-12-13 17:32:34,2010-08-10 13:32:15,3.0,,,,
000563.XSHE,2010-08-17,国泰海通证券,,,3,1,2024-12-13 17:32:40,2010-08-17 17:08:54,3.0,,,,
000563.XSHE,2010-08-23,国泰海通证券,,,3,1,2024-12-13 17:32:38,2010-08-24 17:09:09,3.0,,,,
000563.XSHE,2010-08-31,国泰海通证券,,,3,1,2024-12-13 17:32:41,2010-09-01 13:34:34,3.0,,,,
000563.XSHE,2010-09-06,国泰海通证券,,,3,1,2024-12-13 17:32:35,2010-09-07 11:44:33,3.0,,,,
000563.XSHE,2010-09-07,国泰海通证券,,,3,1,2024-12-13 17:32:56,2010-09-07 16:42:11,3.0,,,,
000563.XSHE,2010-09-08,国泰海通证券,,,3,1,2024-12-13 17:32:46,2010-09-09 18:30:23,3.0,,,,
000563.XSHE,2010-09-09,国泰海通证券,,,3,1,2024-12-13 17:32:55,2010-09-09 18:30:23,3.0,,,,
000563.XSHE,2010-09-13,国泰海通证券,,,3,1,2024-12-13 17:32:46,2010-09-14 17:36:01,3.0,,,,
000563.XSHE,2010-09-17,国泰海通证券,,,3,1,2024-12-13 17:32:54,2010-09-20 10:31:11,3.0,,,,
000563.XSHE,2010-09-20,国泰海通证券,,,3,1,2024-12-13 17:32:55,2010-09-27 17:07:58,3.0,,,,
000563.XSHE,2010-09-21,国泰海通证券,,,3,1,2024-12-13 17:32:45,2010-09-29 11:05:20,3.0,,,,
000563.XSHE,2010-09-26,华泰证券,,,3,1,2024-12-13 17:32:54,2010-09-30 14:23:40,3.0,,,,
000563.XSHE,2010-10-08,国泰海通证券,,,3,1,2024-12-13 17:32:46,2010-10-11 14:55:15,3.0,,,,
000563.XSHE,2010-10-11,国泰海通证券,,,3,1,2024-12-13 17:32:38,2010-10-12 09:25:21,3.0,,,,
000563.XSHE,2010-10-18,国泰海通证券,,,3,1,2024-12-13 17:32:36,2010-10-18 17:07:43,3.0,,,,
000563.XSHE,2010-10-21,国泰海通证券,,,3,1,2024-12-13 17:32:47,2010-10-21 16:35:56,3.0,,,,
000563.XSHE,2010-10-22,国泰海通证券,,,3,1,2024-12-13 17:32:47,2010-10-27 14:23:51,3.0,,,,
000563.XSHE,2010-11-02,国泰海通证券,,,3,1,2024-12-13 17:32:57,2010-11-02 17:08:24,3.0,,,,
000563.XSHE,2010-11-08,国泰海通证券,,,3,1,2024-12-13 17:32:52,2010-11-08 16:33:56,3.0,,,,
000563.XSHE,2010-11-15,国泰海通证券,,,3,1,2024-12-13 17:32:35,2010-11-16 10:31:21,3.0,,,,
000563.XSHE,2010-11-22,国泰海通证券,,,3,1,2024-12-13 17:32:35,2010-11-22 17:43:50,3.0,,,,
000563.XSHE,2010-11-29,国泰海通证券,,,3,1,2024-12-13 17:32:45,2010-11-30 12:10:05,3.0,,,,
000563.XSHE,2010-12-06,国泰海通证券,,,3,1,2024-12-13 17:32:55,2010-12-07 08:52:05,3.0,,,,
000563.XSHE,2010-12-07,国泰海通证券,,,3,1,2024-12-13 17:32:42,2010-12-07 16:01:50,3.0,,,,
000563.XSHE,2010-12-10,金元证券,,,3,1,2024-12-13 17:32:49,2010-12-14 13:48:43,3.0,,,,
000563.XSHE,2010-12-13,国泰海通证券,,,3,1,2024-12-13 17:32:44,2010-12-14 09:25:16,3.0,,,,
000563.XSHE,2010-12-20,国泰海通证券,,,3,1,2024-12-13 17:32:51,2010-12-21 11:04:17,3.0,,,,
000563.XSHE,2011-01-04,国泰海通证券,,,3,1,2024-12-13 17:32:35,2011-01-05 17:40:36,3.0,,,,
000563.XSHE,2011-01-04,天相投顾,,,3,1,2024-12-13 17:32:51,2011-01-04 17:40:01,3.0,,,,
000563.XSHE,2011-01-04,申万宏源,,,2,1,2024-12-13 17:32:55,2011-01-05 17:40:36,2.0,,,,
000563.XSHE,2011-01-11,国泰海通证券,,,3,1,2024-12-13 17:32:41,2011-01-12 13:49:05,3.0,,,,
000563.XSHE,2011-01-13,国泰海通证券,,,3,1,2024-12-13 17:32:54,2011-01-13 16:34:27,3.0,,,,
000563.XSHE,2011-01-17,国泰海通证券,,,3,1,2024-12-13 17:32:52,2011-01-18 14:56:08,3.0,,,,
000563.XSHE,2011-01-18,天相投顾,,,3,1,2024-12-13 17:32:37,2011-01-19 14:55:35,3.0,,,,
000563.XSHE,2011-01-24,长江证券,,,2,1,2024-12-13 17:32:50,2011-01-24 17:07:49,2.0,,,,
000563.XSHE,2011-01-24,国泰海通证券,,,3,1,2024-12-13 17:32:55,2011-01-25 14:58:20,3.0,,,,
000563.XSHE,2011-02-15,国泰海通证券,,,3,1,2024-12-13 17:32:54,2011-02-15 16:34:34,3.0,,,,
000563.XSHE,2011-02-16,国泰海通证券,,,3,1,2024-12-13 17:32:41,2011-02-16 16:02:39,3.0,,,,
000563.XSHE,2011-02-22,国泰海通证券,,,3,1,2024-12-13 17:32:38,2011-02-22 16:04:40,3.0,,,,
000563.XSHE,2011-02-28,国泰海通证券,,,3,1,2024-12-13 17:32:38,2011-02-28 19:54:38,3.0,,,,
000563.XSHE,2011-03-08,国泰海通证券,,,3,1,2024-12-13 17:32:36,2011-03-08 19:19:33,3.0,,,,
000563.XSHE,2011-03-09,国泰海通证券,,,3,1,2024-12-13 17:32:54,2011-03-09 17:44:41,3.0,,,,
000563.XSHE,2011-03-16,国泰海通证券,,,3,1,2024-12-13 17:32:46,2011-03-17 13:52:35,3.0,,,,
000563.XSHE,2011-03-21,国泰海通证券,,,3,1,2024-12-13 17:32:58,2011-03-22 20:07:45,3.0,,,,
000563.XSHE,2011-03-28,国泰海通证券,,,3,1,2024-12-13 17:32:54,2011-03-28 21:13:20,3.0,,,,
000563.XSHE,2011-04-06,国泰海通证券,,,3,1,2024-12-13 17:32:55,2011-04-07 17:41:09,3.0,,,,
000563.XSHE,2011-04-11,国泰海通证券,,,3,1,2024-12-13 17:32:42,2011-04-12 12:43:22,3.0,,,,
000563.XSHE,2011-04-13,国泰海通证券,,,3,1,2024-12-13 17:32:39,2011-04-13 17:08:31,3.0,,,,
000563.XSHE,2011-04-18,国泰海通证券,,,3,1,2024-12-13 17:32:34,2011-04-19 14:22:53,3.0,,,,
000563.XSHE,2011-04-26,国泰海通证券,,,3,1,2024-12-13 17:32:33,2011-04-26 16:14:17,3.0,,,,
000563.XSHE,2011-05-03,国泰海通证券,,,3,1,2024-12-13 17:32:35,2011-05-04 11:10:58,3.0,,,,
000563.XSHE,2011-05-03,天相投顾,,,3,1,2024-12-13 17:32:40,2011-05-04 19:19:41,3.0,,,,
000563.XSHE,2011-05-10,国泰海通证券,,,3,1,2024-12-13 17:32:34,2011-05-10 12:10:39,3.0,,,,
000563.XSHE,2011-05-23,民生证券,,,3,1,2024-12-13 17:32:52,2011-05-23 16:35:45,3.0,,,,
000563.XSHE,2011-06-06,民生证券,,,3,1,2024-12-13 17:32:38,2011-06-08 17:08:47,3.0,,,,
000563.XSHE,2011-06-19,民生证券,,,3,1,2024-12-13 17:32:50,2011-06-20 19:04:51,3.0,,,,
000563.XSHE,2011-07-03,民生证券,,,3,1,2024-12-13 17:32:49,2011-07-04 13:50:45,3.0,,,,
000563.XSHE,2011-07-12,兴业证券,,,2,1,2024-12-13 17:32:49,2011-07-13 11:39:34,2.0,,,,
000563.XSHE,2011-07-12,中信建投,15.0000,Y01,2,1,2024-12-13 04:52:17,2011-07-12 17:42:21,2.0,,,15.0,
000563.XSHE,2011-07-12,招商证券,,,2,1,2024-12-13 17:32:51,2011-07-13 10:32:53,2.0,,,,
000563.XSHE,2011-07-13,中信建投,,,2,1,2024-12-13 17:32:50,2011-07-18 17:10:32,2.0,,,,
000563.XSHE,2011-07-17,民生证券,,,3,1,2024-12-13 17:32:40,2011-07-20 19:06:57,3.0,,,,
000563.XSHE,2011-07-31,民生证券,,,3,1,2024-12-13 17:32:49,2011-08-03 17:09:31,3.0,,,,
000563.XSHE,2011-08-19,民生证券,,,3,1,2024-12-13 17:32:49,2011-08-19 19:14:16,3.0,,,,
