order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
000733.XSHE,2011-04-30,2011,q1,1405,,2011-04-30发布的财报中，1季度净利润增速超出机构的一致预期,,,,,,,,2011-04-30,financial_reports,,,,11500047.3900,,,,0.3206,,,,,,,,2011-04-29,,7521099.5827,,,0.5290,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2011-04-30,2011,q1,1501,,2011-04-30发布的财报净利润同比增速超出一致预期2011同比增速,,,,,,,,2011-04-30,financial_reports,,,11500047.3900,,,0.3206,,,,,,,,,,2011-04-29,32230800.0000,,-0.1363,,0.4570,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2011-04-30,2011,q1,1503,,2011-04-30发布的财报净利润同比增速超出2011一致预期同比增速,,,,,,,,2011-04-30,financial_reports,,,,11500047.3900,,,,0.3206,,,,,,,,2011-04-29,,7521099.5827,,-0.1363,0.4569,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2012-08-24,2012,q2,1405,,2012-08-24发布的财报中，2季度净利润增速超出机构的一致预期,,,,,,,,2012-08-24,financial_reports,,,,17359402.9500,,,,0.2640,,,,,,,,2012-08-23,,12701196.4305,,,0.3668,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2012-08-24,2012,q2,1501,,2012-08-24发布的财报净利润同比增速超出一致预期2012同比增速,,,,,,,,2012-08-24,financial_reports,,,31895652.1400,,,0.2640,,,,,,,,,,2012-08-23,42974400.0000,,0.0171,,0.2469,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2012-08-24,2012,q2,1503,,2012-08-24发布的财报净利润同比增速超出2012一致预期同比增速,,,,,,,,2012-08-24,financial_reports,,,,17359402.9500,,,,0.2640,,,,,,,,2012-08-23,,12701196.4305,,-0.0752,0.3392,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2013-04-25,2012,q4,1405,,2013-04-25发布的财报中，4季度净利润增速超出机构的一致预期,,,,,,,,2013-04-25,financial_reports,,,,41135536.5900,,,,4.2612,,,,,,,,2013-04-24,,38958038.8263,,,0.0559,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2013-04-25,2012,q4,1503,,2013-04-25发布的财报净利润同比增速超出2012一致预期同比增速,,,,,,,,2013-04-25,financial_reports,,,,41135536.5900,,,,4.2612,,,,,,,,2013-04-24,,38958038.8263,,3.9827,0.2785,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2013-07-13,2013,q2,1504,,2013-07-13发布的业绩预告同比增速超出2013一致预期同比增速,,,,,,,,2013-07-13,performance_forecast,51000000.0000,42000000.0000,,,,,0.6420,,,,,,,,,2013-07-12,,24504533.2042,,0.4116,0.2304,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2013-08-30,2013,q2,1405,,2013-08-30发布的财报中，2季度净利润增速超出机构的一致预期,,,,,,,,2013-08-30,financial_reports,,,,37724728.0800,,,,1.1732,,,,,,,,2013-08-29,,24898591.6512,,,0.5151,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2013-08-30,2013,q2,1501,,2013-08-30发布的财报净利润同比增速超出一致预期2013同比增速,,,,,,,,2013-08-30,financial_reports,,,51221109.3700,,,0.6059,,,,,,,,,,2013-08-29,114598400.0000,,0.3478,,0.2581,2021-04-12 11:01:47,2021-04-12 11:01:47
000733.XSHE,2013-08-30,2013,q2,1503,,2013-08-30发布的财报净利润同比增速超出2013一致预期同比增速,,,,,,,,2013-08-30,financial_reports,,,,37724728.0800,,,,1.1732,,,,,,,,2013-08-29,,24898591.6512,,0.4343,0.7389,2021-04-12 11:01:47,2021-04-12 11:01:47
