order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000878.XSHE,2016-01-04,2015,q4,1,0.0,375,81.7294,0.0,465,77.109,,1988,,,1874,,,1869,,,1709,,,1673,,,1623,,,1501,,,1449,,0.0,597.0,72.3177,,,,1771,,,1654,,,1645,,-0.003,1816,1.9978,,,
000878.XSHE,2016-01-04,2015,q4,3,0.0,331,83.8788,0.0,433,78.6667,,1985,,,1873,,,1867,,,1702,,,1671,,,1615,,,1495,,,1445,,0.0,595.0,72.3978,,,,1766,,,1650,,,1641,,-0.003,1815,1.9459,,,
000878.XSHE,2016-01-04,2016,q4,1,0.0,484,77.0,0.0,581,72.0751,,2032,,,1917,,,1910,,,1717,,,1681,,,1630,,,1508,,,1450,,0.0,598.0,71.9587,,,,1817,,,1700,,,1691,,-0.003,1864,1.9989,,,
000878.XSHE,2016-01-04,2016,q4,3,0.0,423,79.8856,0.0,541,73.9759,,2026,,,1914,,,1908,,,1710,,,1679,,,1621,,,1501,,,1445,,0.0,609.0,71.3882,,,,1811,,,1695,,,1685,,-0.003,1862,1.9494,,,
000878.XSHE,2016-01-05,2015,q4,1,0.0,352,82.9197,0.0,438,78.5363,,1987,,,1878,,,1869,,,1723,,,1683,,,1622,,,1506,,,1448,,0.0,586.0,71.8479,,,,1771,,,1661,,,1648,,0.001,1817,2.3131,,,
000878.XSHE,2016-01-05,2015,q4,3,0.0,372,81.9113,0.0,441,78.3358,,1984,,,1876,,,1867,,,1716,,,1675,,,1614,,,1495,,,1446,,0.0,591.0,71.5663,,,,1766,,,1653,,,1643,,0.001,1812,2.2666,,,
000878.XSHE,2016-01-05,2016,q4,1,0.0,454,78.5308,0.0,574,72.5443,,2032,,,1923,,,1911,,,1731,,,1691,,,1629,,,1513,,,1449,,0.0,612.0,71.3415,,,,1819,,,1708,,,1695,,0.001,1867,2.3037,,,
000878.XSHE,2016-01-05,2016,q4,3,0.0,453,78.5069,0.0,557,73.2821,,2026,,,1917,,,1909,,,1724,,,1683,,,1620,,,1501,,,1446,,0.0,617.0,71.0526,,,,1814,,,1699,,,1689,,0.001,1862,2.2584,,,
000878.XSHE,2016-01-06,2015,q4,1,0.0,357,82.777,0.0,451,77.9951,,1993,,,1886,,,1877,,,1731,,,1689,,,1623,,,1512,,,1454,,0.0,586.0,72.023,,,,1780,,,1674,,,1659,,-0.0558,1844,1.7591,,,
000878.XSHE,2016-01-06,2015,q4,3,0.0,365,82.3558,0.0,439,78.5819,,1990,,,1883,,,1875,,,1724,,,1685,,,1615,,,1498,,,1447,,0.0,590.0,71.737,,,,1775,,,1669,,,1654,,-0.0558,1838,1.7647,,,
