order_book_id,date,fiscal_year,report_period,report_range,profit_chg_1w,profit_chg_1w_rank,profit_chg_1w_sco,profit_chg_2w,profit_chg_2w_rank,profit_chg_2w_sco,profit_chg_1m,profit_chg_1m_rank,profit_chg_1m_sco,profit_chg_2m,profit_chg_2m_rank,profit_chg_2m_sco,profit_chg_3m,profit_chg_3m_rank,profit_chg_3m_sco,op_reven_chg_1w,op_reven_chg_1w_rank,op_reven_chg_1w_sco,op_reven_chg_2w,op_reven_chg_2w_rank,op_reven_chg_2w_sco,op_reven_chg_1m,op_reven_chg_1m_rank,op_reven_chg_1m_sco,op_reven_chg_2m,op_reven_chg_2m_rank,op_reven_chg_2m_sco,op_reven_chg_3m,op_reven_chg_3m_rank,op_reven_chg_3m_sco,ty_est_dev,ty_est_dev_rank,ty_est_dev_sco,est_em_bic_sco,est_em_non_bic_sco,grd_em_1m,grd_em_1m_rank,grd_em_1m_sco,grd_em_2m,grd_em_2m_rank,grd_em_2m_sco,grd_em_3m,grd_em_3m_rank,grd_em_3m_sco,targ_price_space,targ_price_space_rank,targ_price_space_sco,grd_em_sco,ana_em_bic_sco,ana_em_non_bic_sco
000423.XSHE,2016-01-04,2015,q4,1,-0.002,1791,12.555,0.0,465,77.109,-0.0002,1217,38.8022,0.0006,627,66.5777,0.003,463,75.2677,0.0,119,93.0913,0.0044,153,90.9091,0.0044,289,82.2441,0.0176,247,83.6,0.0378,189,87.0166,0.0053,253.0,88.2954,62.1289,55.818,0.0,548,69.096,0.0,637,61.5245,0.06,585,64.4769,0.2529,1128,39.1469,65.1436,63.6872,62.425
000423.XSHE,2016-01-04,2015,q4,3,0.0,331,83.8788,0.002,280,86.2222,0.0018,452,77.2681,0.0026,516,72.4893,0.005,435,76.7417,0.0,108,93.7096,0.0044,152,90.9581,0.0044,280,82.7138,0.0176,244,83.7349,0.0378,191,86.8421,0.0057,247.0,88.5688,80.1053,78.2337,0.0,545,69.1785,0.0,622,62.3408,0.06,581,64.6341,0.2618,1120,39.5135,65.5345,67.5527,67.1783
000423.XSHE,2016-01-04,2016,q4,1,-0.0004,1745,16.9524,0.0,581,72.0751,0.0,687,66.2235,0.0027,631,67.119,0.0087,568,70.2986,0.0,125,92.7739,0.0021,208,87.6786,0.0021,376,76.9797,0.0156,389,74.2535,0.0442,297,79.5721,0.0024,467.0,78.1118,66.9646,63.1429,0.0,551,69.7137,0.0,643,62.2131,0.06,594,64.9112,0.2529,1151,39.5055,65.753,61.8287,61.0644
000423.XSHE,2016-01-04,2016,q4,3,0.0,423,79.8856,0.0004,500,75.9518,0.0005,629,68.9877,0.0032,618,67.747,0.0091,552,71.1064,0.0,121,92.9783,0.0021,203,87.9619,0.0021,372,77.0988,0.0156,394,73.8,0.0442,297,79.5014,0.0021,484.0,77.2706,73.5016,71.31,0.0,548,69.779,0.0,627,63.046,0.06,590,65.0238,0.2618,1142,39.8841,66.1348,63.0737,62.6354
000423.XSHE,2016-01-04,2017,q4,1,-0.0014,1675,11.8483,-0.0002,1500,19.9252,-0.0001,1211,33.223,0.0021,639,62.2708,0.0161,479,70.8181,0.0,123,92.561,0.0057,187,88.3968,0.0057,352,77.384,0.0246,391,72.5738,0.0658,274,79.8226,0.0036,481.0,75.2322,49.1494,40.8998,0.0,537,68.3589,0.0,618,61.1461,0.06,557,64.631,0.2529,1085,38.4091,64.7282,56.8679,55.218
000423.XSHE,2016-01-04,2017,q4,3,-0.0014,1702,10.2375,-0.0002,1514,18.9609,-0.0001,1203,33.3333,0.0021,641,61.9048,0.0161,475,70.9381,0.0,116,92.9577,0.0057,184,88.5553,0.0057,350,77.3817,0.0246,388,72.6115,0.0658,272,79.8663,0.0035,487.0,74.8056,48.8398,40.4812,0.0,534,68.4429,0.0,603,61.9949,0.06,554,64.7321,0.2618,1074,38.9647,65.1215,56.9234,55.2516
000423.XSHE,2016-01-05,2015,q4,1,-0.002,1789,12.9927,-0.002,1656,18.7132,-0.0002,1202,39.5267,0.0007,625,66.7555,0.003,462,75.3212,0.0,104,94.0186,0.0,193,88.585,0.0044,293,81.9864,0.0176,246,83.7209,0.0378,189,87.0076,0.0058,241.0,88.4504,52.9797,44.4587,0.0,552,68.8701,0.0,632,61.988,0.06,581,64.7845,0.213,1373,26.1969,65.3001,58.0502,56.346
000423.XSHE,2016-01-05,2015,q4,3,-0.002,1796,12.4817,-0.002,1670,17.8237,-0.0002,1219,38.5779,0.0007,626,66.6667,0.003,466,75.0804,0.0,106,93.8776,0.0,196,88.3513,0.0044,287,82.2691,0.0176,247,83.5341,0.0378,191,86.8512,0.0058,246.0,88.1928,52.5108,43.8943,0.0,549,68.9518,0.0,629,61.9855,0.06,583,64.5554,0.213,1380,25.5801,65.286,57.6912,55.9679
000423.XSHE,2016-01-05,2016,q4,1,-0.0004,1744,17.3934,-0.0004,1613,22.7599,0.0,697,65.7312,0.0026,643,66.5973,0.0087,573,70.0524,0.0,111,93.6416,0.0,218,87.1598,0.0021,382,76.5971,0.0156,383,74.7354,0.0442,297,79.558,0.0028,450.0,78.94,58.8638,52.9951,0.0,555,69.527,0.0,639,62.6245,0.06,591,65.1712,0.213,1404,26.5445,65.8948,56.5971,55.4233
000423.XSHE,2016-01-05,2016,q4,3,-0.0004,1753,16.6904,-0.0004,1612,22.5853,0.0,676,66.6667,0.0026,637,66.8058,0.0087,567,70.3354,0.0,112,93.5577,0.0,223,86.8014,0.0021,385,76.2817,0.0156,393,73.8667,0.0442,297,79.5156,0.0028,457.0,78.5714,59.01,53.2614,0.0,552,69.6084,0.0,636,62.6031,0.06,593,64.9289,0.213,1412,25.8929,65.8704,56.3154,55.1657
000423.XSHE,2016-01-05,2017,q4,1,-0.0014,1702,10.989,-0.0014,1564,16.9942,-0.0001,1202,33.7562,0.0021,634,62.7428,0.0161,486,70.4629,0.0,114,93.1763,0.0,212,86.935,0.0057,361,76.8041,0.0246,384,73.2168,0.0658,277,79.6009,0.0059,409.0,79.0447,48.7843,40.4937,0.0,542,68.139,0.0,615,61.577,0.06,555,64.8923,0.213,1315,25.7207,64.8649,54.1595,52.5013
000423.XSHE,2016-01-05,2017,q4,3,-0.0014,1712,10.1837,-0.0014,1560,16.8977,-0.0001,1199,33.592,0.0021,646,61.7664,0.0161,485,70.4156,0.0,110,93.3859,0.0,215,86.6667,0.0057,362,76.604,0.0246,385,72.843,0.0658,276,79.5994,0.0059,409.0,78.9256,48.4016,40.047,0.0,539,68.2221,0.0,612,61.5723,0.06,558,64.59,0.213,1322,25.1558,64.8358,53.8719,52.201
000423.XSHE,2016-01-06,2015,q4,1,-0.002,1809,12.5302,-0.002,1669,18.4352,-0.0002,1198,39.9096,0.0007,635,66.366,0.003,465,75.2665,0.0,91,94.7977,0.0,185,89.0995,0.0044,297,81.7509,0.0176,249,83.587,0.0378,190,86.9924,0.0058,241.0,88.5222,52.9286,44.3494,0.0,552,69.0275,0.0,643,61.6258,0.06,593,64.2943,0.2016,1301,30.7036,65.1202,59.3775,57.6617
000423.XSHE,2016-01-06,2015,q4,3,-0.002,1803,12.6515,-0.002,1679,17.9462,-0.0002,1209,39.266,0.0007,633,66.4187,0.003,467,75.1334,0.0,95,94.5444,0.0,185,89.0736,0.0044,293,81.9083,0.0176,248,83.5003,0.0378,193,86.722,0.0059,237.0,88.6756,52.6885,44.0731,0.0,555,68.7711,0.0,634,62.0504,0.06,589,64.4283,0.2016,1304,30.3209,65.2143,59.2795,57.5564
000423.XSHE,2016-01-06,2016,q4,1,-0.0004,1755,17.186,-0.0004,1627,22.2753,0.0,701,65.5512,0.0026,647,66.4416,0.0087,575,69.9948,0.0,106,93.9586,0.0,211,87.6179,0.0021,389,76.1817,0.0156,386,74.6377,0.0442,301,79.3673,0.0029,445.0,79.2717,58.6873,52.771,0.0,556,69.539,0.0,650,62.1795,0.06,602,64.6471,0.2016,1329,30.9053,65.6168,57.9139,56.7307
000423.XSHE,2016-01-06,2016,q4,3,-0.0004,1742,17.5272,-0.0004,1630,22.0574,0.0,689,66.0415,0.0026,640,66.684,0.0087,572,70.1047,0.0,107,93.8764,0.0,217,87.234,0.0021,387,76.1728,0.0156,391,74.0519,0.0442,297,79.5439,0.0029,451.0,78.8832,58.829,52.9923,0.0,559,69.29,0.0,641,62.5731,0.06,598,64.7788,0.2016,1332,30.5324,65.701,57.7307,56.5633
000423.XSHE,2016-01-06,2017,q4,1,-0.0014,1710,10.8968,-0.0014,1581,16.4463,-0.0001,1199,33.9945,0.0021,639,62.5147,0.0161,490,70.2916,0.0,111,93.3894,0.0,207,87.2996,0.0057,370,76.2548,0.0246,391,72.879,0.0658,279,79.5588,0.0059,408.0,79.2135,48.664,40.3609,0.0,543,68.1738,0.0,625,61.194,0.06,567,64.2902,0.2016,1247,30.1178,64.6052,55.4532,53.7926
000423.XSHE,2016-01-06,2017,q4,3,-0.0014,1700,11.1402,-0.0014,1577,16.5254,-0.0001,1191,34.145,0.0021,642,62.0934,0.0161,490,70.1829,0.0,107,93.6029,0.0,213,86.8893,0.0057,368,76.2613,0.0246,386,72.8873,0.0658,275,79.7187,0.0059,409.0,79.0231,48.6215,40.3089,0.0,546,67.9034,0.0,617,61.5721,0.06,564,64.3671,0.2016,1249,29.8482,64.6636,55.3184,53.6559
000423.XSHE,2016-01-07,2015,q4,1,0.0,337,83.7681,0.0,448,78.1738,0.002,452,77.495,0.0027,533,71.7922,0.005,436,76.8247,0.0,94,94.6398,0.0,178,89.5452,0.0044,281,82.8115,0.0176,249,83.587,0.0378,190,87.0014,0.0066,214.0,89.8232,78.6876,76.4802,0.0,571,68.1386,0.0,647,61.2942,0.06,591,64.372,0.2866,1389,25.9338,64.6475,63.3941,62.9526
000423.XSHE,2016-01-07,2015,q4,3,0.0,348,83.2286,0.0,445,78.3203,0.0019,467,76.7116,0.0027,531,71.8534,0.005,435,76.8533,0.0,86,95.081,0.0,178,89.5142,0.0044,287,82.3566,0.0176,248,83.5113,0.0378,194,86.6713,0.0066,214.0,89.794,78.4788,76.2418,0.0,556,68.8027,0.0,638,61.7647,0.06,590,64.3247,0.2866,1393,25.5217,65.0919,63.3089,62.8615
000423.XSHE,2016-01-07,2016,q4,1,0.0,434,79.5755,0.0,574,72.6492,0.0004,665,67.5147,0.0031,629,67.3766,0.0091,572,70.1516,0.0,98,94.4349,0.0,196,88.5362,0.0021,382,76.7115,0.0156,385,74.7036,0.0442,304,79.1753,0.003,443.0,79.3843,72.5184,69.9699,0.0,575,68.6852,0.0,654,61.8352,0.06,600,64.7232,0.2866,1417,26.1731,65.1528,59.2015,58.6918
000423.XSHE,2016-01-07,2016,q4,3,0.0,441,79.206,0.0,581,72.2753,0.0005,663,67.4052,0.0031,633,67.049,0.0091,567,70.3665,0.0,99,94.3548,0.0,201,88.2075,0.0021,383,76.5212,0.0156,392,74.0027,0.0442,300,79.3651,0.003,449.0,78.9967,72.2969,69.7486,0.0,560,69.3194,0.0,645,62.273,0.06,599,64.6781,0.2866,1421,25.771,65.5726,59.0042,58.4946
000423.XSHE,2016-01-07,2017,q4,1,0.0,314,83.7064,-0.0014,1583,16.4731,-0.0002,1256,31.2705,0.0021,639,62.5147,0.0161,491,70.2309,0.0,102,93.9521,0.0,199,87.8378,0.0057,346,77.9412,0.0246,387,73.1572,0.0658,280,79.5004,0.006,406.0,79.3367,53.9547,46.8239,0.0,561,67.2323,0.0,628,60.8858,0.06,563,64.4978,0.2866,1322,25.7448,64.1468,55.1448,53.7186
000423.XSHE,2016-01-07,2017,q4,3,-0.0014,1712,10.6994,-0.0014,1593,15.8117,-0.0001,1225,32.4876,0.0021,646,61.8569,0.0161,491,70.122,0.0,107,93.6221,0.0,197,87.9236,0.0057,353,77.3488,0.0246,387,72.836,0.0658,278,79.527,0.006,410.0,78.9825,48.0886,39.5478,0.0,546,67.9223,0.0,619,61.375,0.06,562,64.4487,0.2866,1326,25.3521,64.6087,53.8398,52.1317
000423.XSHE,2016-01-08,2015,q4,1,0.0,342,83.5504,0.0,445,78.3626,0.002,451,77.5673,0.0027,539,71.5042,0.005,432,76.9765,0.0,93,94.7248,0.0,182,89.3655,0.0044,275,83.2416,0.0176,251,83.4875,0.0378,188,87.1123,0.0066,218.0,89.6617,78.6746,76.4467,0.0,564,68.6351,0.0,641,61.7454,0.06,569,65.6174,0.2649,1370,27.2196,65.2757,63.8545,63.4089
000423.XSHE,2016-01-08,2015,q4,3,0.0,347,83.3092,0.0,437,78.7421,0.002,448,77.6835,0.0027,534,71.7241,0.005,429,77.1245,0.0,99,94.3613,0.0,179,89.4923,0.0044,280,82.8413,0.0176,248,83.5553,0.0378,191,86.8875,0.0066,218.0,89.6469,78.7768,76.6141,0.0,565,68.474,0.0,643,61.5569,0.06,578,65.0303,0.2649,1375,26.8371,65.0184,63.7042,63.2717
000423.XSHE,2016-01-08,2016,q4,1,0.0,444,79.1431,0.0,577,72.5714,0.0004,662,67.6773,0.0031,627,67.4974,0.0091,554,70.9864,0.0,102,94.2319,0.0,193,88.7654,0.0021,371,77.4665,0.0156,388,74.5395,0.0442,306,78.98,0.003,446.0,79.2927,72.623,70.0796,0.0,566,69.2768,0.0,647,62.3104,0.06,578,65.9386,0.2649,1399,27.3389,65.8226,59.6786,59.1699
000423.XSHE,2016-01-08,2016,q4,3,0.0,445,79.0763,0.0,564,73.1521,0.0004,653,68.0705,0.0031,629,67.2746,0.0091,554,70.9711,0.0,104,94.0974,0.0,194,88.6537,0.0021,368,77.5123,0.0156,395,73.8553,0.0442,300,79.3651,0.003,446.0,79.2444,72.7303,70.2387,0.0,567,69.1048,0.0,649,62.1053,0.06,587,65.3664,0.2649,1404,26.9651,65.5573,59.5204,59.0221
