info_date,effective_date,m2,m1,m0,m2_growth_yoy,m1_growth_yoy,m0_growth_yoy
2019-05-17 00:00:00,1997-02-28,7899800.0,2910300.0,1008000.0,0.217,0.16,0.084
2019-05-17 00:00:00,1998-02-28,9202370.0,3339500.0,1088606.0,0.167,0.124,0.081
2019-05-17 00:00:00,1997-08-31,8474600.0,3159499.0,932700.0,0.172,0.172,0.152
2019-05-17 00:00:00,1998-11-30,10222920.0,3741400.0,1067100.0,0.167,0.137,0.091
2019-05-17 00:00:00,1999-02-28,10777840.0,3874900.0,1278400.0,0.18,0.1603,0.174
2019-05-17 00:00:00,1998-04-30,9266150.0,3336000.0,1017300.0,0.146,0.1123,0.097
2019-05-17 00:00:00,1998-07-31,9631390.0,3435600.0,1003740.0,0.155,0.1047,0.1
2019-05-17 00:00:00,1999-07-31,11141410.0,3899100.0,1119900.0,0.157,0.135,0.116
2019-05-17 00:00:00,1999-08-31,11282700.0,4009500.0,1139500.0,0.16,0.144,0.125
2019-05-17 00:00:00,2001-11-30,15408830.0,5657956.0,1478000.0,0.176,0.114,0.065
2019-05-17 00:00:00,2016-11-30,153043206.1898,47540554.15,6490350.0545,0.114,0.227,0.0758
2019-05-17 00:00:00,2007-01-31,35149877.0,12848406.0,2794913.0,0.158,0.198,-0.0464
2019-05-17 00:00:00,2017-04-30,160391884.0243,49018041.97,6839259.637,0.105,0.185,0.0619
2019-05-17 00:00:00,2017-02-28,158985699.535,47652759.52,7172768.794,0.111,0.214,0.0332
2019-05-17 00:00:00,2008-02-29,42103784.0,15017788.0,3245447.0,0.174,0.19,0.06
2019-05-17 00:00:00,2017-06-30,163949704.5135,51022816.6,6697768.162,0.094,0.15,0.0662
2019-05-17 00:00:00,2017-01-31,158419456.3831,47252645.0,8659861.0,0.113,0.145,0.194
2019-05-17 00:00:00,2017-12-31,169023531.4681,54379014.52,7064559.924,0.082,0.118,0.034
2019-05-17 00:00:00,2009-10-31,58664329.0,20754574.0,3573023.0,0.294,0.3203,0.1409
2019-05-17 00:00:00,2011-08-31,78085230.0,27339377.0,4577529.0,0.136,0.112,0.1469
2019-05-17 00:00:00,2009-11-30,59460472.0,21249320.0,3634386.0,0.2974,0.366,0.1499
2019-05-17 00:00:00,2010-01-31,62560929.0,22958898.0,4075858.0,0.26,0.3896,-0.0079
2019-05-17 00:00:00,2019-02-28,186742744.7995,52719047.67,7948472.048,0.08,0.02,-0.024
2019-05-17 00:00:00,1999-12-31,11763810.0,4583730.0,1345550.0,0.147,0.177,0.201
2019-05-17 00:00:00,2008-09-30,45289871.0,15574897.0,3172488.0,0.1529,0.0943,0.093
2019-05-17 00:00:00,2001-09-30,15182260.0,5682400.0,1506460.0,0.164,0.123,0.084
2019-05-17 00:00:00,2015-08-31,135690798.0,36279373.0,5906179.0,0.133,0.093,0.0183
2019-05-17 00:00:00,2016-08-31,151098290.5234,45454359.87,6345469.895,0.114,0.253,0.0744
2019-05-17 00:00:00,2016-10-31,151948540.4778,46544664.75,6421493.342,0.116,0.239,0.072
2019-05-17 00:00:00,2018-01-31,172081446.2071,54324712.57,7463629.009,0.086,0.15,-0.1381
2019-05-17 00:00:00,2018-06-30,177017837.2781,54394471.23,6958933.344,0.08,0.066,0.03899287
2019-05-17 00:00:00,2018-05-31,174306379.2323,52627671.55,6977480.8,0.083,0.06,0.03626147
2019-05-17 00:00:00,2018-07-31,177619610.5164,53662429.39,6953058.977,0.085,0.051,0.0357751
2019-05-17 00:00:00,2018-03-31,173985947.771,52354007.46,7269262.867,0.082,0.071,0.05958128
2019-05-17 00:00:00,2013-05-31,104216916.0,31020448.0,5443139.0,0.158,0.113,0.1099
2019-05-17 00:00:00,2012-12-31,97415946.0,30866423.0,5465981.0,0.138,0.065,0.0771
2019-05-17 00:00:00,2011-03-31,75813088.0,26625548.0,4484522.0,0.166,0.15,0.148
2019-05-17 00:00:00,2015-07-31,135321092.4826,35312219.38,5901070.77,0.133,0.066,0.029
2019-05-17 00:00:00,2016-07-31,149155871.6558,44293443.08,6327600.857,0.102,0.254,0.0723
2019-05-17 00:00:00,2016-06-30,149049182.7944,44364370.02,6281889.434,0.118,0.246,0.0719
2019-05-17 00:00:00,2016-12-31,155006666.7811,48655723.74,6830386.78,0.113,0.214,0.0805
2019-05-17 00:00:00,2018-02-28,172907011.8078,51703599.28,8142424.341,0.088,0.085,0.13518567
2019-05-17 00:00:00,2018-11-30,181317506.5392,54349866.09,7056330.427,0.08,0.015,0.0283
2019-05-17 00:00:00,2018-08-31,178867042.9702,53832464.44,6977539.304,0.082,0.039,0.03292925
2019-05-17 00:00:00,2018-04-30,173768372.9475,52544777.03,7147645.62,0.083,0.072,0.04509055
2019-05-17 00:00:00,1997-12-31,9099530.0,3482627.0,1017760.0,0.173,0.165,0.156
2019-05-17 00:00:00,2013-06-30,105440369.0,31349982.0,5406391.0,0.14,0.091,0.097
2019-05-17 00:00:00,2013-03-31,103585837.0,31089829.0,5546052.0,0.157,0.119,0.1183
2019-05-17 00:00:00,2012-11-30,94483235.1415,29688300.0,5239212.0,0.139,0.055,0.1073
2019-05-17 09:26:34,1997-03-31,7988900.0,2905800.0,928200.0,0.211,0.189,0.136
2019-05-17 09:26:34,1997-09-30,8589200.0,3224500.0,942600.0,0.171,0.173,0.121
2019-05-17 09:26:34,1998-06-30,9465760.0,3377600.0,972044.0,0.146,0.087,0.066
2019-05-17 09:26:34,1998-12-31,10449850.0,3895368.0,1120400.0,0.153,0.119,0.101
2019-05-17 09:26:34,1999-06-30,11136350.0,3882200.0,1088100.0,0.177,0.1494,0.119
2019-05-17 09:26:34,2000-01-31,11890780.0,4657010.0,1609390.0,0.149,0.194,0.342
2019-05-17 09:26:34,2000-03-31,12039958.0,4515845.0,1323540.0,0.1338,0.187,0.167
2019-05-17 09:26:34,2000-05-31,12190265.0,4649023.0,1307545.0,0.127,0.223,0.201
2019-05-17 09:26:34,2000-07-31,12419278.0,4780309.0,1315647.0,0.134,0.226,0.175
2019-05-17 09:26:34,2000-09-30,12835261.0,5061689.0,1389469.0,0.134,0.208,0.134
2019-05-17 09:26:34,2000-11-30,12888740.0,5078749.0,1387770.0,0.124,0.171,0.112
2019-05-17 09:26:34,2001-01-31,13568599.0,5440623.0,1701898.0,0.135,0.168,0.058
2019-05-17 09:26:34,2001-03-31,13691512.0,5303336.0,1436212.0,0.132,0.174,0.085
2019-05-17 09:26:34,2001-05-31,13721927.0,5254299.0,1394228.0,0.121,0.13,0.066
2019-05-17 09:26:34,2001-07-31,14007648.0,5350280.0,1407162.0,0.135,0.119,0.07
2019-05-17 09:26:34,2001-10-31,14615758.0,5611490.0,1448461.0,0.129,0.123,0.066
2019-05-17 09:26:34,2002-01-31,15785345.0,6057723.0,1672706.0,0.131,0.095,-0.017
2019-05-17 09:26:34,2002-03-31,16230093.0,5947567.0,1554547.0,0.144,0.101,0.082
2019-05-17 09:26:34,2002-05-31,16426836.0,6124753.0,1524374.0,0.14,0.146,0.096
2019-05-17 09:26:34,2002-07-31,16912295.0,6348841.0,1535829.0,0.144,0.17,0.091
2019-05-17 09:26:34,2002-09-30,17525487.0,6680029.0,1623411.0,0.165,0.159,0.078
2019-05-17 09:26:34,2002-11-30,17801843.0,6799328.0,1634689.0,0.166,0.185,0.106
2019-05-17 09:26:34,2003-01-31,18891838.0,7240605.0,2124512.0,0.193,0.195,0.27
2019-05-17 09:26:34,2003-03-31,19283244.0,7143921.0,1710689.0,0.1854,0.2012,0.101
2019-05-17 09:26:34,2003-05-31,19781196.0,7277815.0,1711534.0,0.202,0.188,0.123
2019-05-17 09:26:34,2003-07-31,20438110.0,7615304.0,1736240.0,0.207,0.2,0.131
2019-05-17 09:26:34,2003-09-30,21161150.0,7916414.0,1830662.0,0.2067,0.1851,0.128
2019-05-17 09:26:34,2003-11-30,21435884.0,8081522.0,1843985.0,0.2037,0.189,0.128
2019-05-17 09:26:34,2004-01-31,22510193.0,8380590.0,2228743.0,0.181,0.157,0.049
2019-05-17 09:26:34,2004-03-31,23165460.0,8581557.0,1929743.0,0.191,0.201,0.128
2019-05-17 09:26:34,2004-05-31,23484240.0,8678037.0,1904843.0,0.175,0.186,0.113
2019-05-17 09:26:34,2004-07-31,23484240.0,8678037.0,1904843.0,0.153,0.15,0.118
2019-05-17 09:26:34,2004-09-30,24375700.0,9043900.0,2052400.0,0.1394,0.137,0.1211
2019-05-17 09:26:34,2004-11-30,24713558.0,9238713.0,2020925.0,0.14,0.138,0.096
2019-05-17 09:26:34,2005-01-31,25770847.0,9707903.0,2401541.0,0.1413,0.1532,0.0775
2019-05-17 09:26:34,2005-03-31,26458894.0,9474319.0,2123895.0,0.14,0.099,0.101
2019-05-17 09:26:34,2005-05-31,26924049.0,9580201.0,2081159.0,0.147,0.104,0.093
2019-05-17 09:26:34,2005-07-31,27696628.0,9767410.0,2117120.0,0.163,0.11,0.091
2019-05-17 09:26:34,2005-09-30,28743827.0,10096400.0,2227292.0,0.1792,0.1164,0.0852
2019-05-17 09:26:34,2005-11-30,29235039.0,10412578.0,2240939.0,0.183,0.127,0.1089
2019-05-17 09:26:34,2006-01-31,30357165.0,10725068.0,2931037.0,0.1921,0.1063,0.2205
2019-05-17 09:26:34,2006-03-31,31049065.0,10673708.0,2347203.0,0.188,0.127,0.105
2019-05-17 09:26:34,2006-05-31,31670981.0,10921922.0,2346532.0,0.191,0.1401,0.1275
2019-05-17 09:26:34,2006-07-31,32401076.0,11265304.0,2375259.0,0.184,0.153,0.122
2019-05-17 09:26:34,2006-09-30,33186536.0,11681410.0,2568738.0,0.1683,0.157,0.153
2019-05-17 09:26:34,2006-11-30,33750415.0,12164495.0,2552725.0,0.168,0.168,0.139
2019-05-17 09:26:34,2007-02-28,35865925.0,12625808.0,3062793.0,0.178,0.21,0.251
2019-05-17 09:26:34,2007-04-30,36732645.0,12767833.0,2781388.0,0.171,0.2,0.151
2019-05-17 09:26:34,2007-06-30,37783215.0,13584740.0,2688109.0,0.1706,0.2092,0.145
2019-05-17 09:26:34,2007-08-31,38720504.0,14099321.0,2782239.0,0.1809,0.2277,0.15
2019-05-17 09:26:34,2007-10-31,39420417.0,14464933.0,2831778.0,0.1847,0.2221,0.134
2019-05-17 09:26:34,2007-12-31,40340130.0,15251917.0,3033432.0,0.1672,0.2101,0.121
2019-05-17 09:26:34,2008-05-31,43622160.0,15334475.0,3016930.0,0.1807,0.1793,0.129
2019-05-17 09:26:34,2008-07-31,44636217.0,15499244.0,3068719.0,0.1635,0.1396,0.123
2019-05-17 09:26:34,2008-10-31,45313332.0,15719436.0,3131784.0,0.1502,0.0885,0.106
2019-05-17 09:26:34,2008-12-31,47516660.0,16621713.0,3421896.0,0.1782,0.0906,0.127
2019-05-17 09:26:34,1997-06-30,8278900.0,3107400.0,912200.0,0.191,0.206,0.19
2019-05-17 09:26:34,1998-03-31,9201500.0,3311000.0,1020104.0,0.154,0.118,0.099
2019-05-17 09:26:34,1998-09-30,9979450.0,3650100.0,1052800.0,0.16,0.132,0.117
2019-05-17 09:26:34,1999-03-31,10843820.0,3805400.0,1134200.0,0.178,0.1493,0.112
2019-05-17 09:26:34,1999-09-30,11507930.0,4191400.0,1225500.0,0.153,0.1483,0.164
2019-05-17 09:26:34,2000-02-29,11935360.0,4467920.0,1398300.0,0.128,0.153,0.094
2019-05-17 09:26:34,2000-04-30,12191477.0,4631903.0,1367550.0,0.137,0.217,0.218
2019-05-17 09:26:34,2000-06-30,12448678.0,4802440.0,1300604.0,0.137,0.237,0.195
2019-05-17 09:26:34,2000-08-31,12567326.0,4888538.0,1337868.0,0.133,0.219,0.174
2019-05-17 09:26:34,2000-10-31,12743253.0,4995284.0,1358945.0,0.123,0.182,0.118
2019-05-17 09:26:34,2000-12-31,13248752.0,5314715.0,1465265.0,0.123,0.16,0.089
2019-05-17 09:26:34,2001-02-28,13439049.0,5199768.0,1491039.0,0.12,0.164,0.066
2019-05-17 09:26:34,2001-04-30,13812103.0,5326132.0,1462299.0,0.128,0.15,0.069
2019-05-17 09:26:34,2001-06-30,14188560.0,5518736.0,1394344.0,0.143,0.149,0.072
2019-05-17 09:26:34,2001-08-31,14378730.0,5580892.0,1437013.0,0.136,0.142,0.074
2019-05-17 09:26:34,2001-12-31,15288850.0,5987159.0,1568880.0,0.144,0.127,0.071
2019-05-17 09:26:34,2002-02-28,15918297.0,5870397.0,1664265.0,0.13,0.109,0.116
2019-05-17 09:26:34,2002-04-30,16282522.0,6046204.0,1586491.0,0.141,0.115,0.085
2019-05-17 09:26:34,2002-06-30,16786941.0,6314469.0,1509804.0,0.147,0.128,0.083
2019-05-17 09:26:34,2002-08-31,17152420.0,6486950.0,1571328.0,0.155,0.146,0.093
2019-05-17 09:26:34,2002-10-31,17553474.0,6710077.0,1601518.0,0.17,0.179,0.106
2019-05-17 09:26:34,2002-12-31,18324694.0,7088219.0,1727843.0,0.1678,0.1682,0.101
2019-05-17 09:26:34,2003-02-28,18844437.0,6975705.0,1793758.0,0.181,0.188,0.078
2019-05-17 09:26:34,2003-04-30,19447698.0,7132154.0,1744144.0,0.192,0.18,0.099
2019-05-17 09:26:34,2003-06-30,20307174.0,7592352.0,1695718.0,0.2083,0.2024,0.123
2019-05-17 09:26:34,2003-08-31,20869240.0,7703330.0,1760708.0,0.2155,0.188,0.121
2019-05-17 09:26:34,2003-10-31,21250540.0,8026737.0,1825094.0,0.2097,0.196,0.14
2019-05-17 09:26:34,2003-12-31,21922681.0,8411881.0,1974623.0,0.196,0.187,0.143
2019-05-17 09:26:34,2004-02-29,22705072.0,8355643.0,1989344.0,0.194,0.198,0.109
2019-05-17 09:26:34,2004-04-30,23362786.0,8560364.0,1987840.0,0.191,0.2,0.14
2019-05-17 09:26:34,2004-06-30,23842749.0,8862714.0,1901758.0,0.162,0.162,0.122
2019-05-17 09:26:34,2004-08-31,23972919.0,8912533.0,1951794.0,0.1363,0.1514,0.1085
2019-05-17 09:26:34,2004-10-31,24374000.0,9078200.0,2007800.0,0.1345,0.1257,0.1001
2019-05-17 09:26:34,2004-12-31,25320770.0,9597082.0,2146830.0,0.146,0.136,0.087
2019-05-17 09:26:34,2005-02-28,25935729.0,9281495.0,2266797.0,0.139,0.106,0.14
2019-05-17 09:26:34,2005-04-30,26699266.0,9459372.0,2166656.0,0.141,0.1,0.09
2019-05-17 09:26:34,2005-06-30,27578553.0,9860125.0,2084876.0,0.1567,0.1125,0.0963
2019-05-17 09:26:34,2005-08-31,28128822.0,9937770.0,2135156.0,0.1734,0.115,0.0939
2019-05-17 09:26:34,2005-10-31,28759161.0,10175198.0,2189298.0,0.1799,0.1208,0.0904
2019-05-17 09:26:34,2005-12-31,29875548.0,10727857.0,2403167.0,0.1757,0.1178,0.1194
2019-05-17 09:26:34,2006-02-28,30451627.0,10435708.0,2448202.0,0.188,0.124,0.08
2019-05-17 09:26:34,2006-04-30,31370234.0,10638911.0,2415573.0,0.189,0.125,0.115
2019-05-17 09:26:34,2006-06-30,32275635.0,11234236.0,2346908.0,0.1843,0.1394,0.126
2019-05-17 09:26:34,2006-08-31,32788567.0,11484567.0,2418536.0,0.179,0.156,0.133
2019-05-17 09:26:34,2006-10-31,33274717.0,11835996.0,2496416.0,0.171,0.163,0.14
2019-05-17 09:26:34,2006-12-31,34557791.0,12602805.0,2707262.0,0.1694,0.1748,0.127
2019-05-17 09:26:34,2007-03-31,36410466.0,12788131.0,2738795.0,0.1727,0.1981,0.167
2019-05-17 09:26:34,2007-05-31,36971815.0,13027580.0,2672797.0,0.1674,0.1928,0.139
2019-05-17 09:26:34,2007-07-31,38388488.0,13623743.0,2732626.0,0.1848,0.2094,0.151
2019-05-17 09:26:34,2007-09-30,39309891.0,14259157.0,2903058.0,0.1845,0.2207,0.13
2019-05-17 09:26:34,2007-11-30,39975791.0,14800982.0,2898792.0,0.1845,0.2167,0.136
2019-05-17 09:26:34,2008-04-30,42931372.0,15169491.0,3078961.0,0.1694,0.1905,0.107
2019-05-17 09:26:34,2008-06-30,44314102.0,15482015.0,3018132.0,0.1737,0.1419,0.123
2019-05-17 09:26:34,2008-08-31,44884668.0,15688992.0,3085162.0,0.16,0.1148,0.109
2019-05-17 09:26:34,2008-11-30,45864466.0,15782663.0,3160736.0,0.148,0.068,0.09
2019-05-17 09:26:34,2009-03-31,53062671.0,17654113.0,3374642.0,0.2551,0.1704,0.109
2019-05-17 09:26:34,2009-05-31,54826351.0,18202558.0,3355952.0,0.2574,0.1869,0.1124
2019-05-17 09:26:34,2009-07-31,57310285.0,19588927.0,3423930.0,0.2842,0.2637,0.1159
2019-05-17 09:26:34,2009-09-30,58540534.0,20170814.0,3678789.0,0.2931,0.2951,0.1596
2019-05-17 09:26:34,2010-02-28,63607226.0,22428695.0,4286579.0,0.2552,0.3499,0.2198
2019-05-17 09:26:34,2010-04-30,65656122.0,23390976.0,3965754.0,0.2148,0.3125,0.1576
2019-05-17 09:26:34,2010-06-30,67392172.0,24058000.0,3890485.0,0.1846,0.2456,0.1565
2019-05-17 09:26:34,2010-08-31,68750692.0,24434064.0,3992276.0,0.192,0.219,0.1603
2019-05-17 09:26:34,2010-10-31,69977674.0,25331317.0,4164621.0,0.193,0.221,0.166
2019-05-17 09:26:34,2010-12-31,72585179.0,26662154.0,4462817.0,0.1972,0.2119,0.1669
2019-05-17 09:26:34,2011-02-28,73613086.0,25920050.0,4727024.0,0.157,0.145,0.103
2019-05-17 09:26:34,2011-05-31,76340922.0,26928963.0,4460283.0,0.151,0.127,0.154
2019-05-17 09:26:34,2011-07-31,77292365.0,27054565.0,4518310.0,0.147,0.116,0.143
2019-05-17 09:26:34,2011-10-31,81682925.0,27655267.0,4657939.0,0.129,0.084,0.1188
2019-05-17 09:26:34,2011-12-31,85159090.0,28984770.0,5074846.0,0.136,0.079,0.1376
2019-05-17 09:26:34,2012-02-29,86717142.0,27031211.0,5144878.0,0.13,0.043,0.0884
2019-05-17 09:26:34,2012-04-30,88960404.0,27498382.0,5019932.0,0.128,0.031,0.1035
2019-05-17 09:26:34,2012-06-30,92499120.0,28752617.0,4928464.0,0.136,0.047,0.1081
2019-05-17 09:26:34,2012-08-31,92489459.0,28573927.0,5023506.0,0.135,0.045,0.0974
2019-05-17 09:26:34,2012-10-31,93640428.0,29330978.0,5146771.0,0.141,0.061,0.1049
2019-05-17 09:26:34,2013-01-31,99212925.0,31122855.0,6244963.0,0.159,0.153,0.0439
2019-05-17 09:26:34,2013-04-30,103255190.0,30764842.0,5560715.0,0.161,0.119,0.1077
2019-05-17 09:26:34,2013-08-31,106125643.0,31408591.0,5492535.0,0.147,0.099,0.0934
2019-05-17 09:26:34,2013-10-31,107024217.0,31950938.0,5559572.0,0.143,0.089,0.0802
2019-05-17 09:26:34,2014-01-31,112352121.0,31490055.0,7648860.0,0.132,0.012,0.2248
2019-05-17 09:26:34,2014-03-31,116068738.0,32768374.0,5832930.0,0.121,0.054,0.0517
2019-05-17 09:26:34,2014-05-31,118229396.0,32783956.0,5805111.0,0.134,0.057,0.0665
2019-05-17 09:26:34,2014-07-31,119424924.0,33134732.0,5734650.0,0.135,0.067,0.0539
2019-05-17 09:26:34,2014-09-30,120205141.0,32722021.0,5884499.0,0.129,0.048,0.0416
2019-05-17 09:26:34,2014-11-30,120860595.0,33511413.0,5843853.0,0.123,0.032,0.0354
2019-05-17 09:26:34,2015-01-31,124271021.8539,34810950.22,6304050.67,0.108,0.106,-0.1758
2019-05-17 09:26:34,2015-03-31,127533278.0,33721052.0,6194981.0,0.116,0.029,0.0621
2019-05-17 09:26:34,2015-05-31,130735763.0,34308586.0,5907597.0,0.108,0.047,0.0177
2019-05-17 09:26:34,2015-09-30,135982406.0,36441690.0,6102297.0,0.131,0.114,0.037
2019-05-17 09:26:34,2015-11-30,137395601.0,38761832.0,6032824.0,0.137,0.157,0.0323
2019-05-17 09:26:34,2016-01-31,141631955.0,41268564.0,7252651.0,0.14,0.186,0.1505
2019-05-17 09:26:34,2009-01-31,49613531.0,16521434.0,4108237.0,0.1879,0.0668,0.12
2019-05-17 09:26:34,2009-04-30,54048121.0,17821357.0,3425727.0,0.2595,0.1748,0.1126
2019-05-17 09:26:34,2009-06-30,56891620.0,19313815.0,3364098.0,0.2846,0.2479,0.1146
2019-05-17 09:26:34,2009-08-31,57669895.0,20039483.0,3440662.0,0.2853,0.2772,0.1152
2019-05-17 09:26:34,2009-12-31,61022452.0,22144581.0,3824697.0,0.2768,0.3235,0.1177
2019-05-17 09:26:34,2010-03-31,64994746.0,22939793.0,3908058.0,0.225,0.2994,0.1581
2019-05-17 09:26:34,2010-05-31,66335137.0,23649788.0,3865297.0,0.21,0.299,0.1518
2019-05-17 09:26:34,2010-07-31,67405148.0,24066407.0,3954316.0,0.176,0.229,0.1549
2019-05-17 09:26:34,2010-09-30,69647150.0,24382190.0,4185441.0,0.1896,0.2087,0.1378
2019-05-17 09:26:34,2010-11-30,71033903.0,25942032.0,4225216.0,0.195,0.221,0.1626
2019-05-17 09:26:34,2011-01-31,73388483.0,26176501.0,5806394.0,0.172,0.136,0.4249
2019-05-17 09:26:34,2011-04-30,75738456.0,26676691.0,4548903.0,0.153,0.129,0.147
2019-05-17 09:26:34,2011-06-30,78082085.0,27466257.0,4447780.0,0.159,0.131,0.1436
2019-05-17 09:26:34,2011-09-30,78740620.0,26719316.0,4714529.0,0.13,0.089,0.1268
2019-05-17 09:26:34,2011-11-30,82549394.0,28141637.0,4731726.0,0.127,0.078,0.1203
2019-05-17 09:26:34,2012-01-31,85589889.0,27001040.0,5982072.0,0.124,0.031,0.0303
2019-05-17 09:26:34,2012-03-31,89556550.0,27799811.0,4959574.0,0.134,0.044,0.1059
2019-05-17 09:26:34,2012-05-31,90004877.0,27865631.0,4903972.0,0.132,0.035,0.0995
2019-05-17 09:26:34,2012-07-31,91907240.0,28309068.0,4970585.0,0.139,0.046,0.1001
2019-05-17 09:26:34,2012-09-30,94368875.0,28678821.0,5343349.0,0.148,0.073,0.1334
2019-05-17 09:26:34,2013-02-28,99860083.0,29610324.0,6031365.0,0.152,0.095,0.1723
2019-05-17 09:26:34,2013-07-31,105221234.0,31059646.0,5441278.0,0.145,0.097,0.0947
2019-05-17 09:26:34,2013-09-30,107737916.0,31233034.0,5649253.0,0.142,0.089,0.0572
2019-05-17 09:26:34,2013-11-30,107925706.0,32482192.0,5644127.0,0.142,0.094,0.0773
2019-05-17 09:26:34,2014-02-28,113176083.0,31662511.0,6232095.0,0.133,0.069,0.0333
2019-05-17 09:26:34,2014-04-30,116881267.0,32448252.0,5861554.0,0.132,0.055,0.0541
2019-05-17 09:26:34,2014-06-30,120958720.0,34148745.0,5695105.0,0.147,0.089,0.0534
2019-05-17 09:26:34,2014-08-31,119749908.0,33202323.0,5799761.0,0.128,0.057,0.0559
2019-05-17 09:26:34,2014-10-31,119923631.0,32961773.0,5769164.0,0.126,0.032,0.0377
2019-05-17 09:26:34,2014-12-31,122837481.0,34805641.0,6025953.0,0.122,0.032,0.0288
2019-05-17 09:26:34,2015-02-28,125738047.8476,33443922.27,7289619.35,0.125,0.056,0.1697
2019-05-17 09:26:34,2015-04-30,128077914.0,33638824.0,6077246.0,0.101,0.037,0.0368
2019-05-17 09:26:34,2015-06-30,133337536.4539,35608285.55,5860426.43,0.118,0.043,0.029
2019-05-17 09:26:34,2015-10-31,136102070.4627,37580644.97,5990047.54,0.135,0.14,0.0383
2019-05-17 09:26:34,2015-12-31,139227810.9199,40095344.0,6321657.8,0.133,0.152,0.0491
2019-05-17 09:26:34,2016-02-29,142461867.7922,39250469.63,6942149.54,0.133,0.174,-0.0477
2019-05-17 09:26:34,2016-04-30,144520959.0,41350484.0,6440317.0,0.128,0.229,0.0597
2019-05-17 09:26:34,2017-11-30,167915663.613,53556504.95,6862315.73,0.091,0.127,0.0573
2019-05-17 09:26:34,2018-10-31,179556160.0,54012837.0,7010662.0,0.08,0.027,0.028
2019-05-17 09:26:34,2016-03-31,144619803.0,41158131.0,6465121.0,0.134,0.221,0.0436
2019-05-17 09:26:34,2016-09-30,151636050.0,45434025.0,6506862.0,0.115,0.247,0.066
2019-05-17 09:26:34,2018-09-30,180166558.0,53857408.25,7125426.108,0.083,0.04,0.0216
2019-05-17 09:26:34,2018-12-31,182674422.0,55168591.0,7320840.0,0.081,0.015,0.036
2019-08-06 00:00:00,2019-04-30,188467032.6707,54061460.46,7396576.029,0.085,0.029,0.035
