factor,info_date,start_date,end_date,value,rice_create_tm
社会消费品零售总额:当期同比:月,2010-01-21,2009-11-30,2009-12-31,17.5,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2010-03-11,2010-01-31,2010-02-28,22.1,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2010-04-15,2010-02-28,2010-03-31,18.0,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2010-05-11,2010-03-31,2010-04-30,18.5,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2010-06-11,2010-04-30,2010-05-31,18.7,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2010-07-15,2010-05-31,2010-06-30,18.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2010-08-11,2010-06-30,2010-07-31,17.9,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2010-09-11,2010-07-31,2010-08-31,18.4,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2010-10-21,2010-08-31,2010-09-30,18.8,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2010-11-11,2010-09-30,2010-10-31,18.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2010-12-11,2010-10-31,2010-11-30,18.7,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-01-17,2010-11-30,2010-12-31,19.1,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-03-09,2011-01-31,2011-02-28,11.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-04-13,2011-02-28,2011-03-31,17.4,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-05-11,2011-03-31,2011-04-30,17.1,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-06-09,2011-04-30,2011-05-31,16.9,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-07-13,2011-05-31,2011-06-30,17.7,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-08-09,2011-06-30,2011-07-31,17.2,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-09-09,2011-07-31,2011-08-31,17.0,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-10-18,2011-08-31,2011-09-30,17.7,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-11-09,2011-09-30,2011-10-31,17.2,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2011-12-09,2011-10-31,2011-11-30,17.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-01-17,2011-11-30,2011-12-31,18.1,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-03-09,2011-12-31,2012-02-29,16.4,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-13,2012-02-29,2012-03-31,15.2,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1800-01-01,1995-03-31,31.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1995-03-31,1995-04-30,32.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1995-04-30,1995-05-31,30.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1995-05-31,1995-06-30,28.0,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1995-06-30,1995-07-31,29.7,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1995-07-31,1995-08-31,27.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1995-08-31,1995-09-30,25.8,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1995-09-30,1995-10-31,25.9,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1995-10-31,1995-11-30,24.5,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1995-11-30,1995-12-31,23.7,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1995-12-31,1996-01-31,19.1,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-01-31,1996-02-29,28.1,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-02-29,1996-03-31,21.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-03-31,1996-04-30,18.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-04-30,1996-05-31,19.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-05-31,1996-06-30,19.5,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-06-30,1996-07-31,16.1,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-07-31,1996-08-31,16.7,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-08-31,1996-09-30,18.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-09-30,1996-10-31,18.0,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-10-31,1996-11-30,17.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-11-30,1996-12-31,20.1,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1996-12-31,1997-01-31,19.8,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-01-31,1997-02-28,12.4,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-02-28,1997-03-31,14.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-03-31,1997-04-30,13.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-04-30,1997-05-31,13.0,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-05-31,1997-06-30,13.0,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-06-30,1997-07-31,13.0,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-07-31,1997-08-31,11.8,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-08-31,1997-09-30,9.9,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-09-30,1997-10-31,11.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-10-31,1997-11-30,10.8,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-11-30,1997-12-31,8.9,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1997-12-31,1998-01-31,12.9,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-01-31,1998-02-28,6.0,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-02-28,1998-03-31,6.4,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-03-31,1998-04-30,6.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-04-30,1998-05-31,6.8,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-05-31,1998-06-30,6.8,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-06-30,1998-07-31,8.1,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-07-31,1998-08-31,9.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-08-31,1998-09-30,7.0,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-09-30,1998-10-31,7.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-10-31,1998-11-30,7.4,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-11-30,1998-12-31,8.7,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1998-12-31,1999-01-31,5.9,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1999-01-31,1999-02-28,10.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1999-02-28,1999-03-31,5.8,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1999-03-31,1999-04-30,5.7,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1999-04-30,1999-05-31,5.3,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1999-05-31,1999-06-30,5.4,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1999-06-30,1999-07-31,5.6,2024-01-26 17:00:57
社会消费品零售总额:当期同比:月,2012-04-24,1999-07-31,1999-08-31,6.0,2024-01-26 17:00:57
