factor,info_date,start_date,end_date,value,rice_create_tm
工业增加值:当期同比:季,2019-05-17,1800-01-01,1992-03-31,18.3,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1992-03-31,1992-06-30,20.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1992-06-30,1992-09-30,21.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1992-09-30,1992-12-31,24.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1992-12-31,1993-03-31,20.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1993-03-31,1993-06-30,19.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1993-06-30,1993-09-30,18.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1993-09-30,1993-12-31,21.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1993-12-31,1994-03-31,18.3,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1994-03-31,1994-06-30,19.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1994-06-30,1994-09-30,19.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1994-09-30,1994-12-31,18.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1994-12-31,1995-03-31,14.5,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1995-03-31,1995-06-30,14.3,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1995-06-30,1995-09-30,13.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1995-09-30,1995-12-31,13.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1995-12-31,1996-03-31,13.5,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1996-03-31,1996-06-30,10.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1996-06-30,1996-09-30,11.5,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1996-09-30,1996-12-31,14.2,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1996-12-31,1997-03-31,10.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1997-03-31,1997-06-30,12.2,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1997-06-30,1997-09-30,10.5,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1997-09-30,1997-12-31,12.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1997-12-31,1998-03-31,7.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1998-03-31,1998-06-30,8.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1998-06-30,1998-09-30,8.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1998-09-30,1998-12-31,10.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1998-12-31,1999-03-31,9.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1999-03-31,1999-06-30,8.9,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1999-06-30,1999-09-30,8.5,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1999-09-30,1999-12-31,7.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,1999-12-31,2000-03-31,9.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2000-03-31,2000-06-30,10.3,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2000-06-30,2000-09-30,10.3,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2000-09-30,2000-12-31,9.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2000-12-31,2001-03-31,9.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2001-03-31,2001-06-30,9.9,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2001-06-30,2001-09-30,7.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2001-09-30,2001-12-31,7.9,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2001-12-31,2002-03-31,8.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2002-03-31,2002-06-30,10.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2002-06-30,2002-09-30,10.5,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2002-09-30,2002-12-31,10.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2002-12-31,2003-03-31,13.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2003-03-31,2003-06-30,11.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2003-06-30,2003-09-30,12.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2003-09-30,2003-12-31,14.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2003-12-31,2004-03-31,12.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2004-03-31,2004-06-30,12.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2004-06-30,2004-09-30,10.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2004-09-30,2004-12-31,10.5,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2004-12-31,2005-03-31,11.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2005-03-31,2005-06-30,11.5,2024-01-26 17:00:57
