factor,info_date,start_date,end_date,value,rice_create_tm
工业增加值:当期同比:季,2019-05-17,2005-06-30,2005-09-30,11.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2005-09-30,2005-12-31,12.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2005-12-31,2006-03-31,12.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2006-03-31,2006-06-30,15.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2006-06-30,2006-09-30,12.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2006-09-30,2006-12-31,11.9,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2006-12-31,2007-03-31,14.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2007-03-31,2007-06-30,16.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2007-06-30,2007-09-30,14.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2007-09-30,2007-12-31,14.3,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2007-12-31,2008-03-31,13.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2008-03-31,2008-06-30,12.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2008-06-30,2008-09-30,9.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2008-09-30,2008-12-31,5.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2008-12-31,2009-03-31,4.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2009-03-31,2009-06-30,6.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2009-06-30,2009-09-30,10.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2009-09-30,2009-12-31,14.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2009-12-31,2010-03-31,15.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2010-03-31,2010-06-30,12.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2010-06-30,2010-09-30,11.3,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2010-09-30,2010-12-31,11.3,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2010-12-31,2011-03-31,11.5,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2011-03-31,2011-06-30,11.3,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2011-06-30,2011-09-30,11.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2011-09-30,2011-12-31,10.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2011-12-31,2012-03-31,9.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2012-03-31,2012-06-30,7.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2012-06-30,2012-09-30,7.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2012-09-30,2012-12-31,8.2,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2012-12-31,2013-03-31,7.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2013-03-31,2013-06-30,7.3,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2013-06-30,2013-09-30,8.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2013-09-30,2013-12-31,7.9,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2013-12-31,2014-03-31,7.0,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2014-03-31,2014-06-30,7.2,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2014-06-30,2014-09-30,6.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2014-09-30,2014-12-31,6.2,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2014-12-31,2015-03-31,5.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2015-03-31,2015-06-30,5.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2015-06-30,2015-09-30,5.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2015-09-30,2015-12-31,5.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2015-12-31,2016-03-31,5.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2016-03-31,2016-06-30,5.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2016-06-30,2016-09-30,5.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2016-09-30,2016-12-31,5.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2016-12-31,2017-03-31,6.2,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2017-03-31,2017-06-30,6.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2017-06-30,2017-09-30,6.2,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2017-09-30,2017-12-31,6.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2017-12-31,2018-03-31,6.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2018-03-31,2018-06-30,6.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2018-06-30,2018-09-30,5.9,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2018-09-30,2018-12-31,5.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-05-17,2018-12-31,2019-03-31,4.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-07-16,2019-03-31,2019-06-30,4.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2019-10-19,2019-06-30,2019-09-30,3.9,2024-01-26 17:00:57
工业增加值:当期同比:季,2020-01-18,2019-09-30,2019-12-31,4.7,2024-01-26 17:00:57
工业增加值:当期同比:季,2020-04-18,2019-12-31,2020-03-31,-8.9,2024-01-26 17:00:57
工业增加值:当期同比:季,2020-07-17,2020-03-31,2020-06-30,3.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2020-10-20,2020-06-30,2020-09-30,5.2,2024-01-26 17:00:57
工业增加值:当期同比:季,2021-01-19,2020-09-30,2020-12-31,6.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2021-04-19,2020-12-31,2021-03-31,25.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2021-07-16,2021-03-31,2021-06-30,8.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2021-10-25,2021-06-30,2021-09-30,5.6,2024-01-26 17:00:57
工业增加值:当期同比:季,2022-01-18,2021-09-30,2021-12-31,4.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2022-04-19,2021-12-31,2022-03-31,4.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2022-07-15,2022-03-31,2022-06-30,0.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2022-10-24,2022-06-30,2022-09-30,3.1,2024-01-26 17:00:57
工业增加值:当期同比:季,2023-01-18,2022-09-30,2022-12-31,1.4,2024-01-26 17:00:57
工业增加值:当期同比:季,2023-04-19,2022-12-31,2023-03-31,2.5,2024-01-26 17:00:57
工业增加值:当期同比:季,2023-07-18,2023-03-31,2023-06-30,4.2,2024-01-26 17:00:57
工业增加值:当期同比:季,2023-10-19,2023-06-30,2023-09-30,3.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2024-01-18,2023-09-30,2023-12-31,4.8,2024-01-26 17:00:57
工业增加值:当期同比:季,2024-04-17,2023-12-31,2024-03-31,5.9,2024-04-17 11:25:15
工业增加值:当期同比:季,2024-07-16,2024-03-31,2024-06-30,5.8,2024-07-16 11:25:36
工业增加值:当期同比:季,2024-10-19,2024-06-30,2024-09-30,4.9,2024-10-19 11:25:42
工业增加值:当期同比:季,2025-01-18,2024-09-30,2024-12-31,5.6,2025-01-18 11:25:37
工业增加值:当期同比:季,2025-04-17,2024-12-31,2025-03-31,6.3,2025-04-17 11:25:48
工业增加值:当期同比:季,2025-07-16,2025-03-31,2025-06-30,6.2,2025-07-17 08:25:36
工业增加值:当期同比:季,2025-10-21,2025-06-30,2025-09-30,5.8,2025-10-21 11:25:44
工业增加值:当期同比:季,2026-01-20,2025-09-30,2025-12-31,5.0,2026-01-20 11:25:36
