factor,info_date,start_date,end_date,value,rice_create_tm
国内生产总值GDP_累计同比,2010-01-21,2009-01-01,2009-12-31,9.4,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2010-04-15,2010-01-01,2010-03-31,12.2,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2010-04-21,2005-01-01,2005-03-31,11.2,2023-05-06 20:25:45
国内生产总值GDP_累计同比,2010-04-21,2005-01-01,2005-06-30,11.2,2023-05-06 20:25:45
国内生产总值GDP_累计同比,2010-04-21,2005-01-01,2005-09-30,11.1,2023-05-06 20:25:45
国内生产总值GDP_累计同比,2010-04-21,2005-01-01,2005-12-31,11.5,2023-05-06 20:25:45
国内生产总值GDP_累计同比,2010-04-21,2006-01-01,2006-03-31,12.4,2023-05-06 20:25:45
国内生产总值GDP_累计同比,2010-04-21,2006-01-01,2006-06-30,13.1,2023-05-06 20:25:45
国内生产总值GDP_累计同比,2010-06-28,2006-01-01,2006-09-30,12.7,2023-05-06 20:25:45
国内生产总值GDP_累计同比,2010-07-15,2010-01-01,2010-06-30,11.4,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2010-10-18,2006-01-01,2006-12-31,12.7,2023-05-06 20:25:45
国内生产总值GDP_累计同比,2010-10-21,2010-01-01,2010-09-30,10.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2011-01-17,2010-01-01,2010-12-31,10.6,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2011-04-13,2011-01-01,2011-03-31,10.1,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2011-07-13,2011-01-01,2011-06-30,10.0,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2011-10-18,2011-01-01,2011-09-30,9.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2012-01-17,2011-01-01,2011-12-31,9.5,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2012-04-13,2012-01-01,2012-03-31,8.1,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2012-07-13,2012-01-01,2012-06-30,7.9,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2012-10-18,2012-01-01,2012-09-30,7.7,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2013-01-18,2012-01-01,2012-12-31,7.9,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2013-04-15,2013-01-01,2013-03-31,7.9,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2013-07-15,2013-01-01,2013-06-30,7.7,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2013-10-18,2013-01-01,2013-09-30,7.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2014-01-20,2013-01-01,2013-12-31,7.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2014-04-16,2014-01-01,2014-03-31,7.6,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2014-07-16,2014-01-01,2014-06-30,7.6,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2014-10-21,2014-01-01,2014-09-30,7.5,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2015-01-20,2014-01-01,2014-12-31,7.5,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2015-04-15,2015-01-01,2015-03-31,7.1,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2015-07-15,2015-01-01,2015-06-30,7.1,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2015-10-19,2015-01-01,2015-09-30,7.0,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2016-01-19,2015-01-01,2015-12-31,7.0,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2016-04-15,2016-01-01,2016-03-31,6.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2016-07-15,2016-01-01,2016-06-30,6.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2016-10-19,2016-01-01,2016-09-30,6.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2017-01-20,2016-01-01,2016-12-31,6.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2017-04-17,2017-01-01,2017-03-31,7.0,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2017-07-17,2017-01-01,2017-06-30,7.0,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2017-10-19,2017-01-01,2017-09-30,6.9,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2018-01-18,2017-01-01,2017-12-31,6.9,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2018-04-17,2018-01-01,2018-03-31,6.9,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2018-07-16,2018-01-01,2018-06-30,6.9,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2018-10-19,2018-01-01,2018-09-30,6.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2019-01-21,2018-01-01,2018-12-31,6.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2019-04-17,2019-01-01,2019-03-31,6.4,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2019-07-15,2019-01-01,2019-06-30,6.2,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2019-10-18,2019-01-01,2019-09-30,6.1,2023-05-06 20:25:46
