factor,info_date,start_date,end_date,value,rice_create_tm
国内生产总值GDP_累计同比,2020-01-17,2019-01-01,2019-12-31,6.1,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2020-04-17,2020-01-01,2020-03-31,-6.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2020-07-16,2020-01-01,2020-06-30,-1.6,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2020-10-19,2020-01-01,2020-09-30,0.7,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2021-01-18,2020-01-01,2020-12-31,2.3,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2021-04-16,2021-01-01,2021-03-31,18.9,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2021-07-15,2021-01-01,2021-06-30,13.0,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2021-10-18,2021-01-01,2021-09-30,10.2,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2022-01-17,2021-01-01,2021-12-31,8.6,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2022-04-18,2022-01-01,2022-03-31,4.8,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2022-07-15,2022-01-01,2022-06-30,2.7,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2022-10-24,2022-01-01,2022-09-30,3.2,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2023-01-17,2022-01-01,2022-12-31,3.1,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2023-04-18,2023-01-01,2023-03-31,4.7,2023-05-06 20:25:46
国内生产总值GDP_累计同比,2023-07-17,2023-01-01,2023-06-30,5.7,2023-07-17 11:25:38
国内生产总值GDP_累计同比,2023-10-18,2023-01-01,2023-09-30,5.4,2023-10-18 11:25:23
国内生产总值GDP_累计同比,2024-01-17,2023-01-01,2023-12-31,5.4,2024-01-17 11:25:21
国内生产总值GDP_累计同比,2024-04-16,2024-01-01,2024-03-31,5.3,2024-04-16 11:25:12
国内生产总值GDP_累计同比,2024-07-15,2024-01-01,2024-06-30,4.9,2024-07-17 20:26:40
国内生产总值GDP_累计同比,2024-10-18,2024-01-01,2024-09-30,4.8,2024-10-18 11:25:55
国内生产总值GDP_累计同比,2025-01-17,2024-01-01,2024-12-31,5.0,2025-01-17 11:25:42
国内生产总值GDP_累计同比,2025-04-16,2025-01-01,2025-03-31,5.4,2025-04-16 11:25:54
国内生产总值GDP_累计同比,2025-07-15,2025-01-01,2025-06-30,5.3,2025-07-15 11:25:35
国内生产总值GDP_累计同比,2025-10-20,2025-01-01,2025-09-30,5.2,2025-10-20 11:25:41
国内生产总值GDP_累计同比,2026-01-19,2025-01-01,2025-12-31,5.0,2026-01-19 11:25:35
国内生产总值GDP_累计同比,2026-04-16,2026-01-01,2026-03-31,5.0,2026-04-16 11:25:38
