order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
688629.XSHG,2023-06-05,2022,2023-06-12 20:54:45,2023-06-12 03:22:09,983985784.73,,,,,98783825.07,,,,,0.2143,,,,855822636.65,,,,,109913643.94,,,,,0.1226,,,,,,,,,,,,,,,,,,,,,0.1836,,,,,0.3078,,,,,,,,,,,,,,,
688629.XSHG,2023-06-06,2022,2023-06-12 20:54:45,2023-06-12 03:22:09,983985784.73,,,,,98783825.07,,,,,0.2143,,,,855822636.65,,,,,109913643.94,,,,,0.1226,,,,,,,,,,,,,,,,,,,,,0.1836,,,,,0.3078,,,,,,,,123740000.0,153450000.0,190120000.0,,0.3158,0.3916,0.4852,
688629.XSHG,2023-06-07,2022,2023-06-12 20:54:45,2023-06-12 00:41:32,983985784.73,,,,,98783825.07,,,,,0.2143,,,,855822636.65,,,,,109913643.94,,,,,0.1226,,,,,,,,,,,,,,,,,,,,,0.1836,,,,,0.3078,,,,,,,,123740000.0,153450000.0,190120000.0,,0.3158,0.3916,0.4852,
688629.XSHG,2023-06-08,2022,2023-06-08 22:12:53,2023-06-08 16:55:20,983985784.73,1232000000.0,1524000000.0,1881000000.0,1378000000.0,98783825.07,123740000.0,153450000.0,190120000.0,138595000.0,0.2143,0.3158,0.3916,0.4852,855822636.65,1414000000.0,1516000000.0,1643000000.0,1465000000.0,109913643.94,328000000.0,302000000.0,343000000.0,315000000.0,0.1226,0.0875,0.1012,0.1157,0.0946,,,,,,,,,,,,,,,,,0.1836,0.2521,0.237,0.2343,0.2437,0.3078,0.2526,0.2401,0.239,0.2457,,,0.3007,123740000.0,153450000.0,190120000.0,138595000.0,0.3158,0.3916,0.4852,0.3537
688629.XSHG,2023-06-09,2022,2023-06-09 22:10:33,2023-06-09 16:57:08,983985784.73,1232000000.0,1524000000.0,1881000000.0,1378000000.0,98783825.07,123740000.0,153450000.0,190120000.0,138595000.0,0.2143,0.3158,0.3916,0.4852,855822636.65,1414000000.0,1516000000.0,1643000000.0,1465000000.0,109913643.94,328000000.0,302000000.0,343000000.0,315000000.0,0.1226,0.0875,0.1012,0.1157,0.0946,,,,,,,,,,,,,,,,,0.1836,0.2521,0.237,0.2343,0.2437,0.3078,0.2526,0.2401,0.239,0.2457,,,0.3007,123740000.0,153450000.0,190120000.0,138595000.0,0.3158,0.3916,0.4852,0.3537
688629.XSHG,2023-06-12,2022,2023-06-12 20:55:00,2023-06-12 16:53:03,983985784.73,1232000000.0,1524000000.0,1881000000.0,1378000000.0,98783825.07,123740000.0,153450000.0,190120000.0,138595000.0,0.2143,0.3158,0.3916,0.4852,855822636.65,1414000000.0,1516000000.0,1643000000.0,1465000000.0,109913643.94,328000000.0,302000000.0,343000000.0,315000000.0,0.1226,0.0875,0.1012,0.1157,0.0946,,,,,,,,,,,,,,,,,0.1836,0.2521,0.237,0.2343,0.2437,0.3078,0.2526,0.2401,0.239,0.2457,,,0.3007,123740000.0,153450000.0,190120000.0,138595000.0,0.3158,0.3916,0.4852,0.3537
688629.XSHG,2023-06-13,2022,2023-06-13 20:51:33,2023-06-13 16:40:44,983985784.73,1232000000.0,1524000000.0,1881000000.0,1378000000.0,98783825.07,123740000.0,153450000.0,190120000.0,138595000.0,0.2143,0.3158,0.3916,0.4852,855822636.65,1414000000.0,1516000000.0,1643000000.0,1465000000.0,109913643.94,328000000.0,302000000.0,343000000.0,315000000.0,0.1226,0.0875,0.1012,0.1157,0.0946,,,,,,,,,,,,,,,,,0.1836,0.2521,0.237,0.2343,0.2437,0.3078,0.2526,0.2401,0.239,0.2457,,,0.3007,123740000.0,153450000.0,190120000.0,138595000.0,0.3158,0.3916,0.4852,0.3537
688629.XSHG,2023-06-14,2022,2023-06-14 20:52:44,2023-06-14 16:41:08,983985784.73,1232000000.0,1524000000.0,1881000000.0,1378000000.0,98783825.07,123740000.0,153450000.0,190120000.0,138595000.0,0.2143,0.3158,0.3916,0.4852,855822636.65,1414000000.0,1516000000.0,1643000000.0,1465000000.0,109913643.94,328000000.0,302000000.0,343000000.0,315000000.0,0.1226,0.0875,0.1012,0.1157,0.0946,,,,,,,,,,,,,,,,,0.1836,0.2521,0.237,0.2343,0.2437,0.3078,0.2526,0.2401,0.239,0.2457,,,0.3007,123740000.0,153450000.0,190120000.0,138595000.0,0.2684,0.3329,0.4124,0.3006
688629.XSHG,2023-06-15,2022,2023-06-15 21:02:37,2023-06-15 16:39:25,983985784.73,1232000000.0,1524000000.0,1881000000.0,1378000000.0,98783825.07,123740000.0,153450000.0,190120000.0,138595000.0,0.2143,0.3158,0.3916,0.4852,855822636.65,1414000000.0,1516000000.0,1643000000.0,1465000000.0,109913643.94,328000000.0,302000000.0,343000000.0,315000000.0,0.1226,0.0875,0.1012,0.1157,0.0946,,,,,,,,,,,,,,,,,0.1836,0.2521,0.237,0.2343,0.2437,0.3078,0.2526,0.2401,0.239,0.2457,,,0.3007,123740000.0,153450000.0,190120000.0,138595000.0,0.2684,0.3329,0.4124,0.3006
688629.XSHG,2023-06-16,2022,2023-06-16 21:39:21,2023-06-16 16:57:41,983985784.73,1232000000.0,1524000000.0,1881000000.0,1378000000.0,98783825.07,123740000.0,153450000.0,190120000.0,138595000.0,0.2143,0.2684,0.3329,0.4124,855822636.65,1414000000.0,1516000000.0,1643000000.0,1465000000.0,109913643.94,328000000.0,302000000.0,343000000.0,315000000.0,0.1226,0.0875,0.1012,0.1157,0.0946,,,,,,,,,,,,,,,,,0.1836,0.2521,0.237,0.2343,0.2437,0.3078,0.2526,0.2401,0.239,0.2457,,,0.3007,123740000.0,153450000.0,190120000.0,138595000.0,0.2684,0.3329,0.4124,0.3006
