order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
000783.XSHE,2011-01-13,2010,q4,2403,,2011-01-13发布的业绩快报低于机构的一致预期,,,,,,,,2011-01-13,current_performance,,,1271835000.0000,,,,,,,,,,,,,2011-01-12,1303705629.8051,,,,-0.0244,2021-04-12 11:01:49,2021-04-12 11:01:49
000783.XSHE,2011-01-13,2010,q4,2502,,2011-01-13发布的业绩快报同比增速低于一致预期2010同比增速,,,,,,,,2011-01-13,current_performance,,,1271835000.0000,,,-0.0730,,,,,,,,,,2011-01-12,1303705629.8051,,-0.0498,,-0.0232,2021-04-12 11:01:49,2021-04-12 11:01:49
000783.XSHE,2011-01-13,2010,q4,2504,,2011-01-13发布的业绩快报同比增速低于2010一致预期同比增速,,,,,,,,2011-01-13,current_performance,,,,1271835000.0000,,,,-0.2738,,,,,,,,2011-01-12,,358874135.0259,,-0.2030,-0.0708,2021-04-12 11:01:49,2021-04-12 11:01:49
000783.XSHE,2011-04-13,2011,q1,2502,,2011-04-13发布的业绩快报同比增速低于一致预期2011同比增速,,,,,,,,2011-04-13,current_performance,,,333329100.0000,,,-0.1929,,,,,,,,,,2011-04-12,1419716551.5700,,0.1066,,-0.2995,2021-04-12 11:01:49,2021-04-12 11:01:49
000783.XSHE,2011-04-13,2011,q1,2504,,2011-04-13发布的业绩快报同比增速低于2011一致预期同比增速,,,,,,,,2011-04-13,current_performance,,,,333329100.0000,,,,-0.1929,,,,,,,,2011-04-12,,457012245.9980,,0.1066,-0.2995,2021-04-12 11:01:49,2021-04-12 11:01:49
000783.XSHE,2011-04-28,2011,q1,2405,,2011-04-28发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2011-04-28,financial_reports,,,,333329078.5900,,,,-0.1929,,,,,,,,2011-04-27,,453956136.6357,,,-0.2657,2021-04-12 11:01:49,2021-04-12 11:01:49
000783.XSHE,2011-04-28,2011,q1,2501,,2011-04-28发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-04-28,financial_reports,,,333329078.5900,,,-0.1929,,,,,,,,,,2011-04-27,1410235536.2395,,0.0992,,-0.2921,2021-04-12 11:01:49,2021-04-12 11:01:49
000783.XSHE,2011-04-28,2011,q1,2503,,2011-04-28发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-04-28,financial_reports,,,,333329078.5900,,,,-0.1929,,,,,,,,2011-04-27,,453956136.6357,,0.0992,-0.2921,2021-04-12 11:01:49,2021-04-12 11:01:49
000783.XSHE,2011-07-12,2011,q2,2502,,2011-07-12发布的业绩快报同比增速低于一致预期2011同比增速,,,,,,,,2011-07-12,current_performance,,,415133900.0000,,,-0.1543,,,,,,,,,,2011-07-11,1423273312.7078,,0.1093,,-0.2636,2021-04-12 11:01:49,2021-04-12 11:01:49
000783.XSHE,2011-07-12,2011,q2,2504,,2011-07-12发布的业绩快报同比增速低于2011一致预期同比增速,,,,,,,,2011-07-12,current_performance,,,,415133900.0000,,,,0.0506,,,,,,,,2011-07-11,,97547651.5909,,0.2528,-0.2022,2021-04-12 11:01:49,2021-04-12 11:01:49
