order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
000063.XSHE,2011-04-20,2011,q1,2405,,2011-04-20发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2011-04-20,financial_reports,,,,127289000.0000,,,,0.1586,,,,,,,,2011-04-19,,138758232.0000,,,-0.0827,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2011-04-20,2011,q1,2501,,2011-04-20发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-04-20,financial_reports,,,127289000.0000,,,0.1586,,,,,,,,,,2011-04-19,4104901134.7636,,0.2630,,-0.1043,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2011-04-20,2011,q1,2503,,2011-04-20发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-04-20,financial_reports,,,,127289000.0000,,,,0.1586,,,,,,,,2011-04-19,,138758232.0000,,0.2630,-0.1044,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2011-08-11,2011,q2,2502,,2011-08-11发布的业绩快报同比增速低于一致预期2011同比增速,,,,,,,,2011-08-11,current_performance,,,768524000.0000,,,-0.1242,,,,,,,,,,2011-08-10,4183911971.4288,,0.2873,,-0.4114,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2011-08-11,2011,q2,2504,,2011-08-11发布的业绩快报同比增速低于2011一致预期同比增速,,,,,,,,2011-08-11,current_performance,,,,768524000.0000,,,,-0.1647,,,,,,,,2011-08-10,,991617975.0000,,0.2918,-0.4565,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2011-08-31,2011,q2,2405,,2011-08-31发布的财报中，2季度净利润增速低于机构的一致预期,,,,,,,,2011-08-31,financial_reports,,,,641982000.0000,,,,-0.1637,,,,,,,,2011-08-30,,967053975.0000,,,-0.3361,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2011-08-31,2011,q2,2501,,2011-08-31发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-08-31,financial_reports,,,769271000.0000,,,-0.1233,,,,,,,,,,2011-08-30,4083599855.5000,,0.2564,,-0.3797,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2011-08-31,2011,q2,2503,,2011-08-31发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-08-31,financial_reports,,,,641982000.0000,,,,-0.1637,,,,,,,,2011-08-30,,967053975.0000,,0.2598,-0.4235,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2011-10-28,2011,q3,2405,,2011-10-28发布的财报中，3季度净利润增速低于机构的一致预期,,,,,,,,2011-10-28,financial_reports,,,,299265000.0000,,,,-0.3816,,,,,,,,2011-10-27,,642860582.4000,,,-0.5345,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2011-10-28,2011,q3,2501,,2011-10-28发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-10-28,financial_reports,,,1068536000.0000,,,-0.2151,,,,,,,,,,2011-10-27,3921148729.5456,,0.2064,,-0.4216,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2011-10-28,2011,q3,2503,,2011-10-28发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-10-28,financial_reports,,,,299265000.0000,,,,-0.3816,,,,,,,,2011-10-27,,642860582.4000,,0.3284,-0.7100,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2012-03-29,2011,q4,2405,,2012-03-29发布的财报中，4季度净利润增速低于机构的一致预期,,,,,,,,2012-03-29,financial_reports,,,,991630000.0000,,,,-0.4750,,,,,,,,2012-03-28,,1994407149.8000,,,-0.5028,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2012-03-29,2011,q4,2503,,2012-03-29发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2012-03-29,financial_reports,,,,991630000.0000,,,,-0.4750,,,,,,,,2012-03-28,,1994407149.8000,,0.0559,-0.5309,2021-04-12 11:01:49,2021-04-12 11:01:49
000063.XSHE,2012-04-26,2012,q1,2405,,2012-04-26发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2012-04-26,financial_reports,,,,150874000.0000,,,,0.1853,,,,,,,,2012-04-25,,228012785.7000,,,-0.3383,2021-04-12 11:01:49,2021-04-12 11:01:49
