order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
000166.XSHE,2015-04-30,2015,q1,1405,,2015-04-30发布的财报中，1季度净利润增速超出机构的一致预期,,,,,,,,2015-04-30,financial_reports,,,,1995748414.5400,,,,1.7886,,,,,,,,2015-04-29,,1328394736.5999,,,0.5024,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2015-04-30,2015,q1,1501,,2015-04-30发布的财报净利润同比增速超出一致预期2015同比增速,,,,,,,,2015-04-30,financial_reports,,,1995748414.5400,,,1.7886,,,,,,,,,,2015-04-29,8689824986.6938,,0.8561,,0.9325,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2015-04-30,2015,q1,1503,,2015-04-30发布的财报净利润同比增速超出2015一致预期同比增速,,,,,,,,2015-04-30,financial_reports,,,,1995748414.5400,,,,1.7886,,,,,,,,2015-04-29,,1328394736.5999,,0.8561,0.9325,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2015-07-09,2015,q2,1502,,2015-07-09发布的业绩快报同比增速超出一致预期2015同比增速,,,,,,,,2015-07-09,current_performance,,,7725927300.0000,,,3.8235,,,,,,,,,,2015-07-08,10498766450.4133,,1.2424,,2.5810,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2015-07-09,2015,q2,1504,,2015-07-09发布的业绩快报同比增速超出2015一致预期同比增速,,,,,,,,2015-07-09,current_performance,,,,7725927300.0000,,,,5.4671,,,,,,,,2015-07-08,,1899596184.4389,,1.1439,4.3232,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2015-08-29,2015,q2,1405,,2015-08-29发布的财报中，2季度净利润增速超出机构的一致预期,,,,,,,,2015-08-29,financial_reports,,,,4789528535.2000,,,,4.4055,,,,,,,,2015-08-28,,2096475830.0297,,,1.2846,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2015-08-29,2015,q2,1501,,2015-08-29发布的财报净利润同比增速超出一致预期2015同比增速,,,,,,,,2015-08-29,financial_reports,,,6785276949.7400,,,3.2362,,,,,,,,,,2015-08-28,11380266652.3820,,1.4307,,1.8055,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2015-08-29,2015,q2,1503,,2015-08-29发布的财报净利润同比增速超出2015一致预期同比增速,,,,,,,,2015-08-29,financial_reports,,,,4789528535.2000,,,,4.4055,,,,,,,,2015-08-28,,2096475830.0297,,1.3661,3.0394,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2015-10-15,2015,q3,1502,,2015-10-15发布的业绩快报同比增速超出一致预期2015同比增速,,,,,,,,2015-10-15,current_performance,,,8394784100.0000,,,1.5755,,,,,,,,,,2015-10-14,10726569873.3940,,1.2911,,0.2844,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2016-01-12,2015,q4,1403,,2016-01-12发布的业绩快报超出机构的一致预期,,,,,,,,2016-01-12,current_performance,,,12558866600.0000,,,,,,,,,,,,,2016-01-11,12485270365.9300,,,,0.0059,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2016-01-12,2015,q4,1502,,2016-01-12发布的业绩快报同比增速超出一致预期2015同比增速,,,,,,,,2016-01-12,current_performance,,,12558866600.0000,,,1.6824,,,,,,,,,,2016-01-11,12485270365.9300,,1.6667,,0.0157,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2016-01-12,2015,q4,1504,,2016-01-12发布的业绩快报同比增速超出2015一致预期同比增速,,,,,,,,2016-01-12,current_performance,,,,12558866600.0000,,,,2.3289,,,,,,,,2016-01-11,,4661327417.7156,,2.2772,0.0517,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2016-04-27,2015,q4,1405,,2016-04-27发布的财报中，4季度净利润增速超出机构的一致预期,,,,,,,,2016-04-27,financial_reports,,,,4330205957.5300,,,,2.0444,,,,,,,,2016-04-26,,3348355570.0123,,,0.2932,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2016-04-27,2015,q4,1503,,2016-04-27发布的财报净利润同比增速超出2015一致预期同比增速,,,,,,,,2016-04-27,financial_reports,,,,4330205957.5300,,,,2.0444,,,,,,,,2016-04-26,,3348355570.0123,,1.3541,0.6903,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2016-10-15,2016,q3,1504,,2016-10-15发布的业绩快报同比增速超出2016一致预期同比增速,,,,,,,,2016-10-15,current_performance,,,,3849050000.0000,,,,0.6799,,,,,,,,2016-10-14,,1117438874.8672,,0.0758,0.6041,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2016-10-28,2016,q3,1405,,2016-10-28发布的财报中，3季度净利润增速超出机构的一致预期,,,,,,,,2016-10-28,financial_reports,,,,1744937355.0200,,,,0.6799,,,,,,,,2016-10-27,,1117438874.8672,,,0.5616,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2016-10-28,2016,q3,1503,,2016-10-28发布的财报净利润同比增速超出2016一致预期同比增速,,,,,,,,2016-10-28,financial_reports,,,,1744937355.0200,,,,0.6799,,,,,,,,2016-10-27,,1117438874.8672,,0.0758,0.6041,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2018-08-18,2018,q2,1405,,2018-08-18发布的财报中，2季度净利润增速超出机构的一致预期,,,,,,,,2018-08-18,financial_reports,,,,1072582335.2900,,,,-0.0052,,,,,,,,2018-08-17,,1044395458.0619,,,0.0270,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2018-08-18,2018,q2,1501,,2018-08-18发布的财报净利润同比增速超出一致预期2018同比增速,,,,,,,,2018-08-18,financial_reports,,,2065565400.2900,,,0.0076,,,,,,,,,,2018-08-17,4507188912.0000,,-0.0201,,0.0277,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2018-08-18,2018,q2,1503,,2018-08-18发布的财报净利润同比增速超出2018一致预期同比增速,,,,,,,,2018-08-18,financial_reports,,,,1072582335.2900,,,,-0.0052,,,,,,,,2018-08-17,,1044395458.0619,,-0.0313,0.0261,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2018-08-20,2018,q4,1101,中金公司,"中金公司2018-08-20发布的报告上调了该股盈利预测,分析师：蒲寒,王瑶平",2018-08-20,申万宏源：投资及资管业务向好带动业绩优于同业,"蒲寒,王瑶平",4851000000.0000,2018-04-22,申万宏源：业绩表现弱于可比同业 定增完成助力全面展业,4507188912.0000,,,,,,,,,,,,,,,,,,,,,,,0.0763,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2018-09-04,2018,q4,1302,中银国际证券,中银国际证券2018-09-04发布的报告研报摘要中含有超预期信息,2018-09-04,申万宏源：自营资产配置调整 规避风险业绩稳定,王维逸,5525000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2018-10-28,2018,q4,1302,中银国际证券,中银国际证券2018-10-28发布的报告研报摘要中含有超预期信息,2018-10-28,申万宏源：自营业务表现靓丽 业绩优于行业平均,王维逸,4735000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2018-10-29,2018,q4,1301,中金公司,中金公司2018-10-29发布的报告研报标题中含有超预期信息,2018-10-29,申万宏源：子公司投资收入贡献超预期带动3Q18业绩优于同业,"姚泽宇,蒲寒,王瑶平",4284000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2018-10-29,2018,q4,1302,中金公司,中金公司2018-10-29发布的报告研报摘要中含有超预期信息,2018-10-29,申万宏源：子公司投资收入贡献超预期带动3Q18业绩优于同业,"姚泽宇,蒲寒,王瑶平",4284000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:47,2021-04-12 11:01:47
000166.XSHE,2019-02-28,2018,q4,1201,,近5个交易日内，该股一致预期净利润被大幅调高,,,,,,,,,,,,,,,,,,,,,,,2019-03-06,5917000000.0000,2019-02-27,4882787988.0000,,,,0.2118,2021-04-12 11:01:47,2021-04-12 11:01:47
