order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,half_year_recommendation,one_year_recommendation
000883.XSHE,2008-06-19,天相投顾,,,3,1,2024-08-08 17:47:32,2008-06-19 17:40:49,3.0,,,,
000883.XSHE,2009-01-05,天相投顾,,,3,1,2024-08-08 17:46:58,2009-01-05 15:32:44,3.0,,,,
000883.XSHE,2009-06-30,第一创业证券,,,1,1,2024-08-08 17:47:40,2009-07-03 17:06:01,1.0,,,,
000883.XSHE,2009-07-27,国海证券,,,1,1,2024-08-08 17:47:48,2009-07-28 18:04:22,1.0,,,,
000883.XSHE,2009-08-24,天相投顾,,,3,1,2024-08-08 17:47:36,2009-08-25 16:24:24,3.0,,,,
000883.XSHE,2009-09-22,中信证券,7.4000,M06,1,1,2024-08-08 04:27:08,2009-09-23 15:22:34,1.0,7.4,,,
000883.XSHE,2009-09-30,中信证券,,,2,1,2024-08-08 17:48:00,2009-10-09 15:39:28,2.0,,,,
000883.XSHE,2009-10-28,天相投顾,,,3,1,2024-08-08 17:47:23,2009-11-11 13:37:52,3.0,,,,
000883.XSHE,2009-11-02,中信证券,,,2,1,2024-08-08 17:47:20,2009-11-04 13:37:38,2.0,,,,
000883.XSHE,2009-12-09,中信证券,,,2,1,2024-08-08 17:47:18,2009-12-09 16:37:49,2.0,,,,
000883.XSHE,2009-12-10,中信证券,,,2,1,2024-08-08 17:46:58,2010-01-08 15:38:57,2.0,,,,
000883.XSHE,2009-12-24,中信证券,,,2,1,2024-08-08 17:47:33,2009-12-25 18:08:09,2.0,,,,
000883.XSHE,2010-01-05,国元证券,,,2,1,2024-08-08 17:47:21,2010-01-05 14:38:07,2.0,,,,
000883.XSHE,2010-02-01,中信证券,,,2,1,2024-08-08 17:47:16,2010-02-03 11:08:01,2.0,,,,
000883.XSHE,2010-04-30,中信证券,,,2,1,2024-08-08 17:47:59,2010-05-07 17:09:04,2.0,,,,
000883.XSHE,2010-05-28,中信证券,,,2,1,2024-08-08 17:47:33,2010-05-29 09:55:47,2.0,,,,
000883.XSHE,2010-06-30,中信证券,,,2,1,2024-08-08 17:47:07,2010-07-02 09:02:42,2.0,,,,
000883.XSHE,2010-08-02,招商证券,10.0000,M06,2,1,2024-08-08 04:27:15,2010-08-04 11:19:04,2.0,10.0,,,
000883.XSHE,2010-09-01,中信证券,,,2,1,2024-08-08 17:47:13,2010-09-02 16:18:43,2.0,,,,
000883.XSHE,2010-09-21,中信证券,10.0000,M06,2,1,2024-08-08 04:27:27,2010-09-27 11:04:13,2.0,10.0,,,
000883.XSHE,2010-09-30,中信证券,,,2,1,2024-08-08 17:47:05,2010-10-08 11:04:22,2.0,,,,
000883.XSHE,2010-10-19,中信证券,,,2,1,2024-08-08 17:47:06,2010-10-20 11:38:00,2.0,,,,
000883.XSHE,2010-12-07,招商证券,12.0000,M06,2,1,2024-08-08 04:27:24,2010-12-09 16:34:37,2.0,12.0,,,
000883.XSHE,2010-12-15,中信证券,,,2,1,2024-08-08 17:47:55,2010-12-16 12:43:04,2.0,,,,
000883.XSHE,2010-12-29,中信证券,,,2,1,2024-08-08 17:47:35,2010-12-29 16:01:59,2.0,,,,
000883.XSHE,2010-12-30,中信证券,,,2,1,2024-08-08 17:47:23,2010-12-30 17:40:02,2.0,,,,
000883.XSHE,2011-01-19,长城证券,,,1,1,2024-08-08 17:47:00,2011-01-20 10:32:03,1.0,,,,
000883.XSHE,2011-02-01,中信证券,,,2,1,2024-08-08 17:47:49,2011-02-09 17:40:09,2.0,,,,
000883.XSHE,2011-02-08,西部证券,,,1,1,2024-08-08 17:47:43,2011-02-11 16:02:14,1.0,,,,
000883.XSHE,2011-03-04,西部证券,,,1,1,2024-08-08 17:47:13,2011-03-04 18:51:49,1.0,,,,
000883.XSHE,2011-03-17,中信证券,,,2,1,2024-08-08 17:47:51,2011-03-17 19:35:37,2.0,,,,
000883.XSHE,2011-03-23,中信证券,,,2,1,2024-08-08 17:47:20,2011-03-23 16:07:28,2.0,,,,
000883.XSHE,2011-04-06,中信证券,,,2,1,2024-08-08 17:47:25,2011-04-07 20:08:29,2.0,,,,
000883.XSHE,2011-04-25,中信证券,,,2,1,2024-08-08 17:47:53,2011-04-25 19:07:08,2.0,,,,
000883.XSHE,2011-05-03,中信证券,,,2,1,2024-08-08 17:47:58,2011-05-04 14:23:55,2.0,,,,
000883.XSHE,2011-05-04,西部证券,,,1,1,2024-08-08 17:47:44,2011-05-04 14:23:55,1.0,,,,
000883.XSHE,2011-05-06,中信证券,,,2,1,2024-08-08 17:47:17,2011-05-06 19:05:38,2.0,,,,
000883.XSHE,2011-05-16,中信证券,,,2,1,2024-08-08 17:47:57,2011-05-16 16:38:55,2.0,,,,
000883.XSHE,2011-05-25,中信证券,,,2,1,2024-08-08 17:47:00,2011-05-25 19:04:44,2.0,,,,
000883.XSHE,2011-05-31,中信证券,,,2,1,2024-08-08 17:46:59,2011-05-31 19:05:01,2.0,,,,
000883.XSHE,2011-06-02,西部证券,,,1,1,2024-08-08 17:47:48,2011-06-03 12:11:07,1.0,,,,
000883.XSHE,2011-06-07,中信证券,,,2,1,2024-08-08 17:47:43,2011-06-08 11:39:36,2.0,,,,
000883.XSHE,2011-06-29,中信证券,,,2,1,2024-08-08 17:47:24,2011-06-30 14:56:54,2.0,,,,
000883.XSHE,2011-07-04,西部证券,,,2,1,2024-08-08 17:47:43,2011-07-05 19:04:05,2.0,,,,
000883.XSHE,2011-07-26,招商证券,10.0000,M06,2,1,2024-08-08 04:27:26,2011-07-27 16:14:48,2.0,10.0,,,
000883.XSHE,2011-08-01,中信证券,,,2,1,2024-08-08 17:47:33,2011-08-02 10:32:35,2.0,,,,
000883.XSHE,2011-08-02,西部证券,,,2,1,2024-08-08 17:47:50,2011-08-04 10:00:54,2.0,,,,
000883.XSHE,2011-08-15,长江证券,,,2,1,2024-08-08 17:46:57,2011-08-16 19:10:32,2.0,,,,
000883.XSHE,2011-08-15,中信证券,,,2,1,2024-08-08 17:47:04,2011-08-15 19:08:53,2.0,,,,
000883.XSHE,2011-09-02,中信证券,,,2,1,2024-08-08 17:47:31,2011-09-02 17:14:54,2.0,,,,
000883.XSHE,2011-09-06,中信证券,,,2,1,2024-08-08 17:48:00,2011-09-06 17:10:58,2.0,,,,
000883.XSHE,2011-09-15,中信证券,,,2,1,2024-08-08 17:46:57,2011-09-15 16:55:31,2.0,,,,
000883.XSHE,2011-10-10,中信证券,,,2,1,2024-08-08 17:47:03,2011-10-10 18:17:21,2.0,,,,
000883.XSHE,2011-10-10,国投证券,7.0000,M06,3,1,2024-08-08 04:27:20,2011-10-11 10:13:58,3.0,7.0,,,
000883.XSHE,2011-10-26,长江证券,,,2,1,2024-08-08 17:47:19,2011-10-26 20:38:54,2.0,,,,
000883.XSHE,2011-10-26,天相投顾,,,2,1,2024-08-08 17:47:29,2011-11-07 16:35:36,2.0,,,,
000883.XSHE,2011-11-01,中信证券,,,2,1,2024-08-08 17:47:04,2011-11-04 12:00:35,2.0,,,,
000883.XSHE,2011-11-22,长江证券,,,2,1,2024-08-08 17:47:09,2012-03-20 14:25:25,2.0,,,,
000883.XSHE,2011-11-23,中信证券,,,2,1,2024-08-08 17:47:32,2011-11-23 17:36:35,2.0,,,,
000883.XSHE,2011-12-14,国投证券,,,3,1,2024-08-08 17:47:26,2011-12-14 17:58:06,3.0,,,,
000883.XSHE,2011-12-19,长江证券,,,2,1,2024-08-08 17:47:42,2011-11-28 17:58:16,2.0,,,,
000883.XSHE,2011-12-20,长江证券,,,2,1,2024-08-08 17:47:41,2011-12-21 11:39:36,2.0,,,,
000883.XSHE,2011-12-30,长江证券,,,2,1,2024-08-08 17:47:43,2011-12-31 12:49:20,2.0,,,,
000883.XSHE,2012-01-10,国投证券,5.4000,M06,3,1,2024-08-08 04:27:18,2012-01-10 16:23:36,3.0,5.4,,,
000883.XSHE,2012-01-11,国投证券,7.0000,M06,3,1,2024-08-08 04:27:07,2012-01-11 17:19:18,3.0,7.0,,,
000883.XSHE,2012-02-22,平安证券,,,2,1,2024-08-08 17:47:40,2012-02-23 12:08:47,2.0,,,,
000883.XSHE,2012-03-06,国投证券,5.4000,M06,3,1,2024-08-08 04:27:13,2012-03-07 16:51:22,3.0,5.4,,,
000883.XSHE,2012-03-19,天相投顾,,,2,1,2024-08-08 17:47:49,2012-03-19 20:30:51,2.0,,,,
000883.XSHE,2012-04-12,国投证券,5.4000,M06,3,1,2024-08-08 04:27:15,2012-04-13 10:54:06,3.0,5.4,,,
000883.XSHE,2012-04-16,国投证券,5.4000,M06,3,1,2024-08-08 04:27:36,2012-04-18 10:34:43,3.0,5.4,,,
000883.XSHE,2012-04-19,长江证券,,,2,1,2024-08-08 17:47:33,2012-04-20 12:18:27,2.0,,,,
000883.XSHE,2012-04-26,光大证券,7.0000,M06,2,1,2024-08-08 04:27:24,2012-05-02 12:17:36,2.0,7.0,,,
000883.XSHE,2012-04-27,长江证券,,,2,1,2024-08-08 17:47:11,2012-04-27 17:53:30,2.0,,,,
000883.XSHE,2012-05-03,长江证券,,,2,1,2024-08-08 17:47:36,2012-05-04 11:55:33,2.0,,,,
000883.XSHE,2012-05-04,万联证券,,,2,1,2024-08-08 17:47:24,2012-05-10 15:06:35,2.0,,,,
000883.XSHE,2012-05-17,银河证券,,,1,1,2024-08-08 17:47:29,2012-05-21 17:10:24,1.0,,,,
000883.XSHE,2012-05-18,长江证券,,,2,1,2024-08-08 17:47:19,2012-05-21 15:49:36,2.0,,,,
000883.XSHE,2012-06-04,银河证券,,,1,1,2024-08-08 17:47:55,2012-06-05 17:31:13,1.0,,,,
000883.XSHE,2012-06-11,银河证券,,,1,1,2024-08-08 17:47:43,2012-06-12 15:25:08,1.0,,,,
000883.XSHE,2012-06-13,银河证券,,,1,1,2024-08-08 17:47:43,2012-06-14 16:15:46,1.0,,,,
000883.XSHE,2012-06-14,民生证券,,,2,1,2024-08-08 17:47:10,2012-06-15 11:35:29,2.0,,,,
000883.XSHE,2012-06-19,银河证券,,,1,1,2024-08-08 17:47:59,2012-06-19 17:52:10,1.0,,,,
000883.XSHE,2012-06-27,万联证券,,,2,1,2024-08-08 17:47:35,2012-06-29 20:43:09,2.0,,,,
000883.XSHE,2012-06-29,长江证券,,,2,1,2024-08-08 17:47:55,2012-06-15 11:35:29,2.0,,,,
000883.XSHE,2012-07-08,银河证券,,,1,1,2024-08-08 17:47:13,2012-07-09 16:16:34,1.0,,,,
000883.XSHE,2012-07-17,长城证券,,,2,1,2024-08-08 17:47:52,2012-07-18 20:33:48,2.0,,,,
000883.XSHE,2012-07-24,长城证券,,,2,1,2024-08-08 17:47:29,2012-07-25 11:38:22,2.0,,,,
000883.XSHE,2012-07-27,长江证券,,,2,1,2024-08-08 17:47:14,2012-07-27 13:24:50,2.0,,,,
000883.XSHE,2012-07-30,长江证券,,,2,1,2024-08-08 17:46:59,2012-07-31 20:45:13,2.0,,,,
000883.XSHE,2012-08-16,长江证券,,,2,1,2024-08-08 17:47:45,2012-08-17 15:04:45,2.0,,,,
000883.XSHE,2012-08-21,长城证券,,,2,1,2024-08-08 17:47:35,2012-08-21 16:37:17,2.0,,,,
000883.XSHE,2012-08-27,银河证券,,,1,1,2024-08-08 17:47:26,2012-08-29 20:38:02,1.0,,,,
000883.XSHE,2012-08-29,长江证券,,,2,1,2024-08-08 17:47:53,2012-08-30 11:13:21,2.0,,,,
000883.XSHE,2012-08-30,国投证券,7.7400,M06,3,1,2024-08-08 04:27:30,2012-08-31 10:16:38,3.0,7.74,,,
