order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,half_year_recommendation,one_year_target_price,one_year_recommendation
000050.XSHE,2017-04-04,国投证券,24.9600,M06,1,1,2017-04-05 12:58:25,2017-04-05 12:58:25,1.0,24.96,,,
000050.XSHE,2017-04-05,中金公司,23.8400,M06,2,1,2017-07-13 21:30:20,2017-07-13 21:30:20,2.0,23.84,,,
000050.XSHE,2017-04-06,国投证券,24.9600,M06,1,1,2017-04-06 17:52:56,2017-04-06 17:52:56,1.0,24.96,,,
000050.XSHE,2017-04-06,中金公司,23.8400,M06,2,1,2017-04-06 11:48:39,2017-04-06 11:48:39,2.0,23.84,,,
000050.XSHE,2017-04-09,国泰海通证券,,,1,1,2017-04-10 11:02:36,2017-04-10 11:02:36,1.0,,,,
000050.XSHE,2017-04-09,国海证券,,,1,1,2017-04-10 11:02:36,2017-04-10 11:02:36,1.0,,,,
000050.XSHE,2017-04-09,长江证券,,,1,1,2017-04-10 16:21:48,2017-04-10 16:21:48,1.0,,,,
000050.XSHE,2017-04-10,渤海证券,,,2,1,2017-04-11 16:23:26,2017-04-11 16:23:26,2.0,,,,
000050.XSHE,2017-04-16,国投证券,24.9600,M06,1,1,2017-04-17 12:11:47,2017-04-17 12:11:47,1.0,24.96,,,
000050.XSHE,2017-04-16,国泰海通证券,,,1,1,2017-04-17 13:21:02,2017-04-17 13:21:02,1.0,,,,
000050.XSHE,2017-04-16,国海证券,,,1,1,2017-04-17 13:21:02,2017-04-17 13:21:02,1.0,,,,
000050.XSHE,2017-04-17,中金公司,23.8400,M06,2,1,2017-04-18 16:21:26,2017-04-18 16:21:26,2.0,23.84,,,
000050.XSHE,2017-04-19,国泰海通证券,,,1,1,2017-04-19 12:11:29,2017-04-19 12:11:29,1.0,,,,
000050.XSHE,2017-04-23,国泰海通证券,,,1,1,2017-04-24 12:11:41,2017-04-24 12:11:41,1.0,,,,
000050.XSHE,2017-04-23,国海证券,,,1,1,2017-04-25 14:06:42,2017-04-25 14:06:42,1.0,,,,
000050.XSHE,2017-05-01,国海证券,,,1,1,2017-05-02 21:31:01,2017-05-02 21:31:01,1.0,,,,
000050.XSHE,2017-05-07,国海证券,,,1,1,2017-05-08 12:11:29,2017-05-08 12:11:29,1.0,,,,
000050.XSHE,2017-05-08,中金公司,23.8400,M06,2,1,2017-05-08 16:21:10,2017-05-08 16:21:10,2.0,23.84,,,
000050.XSHE,2017-05-14,天风证券,25.9500,M06,1,1,2017-05-17 12:11:54,2017-05-17 12:11:54,1.0,25.95,,,
000050.XSHE,2017-05-14,国海证券,,,1,1,2017-05-15 13:20:30,2017-05-15 13:20:30,1.0,,,,
000050.XSHE,2017-05-15,中金公司,23.8400,M06,2,1,2017-05-16 21:30:57,2017-05-16 21:30:57,2.0,23.84,,,
000050.XSHE,2017-05-15,国投证券,24.9600,M06,1,1,2017-05-16 12:11:30,2017-05-16 12:11:30,1.0,24.96,,,
000050.XSHE,2017-05-22,中金财富,,,1,1,2017-05-23 16:20:31,2017-05-23 16:20:31,1.0,,,,
000050.XSHE,2017-05-24,兴业证券,,,2,1,2017-05-25 11:03:29,2017-05-25 11:03:29,2.0,,,,
000050.XSHE,2017-06-04,国海证券,,,1,1,2017-06-05 14:06:12,2017-06-05 14:06:12,1.0,,,,
000050.XSHE,2017-06-05,国泰海通证券,,,1,1,2017-06-05 11:25:12,2017-06-05 11:25:12,1.0,,,,
000050.XSHE,2017-06-15,兴业证券,,,2,1,2017-06-15 16:20:27,2017-06-15 16:20:27,2.0,,,,
000050.XSHE,2017-06-18,国海证券,,,1,1,2017-06-19 11:02:10,2017-06-19 11:02:10,1.0,,,,
000050.XSHE,2017-06-20,东莞证券,,,2,1,2017-06-21 11:25:16,2017-06-21 11:25:16,2.0,,,,
000050.XSHE,2017-06-20,渤海证券,,,2,1,2017-06-20 21:30:24,2017-06-20 21:30:24,2.0,,,,
000050.XSHE,2017-06-21,国投证券,24.9600,M06,1,1,2017-06-22 17:31:26,2017-06-22 17:31:26,1.0,24.96,,,
000050.XSHE,2017-06-25,国海证券,,,1,1,2017-06-26 12:11:10,2017-06-26 12:11:10,1.0,,,,
000050.XSHE,2017-06-26,国投证券,25.2900,M06,1,1,2017-06-27 12:11:10,2017-06-27 12:11:10,1.0,25.29,,,
000050.XSHE,2017-06-27,中信建投,,,2,1,2017-06-27 21:30:26,2017-06-27 21:30:26,2.0,,,,
000050.XSHE,2017-06-27,渤海证券,,,2,1,2017-06-28 11:02:09,2017-06-28 11:02:09,2.0,,,,
000050.XSHE,2017-07-02,国海证券,,,1,1,2017-07-03 12:11:06,2017-07-03 12:11:06,1.0,,,,
000050.XSHE,2017-07-03,方正证券,,,1,1,2017-07-04 11:02:08,2017-07-04 11:02:08,1.0,,,,
000050.XSHE,2017-07-03,渤海证券,,,2,1,2017-07-03 21:30:15,2017-07-03 21:30:15,2.0,,,,
000050.XSHE,2017-07-04,渤海证券,,,2,1,2017-07-04 16:45:13,2017-07-04 16:45:13,2.0,,,,
000050.XSHE,2017-07-05,兴业证券,,,2,1,2017-07-14 16:45:15,2017-07-14 16:45:15,2.0,,,,
000050.XSHE,2017-07-07,太平洋证券,,,1,1,2017-07-10 21:30:10,2017-07-10 21:30:10,1.0,,,,
000050.XSHE,2017-07-09,国海证券,,,1,1,2017-07-10 12:11:06,2017-07-10 12:11:06,1.0,,,,
000050.XSHE,2017-07-12,方正证券,,,1,1,2017-07-13 10:16:07,2017-07-13 10:16:07,1.0,,,,
000050.XSHE,2017-07-12,国投证券,25.2900,M06,1,1,2017-07-13 09:07:10,2017-07-13 09:07:10,1.0,25.29,,,
000050.XSHE,2017-07-14,东北证券,,,1,1,2017-07-14 16:45:15,2017-07-14 16:45:15,1.0,,,,
000050.XSHE,2017-07-17,国海证券,,,1,1,2017-07-17 21:30:11,2017-07-17 21:30:11,1.0,,,,
000050.XSHE,2017-07-19,国信证券,28.3000,M06,1,1,2017-07-19 12:11:14,2017-07-19 12:11:14,1.0,28.3,,,
000050.XSHE,2017-07-19,东吴证券,,,1,1,2017-07-20 11:02:11,2017-07-20 11:02:11,1.0,,,,
000050.XSHE,2017-07-20,中金公司,23.8400,M06,2,1,2017-07-21 10:16:05,2017-07-21 10:16:05,2.0,23.84,,,
000050.XSHE,2017-07-23,国海证券,,,1,1,2017-07-24 12:11:06,2017-07-24 12:11:06,1.0,,,,
000050.XSHE,2017-07-30,国海证券,,,1,1,2017-07-31 13:20:09,2017-07-31 13:20:09,1.0,,,,
000050.XSHE,2017-07-31,国信证券,28.2700,M06,1,1,2017-07-31 17:54:16,2017-07-31 17:54:16,1.0,28.27,,,
000050.XSHE,2017-08-06,国海证券,,,1,1,2017-08-07 13:21:06,2017-08-07 13:21:06,1.0,,,,
000050.XSHE,2017-08-13,国投证券,29.5000,M06,1,1,2017-08-14 09:07:07,2017-08-14 09:07:07,1.0,29.5,,,
000050.XSHE,2017-08-13,国海证券,,,1,1,2017-08-14 11:02:05,2017-08-14 11:02:05,1.0,,,,
000050.XSHE,2017-08-14,兴业证券,,,2,1,2017-08-15 16:45:42,2017-08-15 16:45:42,2.0,,,,
000050.XSHE,2017-08-14,东北证券,,,1,1,2017-08-15 10:39:18,2017-08-15 10:39:18,1.0,,,,
000050.XSHE,2017-08-20,国海证券,,,1,1,2017-08-21 14:06:09,2017-08-21 14:06:09,1.0,,,,
000050.XSHE,2017-08-23,国投证券,29.5000,M06,1,1,2017-08-24 11:02:15,2017-08-24 11:02:15,1.0,29.5,,,
000050.XSHE,2017-08-24,中金公司,25.6300,M06,2,1,2017-08-24 13:20:08,2017-08-24 13:20:08,2.0,25.63,,,
000050.XSHE,2017-08-24,天风证券,27.8300,M06,1,1,2017-08-24 10:16:08,2017-08-24 10:16:08,1.0,27.83,,,
000050.XSHE,2017-08-24,方正证券,,,1,1,2017-08-24 14:06:09,2017-08-24 14:06:09,1.0,,,,
000050.XSHE,2017-08-24,兴业证券,,,2,1,2017-08-25 10:16:09,2017-08-25 10:16:09,2.0,,,,
000050.XSHE,2017-08-24,国信证券,,,1,1,2017-08-24 14:06:09,2017-08-24 14:06:09,1.0,,,,
000050.XSHE,2017-08-27,国海证券,,,1,1,2017-08-28 21:30:11,2017-08-28 21:30:11,1.0,,,,
000050.XSHE,2017-08-27,方正证券,,,1,1,2017-08-28 21:30:11,2017-08-28 21:30:11,1.0,,,,
000050.XSHE,2017-09-03,国海证券,,,1,1,2017-09-04 21:30:12,2017-09-04 21:30:12,1.0,,,,
000050.XSHE,2017-09-10,国海证券,,,1,1,2017-09-11 16:46:37,2017-09-11 16:46:37,1.0,,,,
000050.XSHE,2017-09-10,兴业证券,,,2,1,2017-09-11 16:46:37,2017-09-11 16:46:37,2.0,,,,
000050.XSHE,2017-09-11,中金公司,25.6300,M06,2,1,2017-09-11 16:46:37,2017-09-11 16:46:37,2.0,25.63,,,
000050.XSHE,2017-09-12,民生证券,,,1,1,2017-09-13 12:11:10,2017-09-13 12:11:10,1.0,,,,
000050.XSHE,2017-09-12,国信证券,32.0000,M06,1,1,2017-09-12 14:06:05,2017-09-12 14:06:05,1.0,32.0,,,
000050.XSHE,2017-09-17,国海证券,,,1,1,2017-09-18 11:02:08,2017-09-18 11:02:08,1.0,,,,
000050.XSHE,2017-09-24,国海证券,,,1,1,2017-09-25 16:45:37,2017-09-25 16:45:37,1.0,,,,
000050.XSHE,2017-09-25,中金公司,25.6300,M06,2,1,2017-09-25 14:06:07,2017-09-25 14:06:07,2.0,25.63,,,
000050.XSHE,2017-09-25,民生证券,,,1,1,2017-09-25 21:30:08,2017-09-25 21:30:08,1.0,,,,
000050.XSHE,2017-10-08,国海证券,,,1,1,2017-10-09 12:11:06,2017-10-09 12:11:06,1.0,,,,
000050.XSHE,2017-10-09,申万宏源,,,2,1,2017-10-10 11:02:09,2017-10-10 11:02:09,2.0,,,,
000050.XSHE,2017-10-11,国投证券,29.5000,M06,1,1,2017-10-12 11:02:09,2017-10-12 11:02:09,1.0,29.5,,,
000050.XSHE,2017-10-11,方正证券,,,1,1,2017-10-13 09:53:14,2017-10-13 09:53:14,1.0,,,,
000050.XSHE,2017-10-12,兴业证券,,,2,1,2017-10-13 11:02:07,2017-10-13 11:02:07,2.0,,,,
000050.XSHE,2017-10-12,东吴证券,,,1,1,2017-10-13 09:53:14,2017-10-13 09:53:14,1.0,,,,
000050.XSHE,2017-10-12,民生证券,28.5000,M06,1,1,2017-10-12 17:54:22,2017-10-12 17:54:22,1.0,28.5,,,
000050.XSHE,2017-10-16,国海证券,,,1,1,2017-10-16 16:45:23,2017-10-16 16:45:23,1.0,,,,
000050.XSHE,2017-10-22,国海证券,,,1,1,2017-10-23 14:06:06,2017-10-23 14:06:06,1.0,,,,
000050.XSHE,2017-10-29,国海证券,,,1,1,2017-10-30 16:45:26,2017-10-30 16:45:26,1.0,,,,
000050.XSHE,2017-10-30,方正证券,,,1,1,2017-10-31 14:52:11,2017-10-31 14:52:11,1.0,,,,
000050.XSHE,2017-10-30,兴业证券,,,2,1,2017-11-01 14:52:13,2017-11-01 14:52:13,2.0,,,,
000050.XSHE,2017-10-30,国投证券,29.5000,M06,1,1,2017-10-31 21:30:12,2017-10-31 21:30:12,1.0,29.5,,,
000050.XSHE,2017-10-31,天风证券,30.3100,M06,1,1,2017-11-01 14:52:13,2017-11-01 14:52:13,1.0,30.31,,,
000050.XSHE,2017-10-31,中金公司,25.6300,M06,3,1,2017-10-31 16:45:10,2017-10-31 16:45:10,3.0,25.63,,,
000050.XSHE,2017-10-31,民生证券,36.0750,M06,1,1,2017-11-02 09:30:20,2017-11-02 09:30:20,1.0,36.075,,,
000050.XSHE,2017-10-31,国信证券,,,1,1,2017-11-01 14:52:13,2017-11-01 14:52:13,1.0,,,,
000050.XSHE,2017-11-06,国海证券,,,1,1,2017-11-06 16:45:34,2017-11-06 16:45:34,1.0,,,,
000050.XSHE,2017-11-06,中金公司,25.6300,M06,3,1,2017-11-07 17:54:10,2017-11-07 17:54:10,3.0,25.63,,,
000050.XSHE,2017-11-12,国海证券,,,1,1,2017-11-13 11:48:06,2017-11-13 11:48:06,1.0,,,,
000050.XSHE,2017-11-13,国信证券,,,1,1,2017-11-14 11:48:10,2017-11-14 11:48:10,1.0,,,,
000050.XSHE,2017-11-16,财通证券,30.2300,M06,1,1,2017-11-24 16:45:20,2017-11-24 16:45:20,1.0,30.23,,,
000050.XSHE,2017-11-19,国海证券,,,1,1,2017-11-20 14:06:06,2017-11-20 14:06:06,1.0,,,,
000050.XSHE,2017-11-21,国泰海通证券,,,1,1,2017-11-22 11:02:09,2017-11-22 11:02:09,1.0,,,,
000050.XSHE,2017-11-26,国海证券,,,1,1,2017-11-27 14:06:04,2017-11-27 14:06:04,1.0,,,,
000050.XSHE,2017-12-01,万联证券,,,2,1,2017-12-05 09:53:15,2017-12-05 09:53:15,2.0,,,,
000050.XSHE,2017-12-01,国信证券,,,1,1,2017-12-01 14:06:05,2017-12-01 14:06:05,1.0,,,,
000050.XSHE,2017-12-03,国海证券,,,1,1,2017-12-04 14:06:08,2017-12-04 14:06:08,1.0,,,,
000050.XSHE,2017-12-06,国投证券,29.5000,M06,1,1,2017-12-07 11:48:08,2017-12-07 11:48:08,1.0,29.5,,,
000050.XSHE,2017-12-07,国信证券,,,1,1,2017-12-07 11:02:08,2017-12-07 11:02:08,1.0,,,,
000050.XSHE,2017-12-07,中金公司,25.6300,M06,3,1,2017-12-07 17:31:35,2017-12-07 17:31:35,3.0,25.63,,,
000050.XSHE,2017-12-10,国海证券,,,1,1,2017-12-11 14:06:08,2017-12-11 14:06:08,1.0,,,,
000050.XSHE,2017-12-14,国海证券,,,1,1,2017-12-15 14:52:06,2017-12-15 14:52:06,1.0,,,,
000050.XSHE,2017-12-17,国海证券,,,1,1,2017-12-18 14:06:06,2017-12-18 14:06:06,1.0,,,,
000050.XSHE,2017-12-20,中金公司,25.6300,M06,3,1,2017-12-21 16:45:23,2017-12-21 16:45:23,3.0,25.63,,,
000050.XSHE,2017-12-24,国海证券,,,1,1,2017-12-25 16:45:13,2017-12-25 16:45:13,1.0,,,,
000050.XSHE,2017-12-25,万联证券,,,1,1,2017-12-27 17:31:15,2017-12-27 17:31:15,1.0,,,,
000050.XSHE,2018-01-01,国海证券,,,1,1,2018-01-02 14:06:06,2018-01-02 14:06:06,1.0,,,,
000050.XSHE,2018-01-02,中金财富,,,1,1,2018-01-03 17:54:11,2018-01-03 17:54:11,1.0,,,,
000050.XSHE,2018-01-07,国海证券,,,1,1,2018-01-08 12:57:20,2018-01-08 12:57:20,1.0,,,,
000050.XSHE,2018-01-08,中金财富,,,1,1,2018-01-09 17:31:29,2018-01-09 17:31:29,1.0,,,,
000050.XSHE,2018-01-14,国海证券,,,1,1,2018-01-15 13:20:39,2018-01-15 13:20:39,1.0,,,,
000050.XSHE,2018-01-15,国投证券,29.5000,M06,1,1,2018-01-16 16:45:30,2018-01-16 16:45:30,1.0,29.5,,,
000050.XSHE,2018-01-15,中金财富,,,1,1,2018-01-16 17:31:16,2018-01-16 17:31:16,1.0,,,,
000050.XSHE,2018-01-21,国海证券,,,1,1,2018-01-22 14:06:08,2018-01-22 14:06:08,1.0,,,,
000050.XSHE,2018-01-22,中金财富,,,1,1,2018-01-23 17:54:11,2018-01-23 17:54:11,1.0,,,,
000050.XSHE,2018-02-06,中金财富,,,2,1,2018-02-07 17:54:16,2018-02-07 17:54:16,2.0,,,,
000050.XSHE,2018-02-12,诚通证券,,,1,1,2018-02-13 16:45:15,2018-02-13 16:45:15,1.0,,,,
000050.XSHE,2018-02-12,中金财富,,,1,1,2018-02-13 16:45:15,2018-02-13 16:45:15,1.0,,,,
000050.XSHE,2018-02-23,国信证券,,,1,1,2018-02-23 16:45:25,2018-02-23 16:45:25,1.0,,,,
000050.XSHE,2018-02-26,中金财富,,,1,1,2018-02-27 16:45:21,2018-02-27 16:45:21,1.0,,,,
000050.XSHE,2018-03-01,光大证券,22.8800,M06,1,1,2018-03-02 14:53:08,2018-03-02 14:53:08,1.0,22.88,,,
000050.XSHE,2018-03-01,国投证券,24.1500,M06,1,1,2018-03-01 17:54:13,2018-03-01 17:54:13,1.0,24.15,,,
000050.XSHE,2018-03-02,万联证券,,,1,1,2018-03-05 16:45:18,2018-03-05 16:45:18,1.0,,,,
000050.XSHE,2018-03-05,中金财富,,,1,1,2018-03-06 14:53:08,2018-03-06 14:53:08,1.0,,,,
000050.XSHE,2018-03-05,中金公司,19.0000,M06,3,1,2018-03-05 14:52:21,2018-03-05 14:52:21,3.0,19.0,,,
000050.XSHE,2018-03-12,中金财富,,,1,1,2018-03-14 14:52:08,2018-03-14 14:52:08,1.0,,,,
000050.XSHE,2018-03-13,中金公司,19.0000,M06,3,1,2018-03-13 17:54:14,2018-03-13 17:54:14,3.0,19.0,,,
000050.XSHE,2018-03-16,太平洋证券,26.0000,M06,1,1,2018-03-19 21:30:13,2018-03-19 21:30:13,1.0,26.0,,,
000050.XSHE,2018-03-26,中金财富,,,2,1,2018-03-28 16:45:20,2018-03-28 16:45:20,2.0,,,,
000050.XSHE,2018-04-02,国信证券,,,1,1,2018-04-03 12:11:14,2018-04-03 12:11:14,1.0,,,,
000050.XSHE,2018-04-20,光大证券,22.8800,M06,1,1,2018-04-20 21:30:49,2018-04-20 21:30:49,1.0,22.88,,,
000050.XSHE,2018-04-20,国投证券,24.1500,M06,1,1,2018-04-20 12:57:21,2018-04-20 12:57:21,1.0,24.15,,,
000050.XSHE,2018-04-24,太平洋证券,26.0000,M06,1,1,2018-04-26 21:30:31,2018-04-26 21:30:31,1.0,26.0,,,
000050.XSHE,2018-05-21,中金公司,19.0000,M06,3,1,2018-05-21 16:55:37,2018-05-21 16:55:37,3.0,19.0,,,
000050.XSHE,2018-05-31,中金公司,19.0000,M06,3,1,2018-06-01 21:30:22,2018-06-01 21:30:22,3.0,19.0,,,
000050.XSHE,2018-06-03,国投证券,24.1500,M06,1,1,2018-06-04 14:06:06,2018-06-04 14:06:06,1.0,24.15,,,
000050.XSHE,2018-06-04,太平洋证券,26.0000,M06,1,1,2018-06-06 16:55:40,2018-06-06 16:55:40,1.0,26.0,,,
000050.XSHE,2018-06-05,天风证券,21.0000,M06,1,1,2018-06-05 14:52:46,2018-06-05 14:52:46,1.0,21.0,,,
000050.XSHE,2018-06-07,中邮证券,,,1,1,2018-06-14 11:02:09,2018-06-14 11:02:09,1.0,,,,
000050.XSHE,2018-06-30,国海证券,,,1,1,2018-07-02 14:06:08,2018-07-02 14:06:08,1.0,,,,
000050.XSHE,2018-07-08,国海证券,,,1,1,2018-07-09 11:02:11,2018-07-09 11:02:11,1.0,,,,
000050.XSHE,2018-07-11,东北证券,24.1200,M06,1,1,2018-07-11 14:52:43,2018-07-11 14:52:43,1.0,24.12,,,
000050.XSHE,2018-07-15,国海证券,,,1,1,2018-07-16 16:55:41,2018-07-16 16:55:41,1.0,,,,
000050.XSHE,2018-07-22,国海证券,,,1,1,2018-07-23 16:55:27,2018-07-23 16:55:27,1.0,,,,
000050.XSHE,2018-07-24,东吴证券,,,1,1,2018-07-24 14:54:00,2018-07-24 14:54:00,1.0,,,,
000050.XSHE,2018-07-29,国海证券,,,1,1,2018-07-30 12:11:24,2018-07-30 12:11:24,1.0,,,,
000050.XSHE,2018-07-30,国海证券,,,1,1,2018-07-30 12:11:24,2018-07-30 12:11:24,1.0,,,,
000050.XSHE,2018-08-12,国海证券,,,1,1,2018-08-13 21:30:30,2018-08-13 21:30:30,1.0,,,,
000050.XSHE,2018-08-19,国海证券,,,1,1,2018-08-20 14:52:23,2018-08-20 14:52:23,1.0,,,,
000050.XSHE,2018-08-22,国投证券,16.7200,M06,1,1,2018-08-23 11:02:07,2018-08-23 11:02:07,1.0,16.72,,,
000050.XSHE,2018-08-23,光大证券,22.8800,M06,1,1,2018-08-24 10:16:17,2018-08-24 10:16:17,1.0,22.88,,,
000050.XSHE,2018-08-23,东吴证券,,,1,1,2018-08-23 12:11:12,2018-08-23 12:11:12,1.0,,,,
000050.XSHE,2018-08-23,中金公司,14.0000,M06,3,1,2018-08-24 12:11:10,2018-08-24 12:11:10,3.0,14.0,,,
000050.XSHE,2018-08-23,国信证券,,,1,1,2018-08-23 21:31:04,2018-08-23 21:31:04,1.0,,,,
000050.XSHE,2018-08-23,太平洋证券,20.0000,M06,1,1,2018-08-27 10:16:35,2018-08-27 10:16:35,1.0,20.0,,,
000050.XSHE,2018-08-27,国海证券,,,1,1,2018-08-27 14:06:13,2018-08-27 14:06:13,1.0,,,,
000050.XSHE,2018-09-02,国海证券,,,1,1,2018-09-03 12:11:14,2018-09-03 12:11:14,1.0,,,,
000050.XSHE,2018-09-04,太平洋证券,,,1,1,2018-09-05 16:55:18,2018-09-05 16:55:18,1.0,,,,
000050.XSHE,2018-09-09,国海证券,,,1,1,2018-09-10 14:06:11,2018-09-10 14:06:11,1.0,,,,
000050.XSHE,2018-09-19,太平洋证券,20.0000,M06,1,1,2018-09-20 17:41:04,2018-09-20 17:41:04,1.0,20.0,,,
000050.XSHE,2018-09-19,光大证券,22.8800,M06,1,1,2018-09-19 21:30:20,2018-09-19 21:30:20,1.0,22.88,,,
000050.XSHE,2018-09-24,国海证券,,,1,1,2018-09-25 12:57:57,2018-09-25 12:57:57,1.0,,,,
000050.XSHE,2018-10-07,国海证券,,,1,1,2018-10-08 14:06:07,2018-10-08 14:06:07,1.0,,,,
000050.XSHE,2018-10-14,国海证券,,,1,1,2018-10-15 14:52:29,2018-10-15 14:52:29,1.0,,,,
000050.XSHE,2018-10-25,东吴证券,,,1,1,2018-10-26 12:11:09,2018-10-26 12:11:09,1.0,,,,
000050.XSHE,2018-10-26,太平洋证券,,,1,1,2018-10-29 21:30:25,2018-10-29 21:30:25,1.0,,,,
000050.XSHE,2018-10-27,光大证券,14.0400,M06,1,1,2018-10-28 16:55:05,2018-10-28 16:55:05,1.0,14.04,,,
000050.XSHE,2018-10-28,国海证券,,,1,1,2018-10-29 21:30:25,2018-10-29 21:30:25,1.0,,,,
000050.XSHE,2018-11-04,国海证券,,,1,1,2018-11-05 12:57:04,2018-11-05 12:57:04,1.0,,,,
000050.XSHE,2018-11-12,太平洋证券,,,1,1,2018-11-13 13:20:23,2018-11-13 13:20:23,1.0,,,,
000050.XSHE,2018-12-20,国海证券,,,1,1,2018-12-21 14:06:05,2018-12-21 14:06:05,1.0,,,,
000050.XSHE,2018-12-24,中金公司,9.8000,M06,3,1,2018-12-24 16:55:54,2018-12-24 16:55:54,3.0,9.8,,,
000050.XSHE,2019-01-11,光大证券,14.0400,M06,1,1,2019-01-13 12:11:10,2019-01-13 12:11:10,1.0,14.04,,,
000050.XSHE,2019-01-18,渤海证券,,,2,1,2019-01-18 21:30:04,2019-01-18 21:30:04,2.0,,,,
000050.XSHE,2019-02-13,中金公司,9.8000,,3,1,2019-02-13 14:06:06,2019-02-13 14:06:06,3.0,,,,
000050.XSHE,2019-02-14,光大证券,,,1,1,2019-02-15 12:11:06,2019-02-15 12:11:06,1.0,,,,
000050.XSHE,2019-02-18,国泰海通证券,,,1,1,2019-02-19 12:57:04,2019-02-19 12:57:04,1.0,,,,
000050.XSHE,2019-02-24,光大证券,,,1,1,2019-02-24 12:57:03,2019-02-24 12:57:03,1.0,,,,
000050.XSHE,2019-02-25,国信证券,,,2,1,2019-02-25 16:55:17,2019-02-25 16:55:17,2.0,,,,
000050.XSHE,2019-03-02,东北证券,,,2,1,2019-03-03 11:48:09,2019-03-03 11:48:09,2.0,,,,
000050.XSHE,2019-03-11,中金公司,9.8000,,3,1,2019-03-11 17:41:13,2019-03-11 17:41:13,3.0,,,,
000050.XSHE,2019-03-15,东吴证券,,,1,1,2019-03-17 16:55:05,2019-03-17 16:55:05,1.0,,,,
000050.XSHE,2019-03-15,国信证券,,,2,1,2019-03-15 14:06:03,2019-03-15 14:06:03,2.0,,,,
000050.XSHE,2019-03-15,光大证券,,,1,1,2019-03-15 21:30:09,2019-03-15 21:30:09,1.0,,,,
000050.XSHE,2019-03-15,华金证券,,,2,1,2019-03-17 14:52:07,2019-03-17 14:52:07,2.0,,,,
000050.XSHE,2019-03-16,东北证券,24.1200,M06,1,1,2019-03-18 09:30:04,2019-03-18 09:30:04,1.0,24.12,,,
000050.XSHE,2019-03-17,太平洋证券,,,2,1,2019-03-18 16:55:21,2019-03-18 16:55:21,2.0,,,,
000050.XSHE,2019-03-18,申万宏源,,,2,1,2019-03-19 11:02:03,2019-03-19 11:02:03,2.0,,,,
000050.XSHE,2019-04-21,光大证券,,,1,1,2019-04-22 12:11:23,2019-04-22 12:11:23,1.0,,,,
000050.XSHE,2019-04-30,光大证券,,,1,1,2019-05-05 13:13:03,2019-05-05 13:13:03,1.0,,,,
000050.XSHE,2019-06-03,中金公司,9.8000,,3,1,2019-06-03 14:13:03,2019-06-03 14:13:03,3.0,,,,
000050.XSHE,2019-06-09,中金公司,9.8000,,3,1,2019-06-10 16:13:03,2019-06-10 16:13:03,3.0,,,,
000050.XSHE,2019-06-14,国海证券,,,1,1,2019-06-14 16:13:04,2019-06-14 16:13:04,1.0,,,,
000050.XSHE,2019-06-17,中金公司,9.8000,,3,1,2019-06-17 13:13:02,2019-06-17 13:13:02,3.0,,,,
000050.XSHE,2019-06-24,中金公司,9.8000,,3,1,2019-06-24 15:13:03,2019-06-24 15:13:03,3.0,,,,
000050.XSHE,2019-06-27,国海证券,,,1,1,2019-06-27 18:13:03,2019-06-27 18:13:03,1.0,,,,
000050.XSHE,2019-06-30,国海证券,,,1,1,2019-07-01 11:13:03,2019-07-01 11:13:03,1.0,,,,
000050.XSHE,2019-07-02,中金公司,9.8000,,3,1,2019-07-02 14:13:03,2019-07-02 14:13:03,3.0,,,,
000050.XSHE,2019-07-07,国海证券,,,1,1,2019-07-08 11:13:02,2019-07-08 11:13:02,1.0,,,,
000050.XSHE,2019-07-08,中金公司,9.8000,,3,1,2019-07-08 10:13:04,2019-07-08 10:13:04,3.0,,,,
000050.XSHE,2019-07-14,国海证券,,,1,1,2019-07-15 13:13:04,2019-07-15 13:13:04,1.0,,,,
000050.XSHE,2019-07-15,中金公司,9.8000,,3,1,2019-07-15 12:13:03,2019-07-15 12:13:03,3.0,,,,
000050.XSHE,2019-07-21,国海证券,,,1,1,2019-07-22 11:13:07,2019-07-22 11:13:07,1.0,,,,
000050.XSHE,2019-07-22,中金公司,9.8000,,3,1,2019-07-22 15:13:03,2019-07-22 15:13:03,3.0,,,,
000050.XSHE,2019-07-23,中金公司,9.8000,,3,1,2019-07-23 16:13:07,2019-07-23 16:13:07,3.0,,,,
000050.XSHE,2019-07-28,国海证券,,,1,1,2019-07-29 13:13:02,2019-07-29 13:13:02,1.0,,,,
000050.XSHE,2019-07-29,中金公司,9.8000,,3,1,2019-07-29 14:13:28,2019-07-29 14:13:28,3.0,,,,
000050.XSHE,2019-07-30,中金公司,9.8000,,3,1,2019-07-31 14:13:03,2019-07-31 14:13:03,3.0,,,,
000050.XSHE,2019-08-04,国海证券,,,1,1,2019-08-05 16:13:03,2019-08-05 16:13:03,1.0,,,,
000050.XSHE,2019-08-11,国海证券,,,1,1,2019-08-12 18:13:16,2019-08-12 18:13:16,1.0,,,,
000050.XSHE,2019-08-14,中金公司,,,3,1,2019-08-14 18:13:03,2019-08-14 18:13:03,3.0,,,,
000050.XSHE,2019-08-18,国海证券,,,1,1,2019-08-19 14:13:02,2019-08-19 14:13:02,1.0,,,,
000050.XSHE,2019-08-21,光大证券,,,1,1,2019-08-22 09:13:21,2019-08-22 09:13:21,1.0,,,,
