order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,one_year_target_price,quarter_recommendation,half_year_target_price,one_year_recommendation,half_year_recommendation
000021.XSHE,2010-04-30,粤开证券,16.5000,M06,2,1,2024-06-27 06:17:24,2010-05-05 11:08:55,,2.0,16.5,,
000021.XSHE,2010-04-30,长江证券,,,1,1,2024-06-27 17:26:35,2010-04-30 15:10:56,,1.0,,,
000021.XSHE,2010-04-30,中信证券,,,1,1,2024-06-27 17:28:15,2010-05-07 17:42:10,,1.0,,,
000021.XSHE,2010-05-04,国泰海通证券,16.0000,M06,2,1,2024-06-27 06:17:26,2010-05-05 14:08:33,,2.0,16.0,,
000021.XSHE,2010-05-10,中信证券,,,1,1,2024-06-27 17:25:12,2010-05-12 15:48:03,,1.0,,,
000021.XSHE,2010-05-17,中信证券,,,1,1,2024-06-27 17:25:22,2010-05-18 09:29:07,,1.0,,,
000021.XSHE,2010-06-08,渤海证券,,,1,1,2024-06-27 17:29:41,2010-06-09 13:59:30,,1.0,,,
000021.XSHE,2010-06-16,招商证券,,,2,1,2024-06-27 17:29:44,2010-06-18 13:31:58,,2.0,,,
000021.XSHE,2010-06-29,长江证券,,,1,1,2024-06-27 17:25:52,2010-06-24 17:08:25,,1.0,,,
000021.XSHE,2010-06-30,中信证券,,,1,1,2024-06-27 17:27:23,2010-07-02 09:02:42,,1.0,,,
000021.XSHE,2010-07-06,渤海证券,,,1,1,2024-06-27 17:25:08,2010-07-07 13:59:31,,1.0,,,
000021.XSHE,2010-07-12,中信证券,,,1,1,2024-06-27 17:25:36,2010-07-14 15:47:46,,1.0,,,
000021.XSHE,2010-07-12,国元证券,,,2,1,2024-06-27 17:26:24,2010-07-21 16:15:59,,2.0,,,
000021.XSHE,2010-07-14,中信证券,,,1,1,2024-06-27 17:25:11,2010-07-15 09:56:54,,1.0,,,
000021.XSHE,2010-07-19,中信证券,,,1,1,2024-06-27 17:25:08,2010-07-19 15:47:12,,1.0,,,
000021.XSHE,2010-07-20,中信证券,,,1,1,2024-06-27 17:26:39,2010-07-20 17:08:26,,1.0,,,
000021.XSHE,2010-07-22,东北证券,,,2,1,2024-06-27 17:27:09,2010-07-23 14:27:57,,2.0,,,
000021.XSHE,2010-07-26,中信证券,,,1,1,2024-06-27 17:25:06,2010-07-27 10:52:38,,1.0,,,
000021.XSHE,2010-07-29,国海证券,,,1,1,2024-06-27 17:28:35,2010-07-30 14:54:03,,1.0,,,
000021.XSHE,2010-08-02,中信证券,,,1,1,2024-06-27 17:29:11,2010-08-03 11:17:54,,1.0,,,
000021.XSHE,2010-08-09,中信证券,,,1,1,2024-06-27 17:29:41,2010-08-09 17:35:38,,1.0,,,
000021.XSHE,2010-08-16,中信证券,,,1,1,2024-06-27 17:24:30,2010-08-18 12:12:23,,1.0,,,
000021.XSHE,2010-08-16,长江证券,,,1,1,2024-06-27 17:25:46,2010-08-16 16:01:31,,1.0,,,
000021.XSHE,2010-08-23,中信证券,,,1,1,2024-06-27 17:28:57,2010-08-24 09:31:09,,1.0,,,
000021.XSHE,2010-08-30,中信证券,,,1,1,2024-06-27 17:26:43,2010-09-01 13:34:34,,1.0,,,
000021.XSHE,2010-08-31,长江证券,,,1,1,2024-06-27 17:24:59,2010-08-31 17:37:44,,1.0,,,
000021.XSHE,2010-08-31,信达证券,,,2,1,2024-06-27 17:27:48,2010-09-01 16:48:38,,2.0,,,
000021.XSHE,2010-08-31,中信证券,,,1,1,2024-06-27 17:29:14,2010-09-02 09:33:31,,1.0,,,
000021.XSHE,2010-09-02,国海证券,,,1,1,2024-06-27 17:29:32,2010-09-03 14:03:21,,1.0,,,
000021.XSHE,2010-09-03,国元证券,,,2,1,2024-06-27 17:26:56,2010-09-04 11:16:50,,2.0,,,
000021.XSHE,2010-09-03,国泰海通证券,16.0000,M06,1,1,2024-06-27 06:18:07,2010-09-03 17:11:14,,1.0,16.0,,
000021.XSHE,2010-09-13,中信证券,,,1,1,2024-06-27 17:27:12,2010-09-14 17:36:01,,1.0,,,
000021.XSHE,2010-09-14,国信证券,,,2,1,2024-06-27 17:29:15,2010-09-15 15:48:16,,2.0,,,
000021.XSHE,2010-09-20,中信证券,,,1,1,2024-06-27 17:25:57,2010-09-21 12:43:21,,1.0,,,
000021.XSHE,2010-09-27,中信证券,,,1,1,2024-06-27 17:27:33,2010-09-28 11:37:36,,1.0,,,
000021.XSHE,2010-09-28,中信证券（浙江）,16.4500,M06,1,1,2024-06-27 06:17:00,2010-09-29 18:14:07,,1.0,16.45,,
000021.XSHE,2010-09-30,渤海证券,,,1,1,2024-06-27 17:24:28,2010-09-30 11:37:53,,1.0,,,
000021.XSHE,2010-10-08,长江证券,,,1,1,2024-06-27 17:25:19,2010-10-08 14:22:07,,1.0,,,
000021.XSHE,2010-10-08,国泰海通证券,17.0000,M06,1,1,2024-06-27 06:17:43,2010-10-11 16:03:44,,1.0,17.0,,
000021.XSHE,2010-10-08,中信证券,22.0000,M06,1,1,2024-06-27 06:17:49,2010-10-08 17:40:46,,1.0,22.0,,
000021.XSHE,2010-10-10,招商证券,,,2,1,2024-06-27 17:28:12,2010-10-12 16:34:35,,2.0,,,
000021.XSHE,2010-10-20,中信证券华南,14.2750,M06,2,1,2024-06-27 06:18:14,2010-10-20 11:38:00,,2.0,14.275,,
000021.XSHE,2010-10-25,渤海证券,,,1,1,2024-06-27 17:27:14,2010-10-25 16:01:50,,1.0,,,
000021.XSHE,2010-10-31,国泰海通证券,17.0000,M06,1,1,2024-06-27 06:17:48,2010-11-02 08:53:32,,1.0,17.0,,
000021.XSHE,2010-10-31,天相投顾,,,2,1,2024-06-27 17:27:55,2010-12-10 08:52:52,,2.0,,,
000021.XSHE,2010-11-01,渤海证券,,,1,1,2024-06-27 17:28:50,2010-11-01 16:02:43,,1.0,,,
000021.XSHE,2010-11-08,渤海证券,,,1,1,2024-06-27 17:27:37,2010-11-08 12:09:58,,1.0,,,
000021.XSHE,2010-11-15,渤海证券,,,1,1,2024-06-27 17:28:31,2010-11-15 17:40:16,,1.0,,,
000021.XSHE,2010-11-17,中信证券（浙江）,18.0000,M06,1,1,2024-06-27 06:18:21,2010-11-18 11:04:31,,1.0,18.0,,
000021.XSHE,2010-11-22,招商证券,,,2,1,2024-06-27 17:25:40,2010-11-24 13:17:46,,2.0,,,
000021.XSHE,2010-11-22,渤海证券,,,1,1,2024-06-27 17:27:43,2010-11-22 11:04:08,,1.0,,,
000021.XSHE,2010-12-03,民生证券,12.7000,M06,3,1,2024-06-27 06:18:12,2010-12-07 18:49:43,,3.0,12.7,,
000021.XSHE,2010-12-04,国信证券,,,2,1,2024-06-27 17:26:11,2010-12-22 16:34:34,,2.0,,,
000021.XSHE,2010-12-06,中信证券,,,1,1,2024-06-27 17:29:25,2010-12-07 08:52:05,,1.0,,,
000021.XSHE,2010-12-12,光大证券,15.6400,M06,1,1,2024-06-27 06:18:19,2010-12-14 16:33:45,,1.0,15.64,,
000021.XSHE,2010-12-13,光大证券,,,1,1,2024-06-27 17:27:02,2010-12-21 11:04:17,,1.0,,,
000021.XSHE,2010-12-20,中信证券,,,1,1,2024-06-27 17:25:47,2010-12-21 13:49:00,,1.0,,,
000021.XSHE,2010-12-21,国海证券,,,1,1,2024-06-27 17:28:49,2010-12-22 11:37:55,,1.0,,,
000021.XSHE,2010-12-30,中信证券（浙江）,,,1,1,2024-06-27 17:29:07,2011-01-05 17:40:36,,1.0,,,
000021.XSHE,2011-01-04,中信证券,,,1,1,2024-06-27 17:26:45,2011-01-05 17:40:36,,1.0,,,
000021.XSHE,2011-01-17,中信证券,,,1,1,2024-06-27 17:27:06,2011-01-18 16:34:23,,1.0,,,
000021.XSHE,2011-01-31,中信证券,,,1,1,2024-06-27 17:24:41,2011-01-31 16:34:00,,1.0,,,
000021.XSHE,2011-02-14,中信证券,,,1,1,2024-06-27 17:25:45,2011-02-15 17:07:37,,1.0,,,
000021.XSHE,2011-02-28,中信证券,,,1,1,2024-06-27 17:24:53,2011-02-28 20:58:36,,1.0,,,
000021.XSHE,2011-03-06,东海证券,12.8100,M06,2,1,2024-06-27 06:16:59,2011-03-07 20:25:53,,2.0,12.81,,
000021.XSHE,2011-03-07,兴业证券,,,2,1,2024-06-27 17:25:25,2011-03-08 20:25:41,,2.0,,,
000021.XSHE,2011-03-14,中信证券,,,1,1,2024-06-27 17:28:20,2011-03-14 20:25:25,,1.0,,,
000021.XSHE,2011-03-30,光大证券,15.6400,M06,1,1,2024-06-27 06:17:11,2011-04-06 12:43:25,,1.0,15.64,,
000021.XSHE,2011-03-31,信达证券,,,3,1,2024-06-27 17:25:03,2011-04-01 13:17:54,,3.0,,,
000021.XSHE,2011-04-01,国泰海通证券,13.0000,M06,2,1,2024-06-27 06:18:22,2011-04-06 12:13:31,,2.0,13.0,,
000021.XSHE,2011-05-05,兴业证券,,,2,1,2024-06-27 17:28:52,2011-05-06 12:12:24,,2.0,,,
000021.XSHE,2011-08-09,英大证券,,,2,1,2024-06-27 17:26:35,2011-08-11 17:44:47,,2.0,,,
000021.XSHE,2011-08-31,兴业证券,,,2,1,2024-06-27 17:29:43,2011-09-02 12:43:32,,2.0,,,
000021.XSHE,2011-12-06,宏源证券,,,2,1,2024-06-27 17:29:23,2011-12-08 15:14:05,,2.0,,,
000021.XSHE,2012-03-18,光大证券,,,1,1,2024-06-27 17:25:47,2012-03-20 17:54:28,,1.0,,,
000021.XSHE,2012-03-25,光大证券,,,1,1,2024-06-27 17:27:30,2012-03-26 20:36:41,,1.0,,,
000021.XSHE,2012-04-04,光大证券,,,1,1,2024-06-27 17:26:45,2012-04-06 16:55:03,,1.0,,,
000021.XSHE,2012-04-15,光大证券,,,1,1,2024-06-27 17:24:33,2012-04-17 20:32:51,,1.0,,,
000021.XSHE,2012-04-26,光大证券,8.2500,M06,1,1,2024-06-27 06:17:45,2012-04-27 14:26:09,,1.0,8.25,,
000021.XSHE,2012-05-06,光大证券,,,1,1,2024-06-27 17:28:26,2012-05-07 13:41:10,,1.0,,,
000021.XSHE,2012-05-08,光大证券,,,1,1,2024-06-27 17:28:37,2012-05-10 11:55:28,,1.0,,,
000021.XSHE,2012-05-13,光大证券,,,1,1,2024-06-27 17:27:14,2012-05-14 20:39:23,,1.0,,,
000021.XSHE,2012-05-20,光大证券,,,1,1,2024-06-27 17:28:13,2012-05-21 17:10:24,,1.0,,,
000021.XSHE,2012-05-27,光大证券,,,1,1,2024-06-27 17:26:13,2012-05-28 12:59:26,,1.0,,,
000021.XSHE,2012-05-29,光大证券,,,1,1,2024-06-27 17:25:59,2012-05-30 13:00:30,,1.0,,,
000021.XSHE,2012-07-08,光大证券,,,1,1,2024-06-27 17:27:21,2012-07-10 14:23:21,,1.0,,,
000021.XSHE,2013-05-15,光大证券,6.1500,M06,1,1,2024-06-27 06:17:34,2013-05-16 17:56:31,,1.0,6.15,,
000021.XSHE,2013-06-03,西南证券,,,2,1,2024-06-27 17:29:26,2013-06-03 21:32:06,,2.0,,,
000021.XSHE,2013-06-05,宏源证券,8.2000,M06,1,1,2024-06-27 06:17:48,2013-06-06 17:56:12,,1.0,8.2,,
000021.XSHE,2013-06-17,宏源证券,,,1,1,2024-06-27 17:27:01,2013-06-18 15:15:20,,1.0,,,
000021.XSHE,2013-06-24,宏源证券,,,1,1,2024-06-27 17:24:29,2013-07-02 14:06:54,,1.0,,,
000021.XSHE,2013-07-02,宏源证券,,,1,1,2024-06-27 17:26:15,2013-07-02 21:30:42,,1.0,,,
000021.XSHE,2013-07-08,宏源证券,,,1,1,2024-06-27 17:27:18,2013-07-09 21:31:19,,1.0,,,
000021.XSHE,2013-07-12,平安证券,7.0000,M06,2,1,2024-06-27 06:17:14,2013-07-12 21:31:26,,2.0,7.0,,
000021.XSHE,2013-07-16,宏源证券,,,1,1,2024-06-27 17:25:14,2013-07-17 21:30:26,,1.0,,,
000021.XSHE,2013-07-21,宏源证券,8.2000,M06,1,1,2024-06-27 06:17:03,2013-07-22 21:30:12,,1.0,8.2,,
000021.XSHE,2013-07-23,宏源证券,,,1,1,2024-06-27 17:28:13,2013-07-23 17:57:15,,1.0,,,
000021.XSHE,2013-08-13,宏源证券,,,1,1,2024-06-27 17:27:41,2013-08-15 11:02:54,,1.0,,,
000021.XSHE,2013-08-20,宏源证券,,,1,1,2024-06-27 17:25:15,2013-08-21 21:30:46,,1.0,,,
000021.XSHE,2013-08-22,宏源证券,8.2000,M06,1,1,2024-06-27 06:17:52,2013-08-23 21:31:30,,1.0,8.2,,
000021.XSHE,2013-08-27,宏源证券,,,1,1,2024-06-27 17:26:06,2013-08-28 10:40:00,,1.0,,,
000021.XSHE,2013-08-29,宏源证券,8.2000,M06,1,1,2024-06-27 06:17:07,2013-08-30 21:30:45,,1.0,8.2,,
000021.XSHE,2013-09-10,宏源证券,,,1,1,2024-06-27 17:25:15,2013-09-11 21:30:16,,1.0,,,
000021.XSHE,2013-10-30,宏源证券,8.2000,M06,1,1,2024-06-27 06:17:41,2013-10-31 15:15:24,,1.0,8.2,,
000021.XSHE,2013-11-25,宏源证券,,,1,1,2024-06-27 17:27:20,2013-11-26 17:56:16,,1.0,,,
000021.XSHE,2013-12-02,宏源证券,,,1,1,2024-06-27 17:28:16,2013-12-03 21:30:50,,1.0,,,
000021.XSHE,2013-12-10,宏源证券,,,1,1,2024-06-27 17:25:17,2013-12-11 11:25:24,,1.0,,,
000021.XSHE,2013-12-16,宏源证券,,,1,1,2024-06-27 17:28:08,2013-12-17 17:56:11,,1.0,,,
000021.XSHE,2014-01-06,宏源证券,,,1,1,2024-06-27 17:24:57,2014-01-07 21:30:20,,1.0,,,
000021.XSHE,2014-10-30,宏源证券,,,1,1,2024-06-27 17:27:26,2014-10-31 15:38:48,,1.0,,,
000021.XSHE,2014-11-18,中信建投,,,2,1,2024-06-27 17:29:25,2014-11-18 16:02:05,,2.0,,,
000021.XSHE,2014-12-05,爱建证券,,,2,1,2024-06-27 17:28:05,2014-12-08 21:46:03,,2.0,,,
000021.XSHE,2014-12-08,国元证券,,,1,1,2024-06-27 17:29:05,2014-12-09 11:48:29,,1.0,,,
000021.XSHE,2015-06-03,国元证券,,,1,1,2024-06-27 17:29:12,2015-06-04 17:34:28,,1.0,,,
000021.XSHE,2016-06-28,国泰海通证券,14.4000,M06,1,1,2024-06-27 06:18:18,2016-06-29 17:53:30,,1.0,14.4,,
000021.XSHE,2016-07-01,海通证券,14.3000,M06,1,1,2024-06-27 06:16:56,2016-07-01 21:31:40,,1.0,14.3,,
000021.XSHE,2016-07-16,海通证券,14.3000,M06,1,1,2024-06-27 06:17:07,2016-07-18 11:03:00,,1.0,14.3,,
000021.XSHE,2016-07-21,银河证券,,,1,1,2024-06-27 17:27:40,2016-07-26 14:29:30,,1.0,,,
000021.XSHE,2016-08-26,招商证券,,,2,1,2024-06-27 17:29:28,2016-08-27 14:29:29,,2.0,,,
000021.XSHE,2016-09-02,东兴证券,,,1,1,2024-06-27 17:26:21,2016-09-03 10:16:22,,1.0,,,
000021.XSHE,2016-09-04,西南证券,,,1,1,2024-06-27 17:26:15,2016-09-05 14:52:57,,1.0,,,
000021.XSHE,2016-09-14,华金证券,12.1000,M06,2,1,2024-06-27 06:17:51,2016-09-14 16:23:12,,2.0,12.1,,
000021.XSHE,2016-10-10,华金证券,12.1000,M06,2,1,2024-06-27 06:17:14,2016-10-11 16:21:58,,2.0,12.1,,
000021.XSHE,2016-10-18,华金证券,12.1000,M06,2,1,2024-06-27 06:16:59,2016-10-19 17:29:31,,2.0,12.1,,
000021.XSHE,2016-11-06,华金证券,12.1000,M06,2,1,2024-06-27 06:17:11,2016-11-07 12:12:46,,2.0,12.1,,
000021.XSHE,2016-11-18,华金证券,13.4000,M06,1,1,2024-06-27 06:17:22,2016-11-21 13:20:43,,1.0,13.4,,
000021.XSHE,2016-11-21,国泰海通证券,,,1,1,2024-06-27 17:29:30,2016-11-21 21:30:43,,1.0,,,
000021.XSHE,2016-12-05,华金证券,13.4000,M06,1,1,2024-06-27 06:17:18,2016-12-05 14:06:37,,1.0,13.4,,
000021.XSHE,2016-12-07,西南证券,12.0000,M06,2,1,2024-06-27 06:17:17,2016-12-07 14:52:27,,2.0,12.0,,
000021.XSHE,2016-12-08,西南证券,12.0000,M06,2,1,2024-06-27 06:17:29,2016-12-12 14:52:29,,2.0,12.0,,
000021.XSHE,2016-12-19,华金证券,13.4000,M06,1,1,2024-06-27 06:16:59,2016-12-19 21:30:51,,1.0,13.4,,
000021.XSHE,2016-12-19,申万宏源,,,1,1,2024-06-27 17:29:24,2016-12-20 12:12:23,,1.0,,,
000021.XSHE,2016-12-26,华金证券,13.4000,M06,1,1,2024-06-27 06:17:24,2016-12-27 16:43:25,,1.0,13.4,,
000021.XSHE,2017-01-03,民生证券,,,1,1,2024-06-27 17:27:24,2017-01-03 16:21:17,,1.0,,,
000021.XSHE,2017-01-09,华金证券,13.4000,M06,1,1,2024-06-27 06:17:39,2017-01-10 14:07:07,,1.0,13.4,,
000021.XSHE,2017-01-09,民生证券,,,1,1,2024-06-27 17:27:54,2017-01-09 21:30:41,,1.0,,,
000021.XSHE,2017-01-16,华金证券,13.4000,M06,1,1,2024-06-27 06:17:58,2017-01-16 16:21:48,,1.0,13.4,,
000021.XSHE,2017-02-03,华金证券,13.4000,M06,1,1,2024-06-27 06:18:10,2017-02-03 14:06:46,,1.0,13.4,,
000021.XSHE,2017-02-05,华金证券,13.4000,M06,1,1,2024-06-27 06:17:22,2017-02-06 13:25:54,,1.0,13.4,,
000021.XSHE,2017-02-11,华金证券,13.4000,M06,1,1,2024-06-27 06:17:26,2017-02-13 12:57:27,,1.0,13.4,,
000021.XSHE,2017-02-17,民生证券,,,1,1,2024-06-27 17:28:18,2017-02-17 16:22:07,,1.0,,,
000021.XSHE,2017-02-19,华金证券,13.4000,M06,1,1,2024-06-27 06:18:14,2017-02-20 14:06:29,,1.0,13.4,,
000021.XSHE,2017-03-05,华金证券,13.4000,M06,1,1,2024-06-27 06:17:36,2017-03-06 13:21:08,,1.0,13.4,,
000021.XSHE,2017-03-13,华金证券,13.4000,M06,1,1,2024-06-27 06:17:20,2017-03-14 14:06:35,,1.0,13.4,,
000021.XSHE,2017-03-15,华金证券,13.4000,M06,1,1,2024-06-27 06:17:19,2017-03-15 21:30:54,,1.0,13.4,,
000021.XSHE,2017-03-26,华金证券,13.4000,M06,1,1,2024-06-27 06:17:31,2017-03-27 12:57:36,,1.0,13.4,,
000021.XSHE,2017-03-28,华金证券,13.4000,M06,1,1,2024-06-27 06:17:36,2017-03-29 21:31:12,,1.0,13.4,,
000021.XSHE,2017-03-31,民生证券,10.9250,M06,2,1,2024-06-27 06:17:17,2017-03-31 16:22:08,,2.0,10.925,,
000021.XSHE,2017-04-05,华金证券,12.6000,M06,1,1,2024-06-27 06:18:07,2017-04-05 21:30:44,,1.0,12.6,,
000021.XSHE,2017-04-10,华金证券,12.6000,M06,1,1,2024-06-27 06:17:05,2017-04-11 14:32:10,,1.0,12.6,,
000021.XSHE,2017-04-12,民生证券,,,2,1,2024-06-27 17:25:42,2017-04-12 13:22:09,,2.0,,,
000021.XSHE,2017-04-16,华金证券,12.6000,M06,1,1,2024-06-27 06:18:15,2017-04-17 21:30:32,,1.0,12.6,,
000021.XSHE,2017-04-18,华金证券,12.6000,M06,1,1,2024-06-27 06:16:54,2017-04-19 14:06:36,,1.0,12.6,,
000021.XSHE,2017-04-23,华金证券,12.6000,M06,1,1,2024-06-27 06:17:25,2017-04-24 21:30:43,,1.0,12.6,,
000021.XSHE,2017-05-02,华金证券,12.6000,M06,1,1,2024-06-27 06:17:03,2017-05-04 16:20:39,,1.0,12.6,,
000021.XSHE,2017-05-12,民生证券,9.9750,M06,1,1,2024-06-27 06:17:47,2017-05-15 17:52:42,,1.0,9.975,,
000021.XSHE,2017-05-17,华金证券,12.6000,M06,1,1,2024-06-27 06:17:17,2017-05-18 16:21:29,,1.0,12.6,,
000021.XSHE,2017-08-25,民生证券,9.3750,M06,2,1,2024-06-27 06:17:50,2017-08-25 21:30:14,,2.0,9.375,,
000021.XSHE,2017-08-28,华金证券,12.9000,M06,1,1,2024-06-27 06:17:05,2017-08-30 16:45:24,,1.0,12.9,,
000021.XSHE,2017-09-29,民生证券,,,2,1,2024-06-27 17:26:28,2017-10-12 17:54:22,,2.0,,,
000021.XSHE,2017-11-02,民生证券,,,2,1,2024-06-27 17:26:50,2017-11-02 14:06:06,,2.0,,,
000021.XSHE,2017-11-05,华金证券,12.6000,M06,1,1,2024-06-27 06:17:42,2017-11-06 16:45:34,,1.0,12.6,,
000021.XSHE,2018-08-21,华金证券,,,1,1,2024-06-27 17:29:49,2018-08-22 14:53:53,,1.0,,,
000021.XSHE,2019-09-05,国盛证券,,,1,1,2024-06-27 17:28:46,2019-09-06 10:13:03,,1.0,,,
000021.XSHE,2020-04-02,方正证券,,,2,1,2024-06-27 17:25:26,2020-04-03 10:45:36,,2.0,,,
000021.XSHE,2020-04-08,民生证券,,,1,1,2024-06-27 17:26:25,2020-04-10 11:09:23,,1.0,,,
000021.XSHE,2020-05-18,民生证券,,,1,1,2024-06-27 17:28:10,2020-05-18 11:47:56,,1.0,,,
000021.XSHE,2020-05-26,民生证券,,,1,1,2024-06-27 17:28:25,2020-05-26 10:31:14,,1.0,,,
000021.XSHE,2020-05-27,国信证券,,,1,1,2024-06-27 17:28:58,2020-05-27 12:09:53,,1.0,,,
000021.XSHE,2020-06-01,民生证券,,,1,1,2024-06-27 17:25:27,2020-06-01 15:15:53,,1.0,,,
000021.XSHE,2020-06-29,民生证券,,,1,1,2024-06-27 17:29:12,2020-06-28 10:02:33,,1.0,,,
000021.XSHE,2020-07-06,民生证券,,,1,1,2024-06-27 17:24:51,2020-07-06 12:51:45,,1.0,,,
000021.XSHE,2020-07-09,方正证券,,,2,1,2024-06-27 17:26:31,2020-07-10 17:10:39,,2.0,,,
000021.XSHE,2020-07-10,民生证券,,,1,1,2024-06-27 17:24:42,2020-07-10 14:08:07,,1.0,,,
000021.XSHE,2020-08-30,方正证券,,,2,1,2024-06-27 17:24:33,2020-08-31 19:20:32,,2.0,,,
000021.XSHE,2020-09-01,民生证券,,,1,1,2024-06-27 17:26:41,2020-09-01 12:06:15,,1.0,,,
000021.XSHE,2020-10-15,民生证券,,,1,1,2024-06-27 17:26:58,2020-10-15 15:08:30,,1.0,,,
000021.XSHE,2020-10-15,方正证券,,,2,1,2024-06-27 17:27:43,2020-10-18 09:50:04,,2.0,,,
000021.XSHE,2020-10-18,国投证券,,,1,1,2024-06-27 17:24:29,2020-10-19 15:17:36,,1.0,,,
000021.XSHE,2020-10-19,国信证券,,,1,1,2024-06-27 17:28:05,2020-10-19 14:39:39,,1.0,,,
000021.XSHE,2020-10-19,民生证券,,,1,1,2024-06-27 17:28:37,2020-10-19 14:21:47,,1.0,,,
000021.XSHE,2020-10-20,方正证券,,,2,1,2024-06-27 17:29:06,2020-10-21 13:18:35,,2.0,,,
000021.XSHE,2020-10-30,民生证券,,,1,1,2024-06-27 17:24:33,2020-10-30 21:06:44,,1.0,,,
000021.XSHE,2020-10-30,方正证券,,,2,1,2024-06-27 17:28:42,2020-11-01 09:25:33,,2.0,,,
000021.XSHE,2021-01-15,方正证券,,,2,1,2024-06-27 17:25:45,2021-01-18 11:19:30,,2.0,,,
000021.XSHE,2021-01-25,方正证券,,,2,1,2024-06-27 17:25:31,2021-01-27 13:31:01,,2.0,,,
000021.XSHE,2021-01-28,国投证券,,,1,1,2024-06-27 17:27:02,2021-01-29 11:03:17,,1.0,,,
000021.XSHE,2021-02-02,民生证券,,,1,1,2024-06-27 17:27:26,2021-02-02 11:31:52,,1.0,,,
000021.XSHE,2021-02-18,方正证券,,,2,1,2024-06-27 17:29:17,2021-02-19 12:42:23,,2.0,,,
000021.XSHE,2021-02-19,华泰证券,25.7500,M06,1,1,2024-06-27 06:16:56,2021-02-19 16:18:47,,1.0,25.75,,
000021.XSHE,2021-02-19,民生证券,,,1,1,2024-06-27 17:25:33,2021-02-19 11:40:35,,1.0,,,
000021.XSHE,2021-02-21,华泰证券,25.7500,,1,1,2024-06-27 06:17:32,2021-02-21 16:53:03,,1.0,,,
000021.XSHE,2021-02-23,华泰证券,25.7500,,1,1,2024-06-27 06:17:07,2021-02-23 10:19:15,,1.0,,,
000021.XSHE,2021-02-24,东吴证券,29.6000,M06,1,1,2024-06-27 06:17:48,2021-02-28 12:38:24,,1.0,29.6,,
000021.XSHE,2021-02-25,华泰证券,25.7500,M06,1,1,2024-06-27 06:16:58,2021-02-25 12:27:29,,1.0,25.75,,
000021.XSHE,2021-02-25,民生证券,,,1,1,2024-06-27 17:26:39,2021-02-25 09:34:00,,1.0,,,
000021.XSHE,2021-02-28,华泰证券,25.7500,,1,1,2024-06-27 06:18:21,2021-03-01 16:55:24,,1.0,,,
000021.XSHE,2021-03-07,华泰证券,25.7500,,1,1,2024-06-27 06:17:59,2021-03-07 16:56:58,,1.0,,,
000021.XSHE,2021-03-09,华泰证券,25.7500,,1,1,2024-06-27 06:16:55,2021-03-09 14:08:06,,1.0,,,
000021.XSHE,2021-03-09,国信证券,,,1,1,2024-06-27 17:29:31,2021-03-09 13:36:39,,1.0,,,
000021.XSHE,2021-03-14,华泰证券,25.7500,,1,1,2024-06-27 06:16:53,2021-03-14 14:29:57,,1.0,,,
000021.XSHE,2021-03-21,华泰证券,25.7500,,1,1,2024-06-27 06:17:52,2021-03-21 16:17:30,,1.0,,,
000021.XSHE,2021-03-25,国盛证券,,,1,1,2024-06-27 17:26:48,2021-03-25 15:23:20,,1.0,,,
000021.XSHE,2021-03-28,华泰证券,25.7500,,1,1,2024-06-27 06:17:32,2021-03-28 17:33:44,,1.0,,,
000021.XSHE,2021-04-02,国信证券,,,1,1,2024-06-27 17:28:31,2021-04-05 15:19:32,,1.0,,,
000021.XSHE,2021-04-05,华泰证券,25.7500,,1,1,2024-06-27 06:16:54,2021-04-05 16:20:15,,1.0,,,
000021.XSHE,2021-04-07,华泰证券,25.7500,,1,1,2024-06-27 06:17:03,2021-04-07 14:03:10,,1.0,,,
000021.XSHE,2021-04-11,东吴证券,,,1,1,2024-06-27 17:24:48,2021-04-12 10:58:37,,1.0,,,
000021.XSHE,2021-04-11,国投证券,,,1,1,2024-06-27 17:27:07,2021-04-11 15:35:52,,1.0,,,
000021.XSHE,2021-04-11,国盛证券,,,1,1,2024-06-27 17:27:35,2021-04-12 11:04:26,,1.0,,,
000021.XSHE,2021-04-11,华泰证券,25.7500,,1,1,2024-06-27 06:17:47,2021-04-12 16:04:56,,1.0,,,
000021.XSHE,2021-04-15,民生证券,,,1,1,2024-06-27 17:28:38,2021-04-15 11:42:41,,1.0,,,
000021.XSHE,2021-04-18,华泰证券,25.7500,,1,1,2024-06-27 06:17:46,2021-04-18 16:58:13,,1.0,,,
000021.XSHE,2021-04-25,华泰证券,25.7500,,1,1,2024-06-27 06:17:56,2021-04-25 17:53:30,,1.0,,,
000021.XSHE,2021-05-01,东吴证券,,,1,1,2024-06-27 17:26:38,2021-05-05 16:23:19,,1.0,,,
000021.XSHE,2021-05-05,华泰证券,24.4800,M06,1,1,2024-06-27 06:17:51,2021-05-06 15:32:06,,1.0,24.48,,
000021.XSHE,2021-05-06,民生证券,,,1,1,2024-06-27 17:28:48,2021-05-06 15:08:27,,1.0,,,
000021.XSHE,2021-05-11,华泰证券,24.4800,,1,1,2024-06-27 06:18:00,2021-05-11 15:11:27,,1.0,,,
000021.XSHE,2021-05-12,民生证券,,,1,1,2024-06-27 17:26:46,2021-05-13 09:49:34,,1.0,,,
