order_book_id,quarter,info_date,cost_of_goods_sold,cash_flow_from_operating_activities,cash_flow_from_investing_activities,inventory,if_adjusted,total_liabilities,net_profit,intangible_assets,undistributed_profit,operating_expense,net_accts_receivable,total_assets,notes_payable,rice_create_tm,investment_income,current_liabilities,cash_flow_from_financing_activities,revenue,total_equity,operating_revenue,current_assets,net_fixed_assets,financing_expense
603766.XSHG,2010q4,2012-07-23,4660951420.11,520708833.18,1221115403.69,173508202.98,0,1583327244.64,370313317.5,124409363.98,847404120.77,,309425796.21,3453363480.84,237706446.0,2021-12-30 22:14:46,11547522.79,1525026814.9,-1462065636.65,5638050300.8,1870036236.2,5638050300.8,2194147535.18,662786422.25,13254742.21
603766.XSHG,2011q2,2012-10-27,2736736749.33,94554414.6,-209333508.94,,1,,232583187.23999998,,,,,,,2022-08-09 19:01:32,6736700.010000001,,36392762.5,3212960809.9,,3212960809.9,,,-590576.8300000001
603766.XSHG,2011q3,2012-10-27,4231822351.67,47410823.39,-292974639.28,,1,,340457520.4,,,,,,,2021-12-30 22:14:46,14325600.06,,36396386.05,4979145029.38,,4979145029.38,,,6157147.03
603766.XSHG,2011q4,2013-03-29,5811221392.4,479184534.11,-393214310.67,251783937.36,1,2091752500.96,452583616.19,271138509.71,1245213650.84,,582656609.9,4445732353.35,210033083.3,2021-12-30 22:14:46,25678600.12,1968983622.48,88363728.99,6835784381.1,2353979852.39,6835784381.1,2666292633.03,1258201090.13,12084738.6
603766.XSHG,2012q1,2013-04-26,1150212378.75,-197857446.62,-55682721.7,,1,,86432355.15,,,,,,,2021-12-30 22:14:46,6109016.4,,-96849625.61,1385339707.64,,1385339707.64,,,-4069104.99
603766.XSHG,2012q2,2013-10-30,2505548749.62,24623717.19,-99689291.86,217866835.24,1,1717046470.35,225034896.88000003,267281776.3,1418876499.04,,734179044.68,4250841219.62,127996842.0,2022-08-09 19:01:32,11514216.34,1598671708.26,-61191322.59,3030535057.79,2533794749.27,3030535057.79,2445557973.34,1262387740.41,-12235294.52
603766.XSHG,2012q3,2013-10-30,3845598004.66,214851881.28,-147662115.58,212367137.75,1,1784577782.08,358603892.29,265685634.61,1546879779.6,,792702100.83,4943033480.78,112300000.0,2021-12-30 22:14:46,12116690.8,1665909499.14,418557712.43,4678916145.91,3158455698.7,4678916145.91,3116495322.98,1242316070.76,-17422659.95
603766.XSHG,2012q4,2014-03-12,5276426611.33,484058698.92,-596230316.25,257495288.92,1,2046710468.17,485502677.2,263867075.98,1627992445.57,,688267418.82,5328064951.78,292579903.0,2021-12-30 22:14:46,13231690.73,1929777781.51,304787546.07,6444818539.91,3281354483.61,6444818539.91,3461774085.88,1268328582.1,-12959451.58
603766.XSHG,2013q1,2014-04-25,1284124993.88,60852221.64,-203602718.64,253002444.86,1,1870910357.09,143561035.21,269032555.79,1765333930.72,,716158929.61,5295825875.91,332034912.46,2021-12-30 22:14:46,3195234.23,1753977670.43,-11981618.1,1592528417.53,3424915518.82,1592528417.53,3391284469.96,1411481747.55,718582.05
603766.XSHG,2013q2,2014-10-28,2685577382.85,378912485.6,-315045203.48,287261771.18,1,2000360431.12,296420706.18,274781091.96,1768903291.19,,656783547.79,5431716620.86,348189900.0,2022-08-09 19:01:32,6888334.239999999,1885977412.14,-179076649.2,3327155477.91,3431356189.74,3327155477.91,3522735192.21,1434578452.07,4512076.96
