order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
688027.XSHG,2021-08-02,2020,2021-08-03 00:18:14,2021-08-03 00:18:14,134147621.51,,,,,29488555.46,498400000.0,684000000.0,,622133333.3333,0.43,6.23,8.55,,1671032855.39,,,,,27046444.74,,,,,0.0222,,,,,519.1166,30.7143,22.3801,,24.6057,114.1131,,,,,9.3143,,,,,,-0.4798,,,,,-0.4019,15.9015,0.3724,,0.8186,,,7.7767,498400000.0,684000000.0,,622133333.3333,6.23,8.55,,7.7767
688027.XSHG,2021-08-03,2020,2021-08-03 15:52:21,2021-08-03 15:52:21,134147621.51,,,,,29488555.46,498400000.0,684000000.0,,622133333.3333,0.43,6.23,8.55,,1671032855.39,,,,,27046444.74,,,,,0.0222,,,,,520.5002,30.7961,22.4398,,24.6712,114.4172,,,,,9.3392,,,,,,-0.4798,,,,,-0.4019,15.9015,0.3724,,0.8186,,,7.7767,498400000.0,684000000.0,,622133333.3333,6.23,8.55,,7.7767
688027.XSHG,2021-08-04,2020,2021-08-04 15:56:50,2021-08-04 15:56:50,134147621.51,,,,,29488555.46,498400000.0,684000000.0,,622133333.3333,0.43,6.23,8.55,,1671032855.39,,,,,27046444.74,,,,,0.0222,,,,,531.1891,31.4286,22.9006,,25.1779,116.7669,,,,,9.5309,,,,,,-0.4798,,,,,-0.4019,15.9015,0.3724,,0.8186,,,7.7767,498400000.0,684000000.0,,622133333.3333,6.23,8.55,,7.7767
688027.XSHG,2021-08-05,2020,2021-08-05 15:59:56,2021-08-05 15:59:56,134147621.51,,,,,29488555.46,498400000.0,684000000.0,,622133333.3333,0.43,6.23,8.55,,1671032855.39,,,,,27046444.74,,,,,0.0222,,,,,539.8433,31.9406,23.2737,,25.5881,118.6693,,,,,9.6862,,,,,,-0.4798,,,,,-0.4019,15.9015,0.3724,,0.8186,,,7.7767,498400000.0,684000000.0,,622133333.3333,6.23,8.55,,7.7767
688027.XSHG,2021-08-06,2020,2021-08-06 15:56:34,2021-08-06 15:56:34,134147621.51,,,,,29488555.46,498400000.0,684000000.0,,622133333.3333,0.43,6.23,8.55,,1671032855.39,,,,,27046444.74,,,,,0.0222,,,,,542.0408,32.0706,23.3684,,25.6922,119.1523,,,,,9.7257,,,,,,-0.4798,,,,,-0.4019,15.9015,0.3724,,0.8186,,,7.7767,498400000.0,684000000.0,,622133333.3333,6.23,8.55,,7.7767
688027.XSHG,2021-08-09,2020,2021-08-09 15:55:37,2021-08-09 15:55:37,134147621.51,,,,,29488555.46,498400000.0,684000000.0,,622133333.3333,0.43,6.23,8.55,,1671032855.39,,,,,27046444.74,,,,,0.0222,,,,,548.0092,32.4238,23.6257,,25.9751,120.4643,,,,,9.8327,,,,,,-0.4798,,,,,-0.4019,15.9015,0.3724,,0.8186,,,7.7767,498400000.0,684000000.0,,622133333.3333,6.23,8.55,,7.7767
688027.XSHG,2021-08-10,2020,2021-08-10 16:11:12,2021-08-10 16:11:12,134147621.51,,,,,29488555.46,498400000.0,684000000.0,,622133333.3333,0.43,6.23,8.55,,1671032855.39,,,,,27046444.74,,,,,0.0222,,,,,539.8433,31.9406,23.2737,,25.5881,118.6693,,,,,9.6862,,,,,,-0.4798,,,,,-0.4019,15.9015,0.3724,,0.8186,,,7.7767,498400000.0,684000000.0,,622133333.3333,6.23,8.55,,7.7767
688027.XSHG,2021-08-11,2020,2021-08-11 15:52:35,2021-08-11 15:52:35,134147621.51,,,,,29488555.46,498400000.0,684000000.0,,622133333.3333,0.43,6.23,8.55,,1671032855.39,,,,,27046444.74,,,,,0.0222,,,,,533.7664,31.5811,23.0117,,25.3,117.3334,,,,,9.5772,,,,,,-0.4798,,,,,-0.4019,15.9015,0.3724,,0.8186,,,7.7767,498400000.0,684000000.0,,622133333.3333,6.23,8.55,,7.7767
688027.XSHG,2021-08-12,2020,2021-08-12 15:54:10,2021-08-12 15:54:10,134147621.51,,,,,29488555.46,498400000.0,684000000.0,,622133333.3333,0.43,6.23,8.55,,1671032855.39,,,,,27046444.74,,,,,0.0222,,,,,527.9336,31.236,22.7602,,25.0236,116.0513,,,,,9.4725,,,,,,-0.4798,,,,,-0.4019,15.9015,0.3724,,0.8186,,,7.7767,498400000.0,684000000.0,,622133333.3333,6.23,8.55,,7.7767
688027.XSHG,2021-08-13,2020,2021-08-13 15:53:42,2021-08-13 15:53:42,134147621.51,,,,,29488555.46,498400000.0,684000000.0,,622133333.3333,0.43,6.23,8.55,,1671032855.39,,,,,27046444.74,,,,,0.0222,,,,,513.7722,30.3981,22.1497,,24.3523,112.9383,,,,,9.2184,,,,,,-0.4798,,,,,-0.4019,15.9015,0.3724,,0.8186,,,7.7767,498400000.0,684000000.0,,622133333.3333,6.23,8.55,,7.7767
