order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,half_year_target_price,quarter_recommendation,one_year_target_price,half_year_recommendation,one_year_recommendation
000062.XSHE,2015-03-09,国投证券,,,2,1,2025-05-08 17:24:47,2015-03-10 09:54:11,,2.0,,,
000062.XSHE,2015-03-22,国投证券,,,2,1,2025-05-08 17:24:48,2015-03-23 21:30:56,,2.0,,,
000062.XSHE,2015-03-30,国投证券,,,2,1,2025-05-08 17:24:54,2015-03-31 21:30:50,,2.0,,,
000062.XSHE,2015-04-07,国投证券,,,2,1,2025-05-08 17:24:54,2015-04-08 09:54:00,,2.0,,,
000062.XSHE,2015-04-20,国投证券,,,2,1,2025-05-08 17:24:57,2015-04-21 17:34:29,,2.0,,,
000062.XSHE,2015-05-04,国投证券,,,2,1,2025-05-08 17:24:56,2015-05-05 17:11:13,,2.0,,,
000062.XSHE,2015-05-11,国投证券,,,2,1,2025-05-08 17:24:57,2015-05-12 17:34:21,,2.0,,,
000062.XSHE,2015-05-18,国投证券,,,2,1,2025-05-08 17:24:46,2015-05-19 16:48:07,,2.0,,,
000062.XSHE,2015-05-21,海通证券,52.7000,M06,1,1,2025-05-08 08:32:48,2015-05-21 16:50:06,52.7,1.0,,,
000062.XSHE,2015-05-21,国泰海通证券,45.0000,M06,1,1,2025-05-08 08:32:55,2015-05-21 09:54:01,45.0,1.0,,,
000062.XSHE,2015-05-24,国泰海通证券,45.0000,M06,1,1,2025-05-08 08:32:50,2015-05-25 14:53:28,45.0,1.0,,,
000062.XSHE,2015-06-01,国投证券,,,2,1,2025-05-08 17:24:51,2015-06-02 17:11:07,,2.0,,,
000062.XSHE,2015-06-02,海通证券,,,1,1,2025-05-08 17:24:54,2015-06-02 17:11:07,,1.0,,,
000062.XSHE,2015-06-08,国投证券,,,2,1,2025-05-08 17:24:54,2015-06-09 16:01:49,,2.0,,,
000062.XSHE,2015-06-09,国泰海通证券,120.0000,M06,1,1,2025-05-08 08:32:45,2015-06-09 09:31:31,120.0,1.0,,,
000062.XSHE,2015-06-09,海通证券,,,1,1,2025-05-08 17:24:46,2015-06-09 16:01:49,,1.0,,,
000062.XSHE,2015-06-11,海通证券,136.0000,M06,1,1,2025-05-08 08:32:48,2015-06-11 21:31:42,136.0,1.0,,,
000062.XSHE,2015-06-15,国投证券,,,2,1,2025-05-08 17:24:50,2015-06-15 16:02:45,,2.0,,,
000062.XSHE,2015-06-16,国泰海通证券,150.0000,M06,1,1,2025-05-08 08:32:53,2015-06-16 17:56:28,150.0,1.0,,,
000062.XSHE,2015-06-18,国泰海通证券,180.0000,M06,1,1,2025-05-08 08:32:48,2015-06-19 15:38:27,180.0,1.0,,,
000062.XSHE,2015-06-19,海通证券,136.0000,M06,1,1,2025-05-08 08:32:54,2015-06-19 15:38:27,136.0,1.0,,,
000062.XSHE,2015-06-23,国投证券,,,1,1,2025-05-08 17:24:52,2015-06-23 17:56:22,,1.0,,,
000062.XSHE,2015-06-24,国泰海通证券,180.0000,M06,1,1,2025-05-08 08:32:54,2015-06-25 16:02:45,180.0,1.0,,,
000062.XSHE,2015-07-06,海通证券,52.7000,M06,1,1,2025-05-08 08:32:47,2015-07-07 09:53:27,52.7,1.0,,,
000062.XSHE,2015-07-06,国投证券,,,2,1,2025-05-08 17:24:50,2015-07-07 17:52:55,,2.0,,,
000062.XSHE,2015-07-09,海通证券,136.0000,Y01,1,1,2025-05-08 08:32:46,2015-07-09 16:21:30,,1.0,136.0,,
000062.XSHE,2015-07-09,国投证券,45.0000,M06,1,1,2025-05-08 08:32:52,2015-07-09 21:31:58,45.0,1.0,,,
000062.XSHE,2015-07-13,国投证券,,,2,1,2025-05-08 17:24:48,2015-07-14 21:30:53,,2.0,,,
000062.XSHE,2015-07-13,海通证券,52.7000,M06,1,1,2025-05-08 08:32:49,2015-07-13 21:30:41,52.7,1.0,,,
000062.XSHE,2015-07-20,东吴证券,,,1,1,2025-05-08 17:24:46,2015-07-22 17:52:18,,1.0,,,
000062.XSHE,2015-07-20,国投证券,,,2,1,2025-05-08 17:24:51,2015-07-20 21:31:19,,2.0,,,
000062.XSHE,2015-07-22,国泰海通证券,180.0000,M06,1,1,2025-05-08 08:32:54,2015-07-23 21:31:27,180.0,1.0,,,
000062.XSHE,2015-07-23,民族证券,60.0000,M06,2,1,2025-05-08 08:32:52,2015-07-24 21:31:28,60.0,2.0,,,
000062.XSHE,2015-07-27,国投证券,,,2,1,2025-05-08 17:24:58,2015-07-28 17:53:37,,2.0,,,
000062.XSHE,2015-08-04,国投证券,,,2,1,2025-05-08 17:24:54,2015-08-04 17:52:40,,2.0,,,
000062.XSHE,2015-08-10,国投证券,,,2,1,2025-05-08 17:24:51,2015-08-11 21:30:50,,2.0,,,
000062.XSHE,2015-08-13,海通证券,136.0000,M06,1,1,2025-05-08 08:32:45,2015-08-14 21:35:28,136.0,1.0,,,
000062.XSHE,2015-08-17,国投证券,,,2,1,2025-05-08 17:24:49,2015-08-18 21:33:10,,2.0,,,
000062.XSHE,2015-08-20,海通证券,95.2200,M06,1,1,2025-05-08 08:32:46,2015-08-20 21:32:19,95.22,1.0,,,
000062.XSHE,2015-08-31,国投证券,,,2,1,2025-05-08 17:24:56,2015-09-01 21:31:23,,2.0,,,
000062.XSHE,2015-09-14,国投证券,,,2,1,2025-05-08 17:24:55,2015-09-14 21:31:15,,2.0,,,
000062.XSHE,2015-09-20,国投证券,,,2,1,2025-05-08 17:24:56,2015-09-21 21:30:47,,2.0,,,
000062.XSHE,2015-10-12,国投证券,,,2,1,2025-05-08 17:24:45,2015-10-13 17:52:46,,2.0,,,
000062.XSHE,2015-10-16,国信证券,,,1,1,2025-05-08 17:24:56,2015-10-19 17:52:32,,1.0,,,
000062.XSHE,2015-10-25,国泰海通证券,90.0000,M06,1,1,2025-05-08 08:32:45,2015-10-26 21:31:01,90.0,1.0,,,
000062.XSHE,2015-10-27,国投证券,43.2200,M06,1,1,2025-05-08 08:32:54,2015-10-28 16:22:53,43.22,1.0,,,
000062.XSHE,2015-11-01,国泰海通证券,90.0000,M06,1,1,2025-05-08 08:32:47,2015-11-02 10:16:14,90.0,1.0,,,
000062.XSHE,2015-11-02,海通证券,78.0000,M06,1,1,2025-05-08 08:32:46,2015-11-03 12:13:40,78.0,1.0,,,
000062.XSHE,2015-11-02,国投证券,47.1200,M06,1,1,2025-05-08 08:32:48,2015-11-04 11:49:33,47.12,1.0,,,
000062.XSHE,2015-11-03,国信证券,,,1,1,2025-05-08 17:24:56,2015-11-03 14:09:45,,1.0,,,
000062.XSHE,2015-11-10,国泰海通证券,90.0000,M06,1,1,2025-05-08 08:32:47,2015-11-11 14:07:40,90.0,1.0,,,
000062.XSHE,2015-11-12,海通证券,78.0000,M06,1,1,2025-05-08 08:32:47,2015-11-12 17:54:18,78.0,1.0,,,
000062.XSHE,2015-11-17,国投证券,,,1,1,2025-05-08 17:24:48,2015-11-17 17:52:40,,1.0,,,
000062.XSHE,2015-11-25,国泰海通证券,90.0000,M06,1,1,2025-05-08 08:32:46,2015-11-25 14:07:09,90.0,1.0,,,
000062.XSHE,2015-12-01,海通证券,78.0000,M06,1,1,2025-05-08 08:32:45,2015-12-02 11:28:00,78.0,1.0,,,
000062.XSHE,2015-12-10,海通证券,78.0000,M06,1,1,2025-05-08 08:32:54,2015-12-10 17:53:25,78.0,1.0,,,
000062.XSHE,2015-12-29,海通证券,72.0000,M06,1,1,2025-05-08 08:32:55,2015-12-30 14:29:45,72.0,1.0,,,
000062.XSHE,2016-01-04,海通证券,78.0000,M06,1,1,2025-05-08 08:32:50,2016-01-04 21:30:59,78.0,1.0,,,
000062.XSHE,2016-02-01,海通证券,78.0000,M06,1,1,2025-05-08 08:32:52,2016-02-01 16:20:59,78.0,1.0,,,
000062.XSHE,2016-02-15,海通证券,78.0000,M06,1,1,2025-05-08 08:32:49,2016-02-15 21:31:01,78.0,1.0,,,
000062.XSHE,2016-03-02,海通证券,,,1,1,2025-05-08 17:24:48,2016-03-02 17:52:37,,1.0,,,
000062.XSHE,2016-03-07,海通证券,78.0000,M06,1,1,2025-05-08 08:32:47,2016-03-08 11:49:18,78.0,1.0,,,
000062.XSHE,2016-03-14,海通证券,78.0000,M06,1,1,2025-05-08 08:32:47,2016-03-15 11:48:48,78.0,1.0,,,
000062.XSHE,2016-03-18,海通证券,49.9000,Y01,1,1,2025-05-08 08:32:52,2016-03-18 21:30:46,,1.0,49.9,,
000062.XSHE,2016-03-21,海通证券,78.0000,M06,1,1,2025-05-08 08:32:53,2016-03-21 21:30:37,78.0,1.0,,,
000062.XSHE,2016-03-22,国泰海通证券,40.0000,M06,1,1,2025-05-08 08:32:47,2016-03-22 21:32:06,40.0,1.0,,,
000062.XSHE,2016-03-28,海通证券,49.9000,M06,1,1,2025-05-08 08:32:47,2016-03-29 14:09:22,49.9,1.0,,,
000062.XSHE,2016-04-05,海通证券,,,1,1,2025-05-08 17:24:50,2016-04-05 14:52:29,,1.0,,,
000062.XSHE,2016-04-11,海通证券,49.9000,M06,1,1,2025-05-08 08:32:53,2016-04-11 21:30:34,49.9,1.0,,,
000062.XSHE,2016-04-18,海通证券,49.9000,M06,1,1,2025-05-08 08:32:49,2016-04-18 13:45:02,49.9,1.0,,,
000062.XSHE,2016-04-19,海通证券,49.9000,Y01,1,1,2025-05-08 08:32:53,2016-04-20 16:23:19,,1.0,49.9,,
000062.XSHE,2016-04-25,海通证券,,,1,1,2025-05-08 17:24:49,2016-04-26 07:35:43,,1.0,,,
000062.XSHE,2016-05-02,海通证券,49.9000,M06,1,1,2025-05-08 08:32:45,2016-05-03 21:31:08,49.9,1.0,,,
000062.XSHE,2016-05-08,海通证券,49.9000,M06,1,1,2025-05-08 08:32:46,2016-05-09 21:34:32,49.9,1.0,,,
000062.XSHE,2016-05-15,海通证券,49.9000,M06,1,1,2025-05-08 08:32:45,2016-05-16 14:52:22,49.9,1.0,,,
000062.XSHE,2016-05-22,海通证券,49.9000,M06,1,1,2025-05-08 08:32:48,2016-05-23 16:21:52,49.9,1.0,,,
000062.XSHE,2016-05-24,国泰海通证券,40.0000,M06,1,1,2025-05-08 08:32:51,2016-05-24 16:21:02,40.0,1.0,,,
000062.XSHE,2016-05-29,海通证券,49.9000,M06,1,1,2025-05-08 08:32:48,2016-05-30 16:20:59,49.9,1.0,,,
000062.XSHE,2016-06-05,海通证券,49.9000,M06,1,1,2025-05-08 08:32:50,2016-06-06 14:32:16,49.9,1.0,,,
000062.XSHE,2016-06-12,海通证券,49.9000,M06,1,1,2025-05-08 08:32:50,2016-06-13 14:06:56,49.9,1.0,,,
000062.XSHE,2016-06-20,海通证券,49.9000,M06,1,1,2025-05-08 08:32:49,2016-06-20 16:21:21,49.9,1.0,,,
000062.XSHE,2016-06-22,海通证券,49.9000,M06,1,1,2025-05-08 08:32:54,2016-06-22 17:52:30,49.9,1.0,,,
000062.XSHE,2016-06-26,海通证券,49.9000,M06,1,1,2025-05-08 08:32:49,2016-06-27 21:30:44,49.9,1.0,,,
000062.XSHE,2016-07-03,海通证券,49.9000,M06,1,1,2025-05-08 08:32:53,2016-07-04 16:21:05,49.9,1.0,,,
000062.XSHE,2016-07-10,海通证券,49.9000,M06,1,1,2025-05-08 08:32:54,2016-07-11 17:52:26,49.9,1.0,,,
000062.XSHE,2016-07-18,海通证券,49.9000,M06,1,1,2025-05-08 08:32:53,2016-07-18 17:52:38,49.9,1.0,,,
000062.XSHE,2016-07-24,海通证券,49.9000,M06,1,1,2025-05-08 08:32:46,2016-07-25 16:20:53,49.9,1.0,,,
000062.XSHE,2016-07-31,海通证券,49.9000,M06,1,1,2025-05-08 08:32:54,2016-08-01 11:25:51,49.9,1.0,,,
000062.XSHE,2016-08-07,海通证券,49.9000,M06,1,1,2025-05-08 08:32:48,2016-08-08 21:30:34,49.9,1.0,,,
000062.XSHE,2016-08-14,海通证券,49.9000,M06,1,1,2025-05-08 08:32:51,2016-08-15 14:29:34,49.9,1.0,,,
000062.XSHE,2016-08-15,海通证券,40.2000,Y01,1,1,2025-05-08 08:32:49,2016-08-15 21:30:34,,1.0,40.2,,
000062.XSHE,2016-08-28,海通证券,49.9000,M06,1,1,2025-05-08 08:32:54,2016-08-29 21:30:45,49.9,1.0,,,
000062.XSHE,2016-08-31,海通证券,49.9000,M06,1,1,2025-05-08 08:32:52,2016-08-31 21:31:04,49.9,1.0,,,
000062.XSHE,2016-09-05,海通证券,49.9000,M06,1,1,2025-05-08 08:32:49,2016-09-05 21:30:55,49.9,1.0,,,
000062.XSHE,2016-09-11,海通证券,49.9000,M06,1,1,2025-05-08 08:32:51,2016-09-12 16:21:53,49.9,1.0,,,
000062.XSHE,2016-09-18,海通证券,49.9000,M06,1,1,2025-05-08 08:32:55,2016-09-19 16:21:21,49.9,1.0,,,
000062.XSHE,2016-10-09,海通证券,49.9000,M06,1,1,2025-05-08 08:32:45,2016-10-10 21:30:44,49.9,1.0,,,
000062.XSHE,2016-10-16,海通证券,49.9000,M06,1,1,2025-05-08 08:32:53,2016-10-17 21:30:38,49.9,1.0,,,
000062.XSHE,2016-10-24,海通证券,49.9000,M06,1,1,2025-05-08 08:32:46,2016-10-24 16:21:33,49.9,1.0,,,
000062.XSHE,2016-11-01,海通证券,49.9000,M06,1,1,2025-05-08 08:32:54,2016-11-01 17:09:11,49.9,1.0,,,
000062.XSHE,2016-11-06,海通证券,49.9000,M06,1,1,2025-05-08 08:32:48,2016-11-07 16:21:09,49.9,1.0,,,
000062.XSHE,2016-11-13,海通证券,49.9000,M06,1,1,2025-05-08 08:32:46,2016-11-14 14:52:28,49.9,1.0,,,
000062.XSHE,2016-11-20,国泰海通证券,39.8300,M06,1,1,2025-05-08 08:32:50,2016-11-21 11:04:43,39.83,1.0,,,
000062.XSHE,2016-11-20,海通证券,49.9000,M06,1,1,2025-05-08 08:32:51,2016-11-21 14:06:26,49.9,1.0,,,
000062.XSHE,2016-11-27,海通证券,49.9000,M06,1,1,2025-05-08 08:32:46,2016-11-28 14:52:26,49.9,1.0,,,
000062.XSHE,2016-11-29,海通证券,49.9000,M06,1,1,2025-05-08 08:32:52,2016-11-29 14:06:32,49.9,1.0,,,
000062.XSHE,2016-12-04,海通证券,49.9000,M06,1,1,2025-05-08 08:32:54,2016-12-05 14:52:26,49.9,1.0,,,
000062.XSHE,2016-12-11,海通证券,49.9000,M06,1,1,2025-05-08 08:32:50,2016-12-12 16:21:37,49.9,1.0,,,
000062.XSHE,2016-12-18,海通证券,49.9000,M06,1,1,2025-05-08 08:32:50,2016-12-19 16:21:34,49.9,1.0,,,
000062.XSHE,2016-12-25,海通证券,49.9000,M06,1,1,2025-05-08 08:32:49,2016-12-26 11:04:00,49.9,1.0,,,
000062.XSHE,2017-01-02,海通证券,40.2000,M06,1,1,2025-05-08 08:32:51,2017-01-03 21:30:38,40.2,1.0,,,
000062.XSHE,2017-01-08,海通证券,40.2000,M06,1,1,2025-05-08 08:32:50,2017-01-09 14:52:37,40.2,1.0,,,
000062.XSHE,2017-01-10,海通证券,40.2000,M06,1,1,2025-05-08 08:32:54,2017-01-10 17:08:42,40.2,1.0,,,
000062.XSHE,2017-01-16,海通证券,40.2000,M06,1,1,2025-05-08 08:32:54,2017-01-16 17:53:06,40.2,1.0,,,
000062.XSHE,2017-01-23,民生证券,33.1850,M06,1,1,2025-05-08 08:32:47,2017-01-23 16:22:01,33.185,1.0,,,
000062.XSHE,2017-01-23,海通证券,39.5100,M06,1,1,2025-05-08 08:32:50,2017-01-23 12:57:26,39.51,1.0,,,
000062.XSHE,2017-02-05,海通证券,40.2000,M06,1,1,2025-05-08 08:32:49,2017-02-06 13:25:54,40.2,1.0,,,
000062.XSHE,2017-02-08,民生证券,,,1,1,2025-05-08 17:24:55,2017-02-08 21:30:58,,1.0,,,
000062.XSHE,2017-02-13,民生证券,33.1850,M06,1,1,2025-05-08 08:32:50,2017-02-13 16:21:16,33.185,1.0,,,
000062.XSHE,2017-02-19,海通证券,40.2000,M06,1,1,2025-05-08 08:32:49,2017-02-20 16:21:15,40.2,1.0,,,
000062.XSHE,2017-02-26,海通证券,39.5100,M06,1,1,2025-05-08 08:32:49,2017-02-27 17:29:31,39.51,1.0,,,
000062.XSHE,2017-02-27,民生证券,,,1,1,2025-05-08 17:24:58,2017-03-01 13:21:11,,1.0,,,
000062.XSHE,2017-03-05,海通证券,39.5100,M06,1,1,2025-05-08 08:32:54,2017-03-06 13:21:08,39.51,1.0,,,
000062.XSHE,2017-03-06,民生证券,,,1,1,2025-05-08 17:24:51,2017-03-06 17:53:22,,1.0,,,
000062.XSHE,2017-03-09,民生证券,33.5750,M06,1,1,2025-05-08 08:32:51,2017-03-09 16:21:11,33.575,1.0,,,
000062.XSHE,2017-03-12,海通证券,39.5100,M06,1,1,2025-05-08 08:32:50,2017-03-13 12:57:46,39.51,1.0,,,
000062.XSHE,2017-03-13,民生证券,,,1,1,2025-05-08 17:24:49,2017-03-13 14:30:05,,1.0,,,
000062.XSHE,2017-03-19,海通证券,39.5100,M06,1,1,2025-05-08 08:32:54,2017-03-20 11:03:00,39.51,1.0,,,
000062.XSHE,2017-03-20,民生证券,,,1,1,2025-05-08 17:24:53,2017-03-21 14:06:56,,1.0,,,
000062.XSHE,2017-03-27,民生证券,,,1,1,2025-05-08 17:24:50,2017-03-28 16:23:57,,1.0,,,
000062.XSHE,2017-03-27,海通证券,39.5100,M06,1,1,2025-05-08 08:32:52,2017-03-27 21:31:03,39.51,1.0,,,
000062.XSHE,2017-04-04,海通证券,39.5100,M06,1,1,2025-05-08 08:32:47,2017-04-05 21:30:44,39.51,1.0,,,
000062.XSHE,2017-04-05,民生证券,,,1,1,2025-05-08 17:24:51,2017-04-06 07:35:45,,1.0,,,
000062.XSHE,2017-04-09,海通证券,39.5100,M06,1,1,2025-05-08 08:32:52,2017-04-10 16:21:48,39.51,1.0,,,
000062.XSHE,2017-04-12,民生证券,,,1,1,2025-05-08 17:24:50,2017-04-12 13:22:09,,1.0,,,
000062.XSHE,2017-04-16,海通证券,39.5100,M06,1,1,2025-05-08 08:32:49,2017-04-17 16:21:59,39.51,1.0,,,
000062.XSHE,2017-04-18,广发证券,,,1,1,2025-05-08 17:24:50,2017-04-18 14:06:38,,1.0,,,
000062.XSHE,2017-04-20,广发证券,,,1,1,2025-05-08 17:24:50,2017-04-20 12:12:20,,1.0,,,
000062.XSHE,2017-04-20,民生证券,33.5750,M06,1,1,2025-05-08 08:32:54,2017-04-21 14:06:55,33.575,1.0,,,
000062.XSHE,2017-04-23,海通证券,39.5100,M06,1,1,2025-05-08 08:32:54,2017-04-24 16:21:37,39.51,1.0,,,
000062.XSHE,2017-05-01,海通证券,39.5100,M06,1,1,2025-05-08 08:32:51,2017-05-02 21:31:01,39.51,1.0,,,
000062.XSHE,2017-05-02,海通证券,39.5100,M06,1,1,2025-05-08 08:32:49,2017-05-02 17:53:07,39.51,1.0,,,
000062.XSHE,2017-05-07,海通证券,39.5100,M06,1,1,2025-05-08 08:32:53,2017-05-08 16:21:10,39.51,1.0,,,
000062.XSHE,2017-05-14,海通证券,39.5100,M06,1,1,2025-05-08 08:32:54,2017-05-15 21:30:44,39.51,1.0,,,
000062.XSHE,2017-05-17,民生证券,37.6200,M06,1,1,2025-05-08 08:32:51,2017-05-18 09:53:49,37.62,1.0,,,
000062.XSHE,2017-05-18,民生证券,42.0000,M06,1,1,2025-05-08 08:32:48,2017-05-18 14:06:57,42.0,1.0,,,
000062.XSHE,2017-05-21,海通证券,39.5100,M06,1,1,2025-05-08 08:32:49,2017-05-22 12:58:24,39.51,1.0,,,
000062.XSHE,2017-05-30,海通证券,39.5100,M06,1,1,2025-05-08 08:32:52,2017-05-31 13:43:09,39.51,1.0,,,
000062.XSHE,2017-06-04,海通证券,39.5100,M06,1,1,2025-05-08 08:32:48,2017-06-05 11:25:12,39.51,1.0,,,
000062.XSHE,2017-06-05,海通证券,39.5100,M06,1,1,2025-05-08 08:32:47,2017-06-06 12:34:22,39.51,1.0,,,
000062.XSHE,2017-06-11,海通证券,39.5100,M06,1,1,2025-05-08 08:32:50,2017-06-12 11:02:07,39.51,1.0,,,
000062.XSHE,2017-06-18,海通证券,39.5100,M06,1,1,2025-05-08 08:32:53,2017-06-18 16:45:09,39.51,1.0,,,
000062.XSHE,2017-06-25,海通证券,39.5100,M06,1,1,2025-05-08 08:32:49,2017-06-26 11:25:43,39.51,1.0,,,
000062.XSHE,2017-07-02,海通证券,39.5100,M06,1,1,2025-05-08 08:32:55,2017-07-03 12:11:06,39.51,1.0,,,
000062.XSHE,2017-07-09,海通证券,39.5100,M06,1,1,2025-05-08 08:32:47,2017-07-10 11:02:17,39.51,1.0,,,
000062.XSHE,2017-07-16,海通证券,39.5100,M06,1,1,2025-05-08 08:32:46,2017-07-17 16:45:39,39.51,1.0,,,
000062.XSHE,2017-07-17,民生证券,34.0000,M06,1,1,2025-05-08 08:32:48,2017-07-17 21:30:11,34.0,1.0,,,
000062.XSHE,2017-07-22,广发证券,,,1,1,2025-05-08 17:24:48,2017-07-23 21:30:06,,1.0,,,
000062.XSHE,2017-07-23,海通证券,39.5100,M06,1,1,2025-05-08 08:32:48,2017-07-24 12:11:06,39.51,1.0,,,
000062.XSHE,2017-07-24,民生证券,31.1250,M06,1,1,2025-05-08 08:32:45,2017-07-24 16:45:55,31.125,1.0,,,
000062.XSHE,2017-07-30,海通证券,39.5100,M06,1,1,2025-05-08 08:32:47,2017-07-31 11:25:13,39.51,1.0,,,
000062.XSHE,2017-08-06,海通证券,39.5100,M06,1,1,2025-05-08 08:32:47,2017-08-07 12:11:08,39.51,1.0,,,
000062.XSHE,2017-08-13,海通证券,39.5100,M06,1,1,2025-05-08 08:32:46,2017-08-14 11:02:05,39.51,1.0,,,
000062.XSHE,2017-08-18,民生证券,31.1250,M06,1,1,2025-05-08 08:32:48,2017-08-22 11:02:08,31.125,1.0,,,
000062.XSHE,2017-08-20,海通证券,39.5100,M06,1,1,2025-05-08 08:32:50,2017-08-21 21:30:08,39.51,1.0,,,
000062.XSHE,2017-08-28,海通证券,39.5100,M06,1,1,2025-05-08 08:32:49,2017-08-28 21:30:11,39.51,1.0,,,
000062.XSHE,2017-08-31,海通证券,39.5100,M06,1,1,2025-05-08 08:32:50,2017-09-01 16:45:20,39.51,1.0,,,
000062.XSHE,2017-09-03,海通证券,39.5100,M06,1,1,2025-05-08 08:32:46,2017-09-04 14:06:06,39.51,1.0,,,
000062.XSHE,2017-09-17,海通证券,39.5100,M06,1,1,2025-05-08 08:32:53,2017-09-18 21:30:07,39.51,1.0,,,
000062.XSHE,2017-10-23,民生证券,35.7500,Y01,1,1,2025-05-08 08:32:49,2017-10-23 17:31:07,,1.0,35.75,,
000062.XSHE,2017-11-01,海通证券,39.5100,M06,1,1,2025-05-08 08:32:48,2017-11-02 09:30:20,39.51,1.0,,,
000062.XSHE,2017-11-02,民生证券,,,1,1,2025-05-08 17:24:52,2017-11-02 14:06:06,,1.0,,,
