open,high,low,last,limit_up,limit_down,iopv,pre_iopv,prev_close,close,settlement,prev_settlement,datetime,order_book_id,volume,total_turnover,num_trades,trading_phase_code,open_interest,ask,bid,ask_vol,bid_vol,trading_date
0.0393,0.0405,0.0368,0.0369,0.4416,0.0001,,,0.0358,,,0.0358,2.026032511300049e+16,10010927,4594.0,1746070.0,1671.0,T,12931.0,"[0.0371, 0.0381, 0.0385, 0.0396, 0.0398]","[0.0367, 0.036, 0.0352, 0.0308, 0.0264]","[10, 10, 30, 1, 1]","[42, 10, 5, 5, 5]",20260325.0
0.029,0.0303,0.0265,0.0274,0.4229,0.0001,,,0.0271,,,0.0271,2.0260325112958444e+16,10010928,3922.0,1083845.0,840.0,T,21926.0,"[0.0277, 0.0281, 0.0282, 0.0288, 0.029]","[0.0273, 0.0272, 0.027, 0.0268, 0.0265]","[50, 5, 10, 50, 1]","[5, 32, 50, 1, 10]",20260325.0
0.0157,0.0169,0.0143,0.0152,0.3859,0.0001,,,0.0151,,,0.0151,2.0260325113000084e+16,10010929,3827.0,583361.0,748.0,T,18025.0,"[0.0163, 0.0165, 0.02, 0.0249, 0.0299]","[0.0144, 0.0136, 0.0088, 0.0001, 0]","[12, 3, 20, 1, 1]","[19, 2, 5, 75, 0]",20260325.0
0.1047,0.1047,0.0746,0.0849,0.5181,0.0001,,,0.106,,,0.106,2.0260325113000104e+16,10010930,3123.0,2517683.0,748.0,T,11826.0,"[0.0877, 0.0878, 0.09, 0.0902, 0.0918]","[0.0823, 0.0822, 0.0755, 0.074, 0.0705]","[10, 1, 1, 1, 1]","[10, 30, 5, 1, 5]",20260325.0
0.1424,0.1424,0.105,0.1166,0.5784,0.0001,,,0.1463,,,0.1463,2.0260325112959536e+16,10010931,2705.0,2975662.0,597.0,T,8373.0,"[0.1197, 0.1198, 0.12, 0.125, 0.1251]","[0.105, 0.1049, 0.104, 0.1023, 0.102]","[10, 1, 6, 20, 10]","[10, 5, 5, 1, 5]",20260325.0
0.191,0.191,0.1462,0.1607,0.6438,0.0001,,,0.1959,,,0.1959,2.026032511300003e+16,10010932,2724.0,4248667.0,830.0,T,7754.0,"[0.1645, 0.1648, 0.165, 0.1682, 0.17]","[0.1566, 0.1532, 0.1504, 0.1476, 0.1414]","[1, 1, 1, 10, 1]","[1, 10, 1, 1, 1]",20260325.0
0.251,0.251,0.1994,0.2147,0.7058,0.0001,,,0.2579,,,0.2579,2.026032511300049e+16,10010933,762.0,1580907.0,351.0,T,7955.0,"[0.225, 0.2298, 0.23, 0.2303, 0.238]","[0.1997, 0.1996, 0.199, 0.198, 0.1966]","[1, 1, 1, 10, 1]","[10, 1, 1, 2, 5]",20260325.0
0.3216,0.3218,0.2654,0.285,0.7779,0.0001,,,0.33,,,0.33,2.0260325113000084e+16,10010934,830.0,2264651.0,176.0,T,7736.0,"[0.3975, 0, 0, 0, 0]","[0.2601, 0.26, 0.233, 0.2222, 0.2]","[10, 0, 0, 0, 0]","[10, 2, 1, 1, 2]",20260325.0
0.3838,0.3838,0.34,0.3608,0.8577,0.0001,,,0.4113,,,0.4098,2.0260325113000388e+16,10010935,189.0,662880.0,59.0,T,4801.0,"[0.37, 0.38, 0.3869, 0.39, 0.4224]","[0.35, 0.34, 0.3361, 0.335, 0.33]","[3, 2, 10, 2, 1]","[2, 2, 10, 2, 2]",20260325.0
0.441,0.4465,0.4242,0.4465,0.9434,0.0476,,,0.5259,,,0.4955,2.0260325113000296e+16,10010936,19.0,83103.0,7.0,T,3277.0,"[0.6243, 0, 0, 0, 0]","[0.2676, 0.2527, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 3, 0, 0, 0]",20260325.0
0.5418,0.5418,0.5118,0.531,1.0321,0.1363,,,0.5855,,,0.5842,2.0260325112959984e+16,10010937,110.0,578574.0,22.0,T,3756.0,"[0.5986, 0.5987, 0, 0, 0]","[0.3565, 0.2979, 0, 0, 0]","[10, 1, 0, 0, 0]","[10, 3, 0, 0, 0]",20260325.0
0.776,0.776,0.759,0.759,1.268,0.3722,,,0.8258,,,0.8201,2.0260325113000304e+16,10010938,6.0,45710.0,2.0,T,1154.0,"[0.9507, 0, 0, 0, 0]","[0.5925, 0.4183, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 3, 0, 0, 0]",20260325.0
0.3065,0.3264,0.3065,0.32,0.7444,0.0001,,,0.2969,,,0.2965,2.0260325113000024e+16,10010989,106.0,340330.0,62.0,T,1143.0,"[0.3247, 0.327, 0.3499, 0.5066, 0.5084]","[0.31, 0.2883, 0.2805, 0.2538, 0.1245]","[1, 2, 10, 1, 1]","[1, 10, 1, 1, 6]",20260325.0
0.2513,0.269,0.2513,0.2583,0.6892,0.0001,,,0.2432,,,0.2413,2.026032511300029e+16,10010990,186.0,488848.0,66.0,T,1226.0,"[0.275, 0.28, 0.2878, 0.293, 0]","[0.1574, 0.1013, 0, 0, 0]","[2, 1, 10, 7, 0]","[10, 7, 0, 0, 0]",20260325.0
0.22,0.2206,0.21,0.2144,0.645,0.0001,,,0.1992,,,0.1992,2.0260325113000184e+16,10010991,287.0,622101.0,147.0,T,3613.0,"[0.221, 0.2333, 0.234, 0.2379, 0.2666]","[0.212, 0.2, 0.195, 0.1933, 0.19]","[20, 1, 10, 1, 1]","[20, 1, 1, 10, 1]",20260325.0
0.1699,0.1796,0.1685,0.1725,0.596,0.0001,,,0.162,,,0.1602,2.0260325113000296e+16,10010992,482.0,839097.0,249.0,T,1722.0,"[0.1762, 0.18, 0.1865, 0.1888, 0.1965]","[0.1456, 0.1455, 0.1398, 0.0529, 0]","[22, 2, 10, 1, 1]","[10, 1, 1, 12, 0]",20260325.0
0.134,0.142,0.134,0.1375,0.5559,0.0001,,,0.13,,,0.1301,2.0260325113000104e+16,10010993,302.0,419663.0,186.0,T,3536.0,"[0.1382, 0.1398, 0.1408, 0.1412, 0.1425]","[0.135, 0.1325, 0.13, 0.1275, 0.1263]","[1, 1, 1, 1, 2]","[1, 1, 1, 1, 10]",20260325.0
0.11,0.113,0.1055,0.108,0.5205,0.0001,,,0.1047,,,0.1047,2.0260325113000184e+16,10010994,574.0,632756.0,225.0,T,3170.0,"[0.11, 0.1129, 0.114, 0.115, 0.116]","[0.1075, 0.105, 0.1025, 0.1012, 0.1]","[1, 2, 5, 6, 5]","[1, 1, 1, 10, 1]",20260325.0
0.0897,0.091,0.0863,0.0863,0.4903,0.0001,,,0.0845,,,0.0845,2.026032511300003e+16,10010995,220.0,196099.0,118.0,T,4299.0,"[0.091, 0.0925, 0.0934, 0.095, 0.0975]","[0.086, 0.085, 0.084, 0.0825, 0.082]","[9, 3, 10, 1, 1]","[1, 1, 1, 1, 1]",20260325.0
0.071,0.0739,0.0697,0.071,0.4668,0.0001,,,0.071,,,0.071,2.026032511295823e+16,10010996,914.0,661130.0,309.0,T,6018.0,"[0.071, 0.0722, 0.0735, 0.0738, 0.0746]","[0.0601, 0.06, 0.0352, 0.0308, 0.0234]","[47, 50, 1, 1, 1]","[10, 1, 15, 15, 13]",20260325.0
0.0468,0.0468,0.0433,0.0444,0.4153,0.0001,,,0.0445,,,0.0445,2.026032511295851e+16,10010997,803.0,360836.0,289.0,T,4978.0,"[0.0462, 0.0465, 0.0468, 0.0476, 0.0479]","[0.0427, 0.0417, 0.0402, 0.0352, 0.032]","[50, 7, 5, 1, 1]","[1, 1, 10, 15, 10]",20260325.0
0.1824,0.1824,0.1454,0.1551,0.5945,0.0001,,,0.1824,,,0.1824,2.0260325112959984e+16,10010998,848.0,1268292.0,280.0,T,4129.0,"[0.1571, 0.1605, 0.1687, 0.1799, 0.23]","[0.1446, 0.1432, 0.143, 0.138, 0.1369]","[1, 1, 10, 5, 1]","[1, 10, 1, 1, 3]",20260325.0
0.2065,0.2065,0.1848,0.1993,0.6615,0.0001,,,0.2294,,,0.2294,2.0260325113000196e+16,10010999,279.0,542577.0,140.0,T,2463.0,"[0.2103, 0.2163, 0.2294, 0.27, 0]","[0.1831, 0.1811, 0.1799, 0.0963, 0]","[10, 10, 2, 1, 0]","[1, 1, 10, 8, 0]",20260325.0
0.2503,0.2503,0.2356,0.2453,0.7314,0.0001,,,0.2835,,,0.2835,2.0260325113000184e+16,10011000,207.0,498972.0,113.0,T,2121.0,"[0.3467, 0, 0, 0, 0]","[0.2338, 0.2246, 0.205, 0.2007, 0.1191]","[10, 0, 0, 0, 0]","[1, 10, 1, 1, 7]",20260325.0
0.31,0.31,0.2922,0.3002,0.795,0.0001,,,0.3485,,,0.3471,2.0260325112959984e+16,10011001,81.0,241385.0,34.0,T,2186.0,"[0.4268, 0, 0, 0, 0]","[0.2975, 0.2868, 0.285, 0.2753, 0.2471]","[10, 0, 0, 0, 0]","[1, 6, 1, 10, 1]",20260325.0
0.3814,0.3814,0.359,0.3641,0.8634,0.0001,,,0.4193,,,0.4155,2.0260325113000184e+16,10011002,22.0,80272.0,16.0,T,1209.0,"[0.3701, 0.4031, 0.455, 0, 0]","[0.35, 0.3364, 0.238, 0.1745, 0]","[1, 10, 1, 0, 0]","[1, 10, 1, 4, 0]",20260325.0
0.433,0.4389,0.4277,0.4389,0.9364,0.0406,,,0.4873,,,0.4885,2.0260325113000388e+16,10011003,14.0,60368.0,8.0,T,1166.0,"[0.6174, 0, 0, 0, 0]","[0.2647, 0.2491, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 4, 0, 0, 0]",20260325.0
0.5118,0.5124,0.5118,0.5123,1.0125,0.1167,,,0.5712,,,0.5646,2.0260325113000388e+16,10011004,16.0,81944.0,8.0,T,1139.0,"[0.6974, 0, 0, 0, 0]","[0.4999, 0.48, 0.4774, 0.46, 0.2879]","[10, 0, 0, 0, 0]","[1, 1, 10, 1, 3]",20260325.0
0.5936,0.5936,0.5936,0.5936,1.0996,0.2038,,,0.646,,,0.6517,2.026032511300029e+16,10011005,6.0,35616.0,2.0,T,2185.0,"[0.7795, 0, 0, 0, 0]","[0.4213, 0.3324, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 3, 0, 0, 0]",20260325.0
0.0,0.0,0.0,0.9199,1.3183,0.4225,,,0.9199,,,0.8704,2.0260325113000184e+16,10011006,0.0,0.0,0.0,T,1561.0,"[0.9999, 0, 0, 0, 0]","[0.6417, 0.4439, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 3, 0, 0, 0]",20260325.0
0.0001,0.0002,0.0001,0.0001,0.3459,0.0001,,,0.0001,,,0.0001,2.0260325112956496e+16,10011065,857.0,937.0,115.0,T,6420.0,"[0.0001, 0.0002, 0.0003, 0.0005, 0.0014]","[0, 0, 0, 0, 0]","[151, 10, 177, 27, 1]","[0, 0, 0, 0, 0]",20260325.0
0.0,0.0,0.0,1.0324,1.4734,0.0001,,,1.0324,,,1.0255,2.0260325113000404e+16,10011066,0.0,0.0,0.0,T,190.0,"[1.1582, 0, 0, 0, 0]","[0.8, 0.5944, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 2, 0, 0, 0]",20260325.0
0.0096,0.0109,0.0087,0.0094,0.3548,0.0001,,,0.009,,,0.009,2.0260325112957724e+16,10011067,10912.0,1030528.0,1101.0,T,15215.0,"[0.0095, 0.1759, 0.2199, 0.2639, 0.3079]","[0.0094, 0.0093, 0.0086, 0.0081, 0.008]","[150, 3, 3, 3, 3]","[20, 70, 5, 2, 1]",20260325.0
1.035,1.035,0.99,1.0024,1.5145,0.6187,,,1.0666,,,1.0666,2.0260325112959976e+16,10011068,15.0,150778.0,9.0,T,230.0,"[1.1942, 0, 0, 0, 0]","[0.836, 0.72, 0.6355, 0, 0]","[10, 0, 0, 0, 0]","[10, 1, 2, 0, 0]",20260325.0
0.0305,0.032,0.029,0.0296,0.3753,0.0001,,,0.0295,,,0.0295,2.0260325112957536e+16,10011069,993.0,299122.0,363.0,T,5605.0,"[0.0298, 0.0299, 0.0314, 0.0339, 0.035]","[0.029, 0.0289, 0.0288, 0.028, 0.027]","[15, 10, 2, 1, 40]","[15, 10, 14, 1, 1]",20260325.0
1.05,1.05,1.0364,1.05,1.5543,0.6585,,,1.107,,,1.1064,2.0260325113000184e+16,10011070,7.0,73159.0,6.0,T,749.0,"[1.2335, 0, 0, 0, 0]","[1.03, 0.9951, 0.75, 0.6753, 0]","[10, 0, 0, 0, 0]","[1, 10, 1, 2, 0]",20260325.0
0.2903,0.3359,0.2903,0.3194,0.7269,0.0001,,,0.268,,,0.279,2.0260325113000404e+16,10011079,603.0,1988468.0,140.0,T,1125.0,"[0.4491, 0, 0, 0, 0]","[0.319, 0.3185, 0.318, 0.3018, 0.1172]","[10, 0, 0, 0, 0]","[1, 1, 1, 10, 7]",20260325.0
0.0001,0.0002,0.0001,0.0001,0.3922,0.0001,,,0.0001,,,0.0001,2.026032511295759e+16,10011080,303.0,363.0,42.0,T,8073.0,"[0.0001, 0.0003, 0.0004, 0.0009, 0.0022]","[0, 0, 0, 0, 0]","[19, 20, 20, 11, 22]","[0, 0, 0, 0, 0]",20260325.0
0.324,0.3609,0.324,0.3579,0.7614,0.0001,,,0.3135,,,0.3135,2.0260325113000184e+16,10011081,89.0,318381.0,17.0,T,2763.0,"[0.3999, 0.4, 0.4288, 0.4328, 0.441]","[0.2095, 0.1616, 0.1317, 0, 0]","[10, 1, 4, 2, 2]","[10, 3, 6, 0, 0]",20260325.0
0.0716,0.0756,0.0532,0.0607,0.4707,0.0001,,,0.0786,,,0.0786,2.0260325113000084e+16,10011082,1593.0,917312.0,435.0,T,8725.0,"[0.0699, 0.07, 0.119, 0.1847, 0.2375]","[0.055, 0.0549, 0.0546, 0.0536, 0.0524]","[10, 5, 1, 1, 1]","[10, 1, 1, 1, 20]",20260325.0
0.375,0.3913,0.3664,0.3832,0.8019,0.0001,,,0.354,,,0.354,2.0260325112958224e+16,10011083,171.0,658038.0,39.0,T,2875.0,"[0.4549, 0.455, 0.51, 0, 0]","[0.3389, 0.3388, 0.3169, 0.29, 0.1487]","[10, 2, 1, 0, 0]","[10, 1, 1, 2, 5]",20260325.0
0.1386,0.1442,0.1114,0.1203,0.5379,0.0001,,,0.1458,,,0.1458,2.0260325112959824e+16,10011084,906.0,1065746.0,390.0,T,7229.0,"[0.122, 0.1221, 0.123, 0.124, 0.1245]","[0.118, 0.116, 0.114, 0.1135, 0.112]","[1, 1, 1, 1, 1]","[1, 1, 1, 10, 3]",20260325.0
0.145,0.1679,0.145,0.1511,0.5786,0.0001,,,0.1307,,,0.1307,2.0260325112959776e+16,10011121,15804.0,25087819.0,4991.0,T,20598.0,"[0.1536, 0.1561, 0.1578, 0.1602, 0.161]","[0.1497, 0.1496, 0.1491, 0.149, 0.148]","[5, 10, 1, 3, 1]","[1, 1, 1, 1, 9]",20260325.0
0.0795,0.0969,0.0795,0.0847,0.5196,0.0001,,,0.0738,,,0.0738,2.0260325113000096e+16,10011122,57480.0,51907893.0,18657.0,T,48854.0,"[0.0854, 0.086, 0.0862, 0.0864, 0.0865]","[0.0845, 0.084, 0.0839, 0.0838, 0.0836]","[2, 1, 1, 20, 11]","[3, 1, 1, 3, 3]",20260325.0
0.0401,0.048,0.04,0.0411,0.4726,0.0001,,,0.0368,,,0.0368,2.0260325112959964e+16,10011123,54405.0,23972241.0,13018.0,T,75586.0,"[0.0411, 0.0412, 0.0415, 0.0418, 0.0422]","[0.04, 0.0399, 0.0398, 0.0395, 0.0394]","[9, 25, 4, 3, 10]","[38, 13, 2, 2, 10]",20260325.0
0.0199,0.022,0.0169,0.0177,0.4433,0.0001,,,0.0175,,,0.0175,2.0260325112958108e+16,10011124,44334.0,8575480.0,10896.0,T,77467.0,"[0.0185, 0.0186, 0.0188, 0.0189, 0.019]","[0.0175, 0.0174, 0.0172, 0.0171, 0.017]","[18, 20, 3, 11, 3]","[15, 10, 1, 20, 13]",20260325.0
0.0099,0.0112,0.0078,0.0084,0.4248,0.0001,,,0.009,,,0.009,2.0260325112958108e+16,10011125,26354.0,2470449.0,5848.0,T,47904.0,"[0.009, 0.0098, 0.0099, 0.01, 0.0102]","[0.0081, 0.008, 0.0079, 0.0077, 0.0075]","[64, 1, 10, 249, 1]","[10, 9, 30, 2, 3]",20260325.0
0.0054,0.0061,0.0041,0.0044,0.411,0.0001,,,0.0052,,,0.0052,2.0260325112958404e+16,10011126,9559.0,469810.0,1886.0,T,22371.0,"[0.0049, 0.005, 0.0052, 0.0055, 0.0056]","[0.0043, 0.0041, 0.004, 0.0038, 0.0037]","[15, 460, 10, 10, 32]","[11, 33, 32, 1, 1]",20260325.0
0.0034,0.0042,0.0025,0.0028,0.399,0.0001,,,0.0032,,,0.0032,2.0260325112958456e+16,10011127,4459.0,149055.0,737.0,T,15919.0,"[0.0045, 0.0046, 0.0047, 0.0048, 0.0049]","[0.0024, 0.0018, 0.0001, 0, 0]","[39, 2, 2, 2, 2]","[15, 150, 1, 0, 0]",20260325.0
0.0024,0.0029,0.0022,0.0022,0.3731,0.0001,,,0.0025,,,0.0023,2.0260325112958216e+16,10011128,1871.0,48359.0,321.0,T,19355.0,"[0.0029, 0.003, 0.0033, 0.0036, 0.0039]","[0.0012, 0.0001, 0, 0, 0]","[16, 20, 12, 14, 16]","[210, 1, 0, 0, 0]",20260325.0
0.0022,0.0024,0.0017,0.002,0.3481,0.0001,,,0.0024,,,0.0023,2.026032511295835e+16,10011129,2403.0,52487.0,318.0,T,11027.0,"[0.0024, 0.0025, 0.0028, 0.003, 0.0031]","[0.002, 0.0001, 0, 0, 0]","[19, 10, 12, 8, 14]","[17, 1, 0, 0, 0]",20260325.0
0.058,0.0585,0.0344,0.0426,0.5001,0.0001,,,0.068,,,0.068,2.026032511300029e+16,10011130,45266.0,17847860.0,12695.0,T,56801.0,"[0.0434, 0.0438, 0.0439, 0.044, 0.0441]","[0.0422, 0.0416, 0.0415, 0.0414, 0.0412]","[3, 10, 2, 2, 1]","[1, 10, 1, 4, 11]",20260325.0
0.0918,0.0952,0.0627,0.0765,0.558,0.0001,,,0.1101,,,0.1101,2.0260325113000388e+16,10011131,67074.0,47470075.0,20169.0,T,62745.0,"[0.0766, 0.0774, 0.0779, 0.078, 0.0783]","[0.0761, 0.076, 0.0752, 0.0751, 0.0748]","[5, 11, 1, 3, 10]","[1, 10, 11, 2, 10]",20260325.0
0.1548,0.1557,0.1138,0.1328,0.6223,0.0001,,,0.1744,,,0.1744,2.0260325113000044e+16,10011132,26307.0,32261067.0,9441.0,T,43599.0,"[0.1348, 0.135, 0.1351, 0.1354, 0.1358]","[0.1301, 0.13, 0.1296, 0.1287, 0.1282]","[5, 12, 2, 2, 1]","[1, 6, 1, 10, 5]",20260325.0
0.24,0.24,0.1878,0.2076,0.7029,0.0001,,,0.255,,,0.255,2.0260325113000084e+16,10011133,7977.0,15845092.0,2394.0,T,29589.0,"[0.2112, 0.2138, 0.215, 0.2156, 0.2166]","[0.205, 0.201, 0.2009, 0.2, 0.198]","[1, 4, 24, 1, 2]","[1, 10, 10, 6, 6]",20260325.0
0.3308,0.3308,0.2766,0.3007,0.795,0.0001,,,0.3471,,,0.3471,2.0260325113000084e+16,10011134,1342.0,3879304.0,493.0,T,6215.0,"[0.302, 0.308, 0.3105, 0.3117, 0.32]","[0.2869, 0.2868, 0.28, 0.2788, 0.2755]","[10, 2, 1, 10, 5]","[10, 1, 1, 1, 1]",20260325.0
0.4217,0.4217,0.3738,0.3955,0.8875,0.0001,,,0.4396,,,0.4396,2.0260325113000184e+16,10011135,163.0,627220.0,52.0,T,5067.0,"[0.3985, 0.4097, 0, 0, 0]","[0.3739, 0.3738, 0.3712, 0.37, 0.3568]","[5, 10, 0, 0, 0]","[10, 1, 1, 1, 40]",20260325.0
0.5152,0.5152,0.4735,0.49,0.9863,0.0905,,,0.5419,,,0.5384,2.026032511300049e+16,10011136,152.0,732088.0,42.0,T,877.0,"[0.5, 0.5107, 0, 0, 0]","[0.4561, 0.456, 0.4321, 0.2746, 0]","[3, 10, 0, 0, 0]","[10, 1, 1, 3, 0]",20260325.0
0.75,0.75,0.7217,0.7271,1.2337,0.3379,,,0.7858,,,0.7858,2.0260325113000388e+16,10011137,44.0,321900.0,10.0,T,611.0,"[0.9218, 0, 0, 0, 0]","[0.5636, 0.4008, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 3, 0, 0, 0]",20260325.0
0.9905,0.9905,0.9696,0.9823,1.4841,0.5883,,,1.065,,,1.0362,2.0260325112959984e+16,10011138,76.0,743043.0,48.0,T,1039.0,"[1.0649, 1.065, 0, 0, 0]","[0.8132, 0.6051, 0, 0, 0]","[10, 2, 0, 0, 0]","[10, 2, 0, 0, 0]",20260325.0
0.2148,0.2529,0.2127,0.2321,0.6479,0.0001,,,0.2,,,0.2,2.026032511300029e+16,10011193,3919.0,9511970.0,1220.0,T,13063.0,"[0.242, 0.2425, 0.2458, 0.2488, 0.2497]","[0.2319, 0.231, 0.2308, 0.2301, 0.23]","[10, 10, 7, 1, 1]","[2, 1, 1, 10, 4]",20260325.0
0.035,0.035,0.0198,0.0247,0.4535,0.0001,,,0.0414,,,0.0414,2.0260325112959964e+16,10011194,41717.0,9621680.0,9914.0,T,42765.0,"[0.0248, 0.0256, 0.0258, 0.026, 0.0262]","[0.0229, 0.0228, 0.0225, 0.0223, 0.0222]","[10, 11, 1, 1, 1]","[10, 20, 10, 1, 2]",20260325.0
0.3005,0.3445,0.3005,0.3224,0.7359,0.0001,,,0.2882,,,0.288,2.026032511300003e+16,10011209,1157.0,3862218.0,541.0,T,2356.0,"[0.3457, 0.3458, 0.36, 0.3655, 0.39]","[0.3208, 0.32, 0.3103, 0.3, 0.2962]","[10, 5, 1, 1, 1]","[2, 1, 10, 1, 2]",20260325.0
0.0201,0.0201,0.0124,0.015,0.4174,0.0001,,,0.0253,,,0.0253,2.026032511295821e+16,10011210,25904.0,3698640.0,5240.0,T,30951.0,"[0.0158, 0.0161, 0.0166, 0.0175, 0.02]","[0.0126, 0.0125, 0.0124, 0.0122, 0.012]","[15, 1, 2, 5, 1]","[32, 11, 3, 2, 2]",20260325.0
0.4959,0.5348,0.4959,0.5314,0.9269,0.0001,,,0.452,,,0.479,2.026032511300029e+16,10011259,62.0,328085.0,12.0,T,76.0,"[0.6999, 0, 0, 0, 0]","[0.3417, 0.2443, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 4, 0, 0, 0]",20260325.0
0.3914,0.4365,0.3914,0.4365,0.8269,0.0001,,,0.3717,,,0.379,2.026032511300029e+16,10011260,62.0,265454.0,15.0,T,83.0,"[0.5891, 0, 0, 0, 0]","[0.2525, 0.1592, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 5, 0, 0, 0]",20260325.0
0.0001,0.0001,0.0001,0.0001,0.3522,0.0001,,,0.0001,,,0.0001,2.0260325112956624e+16,10011261,20.0,20.0,11.0,T,387.0,"[0.0001, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[12, 0, 0, 0, 0]","[0, 0, 0, 0, 0]",20260325.0
0.0001,0.0001,0.0001,0.0001,0.3722,0.0001,,,0.0001,,,0.0001,2.0260325112956584e+16,10011262,40.0,40.0,13.0,T,813.0,"[0.0001, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[11, 0, 0, 0, 0]","[0, 0, 0, 0, 0]",20260325.0
0.4922,0.5354,0.4922,0.517,0.9269,0.0311,,,0.4748,,,0.479,2.0260325113000184e+16,10011263,292.0,1541391.0,52.0,T,472.0,"[0.5796, 0.5797, 0, 0, 0]","[0.3352, 0.2443, 0, 0, 0]","[10, 1, 0, 0, 0]","[10, 4, 0, 0, 0]",20260325.0
0.3938,0.4376,0.3938,0.4179,0.8279,0.0001,,,0.38,,,0.38,2.026032511300049e+16,10011264,65.0,273607.0,33.0,T,170.0,"[0.5845, 0, 0, 0, 0]","[0.4001, 0.4, 0.1596, 0, 0]","[10, 0, 0, 0, 0]","[10, 1, 5, 0, 0]",20260325.0
0.0095,0.0095,0.006,0.007,0.3627,0.0001,,,0.0106,,,0.0106,2.026032511295763e+16,10011265,2689.0,180950.0,460.0,T,6469.0,"[0.007, 0.0074, 0.0078, 0.009, 0.01]","[0.0068, 0.0067, 0.0066, 0.0058, 0.0057]","[12, 1, 1, 1, 2]","[10, 5, 1, 1, 5]",20260325.0
0.0145,0.0145,0.0082,0.0099,0.3881,0.0001,,,0.016,,,0.016,2.0260325112958376e+16,10011266,5481.0,515987.0,1230.0,T,7219.0,"[0.0103, 0.0107, 0.0112, 0.012, 0.0388]","[0.009, 0.0082, 0.0073, 0.005, 0]","[12, 1, 2, 1, 1]","[20, 35, 1, 2, 0]",20260325.0
0.517,0.538,0.517,0.5335,0.9303,0.0345,,,0.4824,,,0.4824,2.0260325113000184e+16,10011267,189.0,1004467.0,37.0,T,273.0,"[0.6989, 0, 0, 0, 0]","[0.5, 0.4865, 0.45, 0.2461, 0]","[10, 0, 0, 0, 0]","[1, 10, 240, 4, 0]",20260325.0
0.4317,0.4485,0.4306,0.4306,0.8434,0.0001,,,0.3955,,,0.3955,2.0260325112959976e+16,10011268,43.0,190137.0,12.0,T,194.0,"[0.6047, 0, 0, 0, 0]","[0.2592, 0.1661, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 4, 0, 0, 0]",20260325.0
0.0385,0.0385,0.0278,0.0325,0.3938,0.0001,,,0.0417,,,0.0417,2.026032511295821e+16,10011269,2627.0,796710.0,616.0,T,7189.0,"[0.0351, 0.0352, 0.0399, 0.04, 0.0452]","[0.0268, 0.0267, 0.0235, 0.0231, 0.022]","[10, 1, 1, 1, 1]","[10, 1, 1, 1, 50]",20260325.0
0.0519,0.0519,0.0384,0.0442,0.4292,0.0001,,,0.0571,,,0.0571,2.0260325112959756e+16,10011270,1058.0,434057.0,283.0,T,5073.0,"[0.0621, 0, 0, 0, 0]","[0.0267, 0.0188, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 13, 0, 0, 0]",20260325.0
0.5187,0.5451,0.5187,0.5324,0.9396,0.0438,,,0.477,,,0.4917,2.026032511300029e+16,10011271,45.0,236230.0,10.0,T,100.0,"[0.5345, 0.574, 0, 0, 0]","[0.52, 0.4997, 0.4914, 0.48, 0.4497]","[1, 10, 0, 0, 0]","[1, 1, 10, 1, 1]",20260325.0
0.4649,0.4649,0.4535,0.4535,0.8672,0.0001,,,0.4045,,,0.4193,2.0260325113000044e+16,10011272,17.0,77801.0,3.0,T,37.0,"[0.6345, 0, 0, 0, 0]","[0.2763, 0.1761, 0, 0, 0]","[10, 0, 0, 0, 0]","[10, 4, 0, 0, 0]",20260325.0
0.0803,0.0803,0.0649,0.0728,0.4398,0.0001,,,0.0877,,,0.0877,2.0260325113000388e+16,10011273,1174.0,815519.0,421.0,T,1104.0,"[0.1011, 0.1022, 0.1052, 0.1152, 0.1222]","[0.0712, 0.0675, 0.0551, 0.0501, 0.0352]","[10, 1, 1, 1, 1]","[2, 10, 1, 2, 10]",20260325.0
0.1036,0.1036,0.0848,0.0939,0.4856,0.0001,,,0.1132,,,0.1135,2.0260325113000184e+16,10011274,245.0,219202.0,100.0,T,396.0,"[0.095, 0.1002, 0, 0, 0]","[0.0565, 0.0375, 0.0001, 0, 0]","[1, 10, 0, 0, 0]","[10, 12, 1, 0, 0]",20260325.0
