order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,half_year_recommendation,one_year_recommendation
000657.XSHE,2006-06-26,招商证券,,,2,1,2024-05-31 17:32:19,2006-06-26 17:50:45,2.0,,,,
000657.XSHE,2006-07-31,招商证券,28.0000,M06,1,1,2024-05-31 05:28:37,2006-07-31 11:05:33,1.0,28.0,,,
000657.XSHE,2006-08-22,招商证券,17.0000,M06,1,1,2024-05-31 05:27:54,2006-08-22 16:40:32,1.0,17.0,,,
000657.XSHE,2006-08-28,光大证券,,,2,1,2024-05-31 17:32:47,2006-08-29 18:10:48,2.0,,,,
000657.XSHE,2006-11-01,中信建投,9.5000,M06,2,1,2024-05-31 05:28:15,2006-11-02 17:10:31,2.0,9.5,,,
000657.XSHE,2006-11-14,招商证券,17.0000,M06,1,1,2024-05-31 05:28:55,2006-11-14 15:40:16,1.0,17.0,,,
000657.XSHE,2006-12-28,中原证券,,,1,1,2024-05-31 17:29:26,2006-12-29 14:40:19,1.0,,,,
000657.XSHE,2006-12-30,招商证券,,,1,1,2024-05-31 17:32:19,2007-01-04 14:10:18,1.0,,,,
000657.XSHE,2007-02-01,上海证券,,,3,1,2024-05-31 17:31:02,2007-02-06 16:11:49,3.0,,,,
000657.XSHE,2007-04-02,上海证券,,,3,1,2024-05-31 17:31:58,2007-04-05 10:57:38,3.0,,,,
000657.XSHE,2007-05-23,长城证券,,,1,1,2024-05-31 17:29:14,2007-05-28 15:25:32,1.0,,,,
000657.XSHE,2007-10-22,兴业证券,,,3,1,2024-05-31 17:33:09,2007-10-23 15:43:46,3.0,,,,
000657.XSHE,2007-12-15,中航证券,,,4,1,2024-05-31 17:32:07,2007-12-20 16:11:44,4.0,,,,
000657.XSHE,2008-08-25,中金财富,7.0000,M06,2,1,2024-05-31 05:28:28,2008-08-26 18:40:34,2.0,7.0,,,
000657.XSHE,2008-08-27,中信建投,6.0000,M06,3,1,2024-05-31 05:28:55,2008-08-27 15:10:55,3.0,6.0,,,
000657.XSHE,2008-10-29,天相投顾,,,3,1,2024-05-31 17:33:09,2008-10-29 17:48:34,3.0,,,,
000657.XSHE,2009-02-16,中金财富,,,3,1,2024-05-31 17:29:53,2009-02-17 15:33:03,3.0,,,,
000657.XSHE,2009-02-16,天相投顾,,,3,1,2024-05-31 17:32:43,2009-02-17 15:33:03,3.0,,,,
000657.XSHE,2009-02-23,中金财富,,,3,1,2024-05-31 17:33:05,2009-02-24 18:03:14,3.0,,,,
000657.XSHE,2009-02-26,中金财富,,,3,1,2024-05-31 17:29:46,2009-02-26 17:48:09,3.0,,,,
000657.XSHE,2009-03-02,中金财富,,,3,1,2024-05-31 17:33:29,2009-03-03 19:16:45,3.0,,,,
000657.XSHE,2009-03-09,中金财富,,,3,1,2024-05-31 17:31:33,2009-03-09 18:02:25,3.0,,,,
000657.XSHE,2009-03-16,中金财富,,,3,1,2024-05-31 17:31:22,2009-03-17 17:18:12,3.0,,,,
000657.XSHE,2009-03-23,中金财富,,,3,1,2024-05-31 17:30:33,2009-03-24 16:34:38,3.0,,,,
000657.XSHE,2009-03-30,中金财富,,,3,1,2024-05-31 17:29:01,2009-04-02 08:33:49,3.0,,,,
000657.XSHE,2009-03-30,天相投顾,,,3,1,2024-05-31 17:32:46,2009-04-01 15:17:51,3.0,,,,
000657.XSHE,2009-04-13,中金财富,,,3,1,2024-05-31 17:28:49,2009-04-14 16:33:45,3.0,,,,
000657.XSHE,2009-04-20,中金财富,,,3,1,2024-05-31 17:31:41,2009-04-22 17:48:22,3.0,,,,
000657.XSHE,2009-04-27,中金财富,,,3,1,2024-05-31 17:31:39,2009-04-27 18:17:33,3.0,,,,
000657.XSHE,2009-05-04,中金财富,,,3,1,2024-05-31 17:29:35,2009-05-05 16:19:52,3.0,,,,
000657.XSHE,2009-05-17,中金财富,,,3,1,2024-05-31 17:33:04,2009-05-19 16:49:35,3.0,,,,
000657.XSHE,2009-05-25,天相投顾,,,3,1,2024-05-31 17:28:45,2009-06-01 16:37:45,3.0,,,,
000657.XSHE,2009-06-01,中金财富,,,3,1,2024-05-31 17:30:57,2009-06-02 17:34:12,3.0,,,,
000657.XSHE,2009-10-27,天相投顾,,,3,1,2024-05-31 17:28:35,2009-11-11 09:10:11,3.0,,,,
000657.XSHE,2010-04-28,民生证券,,,3,1,2024-05-31 17:30:02,2010-04-29 14:10:45,3.0,,,,
000657.XSHE,2010-06-30,德邦证券,,,2,1,2024-05-31 17:32:52,2010-07-01 17:35:39,2.0,,,,
000657.XSHE,2014-03-26,东北证券,,,2,1,2024-05-31 17:29:55,2014-03-26 10:39:56,2.0,,,,
000657.XSHE,2014-05-14,东北证券,,,2,1,2024-05-31 17:33:07,2014-05-14 17:57:31,2.0,,,,
000657.XSHE,2014-05-23,西南证券,,,2,1,2024-05-31 17:30:53,2014-05-23 11:02:37,2.0,,,,
000657.XSHE,2014-06-19,东北证券,,,2,1,2024-05-31 17:32:01,2014-06-19 15:15:35,2.0,,,,
000657.XSHE,2014-08-04,国金证券,,,1,1,2024-05-31 17:33:29,2014-08-05 14:52:19,1.0,,,,
000657.XSHE,2014-09-22,银河证券,,,1,1,2024-05-31 17:28:41,2014-09-23 13:43:29,1.0,,,,
000657.XSHE,2014-09-23,西南证券,,,2,1,2024-05-31 17:29:13,2014-09-23 17:33:54,2.0,,,,
000657.XSHE,2014-10-29,西南证券,,,1,1,2024-05-31 17:29:42,2014-10-29 17:57:44,1.0,,,,
000657.XSHE,2015-01-08,西南证券,,,1,1,2024-05-31 17:32:39,2015-01-12 13:43:38,1.0,,,,
000657.XSHE,2015-01-13,西南证券,,,1,1,2024-05-31 17:30:06,2015-01-13 17:57:07,1.0,,,,
000657.XSHE,2015-01-19,西南证券,,,1,1,2024-05-31 17:31:52,2015-01-19 16:03:14,1.0,,,,
000657.XSHE,2015-03-16,西南证券,,,1,1,2024-05-31 17:33:09,2015-03-17 11:02:49,1.0,,,,
000657.XSHE,2015-04-23,光大证券,,,2,1,2024-05-31 17:29:43,2015-04-24 17:34:35,2.0,,,,
000657.XSHE,2015-05-07,兴业证券,,,2,1,2024-05-31 17:32:46,2015-05-08 16:48:48,2.0,,,,
000657.XSHE,2015-05-28,华创证券,,,2,1,2024-05-31 17:29:35,2015-06-02 17:11:07,2.0,,,,
000657.XSHE,2015-12-01,中信证券,35.0000,M06,1,1,2024-05-31 05:28:09,2015-12-01 16:21:15,1.0,35.0,,,
000657.XSHE,2016-02-25,西南证券,,,1,1,2024-05-31 17:32:55,2016-02-25 16:21:18,1.0,,,,
000657.XSHE,2016-04-21,广发证券,,,1,1,2024-05-31 17:28:29,2016-04-21 13:44:00,1.0,,,,
000657.XSHE,2016-04-27,方正证券,,,2,1,2024-05-31 17:28:55,2016-04-28 21:31:03,2.0,,,,
000657.XSHE,2016-04-27,东兴证券,,,2,1,2024-05-31 17:29:24,2016-04-28 16:23:29,2.0,,,,
000657.XSHE,2016-06-20,广发证券,,,1,1,2024-05-31 17:29:02,2016-06-20 17:29:32,1.0,,,,
000657.XSHE,2016-07-20,光大证券,19.4200,M06,2,1,2024-05-31 05:28:45,2016-07-20 17:29:39,2.0,19.42,,,
000657.XSHE,2016-07-31,兴业证券,,,2,1,2024-05-31 17:29:04,2016-08-01 21:30:50,2.0,,,,
000657.XSHE,2017-08-31,天风证券,16.0000,M06,2,1,2024-05-31 05:27:54,2017-09-03 11:02:14,2.0,16.0,,,
000657.XSHE,2018-04-20,太平洋证券,15.3000,M06,2,1,2024-05-31 05:27:48,2018-04-24 21:30:46,2.0,15.3,,,
000657.XSHE,2018-04-27,东北证券,14.0000,M06,2,1,2024-05-31 05:28:32,2018-04-27 21:30:37,2.0,14.0,,,
000657.XSHE,2018-05-11,太平洋证券,,,2,1,2024-05-31 17:29:46,2018-05-11 17:31:18,2.0,,,,
000657.XSHE,2018-07-12,东兴证券,,,1,1,2024-05-31 17:30:24,2018-07-12 12:57:13,1.0,,,,
000657.XSHE,2018-07-19,东兴证券,,,1,1,2024-05-31 17:31:14,2018-07-23 16:55:27,1.0,,,,
000657.XSHE,2018-09-10,东北证券,,,2,1,2024-05-31 17:30:04,2018-09-10 16:55:32,2.0,,,,
000657.XSHE,2019-01-10,太平洋证券,6.0000,M06,2,1,2024-05-31 05:27:52,2019-01-11 09:53:07,2.0,6.0,,,
000657.XSHE,2019-01-14,中信建投,,,2,1,2024-05-31 17:30:54,2019-01-14 21:30:15,2.0,,,,
000657.XSHE,2019-01-29,中信建投,,,2,1,2024-05-31 17:31:42,2019-01-29 16:55:34,2.0,,,,
000657.XSHE,2019-04-19,太平洋证券,8.4000,M06,2,1,2024-05-31 05:28:53,2019-04-22 09:07:06,2.0,8.4,,,
000657.XSHE,2019-08-26,东北证券,8.0000,M06,1,1,2024-05-31 05:28:31,2019-08-26 15:13:03,1.0,8.0,,,
000657.XSHE,2019-09-19,东北证券,,,1,1,2024-05-31 17:30:00,2019-09-20 11:13:04,1.0,,,,
000657.XSHE,2019-09-19,财通证券,,,2,1,2024-05-31 17:31:28,2019-09-23 17:13:07,2.0,,,,
000657.XSHE,2019-11-01,东北证券,,,1,1,2024-05-31 17:28:44,2019-11-01 19:13:03,1.0,,,,
000657.XSHE,2019-11-19,东北证券,,,1,1,2024-05-31 17:32:42,2019-11-19 12:13:04,1.0,,,,
000657.XSHE,2019-12-31,东北证券,,,1,1,2024-05-31 17:29:08,2019-12-31 18:13:06,1.0,,,,
000657.XSHE,2021-07-04,招商证券,,,1,1,2024-05-31 17:29:07,2021-07-05 11:08:33,1.0,,,,
000657.XSHE,2021-07-06,中信证券,18.8000,Y01,1,1,2024-05-31 05:28:10,2021-07-06 14:32:38,1.0,,18.8,,
000657.XSHE,2021-07-12,中信证券,,,1,1,2024-05-31 17:29:31,2021-07-12 11:23:54,1.0,,,,
000657.XSHE,2021-07-14,中信证券,18.8000,M06,1,1,2024-05-31 05:27:52,2021-07-14 10:27:14,1.0,18.8,,,
000657.XSHE,2021-08-25,西南证券,18.4000,M06,1,1,2024-05-31 05:28:50,2021-08-27 11:15:51,1.0,18.4,,,
000657.XSHE,2021-08-26,中信证券,18.8000,M06,1,1,2024-05-31 05:28:07,2021-08-26 14:10:28,1.0,18.8,,,
000657.XSHE,2021-08-26,兴业证券,,,2,1,2024-05-31 17:31:05,2022-09-30 10:22:53,2.0,,,,
000657.XSHE,2021-09-04,招商证券,,,1,1,2024-05-31 17:30:14,2021-09-07 10:22:10,1.0,,,,
000657.XSHE,2021-09-06,中信证券,,,1,1,2024-05-31 17:28:45,2021-09-06 16:28:31,1.0,,,,
