order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_target_price,half_year_recommendation,one_year_recommendation
000750.XSHE,2011-05-12,兴业证券,16.5000,M06,2,1,2025-05-30 04:44:26,2011-05-17 13:16:45,2.0,16.5,,,
000750.XSHE,2011-05-13,国投证券,12.0000,M06,1,1,2025-05-30 04:43:34,2011-05-13 19:07:37,1.0,12.0,,,
000750.XSHE,2011-08-03,中信建投,18.0000,M06,2,1,2025-05-30 04:44:06,2011-08-04 10:00:54,2.0,18.0,,,
000750.XSHE,2011-08-04,东北证券,,,2,1,2025-05-30 15:25:46,2011-08-05 14:27:14,2.0,,,,
000750.XSHE,2011-08-04,国泰海通证券,16.7000,M06,3,1,2025-05-30 04:44:53,2011-08-04 19:05:15,3.0,16.7,,,
000750.XSHE,2011-08-09,中信建投,15.5000,M06,2,1,2025-05-30 04:44:01,2011-08-09 19:12:26,2.0,15.5,,,
000750.XSHE,2011-08-10,中信建投,20.0000,M06,1,1,2025-05-30 04:43:53,2011-08-11 19:13:21,1.0,20.0,,,
000750.XSHE,2011-08-12,渤海证券,,,3,1,2025-05-30 15:24:28,2011-08-12 19:12:46,3.0,,,,
000750.XSHE,2011-08-15,国泰海通证券,,,1,1,2025-05-30 15:26:31,2011-08-15 17:12:59,1.0,,,,
000750.XSHE,2011-08-17,中信建投,20.0000,M06,1,1,2025-05-30 04:43:47,2011-08-18 17:14:08,1.0,20.0,,,
000750.XSHE,2011-08-22,国联民生,,,3,1,2025-05-30 15:25:18,2011-08-22 19:28:46,3.0,,,,
000750.XSHE,2011-08-22,国泰海通证券,,,1,1,2025-05-30 15:27:27,2011-08-23 09:27:42,1.0,,,,
000750.XSHE,2011-08-28,宏源证券,,,3,1,2025-05-30 15:23:48,2011-08-30 14:57:22,3.0,,,,
000750.XSHE,2011-08-29,国联民生,,,3,1,2025-05-30 15:25:40,2011-08-29 19:36:00,3.0,,,,
000750.XSHE,2011-08-29,国泰海通证券,,,1,1,2025-05-30 15:26:21,2011-08-29 16:24:24,1.0,,,,
000750.XSHE,2011-08-30,中信建投,20.0000,M06,1,1,2025-05-30 04:43:22,2011-08-31 12:06:18,1.0,20.0,,,
000750.XSHE,2011-08-30,中信证券,18.1300,M06,1,1,2025-05-30 04:43:59,2011-08-31 15:16:31,1.0,18.13,,,
000750.XSHE,2011-08-30,海通证券,16.1000,M06,2,1,2025-05-30 04:44:06,2011-08-30 21:44:49,2.0,16.1,,,
000750.XSHE,2011-08-30,东北证券,,,2,1,2025-05-30 15:26:32,2011-08-31 12:06:18,2.0,,,,
000750.XSHE,2011-08-30,国泰海通证券,16.7000,M06,2,1,2025-05-30 04:45:19,2011-08-30 21:44:49,2.0,16.7,,,
000750.XSHE,2011-09-01,国泰海通证券,,,1,1,2025-05-30 15:25:59,2011-09-01 17:24:22,1.0,,,,
000750.XSHE,2011-09-02,天相投顾,,,3,1,2025-05-30 15:24:00,2011-09-05 16:23:37,3.0,,,,
000750.XSHE,2011-09-05,海通证券,,,2,1,2025-05-30 15:25:37,2011-09-05 16:23:37,2.0,,,,
000750.XSHE,2011-09-05,国泰海通证券,,,2,1,2025-05-30 15:26:39,2011-09-05 17:35:38,2.0,,,,
000750.XSHE,2011-09-08,国泰海通证券,,,2,1,2025-05-30 15:24:22,2011-09-08 14:53:15,2.0,,,,
000750.XSHE,2011-09-13,国泰海通证券,,,2,1,2025-05-30 15:24:09,2011-09-13 17:35:19,2.0,,,,
000750.XSHE,2011-09-13,海通证券,,,2,1,2025-05-30 15:28:25,2011-09-14 17:38:08,2.0,,,,
000750.XSHE,2011-09-15,国元证券,,,3,1,2025-05-30 15:24:11,2011-09-15 16:55:31,3.0,,,,
000750.XSHE,2011-09-19,招商证券,,,1,1,2025-05-30 15:23:51,2011-09-20 10:16:58,1.0,,,,
000750.XSHE,2011-09-19,海通证券,,,2,1,2025-05-30 15:24:40,2011-09-19 18:03:15,2.0,,,,
000750.XSHE,2011-09-19,国泰海通证券,,,2,1,2025-05-30 15:28:13,2011-09-19 16:44:52,2.0,,,,
000750.XSHE,2011-09-19,国联民生,,,3,1,2025-05-30 15:28:54,2011-09-20 18:02:46,3.0,,,,
000750.XSHE,2011-09-26,国联民生,,,3,1,2025-05-30 15:24:04,2011-09-28 16:35:01,3.0,,,,
000750.XSHE,2011-09-26,海通证券,,,2,1,2025-05-30 15:25:02,2011-09-26 18:01:46,2.0,,,,
000750.XSHE,2011-09-26,国泰海通证券,,,2,1,2025-05-30 15:25:53,2011-09-26 15:33:11,2.0,,,,
000750.XSHE,2011-09-26,招商证券,,,1,1,2025-05-30 15:28:01,2011-09-26 18:01:46,1.0,,,,
000750.XSHE,2011-09-27,中信建投,20.0000,M06,1,1,2025-05-30 04:43:56,2011-09-27 16:38:12,1.0,20.0,,,
000750.XSHE,2011-09-30,东北证券,,,2,1,2025-05-30 15:25:01,2011-09-30 18:01:23,2.0,,,,
000750.XSHE,2011-10-10,国泰海通证券,,,2,1,2025-05-30 15:24:50,2011-10-10 16:32:54,2.0,,,,
000750.XSHE,2011-10-10,渤海证券,,,2,1,2025-05-30 15:27:00,2011-10-12 15:31:25,2.0,,,,
