trading_date,1Y
2011-03-30,0.028732999999999998
2011-03-31,0.0287337828
2011-04-01,0.0282591334
2011-04-02,0.0283457025
2011-04-06,0.0285900651
2011-04-07,0.0287093866
2011-04-08,0.028589027999999995
2011-04-11,0.028625498
2011-04-12,0.0284823959
2011-04-13,0.028144360700000003
2011-04-14,0.0281049365
2011-04-15,0.028133267000000003
2011-04-18,0.0282972116
2011-04-19,0.028186051700000003
2011-04-20,0.0282112273
2011-04-21,0.0282834108
2011-04-22,0.0283885223
2011-04-25,0.028399999999999998
2011-04-26,0.028485840499999998
2011-04-27,0.028077584500000002
2011-04-28,0.028065555
2011-04-29,0.028093863799999997
2011-05-03,0.0283350163
2011-05-04,0.0282000208
2011-05-05,0.0285282424
2011-05-06,0.0286605106
2011-05-09,0.0286135101
2011-05-10,0.0285665107
2011-05-11,0.028758276
2011-05-12,0.029065203300000002
2011-05-13,0.0297466266
2011-05-16,0.0297986474
2011-05-17,0.0295955062
2011-05-18,0.0295851165
2011-05-19,0.0297880259
2011-05-20,0.030370266099999998
2011-05-23,0.0304661747
2011-05-24,0.030550293399999998
2011-05-25,0.030576684799999997
2011-05-26,0.030589481699999997
2011-05-27,0.0300526349
2011-05-30,0.030316579899999998
2011-05-31,0.0303477581
2011-06-01,0.0304021564
2011-06-02,0.030597476600000003
2011-06-03,0.030418632000000004
2011-06-07,0.0305583377
2011-06-08,0.030924915
2011-06-09,0.0308330497
2011-06-10,0.030900705400000002
2011-06-13,0.0311848364
2011-06-14,0.0315517248
2011-06-15,0.0334653896
2011-06-16,0.035
2011-06-17,0.0361125839
2011-06-20,0.035808
2011-06-21,0.0358047528
2011-06-22,0.0359294723
2011-06-23,0.036168
2011-06-24,0.0359033878
2011-06-27,0.034956999999999995
2011-06-28,0.035007
2011-06-29,0.0349147905
2011-06-30,0.0347424871
2011-07-01,0.034319999999999996
2011-07-04,0.0340179992
2011-07-05,0.0340400004
2011-07-06,0.0341511413
2011-07-07,0.034
2011-07-08,0.0341
2011-07-11,0.0338205325
2011-07-12,0.03412280200000001
2011-07-13,0.0353227997
2011-07-14,0.0357787991
2011-07-15,0.0356739385
2011-07-18,0.035867971500000005
2011-07-19,0.0366504693
2011-07-20,0.0374996145
2011-07-21,0.0382422508
2011-07-22,0.0382754064
2011-07-25,0.0379429655
2011-07-26,0.0378423627
2011-07-27,0.0377931611
2011-07-28,0.0373932741
2011-07-29,0.0373386789
2011-08-01,0.0371017528
2011-08-02,0.0371942242
2011-08-03,0.0370453258
2011-08-04,0.037058609900000004
2011-08-05,0.036706656000000004
2011-08-08,0.0362326118
2011-08-09,0.0359899462
2011-08-10,0.0358208259
2011-08-11,0.035480722
2011-08-12,0.0357822571
2011-08-15,0.0358315721
2011-08-16,0.0362181923
2011-08-17,0.0362570659
2011-08-18,0.0365602951
2011-08-19,0.0364753827
2011-08-22,0.036390712500000005
2011-08-23,0.0364755814
2011-08-24,0.0366
2011-08-25,0.0366065381
2011-08-26,0.0366919876
2011-08-29,0.0380919909
2011-08-30,0.0393789911
2011-08-31,0.0391736714
2011-09-01,0.039
2011-09-02,0.038970469
2011-09-05,0.038923471
2011-09-06,0.0386753309
2011-09-07,0.0387274379
2011-09-08,0.0387164894
2011-09-09,0.0386420062
2011-09-13,0.038641798500000005
2011-09-14,0.0393418002
2011-09-15,0.039214080899999997
2011-09-16,0.039401
2011-09-19,0.0392192662
2011-09-20,0.0391163134
2011-09-21,0.038729282399999995
2011-09-22,0.0385289932
2011-09-23,0.0370319485
2011-09-26,0.0355191042
2011-09-27,0.035765799
2011-09-28,0.0361644279
2011-09-29,0.035829405099999996
2011-09-30,0.0360691391
2011-10-08,0.0359991883
2011-10-09,0.035531047999999996
2011-10-10,0.0345222069
2011-10-11,0.033824
2011-10-12,0.032323
2011-10-13,0.031501
2011-10-14,0.031466
2011-10-17,0.0314100003
2011-10-18,0.0314120007
2011-10-19,0.0314109993
2011-10-20,0.0314120007
2011-10-21,0.031400000000000004
2011-10-24,0.0313470006
2011-10-25,0.0316685058
2011-10-26,0.0316914919
2011-10-27,0.0318984311
2011-10-28,0.031898429400000004
2011-10-31,0.0313984299
2011-11-01,0.030899
2011-11-02,0.030680525000000004
2011-11-03,0.0302524259
2011-11-04,0.029969171000000003
2011-11-07,0.0299007525
2011-11-08,0.028563
2011-11-09,0.026438000000000003
2011-11-10,0.025705139199999998
2011-11-11,0.0256834281
2011-11-14,0.0255620657
2011-11-15,0.025459066500000002
2011-11-16,0.025692069499999998
2011-11-17,0.0259802474
2011-11-18,0.026012646799999997
2011-11-21,0.026110292999999996
2011-11-22,0.026397
2011-11-23,0.0267174097
2011-11-24,0.026753962200000002
2011-11-25,0.026931915
2011-11-28,0.027214591700000002
2011-11-29,0.0272395569
2011-11-30,0.027365884299999997
2011-12-01,0.0258658791
2011-12-02,0.0263338804
2011-12-05,0.0262128806
2011-12-06,0.0262934319
2011-12-07,0.0263
2011-12-08,0.0263000011
2011-12-09,0.0263240004
2011-12-12,0.026594647500000002
2011-12-13,0.0269255163
2011-12-14,0.027183292799999998
2011-12-15,0.027198344
2011-12-16,0.0272019602
2011-12-19,0.0271270845
2011-12-20,0.02712708
2011-12-21,0.027315999999999997
2011-12-22,0.027241001100000002
2011-12-23,0.027341001
2011-12-26,0.0273149991
2011-12-27,0.0273160005
2011-12-28,0.027341999999999998
2011-12-29,0.0273685002
2011-12-30,0.0272009993
2011-12-31,0.027167000799999997
2012-01-04,0.0272775006
2012-01-05,0.0274044991
2012-01-06,0.027390999800000003
2012-01-09,0.0273084998
2012-01-10,0.0272834992
2012-01-11,0.0278835011
2012-01-12,0.0278414989
2012-01-13,0.027938001200000003
2012-01-16,0.028250501200000003
2012-01-17,0.028208498999999998
2012-01-18,0.0286140213
2012-01-19,0.0284392752
2012-01-20,0.0281554176
2012-01-21,0.0281688657
2012-01-29,0.0277574179
2012-01-30,0.027757272300000004
2012-01-31,0.027657928300000002
2012-02-01,0.0278289673
2012-02-02,0.027733161200000002
2012-02-03,0.0278031133
2012-02-06,0.028130935
2012-02-07,0.0281756747
2012-02-08,0.0292754051
2012-02-09,0.029589100099999998
2012-02-10,0.029547030099999996
2012-02-13,0.0290373564
2012-02-14,0.029325330400000002
2012-02-15,0.0294366862
2012-02-16,0.0296956673
2012-02-17,0.0298563917
2012-02-20,0.0292185031
2012-02-21,0.029359533
2012-02-22,0.0293950821
2012-02-23,0.029411797599999998
2012-02-24,0.029269222199999997
2012-02-27,0.0293707644
2012-02-28,0.0294675098
2012-02-29,0.029475000699999997
2012-03-01,0.029305066
2012-03-02,0.029255823599999998
2012-03-05,0.0293069265
2012-03-06,0.0293216413
2012-03-07,0.0290134473
2012-03-08,0.0289578554
2012-03-09,0.0289218861
