order_book_id,date,num_trades,high,volume,open,prev_close,low,limit_down,close,iopv,limit_up,total_turnover
510500.XSHG,2015-01-05,1138.0,4.552638195467117,9489674.70953359,4.504747195383308,1.489,4.447876632783784,4.0108712570190255,4.528692695425213,1.518,4.902841133579972,44496787.0
510500.XSHG,2015-01-06,853.0,4.600529195550926,8402330.463938909,4.489781257857118,1.513,4.4598493828047365,4.076721382134262,4.597536008045688,1.535,4.980664008716163,39749067.0
510500.XSHG,2015-01-07,565.0,4.636447445613784,4784637.303063665,4.636447445613784,1.536,4.555631382972354,4.1365851322390235,4.600529195550926,1.538,5.0584868838523525,22823387.0
510500.XSHG,2015-01-08,580.0,4.606515570561403,5719837.837175441,4.597536008045688,1.537,4.534679070435688,4.139578319744262,4.558624570477594,1.526,5.06148007135759,27263916.0
510500.XSHG,2015-01-09,577.0,4.606515570561403,12245778.104203347,4.522706320414736,1.523,4.522706320414736,4.103660069681405,4.534679070435688,1.516,5.013589071273781,58281122.0
510500.XSHG,2015-01-12,463.0,4.525699507919974,9253024.337686958,4.525699507919974,1.515,4.447876632783784,4.082707757144739,4.4688289453204515,1.494,4.989643571231876,43090394.0
510500.XSHG,2015-01-13,562.0,4.549645007961879,15735678.67721038,4.447876632783784,1.493,4.399985632699975,4.022844007039978,4.531685882930451,1.514,4.9148138836009245,73865104.0
510500.XSHG,2015-01-14,720.0,4.546651820456641,16683271.021356115,4.504747195383308,1.514,4.483794882846642,4.079714569639501,4.513726757899022,1.507,4.983657196221401,78568607.0
510500.XSHG,2015-01-15,758.0,4.59454282054045,13607516.786652744,4.507740382888546,1.508,4.441890257773308,4.061755444608072,4.588556445529974,1.527,4.965698071189972,64335490.0
510500.XSHG,2015-01-16,619.0,4.630461070603307,13386578.847200312,4.57957688301426,1.533,4.549645007961879,4.130598757228547,4.630461070603307,1.546,5.0465141338313995,63920881.0
510500.XSHG,2015-01-19,6465.0,4.591549633035212,13679474.307166565,4.489781257857118,1.547,4.382026507668547,4.166517007291405,4.429917507752356,1.48,5.094405133915209,64446201.0
510500.XSHG,2015-01-20,640.0,4.585563258024735,7371544.0396082,4.4508698202890224,1.48,4.447876632783784,3.98692575697712,4.585563258024735,1.533,4.872909258527592,34732312.0
510500.XSHG,2015-01-21,1289.0,4.705290758234258,12835818.855653953,4.606515570561403,1.532,4.597536008045688,4.12760556972331,4.699304383223783,1.5719999999999998,5.043520946326162,62258184.0
510500.XSHG,2015-01-22,1592.0,4.789100008380926,16264718.163880924,4.720256695760449,1.57,4.702297570729021,4.229373944901405,4.777127258359973,1.595,5.169234821546161,80211502.0
510500.XSHG,2015-01-23,989.0,4.819031883433307,9008616.321589135,4.78311363337045,1.596,4.705290758234258,4.29821725752188,4.732229445781401,1.579,5.256037259198066,44441823.0
510500.XSHG,2015-01-26,1194.0,4.836991008464734,15491151.861047454,4.726243070770925,1.581,4.714270320749973,4.259305819953785,4.833997820959496,1.614,5.205153071609018,77197617.0
510500.XSHG,2015-01-27,1576.0,4.857943321001402,16412841.938025767,4.839984195969973,1.615,4.7561749458233065,4.352094632616166,4.845970570980449,1.619,5.318894196808065,82334591.0
510500.XSHG,2015-01-28,1445.0,4.875902446032829,25434797.25935711,4.795086383391401,1.619,4.795086383391401,4.36107419513188,4.822025070938544,1.611,5.330866946829017,128301131.0
510500.XSHG,2015-01-29,1285.0,4.825018258443782,12219164.642051594,4.795086383391401,1.611,4.7621613208337825,4.340121882595214,4.792093195886164,1.601,5.303928259281874,61080971.0
510500.XSHG,2015-01-30,2320.0,4.822025070938544,18784941.460639674,4.78311363337045,1.601,4.732229445781401,4.313183195048071,4.735222633286639,1.581,5.271003196724256,93123458.0
510500.XSHG,2015-02-02,1876.0,4.753181758318068,10771666.119092269,4.714270320749973,1.582,4.65739975815045,4.262299007459024,4.714270320749973,1.575,5.208146259114256,52778922.0
510500.XSHG,2015-02-03,2711.0,4.810052320917592,14111785.175424393,4.726243070770925,1.575,4.726243070770925,4.244339882427595,4.801072758401878,1.602,5.18719394657759,70039940.0
510500.XSHG,2015-02-04,1078.0,4.822025070938544,10755626.183815893,4.801072758401878,1.604,4.7711408833494975,4.322162757563785,4.777127258359973,1.596,5.27998275923997,53682702.0
510500.XSHG,2015-02-05,1085.0,4.872909258527592,28537124.17889259,4.848963758485687,1.596,4.741209008297116,4.29821725752188,4.744202195802354,1.587,5.256037259198066,142636094.0
510500.XSHG,2015-02-06,1112.0,4.753181758318068,24296136.201857015,4.744202195802354,1.585,4.62746788309807,4.271278569974737,4.651413383139974,1.5530000000000002,5.2201190091352085,118369760.0
510500.XSHG,2015-02-09,518.0,4.666379320666165,12381976.920461958,4.654406570645212,1.554,4.6095087580666405,4.187469319828072,4.624474695592831,1.545,5.115357446451876,59727828.0
510500.XSHG,2015-02-10,888.0,4.684338445697592,9100187.411770117,4.597536008045688,1.545,4.597536008045688,4.163523819786167,4.681345258192355,1.5659999999999998,5.088418758904733,43966966.0
510500.XSHG,2015-02-11,437.0,4.741209008297116,13101099.722109023,4.684338445697592,1.564,4.684338445697592,4.214408007375215,4.732229445781401,1.5830000000000002,5.148282509009495,64409418.0
510500.XSHG,2015-02-12,398.0,4.777127258359973,7651912.193250027,4.744202195802354,1.581,4.735222633286639,4.259305819953785,4.7711408833494975,1.594,5.205153071609018,37789808.0
510500.XSHG,2015-02-13,761.0,4.872909258527592,19099069.060889795,4.786106820875687,1.594,4.786106820875687,4.295224070016642,4.845970570980449,1.619,5.247057696682352,96269959.0
510500.XSHG,2015-02-16,679.0,4.944745758653305,12235550.702923052,4.845970570980449,1.619,4.845970570980449,4.36107419513188,4.941752571148068,1.646,5.330866946829017,62336381.0
510500.XSHG,2015-02-17,548.0,4.986650383726638,10599694.997825019,4.95372532116902,1.651,4.932773008632354,4.447876632783784,4.965698071189972,1.658,5.43562850951235,54598557.0
510500.XSHG,2015-02-25,1004.0,4.99862313374759,18180138.356234428,4.971684446200448,1.659,4.938759383642829,4.4688289453204515,4.95372532116902,1.6569999999999998,5.462567197059493,94053636.0
510500.XSHG,2015-02-26,671.0,5.016582258779019,19440750.24921226,4.950732133663782,1.655,4.947738946158544,4.4598493828047365,5.013589071273781,1.675,5.45059444703854,100551786.0
510500.XSHG,2015-02-27,769.0,5.0644732588628285,14532831.228860453,5.028555008799971,1.675,5.007602696263305,4.513726757899022,5.0644732588628285,1.6880000000000002,5.5164445721537785,76212396.0
510500.XSHG,2015-03-02,1893.0,5.175221196556637,20420414.75796058,5.091411946409971,1.692,5.073452821378543,4.558624570477594,5.1722280090514,1.722,5.570321947248064,108747631.0
510500.XSHG,2015-03-03,2906.0,5.2141326341247325,36433719.23379646,5.12433700896759,1.728,5.118350633957114,4.654406570645212,5.136309758988542,1.716,5.690049447457587,195340090.0
510500.XSHG,2015-03-04,10083.0,5.238078134166637,29181340.00759872,5.103384696430924,1.716,5.103384696430924,4.621481508087593,5.2350849466614,1.741,5.651138009889492,157014638.0
510500.XSHG,2015-03-05,1219.0,5.2350849466614,23199718.84210108,5.2171258216299705,1.749,5.157262071525209,4.711277133244735,5.223112196640447,1.741,5.758892760078063,125268598.0
510500.XSHG,2015-03-06,11245.0,5.2350849466614,26142627.954275556,5.205153071609018,1.745,5.13930294649378,4.702297570729021,5.148282509009495,1.72,5.74692001005711,141026266.0
510500.XSHG,2015-03-09,850.0,5.2350849466614,21561200.089057207,5.100391508925686,1.72,5.091411946409971,4.633454258108546,5.2350849466614,1.742,5.6631107599104435,115801226.0
510500.XSHG,2015-03-10,1156.0,5.291955509260922,11800177.682716895,5.229098571650923,1.749,5.208146259114256,4.711277133244735,5.26501682171378,1.76,5.758892760078063,64477191.0
510500.XSHG,2015-03-11,1069.0,5.276989571734733,13670907.538147649,5.276989571734733,1.759,5.2320917591561615,4.738215820791878,5.262023634208542,1.756,5.791817822635681,74840343.0
510500.XSHG,2015-03-12,865.0,5.276989571734733,18356270.36951158,5.271003196724256,1.758,5.2141326341247325,4.735222633286639,5.256037259198066,1.756,5.788824635130444,100240733.0
510500.XSHG,2015-03-13,1426.0,5.321887384313303,17587459.280094776,5.262023634208542,1.756,5.256037259198066,4.729236258276164,5.321887384313303,1.775,5.782838260119967,96779612.0
510500.XSHG,2015-03-16,3232.0,5.495492259617111,20308681.691325422,5.342839696849969,1.778,5.342839696849969,4.789100008380926,5.492499072111873,1.827,5.854674760245681,114377611.0
510500.XSHG,2015-03-17,3224.0,5.597260634795207,28818870.73437086,5.498485447122349,1.835,5.477533134585683,4.944745758653305,5.567328759742826,1.855,6.043245573075681,165818232.0
510500.XSHG,2015-03-18,2819.0,5.6661039474156825,28360933.72882666,5.567328759742826,1.86,5.549369634711398,5.010595883768543,5.65413119739473,1.886,6.124061635717108,165464294.0
510500.XSHG,2015-03-19,7181.0,5.711001759994254,18408471.760280117,5.651138009889492,1.889,5.612226572321397,5.088418758904733,5.711001759994254,1.902,6.219843635884728,108620974.0
510500.XSHG,2015-03-20,2802.0,5.770865510099015,29783508.640290003,5.70202219747854,1.908,5.687056259952349,5.13930294649378,5.761885947583301,1.92,6.2827005734947265,178092439.0
510500.XSHG,2015-03-23,6001.0,5.992361385486632,18681736.63327259,5.791817822635681,1.925,5.785831447625205,5.18719394657759,5.983381822970919,1.967,6.339571136094251,113987231.0
510500.XSHG,2015-03-24,27562.0,5.9564431354237755,26059441.258959495,5.941477197897585,1.999,5.716988135004729,5.3847443219233035,5.929504447876632,1.975,6.582019324018534,159261312.0
510500.XSHG,2015-03-25,5411.0,6.028279635549491,20033594.36111803,5.90256576032949,1.981,5.881613447792824,5.336853321839494,5.983381822970919,1.998,6.522155573913773,124227050.0
510500.XSHG,2015-03-26,4631.0,6.046238760580918,14663376.446345214,5.935490822887109,1.999,5.869640697771871,5.3847443219233035,5.935490822887109,1.983,6.582019324018534,90915710.0
