order_book_id,product_name,symbol,contract_multiplier,listed_date,maturity_date,de_listed_date,strike_price,option_type,exercise_type,round_lot,type,underlying_order_book_id,underlying_symbol,exchange,market_tplus,trading_hours,trading_code
10003223,510300C2109M04800,300ETF购9月4800,10000,2021-01-28,2021-09-22,2021-09-22,4.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003223
10003224,510300C2109M04900,300ETF购9月4900,10000,2021-01-28,2021-09-22,2021-09-22,4.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003224
10003225,510300C2109M05000,300ETF购9月5000,10000,2021-01-28,2021-09-22,2021-09-22,5.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003225
10003226,510300C2109M05250,300ETF购9月5250,10000,2021-01-28,2021-09-22,2021-09-22,5.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003226
10003227,510300C2109M05500,300ETF购9月5500,10000,2021-01-28,2021-09-22,2021-09-22,5.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003227
10003228,510300C2109M05750,300ETF购9月5750,10000,2021-01-28,2021-09-22,2021-09-22,5.75,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003228
10003229,510300C2109M06000,300ETF购9月6000,10000,2021-01-28,2021-09-22,2021-09-22,6.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003229
10003230,510300C2109M06250,300ETF购9月6250,10000,2021-01-28,2021-09-22,2021-09-22,6.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003230
10003231,510300C2109M06500,300ETF购9月6500,10000,2021-01-28,2021-09-22,2021-09-22,6.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003231
10003232,510300P2109M04800,300ETF沽9月4800,10000,2021-01-28,2021-09-22,2021-09-22,4.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003232
10003233,510300P2109M04900,300ETF沽9月4900,10000,2021-01-28,2021-09-22,2021-09-22,4.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003233
10003234,510300P2109M05000,300ETF沽9月5000,10000,2021-01-28,2021-09-22,2021-09-22,5.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003234
10003235,510300P2109M05250,300ETF沽9月5250,10000,2021-01-28,2021-09-22,2021-09-22,5.25,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003235
10003236,510300P2109M05500,300ETF沽9月5500,10000,2021-01-28,2021-09-22,2021-09-22,5.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003236
10003237,510300P2109M05750,300ETF沽9月5750,10000,2021-01-28,2021-09-22,2021-09-22,5.75,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003237
10003238,510300P2109M06000,300ETF沽9月6000,10000,2021-01-28,2021-09-22,2021-09-22,6.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003238
10003239,510300P2109M06250,300ETF沽9月6250,10000,2021-01-28,2021-09-22,2021-09-22,6.25,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003239
10003240,510300P2109M06500,300ETF沽9月6500,10000,2021-01-28,2021-09-22,2021-09-22,6.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003240
10003243,510300C2102M04700,300ETF购2月4700,10000,2021-02-01,2021-02-24,2021-02-24,4.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003243
10003244,510300P2102M04700,300ETF沽2月4700,10000,2021-02-01,2021-02-24,2021-02-24,4.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003244
10003245,510300C2103M04700,300ETF购3月4700,10000,2021-02-01,2021-03-24,2021-03-24,4.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003245
10003246,510300P2103M04700,300ETF沽3月4700,10000,2021-02-01,2021-03-24,2021-03-24,4.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003246
10003247,510300C2106M04700,300ETF购6月4700,10000,2021-02-01,2021-06-23,2021-06-23,4.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003247
10003248,510300P2106M04700,300ETF沽6月4700,10000,2021-02-01,2021-06-23,2021-06-23,4.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003248
10003249,510300C2109M04700,300ETF购9月4700,10000,2021-02-01,2021-09-22,2021-09-22,4.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003249
10003250,510300P2109M04700,300ETF沽9月4700,10000,2021-02-01,2021-09-22,2021-09-22,4.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003250
10003253,510300C2109M06750,300ETF购9月6750,10000,2021-02-10,2021-09-22,2021-09-22,6.75,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003253
10003254,510300P2109M06750,300ETF沽9月6750,10000,2021-02-10,2021-09-22,2021-09-22,6.75,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003254
10003281,510300C2104M04800,300ETF购4月4800,10000,2021-02-25,2021-04-28,2021-04-28,4.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003281
10003282,510300C2104M04900,300ETF购4月4900,10000,2021-02-25,2021-04-28,2021-04-28,4.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003282
10003283,510300C2104M05000,300ETF购4月5000,10000,2021-02-25,2021-04-28,2021-04-28,5.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003283
10003284,510300C2104M05250,300ETF购4月5250,10000,2021-02-25,2021-04-28,2021-04-28,5.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003284
10003285,510300C2104M05500,300ETF购4月5500,10000,2021-02-25,2021-04-28,2021-04-28,5.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003285
10003286,510300C2104M05750,300ETF购4月5750,10000,2021-02-25,2021-04-28,2021-04-28,5.75,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003286
10003287,510300C2104M06000,300ETF购4月6000,10000,2021-02-25,2021-04-28,2021-04-28,6.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003287
10003288,510300C2104M06250,300ETF购4月6250,10000,2021-02-25,2021-04-28,2021-04-28,6.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003288
10003289,510300C2104M06500,300ETF购4月6500,10000,2021-02-25,2021-04-28,2021-04-28,6.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003289
10003290,510300P2104M04800,300ETF沽4月4800,10000,2021-02-25,2021-04-28,2021-04-28,4.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003290
10003291,510300P2104M04900,300ETF沽4月4900,10000,2021-02-25,2021-04-28,2021-04-28,4.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003291
10003292,510300P2104M05000,300ETF沽4月5000,10000,2021-02-25,2021-04-28,2021-04-28,5.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003292
10003293,510300P2104M05250,300ETF沽4月5250,10000,2021-02-25,2021-04-28,2021-04-28,5.25,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003293
10003294,510300P2104M05500,300ETF沽4月5500,10000,2021-02-25,2021-04-28,2021-04-28,5.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003294
10003295,510300P2104M05750,300ETF沽4月5750,10000,2021-02-25,2021-04-28,2021-04-28,5.75,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003295
10003296,510300P2104M06000,300ETF沽4月6000,10000,2021-02-25,2021-04-28,2021-04-28,6.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003296
10003297,510300P2104M06250,300ETF沽4月6250,10000,2021-02-25,2021-04-28,2021-04-28,6.25,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003297
10003298,510300P2104M06500,300ETF沽4月6500,10000,2021-02-25,2021-04-28,2021-04-28,6.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003298
10003301,510300C2104M04700,300ETF购4月4700,10000,2021-03-01,2021-04-28,2021-04-28,4.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003301
10003302,510300P2104M04700,300ETF沽4月4700,10000,2021-03-01,2021-04-28,2021-04-28,4.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003302
10003307,510300C2103M04600,300ETF购3月4600,10000,2021-03-09,2021-03-24,2021-03-24,4.6,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003307
10003308,510300P2103M04600,300ETF沽3月4600,10000,2021-03-09,2021-03-24,2021-03-24,4.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003308
10003309,510300C2104M04600,300ETF购4月4600,10000,2021-03-09,2021-04-28,2021-04-28,4.6,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003309
10003310,510300P2104M04600,300ETF沽4月4600,10000,2021-03-09,2021-04-28,2021-04-28,4.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003310
10003311,510300C2106M04600,300ETF购6月4600,10000,2021-03-09,2021-06-23,2021-06-23,4.6,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003311
10003312,510300P2106M04600,300ETF沽6月4600,10000,2021-03-09,2021-06-23,2021-06-23,4.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003312
10003313,510300C2109M04600,300ETF购9月4600,10000,2021-03-09,2021-09-22,2021-09-22,4.6,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003313
10003314,510300P2109M04600,300ETF沽9月4600,10000,2021-03-09,2021-09-22,2021-09-22,4.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003314
10003319,510300C2104M04500,300ETF购4月4500,10000,2021-03-25,2021-04-28,2021-04-28,4.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003319
10003320,510300P2104M04500,300ETF沽4月4500,10000,2021-03-25,2021-04-28,2021-04-28,4.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003320
10003321,510300C2106M04500,300ETF购6月4500,10000,2021-03-25,2021-06-23,2021-06-23,4.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003321
10003322,510300P2106M04500,300ETF沽6月4500,10000,2021-03-25,2021-06-23,2021-06-23,4.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003322
10003323,510300C2109M04500,300ETF购9月4500,10000,2021-03-25,2021-09-22,2021-09-22,4.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003323
10003324,510300P2109M04500,300ETF沽9月4500,10000,2021-03-25,2021-09-22,2021-09-22,4.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003324
10003343,510300C2105M04500,300ETF购5月4500,10000,2021-03-25,2021-05-26,2021-05-26,4.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003343
10003344,510300C2105M04600,300ETF购5月4600,10000,2021-03-25,2021-05-26,2021-05-26,4.6,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003344
10003345,510300C2105M04700,300ETF购5月4700,10000,2021-03-25,2021-05-26,2021-05-26,4.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003345
10003346,510300C2105M04800,300ETF购5月4800,10000,2021-03-25,2021-05-26,2021-05-26,4.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003346
10003347,510300C2105M04900,300ETF购5月4900,10000,2021-03-25,2021-05-26,2021-05-26,4.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003347
10003348,510300C2105M05000,300ETF购5月5000,10000,2021-03-25,2021-05-26,2021-05-26,5.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003348
10003349,510300C2105M05250,300ETF购5月5250,10000,2021-03-25,2021-05-26,2021-05-26,5.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003349
10003350,510300C2105M05500,300ETF购5月5500,10000,2021-03-25,2021-05-26,2021-05-26,5.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003350
10003351,510300C2105M05750,300ETF购5月5750,10000,2021-03-25,2021-05-26,2021-05-26,5.75,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003351
10003352,510300P2105M04500,300ETF沽5月4500,10000,2021-03-25,2021-05-26,2021-05-26,4.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003352
10003353,510300P2105M04600,300ETF沽5月4600,10000,2021-03-25,2021-05-26,2021-05-26,4.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003353
10003354,510300P2105M04700,300ETF沽5月4700,10000,2021-03-25,2021-05-26,2021-05-26,4.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003354
10003355,510300P2105M04800,300ETF沽5月4800,10000,2021-03-25,2021-05-26,2021-05-26,4.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003355
10003356,510300P2105M04900,300ETF沽5月4900,10000,2021-03-25,2021-05-26,2021-05-26,4.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003356
10003357,510300P2105M05000,300ETF沽5月5000,10000,2021-03-25,2021-05-26,2021-05-26,5.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003357
10003358,510300P2105M05250,300ETF沽5月5250,10000,2021-03-25,2021-05-26,2021-05-26,5.25,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003358
10003359,510300P2105M05500,300ETF沽5月5500,10000,2021-03-25,2021-05-26,2021-05-26,5.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003359
10003360,510300P2105M05750,300ETF沽5月5750,10000,2021-03-25,2021-05-26,2021-05-26,5.75,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003360
10003361,510300C2105M06000,300ETF购5月6000,10000,2021-03-29,2021-05-26,2021-05-26,6.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003361
10003362,510300P2105M06000,300ETF沽5月6000,10000,2021-03-29,2021-05-26,2021-05-26,6.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003362
10003365,510300C2105M06250,300ETF购5月6250,10000,2021-04-06,2021-05-26,2021-05-26,6.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003365
10003366,510300P2105M06250,300ETF沽5月6250,10000,2021-04-06,2021-05-26,2021-05-26,6.25,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003366
10003391,510300C2112M04700,300ETF购12月4700,10000,2021-04-29,2021-12-22,2021-12-22,4.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003391
10003392,510300C2112M04800,300ETF购12月4800,10000,2021-04-29,2021-12-22,2021-12-22,4.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003392
10003393,510300C2112M04900,300ETF购12月4900,10000,2021-04-29,2021-12-22,2021-12-22,4.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003393
10003394,510300C2112M05000,300ETF购12月5000,10000,2021-04-29,2021-12-22,2021-12-22,5.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003394
10003395,510300C2112M05250,300ETF购12月5250,10000,2021-04-29,2021-12-22,2021-12-22,5.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003395
10003396,510300C2112M05500,300ETF购12月5500,10000,2021-04-29,2021-12-22,2021-12-22,5.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003396
10003397,510300C2112M05750,300ETF购12月5750,10000,2021-04-29,2021-12-22,2021-12-22,5.75,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003397
10003398,510300C2112M06000,300ETF购12月6000,10000,2021-04-29,2021-12-22,2021-12-22,6.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003398
10003399,510300C2112M06250,300ETF购12月6250,10000,2021-04-29,2021-12-22,2021-12-22,6.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003399
10003400,510300P2112M04700,300ETF沽12月4700,10000,2021-04-29,2021-12-22,2021-12-22,4.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003400
10003401,510300P2112M04800,300ETF沽12月4800,10000,2021-04-29,2021-12-22,2021-12-22,4.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003401
10003402,510300P2112M04900,300ETF沽12月4900,10000,2021-04-29,2021-12-22,2021-12-22,4.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003402
10003403,510300P2112M05000,300ETF沽12月5000,10000,2021-04-29,2021-12-22,2021-12-22,5.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003403
10003404,510300P2112M05250,300ETF沽12月5250,10000,2021-04-29,2021-12-22,2021-12-22,5.25,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003404
10003405,510300P2112M05500,300ETF沽12月5500,10000,2021-04-29,2021-12-22,2021-12-22,5.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003405
10003406,510300P2112M05750,300ETF沽12月5750,10000,2021-04-29,2021-12-22,2021-12-22,5.75,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003406
10003407,510300P2112M06000,300ETF沽12月6000,10000,2021-04-29,2021-12-22,2021-12-22,6.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003407
10003408,510300P2112M06250,300ETF沽12月6250,10000,2021-04-29,2021-12-22,2021-12-22,6.25,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003408
10003411,510300C2112M04600,300ETF购12月4600,10000,2021-05-07,2021-12-22,2021-12-22,4.6,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003411
10003412,510300P2112M04600,300ETF沽12月4600,10000,2021-05-07,2021-12-22,2021-12-22,4.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003412
10003433,510300C2107M04700,300ETF购7月4700,10000,2021-05-27,2021-07-28,2021-07-28,4.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003433
10003434,510300C2107M04800,300ETF购7月4800,10000,2021-05-27,2021-07-28,2021-07-28,4.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003434
10003435,510300C2107M04900,300ETF购7月4900,10000,2021-05-27,2021-07-28,2021-07-28,4.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003435
10003436,510300C2107M05000,300ETF购7月5000,10000,2021-05-27,2021-07-28,2021-07-28,5.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003436
10003437,510300C2107M05250,300ETF购7月5250,10000,2021-05-27,2021-07-28,2021-07-28,5.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003437
10003438,510300C2107M05500,300ETF购7月5500,10000,2021-05-27,2021-07-28,2021-07-28,5.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003438
10003439,510300C2107M05750,300ETF购7月5750,10000,2021-05-27,2021-07-28,2021-07-28,5.75,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003439
10003440,510300C2107M06000,300ETF购7月6000,10000,2021-05-27,2021-07-28,2021-07-28,6.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003440
10003441,510300C2107M06250,300ETF购7月6250,10000,2021-05-27,2021-07-28,2021-07-28,6.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003441
10003442,510300P2107M04700,300ETF沽7月4700,10000,2021-05-27,2021-07-28,2021-07-28,4.7,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003442
10003443,510300P2107M04800,300ETF沽7月4800,10000,2021-05-27,2021-07-28,2021-07-28,4.8,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003443
10003444,510300P2107M04900,300ETF沽7月4900,10000,2021-05-27,2021-07-28,2021-07-28,4.9,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003444
10003445,510300P2107M05000,300ETF沽7月5000,10000,2021-05-27,2021-07-28,2021-07-28,5.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003445
10003446,510300P2107M05250,300ETF沽7月5250,10000,2021-05-27,2021-07-28,2021-07-28,5.25,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003446
10003447,510300P2107M05500,300ETF沽7月5500,10000,2021-05-27,2021-07-28,2021-07-28,5.5,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003447
10003448,510300P2107M05750,300ETF沽7月5750,10000,2021-05-27,2021-07-28,2021-07-28,5.75,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003448
10003449,510300P2107M06000,300ETF沽7月6000,10000,2021-05-27,2021-07-28,2021-07-28,6.0,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003449
10003450,510300P2107M06250,300ETF沽7月6250,10000,2021-05-27,2021-07-28,2021-07-28,6.25,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003450
10003457,510300C2107M04600,300ETF购7月4600,10000,2021-06-17,2021-07-28,2021-07-28,4.6,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003457
10003458,510300P2107M04600,300ETF沽7月4600,10000,2021-06-17,2021-07-28,2021-07-28,4.6,P,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003458
10003479,510300C2108M04700,300ETF购8月4700,10000,2021-06-24,2021-08-25,2021-08-25,4.7,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003479
10003480,510300C2108M04800,300ETF购8月4800,10000,2021-06-24,2021-08-25,2021-08-25,4.8,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003480
10003481,510300C2108M04900,300ETF购8月4900,10000,2021-06-24,2021-08-25,2021-08-25,4.9,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003481
10003482,510300C2108M05000,300ETF购8月5000,10000,2021-06-24,2021-08-25,2021-08-25,5.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003482
10003483,510300C2108M05250,300ETF购8月5250,10000,2021-06-24,2021-08-25,2021-08-25,5.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003483
10003484,510300C2108M05500,300ETF购8月5500,10000,2021-06-24,2021-08-25,2021-08-25,5.5,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003484
10003485,510300C2108M05750,300ETF购8月5750,10000,2021-06-24,2021-08-25,2021-08-25,5.75,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003485
10003486,510300C2108M06000,300ETF购8月6000,10000,2021-06-24,2021-08-25,2021-08-25,6.0,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003486
10003487,510300C2108M06250,300ETF购8月6250,10000,2021-06-24,2021-08-25,2021-08-25,6.25,C,E,1,Option,510300.XSHG,510300.XSHG,XSHG,0,"09:31-11:30,13:01-15:00",10003487
