open,high,low,last,limit_up,limit_down,iopv,pre_iopv,prev_close,close,settlement,prev_settlement,datetime,order_book_id,volume,total_turnover,num_trades,trading_phase_code,open_interest,ask,bid,ask_vol,bid_vol,trading_date
0.7147,0.8447,0.7147,0.8231,1.1341,0.2189,,,0.6765,0.8231,,0.6765,2.026032315000032e+16,10010920,307.0,2423997.0,230.0,T,1247.0,"[0.8228, 0.8291, 0.835, 0.8377, 0.8424]","[0.8127, 0.8107, 0.8037, 0.8024, 0.7979]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.3035,0.3035,0.2243,0.2436,0.7888,0.0001,,,0.3312,0.2436,,0.3312,2.026032315000043e+16,10010921,1219.0,3177418.0,275.0,T,5739.0,"[0.2466, 0.2488, 0.2499, 0.2508, 0.2539]","[0.2417, 0.2402, 0.2341, 0.2318, 0.2309]","[1, 1, 3, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.2356,0.2356,0.1704,0.1877,0.7159,0.0001,,,0.2585,0.1877,,0.2583,2.0260323150000216e+16,10010922,2976.0,5612615.0,789.0,T,3436.0,"[0.1881, 0.1885, 0.1892, 0.1934, 0.1957]","[0.1854, 0.1834, 0.1799, 0.178, 0.1772]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.1776,0.1899,0.1294,0.1408,0.6541,0.0001,,,0.1965,0.1408,,0.1965,2.026032315000011e+16,10010923,6095.0,9051611.0,1722.0,T,7069.0,"[0.1425, 0.1434, 0.145, 0.1475, 0.1476]","[0.1415, 0.1409, 0.1408, 0.1405, 0.1404]","[1, 1, 1, 1, 1]","[10, 10, 1, 1, 10]",20260323.0
0.1294,0.1358,0.0964,0.105,0.5998,0.0001,,,0.1446,0.105,,0.1446,2.026032315000031e+16,10010924,5735.0,6381178.0,1588.0,T,11097.0,"[0.1059, 0.1069, 0.1075, 0.11, 0.1105]","[0.1058, 0.1053, 0.105, 0.1048, 0.1023]","[2, 1, 1, 1, 1]","[9, 10, 5, 1, 1]",20260323.0
0.1,0.101,0.0722,0.078,0.5513,0.0001,,,0.1061,0.078,,0.1061,2.026032315000011e+16,10010925,7781.0,6516246.0,2504.0,T,15830.0,"[0.078, 0.0787, 0.079, 0.0793, 0.0797]","[0.0777, 0.0763, 0.0752, 0.0751, 0.0748]","[14, 1, 2, 1, 1]","[1, 5, 1, 1, 1]",20260323.0
0.0681,0.0721,0.0536,0.0578,0.5072,0.0001,,,0.072,0.0578,,0.072,2.026032315000044e+16,10010926,9867.0,5936523.0,2140.0,T,12895.0,"[0.0585, 0.0589, 0.0611, 0.0613, 0.062]","[0.058, 0.0577, 0.0559, 0.0557, 0.0552]","[25, 1, 1, 1, 1]","[20, 1, 1, 1, 1]",20260323.0
0.0475,0.054,0.0402,0.0425,0.4802,0.0001,,,0.055,0.0425,,0.055,2.0260323150000216e+16,10010927,7446.0,3391628.0,1858.0,T,12512.0,"[0.0435, 0.0439, 0.044, 0.0445, 0.045]","[0.043, 0.0418, 0.0416, 0.0414, 0.041]","[5, 1, 1, 5, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0365,0.0413,0.0264,0.0316,0.4553,0.0001,,,0.0401,0.0316,,0.0401,2.0260323150000332e+16,10010928,8199.0,2809010.0,1815.0,T,23136.0,"[0.0338, 0.0342, 0.0347, 0.0349, 0.035]","[0.0316, 0.0314, 0.0313, 0.0312, 0.0311]","[1, 1, 1, 1, 20]","[5, 1, 1, 2, 7]",20260323.0
0.0196,0.0237,0.0139,0.0196,0.4116,0.0001,,,0.0214,0.0196,,0.0214,2.0260323150000416e+16,10010929,9719.0,1850249.0,2100.0,T,16872.0,"[0.0198, 0.0199, 0.02, 0.0202, 0.0204]","[0.0196, 0.0192, 0.0185, 0.0184, 0.0183]","[1, 1, 2, 2, 1]","[1, 1, 1, 1, 11]",20260323.0
0.0921,0.1646,0.0921,0.1484,0.4866,0.0001,,,0.0842,0.1484,,0.0842,2.0260323150000416e+16,10010930,13225.0,17625941.0,3909.0,T,14087.0,"[0.1504, 0.1505, 0.1549, 0.1559, 0.1566]","[0.1482, 0.1475, 0.1471, 0.1425, 0.1411]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.1235,0.2117,0.1235,0.1919,0.5364,0.0001,,,0.114,0.1919,,0.114,2.026032315000003e+16,10010931,9153.0,16098490.0,2393.0,T,8510.0,"[0.1919, 0.193, 0.1933, 0.1941, 0.2001]","[0.1902, 0.1844, 0.1835, 0.1825, 0.182]","[1, 5, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.1671,0.2699,0.1639,0.2431,0.5898,0.0001,,,0.1474,0.2431,,0.1474,2.0260323150000516e+16,10010932,8304.0,17966971.0,2134.0,T,7067.0,"[0.2472, 0.2478, 0.2556, 0.2589, 0.26]","[0.2429, 0.2365, 0.2355, 0.2345, 0.2324]","[1, 1, 2, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.2185,0.3335,0.2185,0.31,0.6493,0.0001,,,0.1917,0.31,,0.1917,2.026032315000004e+16,10010933,4886.0,13520944.0,1107.0,T,9216.0,"[0.3111, 0.3118, 0.3201, 0.3207, 0.3223]","[0.3057, 0.3, 0.2999, 0.2967, 0.2957]","[1, 1, 2, 1, 1]","[1, 50, 1, 1, 1]",20260323.0
0.287,0.4106,0.287,0.3825,0.7181,0.0001,,,0.2605,0.3825,,0.2605,2.0260323150000416e+16,10010934,2665.0,9252979.0,805.0,T,8186.0,"[0.3837, 0.3847, 0.3943, 0.3979, 0.4014]","[0.3825, 0.38, 0.3771, 0.3722, 0.3681]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.3587,0.4903,0.34,0.4718,0.7876,0.0001,,,0.33,0.4718,,0.33,2.026032315000047e+16,10010935,399.0,1692450.0,146.0,T,4743.0,"[0.4633, 0.4663, 0.475, 0.4814, 0.4846]","[0.457, 0.4513, 0.4471, 0.4406, 0.4377]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.4441,0.5692,0.4441,0.5692,0.8664,0.0001,,,0.3886,0.5692,,0.4088,2.0260323150000416e+16,10010936,57.0,276654.0,17.0,T,3298.0,"[0.5478, 0.5522, 0.5608, 0.5701, 0.5731]","[0.5413, 0.5356, 0.5318, 0.5211, 0.5183]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.5287,0.664,0.5287,0.653,0.9502,0.035,,,0.4733,0.653,,0.4926,2.0260323150000216e+16,10010937,273.0,1692893.0,66.0,T,3639.0,"[0.6365, 0.6412, 0.6503, 0.6635, 0.6662]","[0.6286, 0.6239, 0.6206, 0.6057, 0.6033]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.7862,0.897,0.778,0.8779,1.1774,0.2622,,,0.7094,0.8779,,0.7198,2.026032315000035e+16,10010938,94.0,758048.0,26.0,T,1155.0,"[0.8708, 0.8759, 0.8844, 0.9082, 0.9119]","[0.8586, 0.8574, 0.8537, 0.8291, 0.8257]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.3484,0.3484,0.2676,0.2688,0.8174,0.0001,,,0.3598,0.2688,,0.3598,2.0260323150000216e+16,10010989,486.0,1418431.0,156.0,T,1046.0,"[0.2761, 0.2868, 0.2875, 0.2917, 0.2938]","[0.2715, 0.2707, 0.264, 0.2615, 0.2611]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.2813,0.2813,0.2195,0.2264,0.7578,0.0001,,,0.3046,0.2264,,0.3002,2.026032315000031e+16,10010990,357.0,856431.0,200.0,T,1279.0,"[0.2283, 0.2374, 0.2387, 0.2429, 0.2431]","[0.2238, 0.218, 0.2159, 0.2123, 0.2116]","[1, 1, 1, 1, 3]","[2, 1, 1, 1, 2]",20260323.0
0.225,0.2615,0.1799,0.1885,0.7026,0.0001,,,0.245,0.1885,,0.245,2.026032315000013e+16,10010991,1156.0,2376151.0,580.0,T,1230.0,"[0.1876, 0.1949, 0.1976, 0.198, 0.1997]","[0.1839, 0.1837, 0.1835, 0.1804, 0.1793]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.189,0.2419,0.1448,0.1546,0.6558,0.0001,,,0.2009,0.1546,,0.2006,2.0260323150000224e+16,10010992,933.0,1490964.0,468.0,T,1639.0,"[0.1536, 0.1597, 0.1627, 0.1636, 0.1637]","[0.1505, 0.1496, 0.1463, 0.1453, 0.143]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.1537,0.1537,0.1192,0.1265,0.6091,0.0001,,,0.1639,0.1265,,0.1639,2.0260323150000024e+16,10010993,1338.0,1844000.0,576.0,T,3245.0,"[0.1275, 0.13, 0.1309, 0.1325, 0.1341]","[0.1264, 0.1236, 0.1218, 0.1215, 0.1214]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.1242,0.1242,0.0975,0.1027,0.568,0.0001,,,0.1328,0.1027,,0.1328,2.026032315000011e+16,10010994,907.0,1002621.0,555.0,T,2924.0,"[0.1032, 0.1039, 0.104, 0.105, 0.1075]","[0.1012, 0.0995, 0.098, 0.0975, 0.097]","[1, 4, 1, 2, 1]","[1, 1, 4, 1, 1]",20260323.0
0.1,0.1016,0.0784,0.0837,0.5327,0.0001,,,0.107,0.0837,,0.1075,2.026032315000043e+16,10010995,599.0,538604.0,303.0,T,4262.0,"[0.085, 0.0875, 0.0889, 0.0896, 0.0899]","[0.0833, 0.081, 0.0808, 0.08, 0.0798]","[2, 1, 1, 2, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0817,0.0827,0.0645,0.0693,0.5017,0.0001,,,0.0862,0.0693,,0.0865,2.0260323150000216e+16,10010996,1444.0,1073992.0,512.0,T,6062.0,"[0.0705, 0.0736, 0.074, 0.0743, 0.0744]","[0.0691, 0.0679, 0.0677, 0.0675, 0.0673]","[1, 1, 1, 2, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0487,0.0538,0.042,0.0458,0.4439,0.0001,,,0.0545,0.0458,,0.0537,2.026032315000011e+16,10010997,2853.0,1341037.0,865.0,T,4828.0,"[0.0459, 0.048, 0.0481, 0.0485, 0.0491]","[0.045, 0.0439, 0.0437, 0.0436, 0.0435]","[1, 2, 1, 21, 1]","[12, 1, 1, 1, 1]",20260323.0
0.1645,0.2371,0.1601,0.23,0.5524,0.0001,,,0.1499,0.23,,0.15,2.026032315000031e+16,10010998,1248.0,2460196.0,627.0,T,4527.0,"[0.2235, 0.2255, 0.2293, 0.232, 0.2339]","[0.219, 0.2153, 0.2128, 0.211, 0.2094]","[1, 1, 1, 3, 1]","[1, 1, 1, 1, 1]",20260323.0
0.2047,0.2906,0.2047,0.2755,0.613,0.0001,,,0.1862,0.2755,,0.1906,2.0260323150000452e+16,10010999,566.0,1356200.0,301.0,T,2508.0,"[0.2754, 0.2813, 0.2874, 0.2875, 0.2937]","[0.27, 0.2663, 0.2622, 0.2614, 0.2565]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 2]",20260323.0
0.248,0.3468,0.248,0.3344,0.6772,0.0001,,,0.2348,0.3344,,0.2348,2.026032315000023e+16,10011000,404.0,1270010.0,165.0,T,2161.0,"[0.3343, 0.3395, 0.347, 0.3486, 0.3587]","[0.3277, 0.3237, 0.32, 0.3192, 0.317]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.3167,0.4134,0.2927,0.4067,0.7365,0.0001,,,0.2789,0.4067,,0.2789,2.026032315000004e+16,10011001,329.0,1201771.0,118.0,T,2218.0,"[0.3995, 0.4039, 0.405, 0.4107, 0.4128]","[0.3916, 0.3877, 0.3827, 0.3792, 0.3728]","[1, 1, 2, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.3599,0.4877,0.3599,0.484,0.8103,0.0001,,,0.3527,0.484,,0.3527,2.026032315000044e+16,10011002,530.0,2247852.0,170.0,T,1297.0,"[0.4714, 0.4748, 0.484, 0.4846, 0.4875]","[0.4621, 0.458, 0.4529, 0.4495, 0.4472]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.4579,0.5597,0.4579,0.5568,0.8735,0.0001,,,0.4159,0.5568,,0.4159,2.0260323150000464e+16,10011003,128.0,645841.0,34.0,T,1182.0,"[0.5484, 0.5507, 0.5617, 0.5722, 0.5835]","[0.5376, 0.5338, 0.528, 0.5203, 0.5096]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.511,0.6341,0.511,0.6341,0.9507,0.0355,,,0.462,0.6341,,0.4931,2.026032315000049e+16,10011004,64.0,378669.0,15.0,T,1155.0,"[0.6298, 0.6308, 0.6427, 0.6571, 0.6666]","[0.6173, 0.6138, 0.6075, 0.5975, 0.586]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.5962,0.7238,0.5962,0.7238,1.0293,0.1141,,,0.558,0.7238,,0.5717,2.026032315000011e+16,10011005,128.0,852758.0,17.0,T,2214.0,"[0.7139, 0.715, 0.7272, 0.7458, 0.7604]","[0.6998, 0.6975, 0.6912, 0.6781, 0.6641]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.8569,0.9285,0.8502,0.9285,1.2395,0.3243,,,0.7554,0.9285,,0.7819,2.026032315000004e+16,10011006,44.0,402740.0,9.0,T,1554.0,"[0.935, 0.9374, 0.9491, 0.979, 0.9965]","[0.9189, 0.9182, 0.9101, 0.8901, 0.8703]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0003,0.0006,0.0002,0.0004,0.3655,0.0001,,,0.0003,0.0004,,0.0003,2.026032315000031e+16,10011065,2090.0,9473.0,252.0,T,6601.0,"[0.0004, 0.0007, 0.0008, 0.0009, 0.0014]","[0.0002, 0.0001, 0, 0, 0]","[12, 32, 1, 2, 1]","[12, 22, 0, 0, 0]",20260323.0
0.9759,1.0306,0.9759,1.0306,1.383,0.4678,,,0.9148,1.0306,,0.9254,2.026032315000031e+16,10011066,46.0,461631.0,18.0,T,220.0,"[1.0739, 1.0814, 1.0849, 1.0938, 1.0982]","[1.0609, 1.06, 1.0537, 1.046, 1.0418]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0115,0.0149,0.0089,0.0124,0.3783,0.0001,,,0.0131,0.0124,,0.0131,2.026032315000031e+16,10011067,19956.0,2421989.0,2367.0,T,14054.0,"[0.013, 0.0133, 0.0134, 0.0136, 0.0138]","[0.0123, 0.0121, 0.012, 0.0119, 0.0118]","[1, 1, 3, 3, 3]","[1, 1, 2, 4, 1]",20260323.0
1.0377,1.1396,1.0377,1.1396,1.4172,0.502,,,0.955,1.1396,,0.9596,2.026032315000031e+16,10011068,8.0,86696.0,7.0,T,226.0,"[1.1124, 1.1193, 1.1258, 1.161, 1.1641]","[1.0979, 1.0971, 1.0947, 1.0584, 1.0556]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0314,0.0666,0.0292,0.031,0.3997,0.0001,,,0.0352,0.031,,0.0345,2.0260323150000416e+16,10011069,1381.0,440878.0,508.0,T,5460.0,"[0.0312, 0.0322, 0.0325, 0.0329, 0.033]","[0.0305, 0.0303, 0.0301, 0.03, 0.0297]","[1, 1, 16, 2, 10]","[2, 2, 1, 1, 1]",20260323.0
1.1,1.1832,1.096,1.1778,1.4672,0.552,,,0.9998,1.1778,,1.0096,2.0260323150000024e+16,10011070,18.0,204742.0,6.0,T,748.0,"[1.1678, 1.1707, 1.1812, 1.2228, 1.2442]","[1.1497, 1.1476, 1.1416, 1.1117, 1.0867]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.3361,0.3361,0.2127,0.2329,0.8336,0.0001,,,0.373,0.2329,,0.376,2.026032315000031e+16,10011079,690.0,1689238.0,153.0,T,843.0,"[0.2384, 0.2404, 0.2439, 0.2443, 0.2447]","[0.2351, 0.2337, 0.2331, 0.2302, 0.2298]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 10]",20260323.0
0.001,0.0119,0.0009,0.0077,0.3833,0.0001,,,0.0009,0.0077,,0.0009,2.0260323150000012e+16,10011080,13455.0,833953.0,3354.0,T,11171.0,"[0.0077, 0.008, 0.0081, 0.0082, 0.0083]","[0.0073, 0.0071, 0.007, 0.0067, 0.0064]","[8, 2, 15, 1, 2]","[33, 17, 40, 1, 1]",20260323.0
0.3724,0.3724,0.2859,0.3054,0.864,0.0001,,,0.419,0.3054,,0.4064,2.026032315000031e+16,10011081,1063.0,3380383.0,212.0,T,2621.0,"[0.311, 0.3166, 0.3215, 0.3216, 0.3253]","[0.3048, 0.296, 0.2958, 0.2925, 0.2881]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.0687,0.1278,0.0687,0.114,0.4455,0.0001,,,0.0636,0.114,,0.0631,2.026032315000035e+16,10011082,16359.0,16359016.0,4155.0,T,9993.0,"[0.1156, 0.1161, 0.1191, 0.12, 0.1201]","[0.114, 0.1134, 0.113, 0.111, 0.11]","[1, 1, 1, 1, 1]","[3, 1, 5, 50, 2]",20260323.0
0.4028,0.4028,0.32,0.3257,0.8831,0.0001,,,0.425,0.3257,,0.4255,2.0260323150000224e+16,10011083,1794.0,6264654.0,321.0,T,2672.0,"[0.3257, 0.3314, 0.3415, 0.3452, 0.3475]","[0.3248, 0.3193, 0.3167, 0.3139, 0.3127]","[7, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.123,0.1922,0.118,0.1866,0.5002,0.0001,,,0.1178,0.1866,,0.1178,2.026032315000036e+16,10011084,5819.0,9394714.0,2933.0,T,8124.0,"[0.1793, 0.1848, 0.188, 0.1886, 0.19]","[0.1757, 0.1721, 0.171, 0.1677, 0.1676]","[1, 1, 1, 1, 2]","[1, 1, 1, 1, 1]",20260323.0
0.1806,0.1806,0.1234,0.138,0.6626,0.0001,,,0.205,0.138,,0.205,2.0260323150000012e+16,10011121,21041.0,29676100.0,7327.0,T,13009.0,"[0.1385, 0.1386, 0.1387, 0.1388, 0.1391]","[0.138, 0.137, 0.1368, 0.1365, 0.1362]","[1, 1, 1, 1, 1]","[41, 33, 19, 1, 3]",20260323.0
0.1261,0.134,0.0752,0.0857,0.5912,0.0001,,,0.1336,0.0857,,0.1336,2.0260323150000332e+16,10011122,75507.0,68852928.0,23916.0,T,37964.0,"[0.0858, 0.0859, 0.086, 0.0861, 0.0863]","[0.0857, 0.0856, 0.0851, 0.0846, 0.084]","[3, 10, 18, 1, 1]","[268, 1, 6, 1, 4]",20260323.0
0.0642,0.0661,0.0426,0.0503,0.532,0.0001,,,0.0768,0.0503,,0.0768,2.026032315000011e+16,10011123,81494.0,43625598.0,22574.0,T,63463.0,"[0.0504, 0.0505, 0.0507, 0.0508, 0.051]","[0.0503, 0.05, 0.0498, 0.0495, 0.0492]","[1, 7, 1, 1, 62]","[73, 106, 101, 10, 1]",20260323.0
0.0367,0.0369,0.0237,0.0276,0.4847,0.0001,,,0.0395,0.0276,,0.0395,2.0260323150000216e+16,10011124,82817.0,24152638.0,21056.0,T,88492.0,"[0.0276, 0.0277, 0.0278, 0.0279, 0.028]","[0.0274, 0.0273, 0.0272, 0.027, 0.0269]","[352, 4, 111, 5, 32]","[1, 1, 1, 10, 3]",20260323.0
0.0165,0.018,0.0133,0.0152,0.4539,0.0001,,,0.0187,0.0152,,0.0187,2.0260323150000216e+16,10011125,43081.0,6722422.0,12255.0,T,60432.0,"[0.0153, 0.0154, 0.0156, 0.0157, 0.0158]","[0.0152, 0.0151, 0.015, 0.0149, 0.0148]","[4, 1, 1, 6, 64]","[43, 25, 1, 31, 51]",20260323.0
0.008,0.0108,0.0074,0.0092,0.4351,0.0001,,,0.0099,0.0092,,0.0099,2.026032315000031e+16,10011126,21755.0,1986854.0,6996.0,T,25533.0,"[0.0092, 0.0094, 0.0096, 0.0098, 0.0099]","[0.0087, 0.0086, 0.0085, 0.0084, 0.0083]","[1, 1, 1, 10, 11]","[1, 1, 1, 3, 1]",20260323.0
0.005,0.0068,0.0046,0.0055,0.4209,0.0001,,,0.0057,0.0055,,0.0057,2.026032315000023e+16,10011127,5683.0,326114.0,1107.0,T,15191.0,"[0.0061, 0.0063, 0.0065, 0.0066, 0.0067]","[0.0058, 0.0057, 0.0055, 0.0054, 0.0053]","[12, 1, 1, 1, 11]","[1, 30, 501, 11, 1]",20260323.0
0.003,0.0045,0.0029,0.0038,0.3934,0.0001,,,0.0032,0.0038,,0.0032,2.0260323150000416e+16,10011128,5382.0,201426.0,1301.0,T,19778.0,"[0.0039, 0.004, 0.0041, 0.0042, 0.0043]","[0.0038, 0.0036, 0.0034, 0.0032, 0.0031]","[1, 2, 1, 2, 2]","[34, 9, 3, 1, 3]",20260323.0
0.0017,0.0033,0.0017,0.0033,0.3684,0.0001,,,0.0033,0.0033,,0.0032,2.026032315000011e+16,10011129,3200.0,85801.0,544.0,T,9184.0,"[0.0033, 0.0036, 0.0037, 0.0038, 0.0039]","[0.0027, 0.0026, 0.0023, 0.0021, 0.002]","[13, 11, 2, 2, 51]","[1, 2, 11, 4, 14]",20260323.0
0.052,0.1372,0.052,0.1174,0.4691,0.0001,,,0.0467,0.1174,,0.0467,2.0260323150000332e+16,10011130,89188.0,82813765.0,23041.0,T,40971.0,"[0.1185, 0.1188, 0.1202, 0.1207, 0.1209]","[0.1173, 0.1172, 0.1168, 0.116, 0.1156]","[1, 70, 2, 1, 1]","[2, 4, 1, 3, 1]",20260323.0
0.0879,0.1899,0.0877,0.1676,0.5178,0.0001,,,0.0754,0.1676,,0.0754,2.026032315000031e+16,10011131,71537.0,95558670.0,18528.0,T,36713.0,"[0.168, 0.1689, 0.1695, 0.17, 0.1714]","[0.1676, 0.167, 0.1669, 0.1655, 0.165]","[1, 1, 1, 1, 1]","[71, 4, 1, 1, 15]",20260323.0
0.144,0.2587,0.1428,0.23,0.5772,0.0001,,,0.1196,0.23,,0.1196,2.0260323150000416e+16,10011132,37484.0,73184840.0,9944.0,T,43369.0,"[0.2312, 0.2315, 0.2321, 0.2325, 0.2338]","[0.23, 0.2292, 0.2275, 0.2271, 0.227]","[1, 1, 1, 1, 1]","[5, 1, 1, 1, 5]",20260323.0
0.2034,0.3383,0.2034,0.3099,0.6394,0.0001,,,0.1818,0.3099,,0.1818,2.0260323150000216e+16,10011133,18746.0,50360875.0,5641.0,T,33418.0,"[0.31, 0.3105, 0.3125, 0.3133, 0.3149]","[0.3099, 0.3096, 0.3082, 0.3063, 0.305]","[1, 1, 1, 1, 1]","[1, 10, 20, 1, 1]",20260323.0
0.2905,0.4265,0.2905,0.3982,0.7187,0.0001,,,0.2611,0.3982,,0.2611,2.0260323150000216e+16,10011134,3085.0,11060977.0,1014.0,T,6146.0,"[0.3973, 0.3997, 0.4047, 0.4074, 0.4076]","[0.3918, 0.3896, 0.3886, 0.3883, 0.3855]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.3813,0.5174,0.3813,0.5059,0.8081,0.0001,,,0.3505,0.5059,,0.3505,2.0260323150000416e+16,10011135,286.0,1351411.0,113.0,T,5031.0,"[0.4903, 0.494, 0.5001, 0.5029, 0.5056]","[0.4842, 0.4813, 0.479, 0.4764, 0.4757]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.4764,0.609,0.4756,0.5988,0.903,0.0001,,,0.4342,0.5988,,0.4454,2.026032315000023e+16,10011136,150.0,819057.0,44.0,T,809.0,"[0.5871, 0.5917, 0.5994, 0.6027, 0.6059]","[0.58, 0.5776, 0.5741, 0.5719, 0.571]","[1, 1, 1, 2, 1]","[1, 1, 1, 1, 1]",20260323.0
0.7285,0.8514,0.7285,0.8514,1.152,0.2368,,,0.6759,0.8514,,0.6944,2.0260323150000216e+16,10011137,118.0,956281.0,32.0,T,657.0,"[0.8342, 0.8412, 0.8489, 0.8514, 0.8562]","[0.8246, 0.8239, 0.8177, 0.8155, 0.811]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.9894,1.0988,0.9894,1.0988,1.3969,0.4817,,,0.905,1.0988,,0.9393,2.0260323150000416e+16,10011138,44.0,453226.0,11.0,T,932.0,"[1.0836, 1.0923, 1.0972, 1.1059, 1.1108]","[1.0723, 1.0707, 1.066, 1.058, 1.0533]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]",20260323.0
0.2599,0.2604,0.1856,0.202,0.7464,0.0001,,,0.2905,0.202,,0.2888,2.0260323150000516e+16,10011193,7736.0,16535980.0,2416.0,T,11552.0,"[0.2041, 0.2048, 0.2053, 0.2063, 0.2077]","[0.202, 0.2019, 0.2008, 0.2007, 0.2006]","[1, 1, 1, 1, 1]","[36, 26, 1, 4, 5]",20260323.0
0.0338,0.0984,0.0338,0.0845,0.4312,0.0001,,,0.0288,0.0845,,0.0288,2.026032315000003e+16,10011194,69307.0,43599449.0,20204.0,T,30738.0,"[0.0855, 0.0857, 0.0858, 0.0864, 0.0867]","[0.0845, 0.0843, 0.0838, 0.0837, 0.0835]","[1, 1, 1, 1, 1]","[32, 1, 1, 40, 1]",20260323.0
0.3473,0.3756,0.2575,0.2767,0.8353,0.0001,,,0.3777,0.2767,,0.3777,2.0260323150000344e+16,10011209,2714.0,7600306.0,905.0,T,2316.0,"[0.2808, 0.2822, 0.2831, 0.2844, 0.2866]","[0.2752, 0.2731, 0.2697, 0.2696, 0.269]","[1, 1, 1, 1, 1]","[1, 1, 1, 2, 10]",20260323.0
0.021,0.0701,0.021,0.0598,0.4019,0.0001,,,0.0195,0.0598,,0.0195,2.026032315000043e+16,10011210,60179.0,27013703.0,19771.0,T,26983.0,"[0.06, 0.0603, 0.0607, 0.0609, 0.0613]","[0.0595, 0.0586, 0.0583, 0.058, 0.0579]","[2, 40, 1, 5, 1]","[2, 1, 2, 3, 1]",20260323.0
