order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_recommendation,one_year_target_price,half_year_recommendation
000831.XSHE,2006-01-09,中金公司,,,1,1,2024-06-25 17:23:49,2006-02-10 17:50:50,1.0,,,,
000831.XSHE,2006-01-10,中金公司,4.7550,,1,1,2024-06-25 17:25:05,2006-01-10 11:32:13,1.0,,,,
000831.XSHE,2006-02-28,财信证券,5.8500,M06,1,1,2024-06-25 04:42:52,2006-03-02 18:17:21,1.0,5.85,,,
000831.XSHE,2006-03-01,平安证券,,,2,1,2024-06-25 17:24:19,2006-03-04 11:32:24,2.0,,,,
000831.XSHE,2006-03-15,平安证券,5.0000,M06,2,1,2024-06-25 04:42:51,2006-03-16 13:47:13,2.0,5.0,,,
000831.XSHE,2006-03-21,中金公司,,,1,1,2024-06-25 17:24:31,2006-03-21 16:29:35,1.0,,,,
000831.XSHE,2006-03-24,摩根大通,6.8000,M06,2,1,2024-06-25 04:42:52,2006-03-28 17:23:10,2.0,6.8,,,
000831.XSHE,2006-04-03,平安证券,,,2,1,2024-06-25 17:24:56,2006-04-13 18:17:25,2.0,,,,
000831.XSHE,2006-04-03,国海证券,,,2,1,2024-06-25 17:25:05,2006-05-19 15:35:38,2.0,,,,
000831.XSHE,2006-04-10,国海证券,,,2,1,2024-06-25 17:24:13,2006-04-17 17:23:54,2.0,,,,
000831.XSHE,2006-04-10,平安证券,,,2,1,2024-06-25 17:25:47,2006-04-10 16:02:16,2.0,,,,
000831.XSHE,2006-04-25,中金公司,,,1,1,2024-06-25 17:25:46,2006-04-25 16:02:20,1.0,,,,
000831.XSHE,2006-05-08,国海证券,,,1,1,2024-06-25 17:24:53,2006-05-08 15:08:20,1.0,,,,
000831.XSHE,2006-05-29,中金公司,,,1,1,2024-06-25 17:24:31,2006-05-29 11:32:25,1.0,,,,
000831.XSHE,2006-06-06,国海证券,,,1,1,2024-06-25 17:24:52,2006-06-08 15:36:54,1.0,,,,
000831.XSHE,2006-06-12,国信证券,8.9100,M06,1,1,2024-06-25 04:43:21,2006-06-13 15:35:48,1.0,8.91,,,
000831.XSHE,2006-06-30,中金公司,,,1,1,2024-06-25 17:24:50,2006-07-03 16:29:12,1.0,,,,
000831.XSHE,2006-07-02,平安证券,,,2,1,2024-06-25 17:25:58,2006-07-03 16:56:23,2.0,,,,
000831.XSHE,2006-07-10,国信证券,,,1,1,2024-06-25 17:24:22,2006-07-10 17:50:51,1.0,,,,
000831.XSHE,2006-07-28,东方证券,7.0000,M06,2,1,2024-06-25 04:43:14,2006-07-29 11:32:59,2.0,7.0,,,
000831.XSHE,2006-08-07,东方证券,,,2,1,2024-06-25 17:25:28,2006-08-11 17:40:39,2.0,,,,
000831.XSHE,2006-08-21,中金公司,,,2,1,2024-06-25 17:25:32,2006-08-21 17:40:39,2.0,,,,
000831.XSHE,2006-08-24,东方证券,6.0000,M06,2,1,2024-06-25 04:43:23,2006-08-25 16:41:47,2.0,6.0,,,
000831.XSHE,2006-08-31,东方证券,,,3,1,2024-06-25 17:25:05,2006-09-01 16:40:41,3.0,,,,
000831.XSHE,2006-09-07,东方证券,,,3,1,2024-06-25 17:24:19,2006-09-07 15:10:21,3.0,,,,
