date,order_book_id,size,non_linear_size,momentum,liquidity,book_to_price,leverage,growth,earnings_yield,beta,residual_volatility,comovement,银行,计算机,环保,商贸零售,电力设备,建筑装饰,建筑材料,农林牧渔,电子,交通运输,汽车,纺织服饰,医药生物,房地产,通信,公用事业,综合,机械设备,石油石化,有色金属,传媒,家用电器,基础化工,非银金融,社会服务,轻工制造,国防军工,美容护理,煤炭,食品饮料,钢铁
2019-01-18,601598.XSHG,0.00846553393257884,0.29731700729069754,-0.7287554401353141,0.4837148512432935,0.7522290046204411,1.2448090678765606,0.2272270475412374,0.08132180799991308,0.05103255013745923,0.1474332799229636,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-21,601598.XSHG,0.10358921625545246,0.20900294302821065,-0.6890807605899598,0.46448139210600714,0.5044708718622846,1.2418161400219785,0.2289382851833293,-0.041939325960723264,0.04417038261887936,0.13255516363091802,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-22,601598.XSHG,0.08044367002040415,0.23086861244894458,-0.6935519345743988,0.4738589986511192,0.5657120755783529,1.2453177895586596,0.213968082048785,-0.008770269503717579,0.04040805050504819,0.15172625472066548,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-23,601598.XSHG,0.08221397306356894,0.22884170419609418,-0.6827989861332197,0.4748226946234809,0.562715971306442,1.2488173717904498,0.21122734149019873,-0.014518772782941766,0.040600460527512906,0.15353423298946384,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-24,601598.XSHG,0.017802945520443106,0.28887962324111083,-0.6845571328646964,0.4823683105154486,0.725248816063538,1.2478251210738496,0.21561037251991091,0.07084629746942347,0.04028969097328015,0.15584273673483462,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-25,601598.XSHG,-0.022204429793126527,0.3256463954022244,-0.6703651094349747,0.4871776091960468,0.8020799698180956,1.2525066926372037,0.2110545445040201,0.10632638461013023,0.03640598730327378,0.14263161213417852,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-28,601598.XSHG,-0.08131292795921417,0.37950736650001077,-0.6938124646147767,0.4996929078405483,0.9332159390616049,1.2501483932906958,0.2075205092193656,0.1720951892330365,0.04499115757165363,0.1607771637540112,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-29,601598.XSHG,-0.1424741436049663,0.43367053389920246,-0.711361013339296,0.5154598422909537,1.0612839838070864,1.250357911781316,0.2122030199814103,0.22865301308410463,0.08988261880285242,0.1607504010134721,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-30,601598.XSHG,-0.1326215537637183,0.4252168218122542,-0.6563708287376238,0.5209711727020768,1.0084940780407972,1.251453449911288,0.2176021397422126,0.1933924864947188,0.09464560578971383,0.14299211647175242,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-31,601598.XSHG,-0.2082829563011313,0.49243152744856034,-0.691056736072279,0.5394371878340302,1.1752321988799246,1.2462948299697458,0.2201215856027822,0.2746074514163962,0.10656227383591738,0.14297695383781647,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,601598.XSHG,-0.19678918532617815,0.48257895879649726,-0.6870677708511023,0.5233099683506873,1.1554600291252388,1.2559079321577948,0.2248952743940251,0.2734577594771202,0.15413607963117573,0.1317945311991617,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-11,601598.XSHG,-0.16620606882580774,0.45302298334198027,-0.6381683741142571,0.502841472781717,1.0761456271457515,1.2616523325248716,0.2155286978717077,0.24189549769906246,0.14840932235974275,0.09599987700144497,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-12,601598.XSHG,-0.1802677689196412,0.4640359181070195,-0.588003312603445,0.5144998995254625,1.1350696203108268,1.2549705140387204,0.22208502510283182,0.27951593332414243,0.16994458537900123,0.08397108237226011,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-13,601598.XSHG,-0.18392232879696438,0.46732101456467223,-0.6206584872358878,0.4967634212207926,1.1389561706679585,1.2549904855702156,0.21582236999843593,0.2844757663966535,0.10436568888354833,0.08869718163590984,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-14,601598.XSHG,-0.18614481321376108,0.4684439950949963,-0.6192941504424931,0.49418653027259857,1.1701535969039214,1.2570603433733833,0.21774889999778374,0.3111633962899564,0.1076373477812121,0.10031142017255201,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-15,601598.XSHG,-0.19436159412242007,0.4757455861814965,-0.6378416572746798,0.49094392008555154,1.2113400711330156,1.2591096004164308,0.21887637707524554,0.339937333489609,0.0553326602146142,0.12464084257726846,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-18,601598.XSHG,-0.20387007959403067,0.48312236855063384,-0.6075400318623054,0.4788840403660083,1.2369640053268929,1.2608760813547992,0.21732920122761742,0.362804578961741,-0.02413203380791587,0.1390093519648763,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-19,601598.XSHG,-0.15871754581493783,0.4406519681934426,-0.6457852198954216,0.4803768971019411,1.1126734786860744,1.2625699898399423,0.2188500683413253,0.30048985730827155,-0.02510558552928098,0.1785065643964024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-20,601598.XSHG,-0.1746135723746752,0.45705192436127995,-0.6458360533735128,0.48469358008849284,1.1749034386668769,1.2584618212984395,0.22194197780104324,0.3319349016149558,-0.028765581957579098,0.18832148827289916,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-21,601598.XSHG,-0.18413292090837313,0.4658473361953796,-0.6733592579805987,0.4802504640490428,1.1955220031918132,1.2594031499358882,0.22223701380042818,0.34469102277585656,-0.028752024322651396,0.1887682037357158,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-22,601598.XSHG,-0.1954131386437658,0.47435354437567295,-0.7139232370840651,1.8887611780728826,1.211261357364159,1.2560870955661012,0.22011735555559198,0.36197751671048223,-0.06974874905835844,0.17254417857540325,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-25,601598.XSHG,-0.2079510850775274,0.483235549248649,-0.7113696847128024,1.6994202439166495,1.2385979508480844,1.2496704045533893,0.21557038705996612,0.3753655595190426,-0.19028208607202413,0.159725796481517,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-26,601598.XSHG,-0.11236800661251241,0.39473288379274224,-0.6823741421429025,1.5876616711360365,0.9672936168150115,1.2465911946023072,0.1921813049470581,0.23368573656327407,-0.207129100198599,0.13237730266812317,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-27,601598.XSHG,-0.10353785223332192,0.38582266457521647,-0.6645427549148268,1.5099991505789432,0.9527165404236508,1.2544605480617796,0.1913788962696419,0.2216241485281625,-0.20340768867021286,0.12485833770157334,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-28,601598.XSHG,-0.13575990365590931,0.4163826581776567,-0.6582018827363211,1.4126907294021152,1.0572785213115947,1.2511425004864212,0.2006803007317714,0.275900013722744,-0.19716631886353841,0.12334493548375111,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,601598.XSHG,-0.10904499354946433,0.39315700691701294,-0.6860840861928974,1.3520836769589684,0.9518008035798295,1.247352156825792,-0.338384214019651,0.19007420559750182,-0.26504806165425643,0.12471601781033723,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-04,601598.XSHG,-0.060208350010862735,0.3452222775737432,-0.68306836825392,1.3547947149516515,0.8050845152309315,1.2492057091671949,-0.33571879231286705,0.05828908760448116,-0.25316060555527187,0.10515690876976899,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-05,601598.XSHG,-0.04954479794566607,0.3310113431161298,-0.7093601798041838,1.3225430375298932,0.7962091586346216,1.2482496396622713,-0.33979937303497776,0.05152535926510902,-0.2287985026999109,0.0860114887030183,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-06,601598.XSHG,0.038294356126992564,0.2482160007154873,-0.6600329627693126,1.3340975051158654,0.5884272372748542,1.2490316313852368,-0.3416674517678802,-0.13113678295297884,-0.20863345809711584,0.06264399076046494,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-07,601598.XSHG,0.1431748237248456,0.14802951810896012,-0.670758962704127,1.2656788259377252,0.36469500450695164,1.2433033449893727,-0.33349364160276784,-0.32383057767570633,-0.2099111491736512,0.07243578913462245,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-08,601598.XSHG,0.17346606358094582,0.11987405248768834,-0.6721436406997446,1.3748881053508482,0.27096535437908537,1.2602960974984905,-0.33946851676237216,-0.3946014993809129,0.031304558759802634,-0.02258480743850294,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
