order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
601598.XSHG,2019-03-01,2017,2019-03-01 16:13:37,2019-03-01 16:13:37,73157512716.11,79020000000.0,87467000000.0,97102000000.0,89875750000.0,2304190975.71,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.38,0.4612,0.4368,0.4672,21429972624.12,23899000000.0,27473000000.0,29865000000.0,28071000000.0,3005727364.91,5868000000.0,5628000000.0,5334000000.0,5554500000.0,0.1125,0.1428,0.1177,0.1158,0.1172,13.8878,11.4709,12.1096,11.3216,11.6242,0.4374,0.4954,0.4476,0.4032,0.4826,1.4114,1.6382,1.425,1.3109,1.5791,1.0778,0.2142,0.0801,0.1069,0.1102,0.1078,0.0224,0.4812,-0.0527,0.0696,-0.0234,,,0.4444,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.4612,0.4368,0.4672,0.4444
601598.XSHG,2019-03-04,2017,2019-03-04 16:27:22,2019-03-04 16:27:22,73157512716.11,79020000000.0,87467000000.0,97102000000.0,89875750000.0,2304190975.71,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.38,0.4612,0.4368,0.4672,21429972624.12,23899000000.0,27473000000.0,29865000000.0,28071000000.0,3005727364.91,5868000000.0,5628000000.0,5334000000.0,5554500000.0,0.1125,0.1428,0.1177,0.1158,0.1172,14.8329,12.2516,12.9337,12.0921,12.4152,0.4672,0.5292,0.4781,0.4306,0.5154,1.5075,1.7496,1.522,1.4001,1.6866,1.1511,0.2142,0.0801,0.1069,0.1102,0.1078,0.0224,0.4812,-0.0527,0.0696,-0.0234,,,0.4444,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.4612,0.4368,0.4672,0.4444
601598.XSHG,2019-03-05,2017,2019-03-05 16:12:00,2019-03-05 16:12:00,73157512716.11,79020000000.0,87467000000.0,97102000000.0,89875750000.0,2304190975.71,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.38,0.4612,0.4368,0.4672,21429972624.12,23899000000.0,27473000000.0,29865000000.0,28071000000.0,3005727364.91,5868000000.0,5628000000.0,5334000000.0,5554500000.0,0.1125,0.1428,0.1177,0.1158,0.1172,15.1479,12.5118,13.2084,12.3489,12.6789,0.4771,0.5404,0.4882,0.4398,0.5263,1.5395,1.7868,1.5543,1.4299,1.7224,1.1756,0.2142,0.0801,0.1069,0.1102,0.1078,0.0224,0.4812,-0.0527,0.0696,-0.0234,,,0.4444,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.4612,0.4368,0.4672,0.4444
601598.XSHG,2019-03-06,2017,2019-03-06 16:26:21,2019-03-06 16:26:21,73157512716.11,79020000000.0,87467000000.0,97102000000.0,89875750000.0,2304190975.71,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.38,0.4612,0.4368,0.4672,21429972624.12,23899000000.0,27473000000.0,29865000000.0,28071000000.0,3005727364.91,5868000000.0,5628000000.0,5334000000.0,5554500000.0,0.1125,0.1428,0.1177,0.1158,0.1172,16.6706,13.7694,14.5361,13.5903,13.9534,0.5251,0.5947,0.5373,0.484,0.5792,1.6942,1.9664,1.7106,1.5736,1.8955,1.2938,0.2142,0.0801,0.1069,0.1102,0.1078,0.0224,0.4812,-0.0527,0.0696,-0.0234,,,0.4444,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.4612,0.4368,0.4672,0.4444
601598.XSHG,2019-03-07,2017,2019-03-07 16:26:00,2019-03-07 16:26:00,73157512716.11,79020000000.0,87467000000.0,97102000000.0,89875750000.0,2304190975.71,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.38,0.4612,0.4368,0.4672,21429972624.12,23899000000.0,27473000000.0,29865000000.0,28071000000.0,3005727364.91,5868000000.0,5628000000.0,5334000000.0,5554500000.0,0.1125,0.1428,0.1177,0.1158,0.1172,18.3508,15.1572,16.0011,14.96,15.3597,0.578,0.6547,0.5914,0.5328,0.6376,1.865,2.1646,1.883,1.7322,2.0866,1.4242,0.2142,0.0801,0.1069,0.1102,0.1078,0.0224,0.4812,-0.0527,0.0696,-0.0234,,,0.4444,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.4612,0.4368,0.4672,0.4444
601598.XSHG,2019-03-08,2017,2019-03-08 16:27:04,2019-03-08 16:27:04,73157512716.11,79020000000.0,87467000000.0,97102000000.0,89875750000.0,2304190975.71,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.38,0.4612,0.4368,0.4672,21429972624.12,23899000000.0,27473000000.0,29865000000.0,28071000000.0,3005727364.91,5868000000.0,5628000000.0,5334000000.0,5554500000.0,0.1125,0.1428,0.1177,0.1158,0.1172,18.2195,15.0488,15.8867,14.853,15.2499,0.5738,0.65,0.5872,0.5289,0.6331,1.8517,2.1491,1.8695,1.7198,2.0717,1.414,0.2142,0.0801,0.1069,0.1102,0.1078,0.0224,0.4812,-0.0527,0.0696,-0.0234,,,0.4444,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.4612,0.4368,0.4672,0.4444
601598.XSHG,2019-03-11,2017,2019-03-11 16:29:43,2019-03-11 16:29:43,73157512716.11,79020000000.0,87467000000.0,97102000000.0,89875750000.0,2304190975.71,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.38,0.4612,0.4368,0.4672,21429972624.12,23899000000.0,27473000000.0,29865000000.0,28071000000.0,3005727364.91,5868000000.0,5628000000.0,5334000000.0,5554500000.0,0.1125,0.1428,0.1177,0.1158,0.1172,17.1956,14.2031,14.9939,14.0183,14.3929,0.5416,0.6135,0.5542,0.4992,0.5975,1.7476,2.0283,1.7645,1.6231,1.9552,1.3345,0.2142,0.0801,0.1069,0.1102,0.1078,0.0224,0.4812,-0.0527,0.0696,-0.0234,,,0.4444,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.4612,0.4368,0.4672,0.4444
601598.XSHG,2019-03-12,2017,2019-03-12 16:21:35,2019-03-12 16:21:35,73157512716.11,79020000000.0,87467000000.0,97102000000.0,89875750000.0,2304190975.71,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.38,0.4612,0.4368,0.4672,21429972624.12,23899000000.0,27473000000.0,29865000000.0,28071000000.0,3005727364.91,5868000000.0,5628000000.0,5334000000.0,5554500000.0,0.1125,0.1428,0.1177,0.1158,0.1172,18.4295,15.2223,16.0698,15.0242,15.4257,0.5805,0.6575,0.594,0.535,0.6404,1.873,2.1739,1.8911,1.7396,2.0955,1.4303,0.2142,0.0801,0.1069,0.1102,0.1078,0.0224,0.4812,-0.0527,0.0696,-0.0234,,,0.4444,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.4612,0.4368,0.4672,0.4444
601598.XSHG,2019-03-13,2017,2019-03-13 16:25:12,2019-03-13 16:25:12,73157512716.11,79020000000.0,87467000000.0,97102000000.0,89875750000.0,2304190975.71,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.38,0.4612,0.4368,0.4672,21429972624.12,23899000000.0,27473000000.0,29865000000.0,28071000000.0,3005727364.91,5868000000.0,5628000000.0,5334000000.0,5554500000.0,0.1125,0.1428,0.1177,0.1158,0.1172,16.6443,13.7478,14.5132,13.5689,13.9314,0.5242,0.5938,0.5364,0.4832,0.5783,1.6916,1.9633,1.7079,1.5711,1.8926,1.2917,0.2142,0.0801,0.1069,0.1102,0.1078,0.0224,0.4812,-0.0527,0.0696,-0.0234,,,0.4444,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.4612,0.4368,0.4672,0.4444
601598.XSHG,2019-03-14,2017,2019-03-14 16:15:16,2019-03-14 16:15:16,73157512716.11,79020000000.0,87467000000.0,97102000000.0,89875750000.0,2304190975.71,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.38,0.4612,0.4368,0.4672,21429972624.12,23899000000.0,27473000000.0,29865000000.0,28071000000.0,3005727364.91,5868000000.0,5628000000.0,5334000000.0,5554500000.0,0.1125,0.1428,0.1177,0.1158,0.1172,15.673,12.9454,13.6662,12.777,13.1184,0.4936,0.5591,0.5051,0.455,0.5446,1.5928,1.8487,1.6082,1.4794,1.7821,1.2163,0.2142,0.0801,0.1069,0.1102,0.1078,0.0224,0.4812,-0.0527,0.0696,-0.0234,,,0.4444,3413000000.0,3233000000.0,3458000000.0,3289250000.0,0.4612,0.4368,0.4672,0.4444
