order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
300140.XSHE,2011-02-23,2010,q4,2403,,2011-02-23发布的业绩快报低于机构的一致预期,,,,,,,,2011-02-23,current_performance,,,49338370.0000,,,,,,,,,,,,,2011-02-22,54193333.3333,,,,-0.0896,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2011-02-23,2010,q4,2502,,2011-02-23发布的业绩快报同比增速低于一致预期2010同比增速,,,,,,,,2011-02-23,current_performance,,,49338370.0000,,,0.0168,,,,,,,,,,2011-02-22,54193333.3333,,0.1168,,-0.1001,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2011-02-23,2010,q4,2504,,2011-02-23发布的业绩快报同比增速低于2010一致预期同比增速,,,,,,,,2011-02-23,current_performance,,,,49338370.0000,,,,0.5048,,,,,,,,2011-02-22,,17506634.2754,,1.0823,-0.5775,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2011-04-20,2011,q1,2405,,2011-04-20发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2011-04-20,financial_reports,,,,8659017.0600,,,,-0.1218,,,,,,,,2011-04-19,,14429404.6076,,,-0.3999,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2011-04-20,2011,q1,2501,,2011-04-20发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-04-20,financial_reports,,,8659017.0600,,,-0.1218,,,,,,,,,,2011-04-19,72285000.0000,,0.4635,,-0.5853,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2011-04-20,2011,q1,2503,,2011-04-20发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-04-20,financial_reports,,,,8659017.0600,,,,-0.1218,,,,,,,,2011-04-19,,14429404.6076,,0.4635,-0.5853,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2011-10-25,2011,q3,2405,,2011-10-25发布的财报中，3季度净利润增速低于机构的一致预期,,,,,,,,2011-10-25,financial_reports,,,,11521338.9000,,,,0.2521,,,,,,,,2011-10-24,,13681654.9184,,,-0.1579,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2011-10-25,2011,q3,2501,,2011-10-25发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-10-25,financial_reports,,,33518774.2200,,,-0.0863,,,,,,,,,,2011-10-24,54570000.0000,,0.1048,,-0.1912,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2011-10-25,2011,q3,2503,,2011-10-25发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-10-25,financial_reports,,,,11521338.9000,,,,0.2521,,,,,,,,2011-10-24,,13681654.9184,,0.4869,-0.2348,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2012-04-11,2012,q1,2405,,2012-04-11发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2012-04-11,financial_reports,,,,-5662450.4700,,,,-1.6539,,,,,,,,2012-04-10,,18373568.2996,,,-1.3082,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2012-04-11,2012,q1,2501,,2012-04-11发布的财报净利润同比增速低于一致预期2012同比增速,,,,,,,,2012-04-11,financial_reports,,,-5662450.4700,,,-1.6539,,,,,,,,,,2012-04-10,84180000.0000,,1.1219,,-2.7758,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2012-04-11,2012,q1,2503,,2012-04-11发布的财报净利润同比增速低于2012一致预期同比增速,,,,,,,,2012-04-11,financial_reports,,,,-5662450.4700,,,,-1.6539,,,,,,,,2012-04-10,,18373568.2996,,1.1219,-2.7758,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2013-08-13,2013,q2,2405,,2013-08-13发布的财报中，2季度净利润增速低于机构的一致预期,,,,,,,,2013-08-13,financial_reports,,,,3933048.0100,,,,-0.5278,,,,,,,,2013-08-12,,6419254.8649,,,-0.3873,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2013-08-13,2013,q2,2503,,2013-08-13发布的财报净利润同比增速低于2013一致预期同比增速,,,,,,,,2013-08-13,financial_reports,,,,3933048.0100,,,,-0.5278,,,,,,,,2013-08-12,,6419254.8649,,-0.2293,-0.2985,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2013-09-23,2013,q4,2302,万联证券,万联证券2013-09-23发布的报告研报摘要中含有超预期信息,2013-09-23,启源装备：业绩拐点加业务转型,宋颖,19520000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2013-10-09,2013,q3,2504,,2013-10-09发布的业绩预告同比增速低于2013一致预期同比增速,,,,,,,,2013-10-09,performance_forecast,9000000.0000,8000000.0000,,,,,-0.6453,,,,,,,,,2013-10-08,,3256518.6527,,-0.0917,-0.5536,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2013-10-17,2013,q3,2201,,近5个交易日内，该股一致预期净利润被大幅调低,,,,,,,,,,,,,,,,,,,,,,,2013-10-23,13420000.0000,2013-10-16,16903333.3333,,,,-0.2061,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2013-10-17,2013,q3,2405,,2013-10-17发布的财报中，3季度净利润增速低于机构的一致预期,,,,,,,,2013-10-17,financial_reports,,,,989814.4500,,,,-0.7239,,,,,,,,2013-10-16,,3256518.6527,,,-0.6961,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2013-10-17,2013,q3,2503,,2013-10-17发布的财报净利润同比增速低于2013一致预期同比增速,,,,,,,,2013-10-17,financial_reports,,,,989814.4500,,,,-0.7239,,,,,,,,2013-10-16,,3256518.6527,,-0.0917,-0.6322,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2013-10-20,2013,q4,2302,兴业证券,兴业证券2013-10-20发布的报告研报摘要中含有超预期信息,2013-10-20,启源装备：整装待发,"汪洋,王文灿",13420000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2014-01-02,2013,q4,2101,国联证券,"国联证券2014-01-02发布的报告下调了该股盈利预测,分析师：马宝德",2014-01-02,启源装备：布局环保新材料 开启腾飞之路,马宝德,14390000.0000,2013-11-14,启源装备：业绩步入拐点期 腾飞在即,14570000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0124,2021-04-12 11:01:49,2021-04-12 11:01:49
300140.XSHE,2014-01-27,2013,q4,2201,,近5个交易日内，该股一致预期净利润被大幅调低,,,,,,,,,,,,,,,,,,,,,,,2014-02-07,9790000.0000,2014-01-24,16210500.0000,,,,-0.3961,2021-04-12 11:01:49,2021-04-12 11:01:49
