order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_recommendation,one_year_target_price,half_year_recommendation
000617.XSHE,2006-01-05,国信证券,17.8500,,1,1,2025-01-08 17:24:40,2006-01-05 16:29:38,1.0,,,,
000617.XSHE,2006-01-08,湘财证券,15.8080,,2,1,2025-01-08 17:24:16,2006-01-12 14:14:19,2.0,,,,
000617.XSHE,2006-01-13,中信建投,18.6000,,1,1,2025-01-08 17:24:22,2006-01-20 17:51:10,1.0,,,,
000617.XSHE,2006-02-21,光大证券,,,2,1,2025-01-08 17:24:32,2006-02-27 11:32:11,2.0,,,,
000617.XSHE,2006-03-10,巨田证券,,,2,1,2025-01-08 17:24:36,2006-03-13 11:32:26,2.0,,,,
000617.XSHE,2006-03-16,申万宏源,,,2,1,2025-01-08 17:24:53,2006-03-16 16:29:13,2.0,,,,
000617.XSHE,2006-03-20,湘财证券,,,2,1,2025-01-08 17:24:57,2006-03-20 14:14:35,2.0,,,,
000617.XSHE,2006-04-04,招商证券,,,3,1,2025-01-08 17:24:39,2006-04-05 16:29:12,3.0,,,,
000617.XSHE,2006-05-09,申万宏源,,,2,1,2025-01-08 17:24:16,2006-05-10 17:50:39,2.0,,,,
000617.XSHE,2006-06-14,招商证券,,,3,1,2025-01-08 17:25:02,2006-06-15 17:24:37,3.0,,,,
000617.XSHE,2006-06-23,国信证券,,,1,1,2025-01-08 17:24:36,2006-07-12 15:08:37,1.0,,,,
000617.XSHE,2006-06-26,中原证券,,,3,1,2025-01-08 17:24:45,2006-06-30 20:05:24,3.0,,,,
000617.XSHE,2006-07-13,招商证券,,,3,1,2025-01-08 17:24:54,2006-07-17 14:14:57,3.0,,,,
000617.XSHE,2006-07-26,中信证券,,,2,1,2025-01-08 17:24:52,2006-07-26 16:29:32,2.0,,,,
000617.XSHE,2006-08-08,中信证券,20.0000,M06,1,1,2025-01-08 04:03:36,2006-08-08 15:10:18,1.0,20.0,,,
000617.XSHE,2006-08-28,国金证券,,,2,1,2025-01-08 17:24:16,2006-09-09 11:40:25,2.0,,,,
000617.XSHE,2006-09-05,中原证券,,,2,1,2025-01-08 17:24:15,2006-09-07 17:40:56,2.0,,,,
000617.XSHE,2006-10-23,兴业证券,19.0000,M06,2,1,2025-01-08 04:03:36,2006-10-23 16:10:42,2.0,19.0,,,
000617.XSHE,2006-11-02,招商证券,15.0000,M06,2,1,2025-01-08 04:03:26,2006-11-03 14:40:43,2.0,15.0,,,
000617.XSHE,2006-11-17,光大证券,,,2,1,2025-01-08 17:24:31,2006-11-22 16:10:33,2.0,,,,
000617.XSHE,2006-11-28,中原证券,,,2,3,2025-01-08 17:24:39,2006-12-06 10:40:35,,,2.0,,
000617.XSHE,2006-12-06,中信证券,,,2,1,2025-01-08 17:24:32,2006-12-06 10:40:35,2.0,,,,
000617.XSHE,2006-12-07,平安证券,,,2,1,2025-01-08 17:24:21,2006-12-12 16:40:40,2.0,,,,
000617.XSHE,2006-12-15,招商证券,,,3,1,2025-01-08 17:24:56,2006-12-16 10:10:45,3.0,,,,
000617.XSHE,2007-01-05,平安证券,,,2,1,2025-01-08 17:24:41,2007-01-06 10:10:48,2.0,,,,
000617.XSHE,2007-01-08,平安证券,,,2,1,2025-01-08 17:24:50,2007-01-08 17:11:01,2.0,,,,
000617.XSHE,2007-03-15,华泰联合,18.8000,M06,2,1,2025-01-08 04:03:22,2007-03-15 17:41:33,2.0,18.8,,,
000617.XSHE,2007-03-19,华泰联合,,,2,1,2025-01-08 17:24:45,2007-03-20 10:11:24,2.0,,,,
000617.XSHE,2007-05-11,中原证券,,,1,3,2025-01-08 17:24:58,2007-05-18 17:40:26,,,1.0,,
000617.XSHE,2007-05-17,国泰海通证券,35.0000,M06,2,1,2025-01-08 04:03:16,2007-05-24 15:30:27,2.0,35.0,3.0,,
000617.XSHE,2007-06-06,中银国际证券,34.1000,M06,2,1,2025-01-08 04:03:25,2007-06-06 15:25:18,2.0,34.1,,,
000617.XSHE,2007-06-28,国泰海通证券,,,2,1,2025-01-08 17:24:49,2007-07-03 17:26:18,2.0,,,,
000617.XSHE,2007-08-08,华泰联合,,,2,1,2025-01-08 17:24:19,2007-08-09 17:12:23,2.0,,,,
000617.XSHE,2007-08-08,华泰证券,,,2,1,2025-01-08 17:24:30,2007-08-08 14:40:56,2.0,,,,
000617.XSHE,2007-08-08,中银国际证券,37.0000,M06,2,1,2025-01-08 04:03:35,2007-08-09 14:56:49,2.0,37.0,,,
000617.XSHE,2007-09-10,中原证券,,,2,1,2025-01-08 17:24:42,2007-09-14 13:55:41,2.0,,2.0,,
000617.XSHE,2007-09-10,国泰海通证券,,,2,1,2025-01-08 17:24:45,2007-09-10 13:40:22,2.0,,,,
000617.XSHE,2007-10-15,长江证券,,,2,1,2025-01-08 17:24:46,2007-10-17 16:28:59,2.0,,,,
000617.XSHE,2007-10-31,中泰证券,,,3,1,2025-01-08 17:24:36,2007-11-01 18:25:42,3.0,,,,
000617.XSHE,2007-11-15,中原证券,,,2,1,2025-01-08 17:24:22,2007-11-22 17:56:42,2.0,,2.0,,
000617.XSHE,2007-12-18,华泰证券,,,2,1,2025-01-08 17:24:56,2007-12-19 16:12:20,2.0,,,,
000617.XSHE,2008-01-18,华泰联合,,,2,1,2025-01-08 17:24:17,2008-01-18 17:41:08,2.0,,,,
000617.XSHE,2008-03-19,华泰联合,,,2,1,2025-01-08 17:24:39,2008-03-20 17:40:37,2.0,,,,
000617.XSHE,2008-03-20,华泰证券,,,3,1,2025-01-08 17:24:20,2008-03-25 17:10:46,3.0,,,,
000617.XSHE,2008-03-26,华泰证券,,,3,1,2025-01-08 17:24:17,2008-03-26 17:40:53,3.0,,,,
000617.XSHE,2008-03-26,中信建投,20.0000,M06,3,1,2025-01-08 04:03:29,2008-03-27 17:40:44,3.0,20.0,,,
000617.XSHE,2008-03-26,中银国际证券,19.0000,M06,3,1,2025-01-08 04:03:32,2008-03-27 17:25:54,3.0,19.0,,,
000617.XSHE,2008-03-26,天相投顾,,,3,1,2025-01-08 17:24:58,2008-03-26 17:40:53,3.0,,,,
000617.XSHE,2008-03-28,中信建投,20.0000,M06,3,1,2025-01-08 04:03:30,2008-03-31 17:55:46,3.0,20.0,,,
000617.XSHE,2008-06-22,兴业证券,15.0000,M06,3,1,2025-01-08 04:03:35,2008-06-23 17:40:35,3.0,15.0,,,
000617.XSHE,2008-06-30,第一创业证券,,,3,1,2025-01-08 17:24:45,2008-07-11 19:10:26,3.0,,,,
000617.XSHE,2008-07-02,兴业证券,13.0000,M06,3,1,2025-01-08 04:03:28,2008-07-04 14:55:38,3.0,13.0,,,
000617.XSHE,2008-07-03,中泰证券,,,3,1,2025-01-08 17:24:33,2008-07-03 17:10:42,3.0,,,,
000617.XSHE,2008-07-28,中泰证券,,,3,1,2025-01-08 17:24:54,2008-07-28 17:55:32,3.0,,,,
000617.XSHE,2008-07-29,中信建投,10.0000,M06,3,1,2025-01-08 04:03:27,2008-07-31 14:55:38,3.0,10.0,,,
000617.XSHE,2008-07-31,第一创业证券,,,3,1,2025-01-08 17:24:30,2008-08-11 17:40:44,3.0,,,,
000617.XSHE,2008-08-07,金元证券,,,3,1,2025-01-08 17:24:37,2008-08-11 17:40:44,3.0,,,,
000617.XSHE,2008-08-07,中银国际证券,7.4000,M06,4,1,2025-01-08 04:03:32,2008-08-08 13:40:49,4.0,7.4,,,
000617.XSHE,2008-08-07,中信建投,10.0000,M06,3,1,2025-01-08 04:03:34,2008-08-13 16:55:50,3.0,10.0,,,
000617.XSHE,2008-08-25,中泰证券,,,3,1,2025-01-08 17:24:33,2008-08-25 16:56:14,3.0,,,,
000617.XSHE,2008-08-31,第一创业证券,,,3,1,2025-01-08 17:24:33,2008-09-10 15:47:00,3.0,,,,
000617.XSHE,2008-09-26,中泰证券,,,3,1,2025-01-08 17:24:30,2008-09-26 18:02:08,3.0,,,,
000617.XSHE,2008-09-30,第一创业证券,,,3,1,2025-01-08 17:24:44,2008-10-10 17:47:14,3.0,,,,
000617.XSHE,2008-10-31,第一创业证券,,,3,1,2025-01-08 17:24:31,2008-11-07 14:03:55,3.0,,,,
000617.XSHE,2008-11-17,中泰证券,,,2,1,2025-01-08 17:24:50,2008-11-17 17:17:14,2.0,,,,
000617.XSHE,2008-11-20,第一创业证券,,,3,1,2025-01-08 17:24:45,2008-11-28 18:02:12,3.0,,,,
000617.XSHE,2008-11-30,第一创业证券,,,3,1,2025-01-08 17:24:59,2008-12-09 17:17:42,3.0,,,,
000617.XSHE,2008-12-22,中泰证券,,,2,1,2025-01-08 17:24:42,2008-12-29 18:05:24,2.0,,,,
000617.XSHE,2008-12-31,第一创业证券,,,3,1,2025-01-08 17:24:14,2009-01-07 14:18:05,3.0,,,,
000617.XSHE,2009-01-31,第一创业证券,,,3,1,2025-01-08 17:24:18,2009-02-05 19:02:44,3.0,,,,
000617.XSHE,2009-02-11,长江证券,,,2,1,2025-01-08 17:24:27,2009-02-11 11:17:09,2.0,,,,
000617.XSHE,2009-02-20,中泰证券,,,2,1,2025-01-08 17:24:46,2009-02-20 15:32:39,2.0,,,,
000617.XSHE,2009-02-28,第一创业证券,,,3,1,2025-01-08 17:24:37,2009-03-04 18:16:51,3.0,,,,
000617.XSHE,2009-03-26,长江证券,,,2,1,2025-01-08 17:24:32,2009-03-26 16:19:17,2.0,,,,
000617.XSHE,2009-03-26,中信建投,10.0000,M06,3,1,2025-01-08 04:03:37,2009-03-27 16:33:50,3.0,10.0,,,
000617.XSHE,2009-03-31,第一创业证券,,,3,1,2025-01-08 17:24:17,2009-04-03 14:47:41,3.0,,,,
000617.XSHE,2009-04-07,中泰证券,,,2,1,2025-01-08 17:24:47,2009-04-08 16:19:27,2.0,,,,
000617.XSHE,2009-04-29,长江证券,,,1,1,2025-01-08 17:25:03,2009-04-29 15:04:55,1.0,,,,
000617.XSHE,2009-04-30,第一创业证券,,,3,1,2025-01-08 17:24:39,2009-05-05 16:19:52,3.0,,,,
000617.XSHE,2009-05-05,东兴证券,,,2,1,2025-01-08 17:24:50,2009-05-06 15:34:52,2.0,,,,
000617.XSHE,2009-05-11,申万宏源,,,2,1,2025-01-08 17:24:15,2009-05-11 17:03:09,2.0,,,,
000617.XSHE,2009-05-11,第一创业证券,,,3,1,2025-01-08 17:24:42,2009-05-12 16:34:39,3.0,,,,
000617.XSHE,2009-05-13,长江证券,,,1,1,2025-01-08 17:24:26,2009-05-13 17:03:50,1.0,,,,
000617.XSHE,2009-05-18,长江证券,,,1,1,2025-01-08 17:24:38,2009-05-18 18:03:22,1.0,,,,
000617.XSHE,2009-05-27,世纪证券,,,2,1,2025-01-08 17:24:39,2009-05-27 17:20:12,2.0,,,,
000617.XSHE,2009-06-29,中泰证券,,,2,1,2025-01-08 17:25:02,2009-07-04 15:04:45,2.0,,,,
000617.XSHE,2009-06-30,第一创业证券,,,3,1,2025-01-08 17:24:17,2009-07-03 17:18:06,3.0,,,,
000617.XSHE,2009-07-23,银河证券,,,3,1,2025-01-08 17:24:20,2009-07-27 18:34:51,3.0,,,,
000617.XSHE,2009-08-06,申万宏源,,,2,1,2025-01-08 17:24:35,2009-08-07 14:22:10,2.0,,,,
000617.XSHE,2009-08-07,中信建投,14.2000,M06,3,1,2025-01-08 04:03:29,2009-08-10 15:05:54,3.0,14.2,,,
000617.XSHE,2009-08-31,第一创业证券,,,3,1,2025-01-08 17:24:57,2009-09-02 15:39:48,3.0,,,,
000617.XSHE,2009-09-04,中泰证券,,,2,1,2025-01-08 17:24:52,2009-09-07 12:50:14,2.0,,,,
000617.XSHE,2009-09-14,海通证券,,,2,1,2025-01-08 17:24:39,2009-09-15 16:57:41,2.0,,,,
000617.XSHE,2009-10-12,第一创业证券,,,3,1,2025-01-08 17:24:16,2009-10-14 14:36:50,3.0,,,,
000617.XSHE,2009-10-28,金元证券,,,2,1,2025-01-08 17:24:26,2009-11-09 11:39:56,2.0,,,,
