date,order_book_id,size,non_linear_size,momentum,liquidity,book_to_price,leverage,growth,earnings_yield,beta,residual_volatility,comovement,银行,计算机,环保,商贸零售,电力设备,建筑装饰,建筑材料,农林牧渔,电子,交通运输,汽车,纺织服饰,医药生物,房地产,通信,公用事业,综合,机械设备,石油石化,有色金属,传媒,家用电器,基础化工,非银金融,社会服务,轻工制造,国防军工,美容护理,煤炭,食品饮料,钢铁
2005-01-06,600985.XSHG,-2.276396586294568,-1.1021939653119956,-0.5198372119096142,1.6137258567963015,-0.4954222144588508,-1.774401907732001,-0.1586816183481495,-0.5991698299635024,0.1577279413684451,0.35141757859592404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-07,600985.XSHG,-2.2757001837206223,-1.0998938042550557,-0.5094893767539465,1.5840374432183097,-0.5064759843806691,-1.7726536464325628,-0.15811028565295757,-0.5759882435831735,0.15790204641215103,0.3012451633735237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-10,600985.XSHG,-2.2853550995086644,-1.1391104322822374,-0.5257228420852648,1.5843878389941572,-0.49667737110914745,-1.7777668374169273,-0.17561627419878537,-0.5622893548946529,0.06534256674130877,0.32136931292747756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-11,600985.XSHG,-2.3003727009797563,-1.1845340604703833,-0.5385199588212991,1.5188201111318314,-0.4833276781395772,-1.7766057687825239,-0.18849574456495435,-0.559090022902733,0.06882738171224553,0.3331820936451537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-12,600985.XSHG,-2.313908045645524,-1.234982276113848,-0.534810677351967,1.4399028763384114,-0.46566085863718326,-1.7774195247582179,-0.19608475080300203,-0.5553204674730252,0.03541893072903908,0.3788140907006792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-13,600985.XSHG,-2.311133921947709,-1.227867401394475,-0.5386845278084684,1.412043802519502,-0.4664439959145148,-1.7779216153333555,-0.19564527792283584,-0.5480287158177355,0.04481860031922094,0.3789052883349467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-14,600985.XSHG,-2.314418729460988,-1.2381851889738582,-0.5501926090041895,1.363064388080067,-0.46360866666967215,-1.778821883473216,-0.19655256847274238,-0.5445409462471227,0.06741597509852397,0.38909915642546783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-17,600985.XSHG,-2.3589829970585994,-1.3849704575126676,-0.5692537313129332,1.394456246073142,-0.40103575446528605,-1.776316228995198,-0.1945536779578299,-0.5238317132580612,0.18665098337764868,0.3331173700210978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-18,600985.XSHG,-2.351802070050145,-1.381630804815337,-0.5498675981921994,1.3732199824783415,-0.42288118214295184,-1.7778802692591595,-0.1928692547058334,-0.5294904312818485,0.20851154971178182,0.3102292847156567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-19,600985.XSHG,-2.3737323408393487,-1.458256807987009,-0.5452577105764812,1.3650550139236588,-0.4051936998167316,-1.778314055370878,-0.1987380694637842,-0.5152627671019673,0.16880650461838423,0.32414314896057456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-20,600985.XSHG,-2.380147409025663,-1.4751707848738527,-0.5422570881836197,1.3538798694750225,-0.39179216741177375,-1.7767836644648274,-0.20119144466889524,-0.5112278443955613,0.21421120012312536,0.3343771277840578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-21,600985.XSHG,-2.3347658620417913,-1.281097029462751,-0.549390016764455,1.37763230947911,-0.44851176016897343,-1.7834878176105755,-0.19298764376090216,-0.5355547364988988,0.004592544486197113,0.35799007303092795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-24,600985.XSHG,-2.320440640909246,-1.2446126517430682,-0.5574371219697837,1.4071829053993659,-0.47062509364857785,-1.7830301128254071,-0.19379443028171606,-0.538203268331332,0.038073440680377185,0.3458725017081203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-25,600985.XSHG,-2.355274250643608,-1.341977406364867,-0.5626549659724043,1.3854991447634963,-0.42050688298615196,-1.7829039617953464,-0.1950847592055256,-0.500946082284923,0.04326661887986878,0.3580276286383273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-26,600985.XSHG,-2.376762151929519,-1.4211509138280543,-0.5712213257231847,1.3690289064446708,-0.3887115615249593,-1.7849190450001933,-0.19589886504157583,-0.4930237819833753,0.018208972553009663,0.39877574682555433,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-27,600985.XSHG,-2.3587261332370604,-1.3529506313593633,-0.5775045551466707,1.3576493050754577,-0.4098158295400288,-1.78551345961039,-0.2202494193619721,-0.505018283169241,0.06561148814805395,0.3904545901947222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-28,600985.XSHG,-2.35325152025751,-1.2892910249122638,-0.5979440942570003,1.3525248078073524,-0.39400126647286904,-1.7806299177913463,-0.21910847042164408,-0.49965772225328564,0.15135125258005808,0.39882922692751566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-01-31,600985.XSHG,-2.3352140161121944,-1.1754249452951173,-0.6229313499390279,1.3570808332465392,-0.3916500336432018,-1.7809140624167283,-0.22929177201604023,-0.5037839686905285,0.27212002417320724,0.36412218482965397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-01,600985.XSHG,-2.3237491372758665,-1.0993326524257603,-0.6269568127152707,1.3417030075193201,-0.39291937624220097,-1.7841690821052762,-0.23284683155331987,-0.5116285518369851,0.2872486640373282,0.39224052310657864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-02,600985.XSHG,-2.300730123312519,-1.025286539530508,-0.6239493435037956,1.3208368886624744,-0.42146050862543655,-1.7832929437379155,-0.22764405125274842,-0.5166207945609111,0.2024208193594994,0.387742707479635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-03,600985.XSHG,-2.3256114370321006,-1.0851893946092486,-0.635806287592713,1.3122136770211754,-0.3797591716429584,-1.781927352490219,-0.22797020215485894,-0.5080683425302905,0.2313644253890081,0.375763765178708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-04,600985.XSHG,-2.3210236176254497,-1.0596985322686048,-0.6510211016938533,1.307771952285193,-0.37962126694577025,-1.783603555329982,-0.23622275160783673,-0.5334659312983855,0.19795929230193623,0.39249007875255615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-16,600985.XSHG,-2.3357162699008707,-1.114258884969302,-0.671961778664555,1.2839429028783507,-0.37174267734435074,-1.786789827947355,-0.24749206829344633,-0.5503970683581646,0.22192481867441455,0.3723948546083262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-17,600985.XSHG,-2.32767731725687,-1.108000224835037,-0.6802298384595173,1.251875510281518,-0.39078966671250687,-1.7887429241882242,-0.2328676229683239,-0.550923325307211,0.2139463934567321,0.3547414940525106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-18,600985.XSHG,-2.3450600128477888,-1.161237735746305,-0.6574151782432635,1.2110993233910392,-0.37605008225263,-1.7852265863689936,-0.2313078694266077,-0.5498750997334825,0.19102263064261965,0.37275216857103133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-21,600985.XSHG,-2.349379987333212,-1.1732555427563036,-0.6653572725382421,1.1744936744443786,-0.3715943341846646,-1.78872892456963,-0.23774437342101248,-0.5428614562849853,0.20842605091405755,0.3628094885033327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-22,600985.XSHG,-2.2604439024056493,-0.9127813751180526,-0.6642259481150385,1.2556441909096046,-0.4875608471164714,-1.7894474910433782,-0.23455383186103393,-0.6038631669581973,0.25192704508084085,0.3276837668739603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-23,600985.XSHG,-2.272285293572977,-0.9842479835041568,-0.6673419642094223,1.3347109964817554,-0.4822251584175373,-1.7900919765161276,-0.22707453221762836,-0.5942154837339227,0.25867724792444285,0.3571334521886492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-24,600985.XSHG,-2.2690611903877254,-0.9862261443828332,-0.6716054803508806,1.3149853202202493,-0.48914186905296847,-1.7897645362750623,-0.2235478762064836,-0.5958144854116617,0.2554554872662406,0.3416489054025688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-25,600985.XSHG,-2.2803354319381492,-1.0097676286221053,-0.6716873999240668,1.3112348328167416,-0.47293891138570027,-1.7911487197680238,-0.2236522568768605,-0.5864267101997606,0.2567763552555616,0.34765891441585967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-02-28,600985.XSHG,-2.2859169805044908,-1.0363795540424061,-0.6783294072213847,1.2890002937841534,-0.47064264753896895,-1.7837122319150325,-0.238309573686644,-0.5802215960352527,0.2415619724650295,0.35272789227849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-03-01,600985.XSHG,-2.26241809437487,-0.966860404866434,-0.7208856469575168,1.2804271423031381,-0.5103856172299173,-1.783527367405073,-0.25678084637193677,-0.6040579883813518,0.22877264907389813,0.37674192355215613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-03-02,600985.XSHG,-2.275949029951783,-1.0004953514645363,-0.7224691522610829,1.2622951029483531,-0.49410173732574325,-1.7863536208155288,-0.24659122032331804,-0.595099690326951,0.21326950736547545,0.3945731953904924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-03-03,600985.XSHG,-2.26629421375265,-0.9853907016243818,-0.7169227359347278,1.2301340732001722,-0.5027946978866957,-1.7816434761299578,-0.24472597550583405,-0.597808727433368,0.21092079467948346,0.3903059870274572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-03-04,600985.XSHG,-2.258299759580861,-0.9471428356498088,-0.7034358921569009,1.226995000241641,-0.512021278787777,-1.7831813333734572,-0.24466398760937533,-0.5987013269721075,0.22899559558545762,0.3842432815118465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-03-07,600985.XSHG,-2.270177745449512,-0.9826691043999926,-0.7189160115686719,1.229464067355363,-0.49544998282106234,-1.7829585911181045,-0.2690905354095255,-0.6264386746131988,0.2395669949398619,0.38285786263246957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-03-08,600985.XSHG,-2.2551197621267205,-0.9367737755247125,-0.7369394864281904,1.237388182405348,-0.5115095100570624,-1.7788134839188054,-0.2833220286457372,-0.6264495636142813,0.24776957200936556,0.3755353868586909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005-03-09,600985.XSHG,-2.2569725694310265,-0.9624269204807534,-0.7421693218662434,1.2596736704793465,-0.512942324971885,-1.7767847609538938,-0.28184148258677716,-0.6284781745009913,0.24354713629962355,0.39054001884420786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
