order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
600985.XSHG,2005-03-24,2003,2014-12-19 19:20:14,2014-12-19 19:20:14,100891339.17,,,,,13976226.48,,,,,0.0719,,,,96886840.36,,,,,8096618.01,,,,,0.1488,,,,,46.6864,,,,,6.4674,,,,,2.2333,,,,,,0.1024,,,,,0.1118,,,,,,,,14400000.0,18000000.0,,,0.0741,0.0926,,
600985.XSHG,2005-03-25,2003,2012-11-17 05:44:02,2012-11-17 05:44:02,100891339.17,,,,,13976226.48,,,,,0.0719,,,,96886840.36,,,,,8096618.01,,,,,0.1488,,,,,46.0425,,,,,6.3781,,,,,2.2025,,,,,,0.1024,,,,,0.1118,,,,,,,,14400000.0,18000000.0,,,0.0741,0.0926,,
600985.XSHG,2005-03-28,2003,2011-09-09 09:52:28,2011-09-09 09:52:28,100891339.17,,,,,13976226.48,,,,,0.0719,,,,96886840.36,,,,,8096618.01,,,,,0.1488,,,,,45.7205,,,,,6.3335,,,,,2.1871,,,,,,0.1024,,,,,0.1118,,,,,,,,14400000.0,18000000.0,,,0.0741,0.0926,,
600985.XSHG,2005-03-29,2003,2012-11-17 05:43:57,2012-11-17 05:43:57,100891339.17,,,,,13976226.48,14400000.0,18000000.0,,,0.0719,0.0741,0.0926,,96886840.36,,,,,8096618.01,,,,,0.1488,,,,,45.0765,43.75,35.0,,41.1765,6.2443,,,,,2.1563,,,,,,0.1024,,,,,0.1118,0.0303,0.25,,,,,,14400000.0,18000000.0,,,0.0741,0.0926,,
600985.XSHG,2005-03-30,2003,2012-11-17 05:43:52,2012-11-17 05:43:52,100891339.17,,,,,13976226.48,14400000.0,18000000.0,,,0.0719,0.0741,0.0926,,96886840.36,,,,,8096618.01,,,,,0.1488,,,,,41.4704,40.25,32.2,,37.8824,5.7448,,,,,1.9838,,,,,,0.1024,,,,,0.1118,0.0303,0.25,,,,,,14400000.0,18000000.0,,,0.0741,0.0926,,
600985.XSHG,2005-03-31,2003,2012-11-17 05:43:44,2012-11-17 05:43:44,100891339.17,,,,,13976226.48,14400000.0,18000000.0,,,0.0719,0.0741,0.0926,,96886840.36,,,,,8096618.01,,,,,0.1488,,,,,41.9212,40.6875,32.55,,38.2941,5.8072,,,,,2.0054,,,,,,0.1024,,,,,0.1118,0.0303,0.25,,,,,,14400000.0,18000000.0,,,0.0741,0.0926,,
600985.XSHG,2005-04-01,2003,2010-04-10 11:14:36,2010-04-10 11:14:36,100891339.17,,,,,13976226.48,14400000.0,18000000.0,,,0.0719,0.0741,0.0926,,96886840.36,,,,,8096618.01,,,,,0.1488,,,,,44.1106,42.8125,34.25,,39.5192,6.1105,,,,,2.1101,,,,,,0.1024,,,,,0.1118,0.0303,0.25,,,,,,14400000.0,18000000.0,,,0.0741,0.0926,,
600985.XSHG,2005-04-04,2003,2011-09-09 09:49:44,2011-09-09 09:49:44,100891339.17,,,,,13976226.48,14400000.0,18000000.0,,,0.0719,0.0741,0.0926,,96886840.36,,,,,8096618.01,,,,,0.1488,,,,,23.5757,41.1875,32.95,,38.0192,3.2659,,,,,2.03,,,,,,0.1024,,,,,0.1118,0.0303,0.25,,,,,,14400000.0,18000000.0,,,0.0741,0.0926,,
600985.XSHG,2005-04-05,2003,2012-11-17 05:43:28,2012-11-17 05:43:28,100891339.17,,,,,13976226.48,14400000.0,18000000.0,,,0.0719,0.0741,0.0926,,96886840.36,,,,,8096618.01,,,,,0.1488,,,,,42.5007,41.25,33.0,,38.0769,5.8875,,,,,2.0331,,,,,,0.1024,,,,,0.1118,0.0303,0.25,,,,,,14400000.0,18000000.0,,,0.0741,0.0926,,
600985.XSHG,2005-04-06,2004,2012-11-17 05:43:07,2012-11-17 05:43:07,121775380.19,,,,,9769517.74,18000000.0,,,,0.0503,0.0926,,,280920758.1,,,,,668480.65,,,,,0.0517,,,,,61.9068,33.6,,,,4.9665,,,,,2.1529,,,,,,0.207,,,,,-0.301,0.8425,,,,,,,18000000.0,,,,0.0926,,,
