order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,quarter_recommendation,half_year_target_price,one_year_recommendation,one_year_target_price,half_year_recommendation
000887.XSHE,2006-07-18,国泰海通证券,2.7000,M06,3,1,2024-06-25 04:43:20,2006-07-20 14:14:29,3.0,2.7,,,
000887.XSHE,2006-09-29,渤海证券,3.7500,M06,3,1,2024-06-25 04:43:26,2006-09-29 15:40:49,3.0,3.75,,,
000887.XSHE,2006-12-27,国信证券,,,1,1,2024-06-25 17:25:59,2006-12-27 14:40:52,1.0,,,,
000887.XSHE,2007-01-29,国信证券,,,1,1,2024-06-25 17:25:04,2007-01-29 11:10:27,1.0,,,,
000887.XSHE,2007-03-21,东北证券,3.3000,M06,3,1,2024-06-25 04:42:52,2007-03-23 15:27:53,3.0,3.3,2.0,,
000887.XSHE,2007-08-01,平安证券,,,1,1,2024-06-25 17:24:00,2007-08-06 16:55:35,1.0,,,,
000887.XSHE,2007-08-15,光大证券,16.0000,M06,2,1,2024-06-25 04:43:12,2007-08-16 17:56:29,2.0,16.0,,,
000887.XSHE,2007-09-02,光大证券,17.7000,M06,1,1,2024-06-25 04:43:00,2007-09-03 17:55:29,1.0,17.7,,,
000887.XSHE,2007-09-03,平安证券,,,1,1,2024-06-25 17:25:57,2007-09-03 15:25:20,1.0,,,,
000887.XSHE,2007-09-10,平安证券,,,1,1,2024-06-25 17:25:09,2007-09-10 17:25:33,1.0,,,,
000887.XSHE,2007-09-13,光大证券,19.0000,M06,1,1,2024-06-25 04:42:57,2007-09-14 13:55:41,1.0,19.0,,,
000887.XSHE,2007-09-13,平安证券,,,1,1,2024-06-25 17:25:52,2007-09-13 11:25:56,1.0,,,,
000887.XSHE,2007-09-14,海通证券,20.4750,M06,1,1,2024-06-25 04:43:23,2007-09-18 10:55:42,1.0,20.475,,,
000887.XSHE,2007-09-17,平安证券,,,1,1,2024-06-25 17:23:53,2007-09-17 13:55:39,1.0,,,,
000887.XSHE,2007-09-24,国金证券,17.5000,M06,2,1,2024-06-25 04:42:57,2007-09-24 15:25:55,2.0,17.5,,,
000887.XSHE,2007-09-24,平安证券,,,1,1,2024-06-25 17:25:10,2007-09-24 15:42:01,1.0,,,,
000887.XSHE,2007-09-25,国金证券,,,2,1,2024-06-25 17:24:15,2007-09-26 15:10:55,2.0,,,,
000887.XSHE,2007-10-08,平安证券,,,1,1,2024-06-25 17:24:24,2007-10-08 15:10:58,1.0,,,,
000887.XSHE,2007-10-15,平安证券,,,1,1,2024-06-25 17:23:53,2007-10-15 15:46:08,1.0,,,,
000887.XSHE,2007-10-15,华泰证券,,,2,1,2024-06-25 17:24:21,2007-10-16 15:10:48,2.0,,,,
000887.XSHE,2007-10-15,国金证券,,,2,1,2024-06-25 17:25:23,2007-10-15 15:12:03,2.0,,,,
000887.XSHE,2007-10-19,国金证券,,,2,1,2024-06-25 17:24:46,2007-10-20 10:12:23,2.0,,,,
000887.XSHE,2007-10-22,光大证券,25.5500,M06,1,1,2024-06-25 04:43:11,2007-10-23 17:13:32,1.0,25.55,,,
000887.XSHE,2007-10-25,国金证券,21.2100,M06,2,1,2024-06-25 04:42:51,2007-10-25 17:56:50,2.0,21.21,,,
000887.XSHE,2007-10-25,海通证券,27.1800,M06,1,1,2024-06-25 04:43:21,2007-10-25 17:56:50,1.0,27.18,,,
000887.XSHE,2007-11-12,平安证券,,,1,1,2024-06-25 17:24:27,2007-11-13 14:56:33,1.0,,,,
000887.XSHE,2007-11-19,平安证券,,,1,1,2024-06-25 17:23:46,2007-11-20 15:42:14,1.0,,,,
000887.XSHE,2007-11-26,平安证券,,,1,1,2024-06-25 17:24:03,2007-11-26 17:43:41,1.0,,,,
000887.XSHE,2007-12-01,国金证券,,,2,1,2024-06-25 17:23:46,2007-12-07 18:55:46,2.0,,,,
000887.XSHE,2007-12-03,国信证券,,,2,1,2024-06-25 17:24:36,2008-01-08 18:11:28,2.0,,,,
000887.XSHE,2007-12-05,光大证券,25.5500,M06,1,1,2024-06-25 04:42:53,2007-12-05 15:57:12,1.0,25.55,,,
000887.XSHE,2007-12-12,平安证券,,,1,1,2024-06-25 17:24:25,2007-12-13 17:56:10,1.0,,,,
000887.XSHE,2007-12-13,国金证券,,,2,1,2024-06-25 17:24:11,2007-12-14 15:56:50,2.0,,,,
000887.XSHE,2007-12-17,平安证券,,,1,1,2024-06-25 17:25:35,2007-12-17 18:11:19,1.0,,,,
000887.XSHE,2007-12-24,平安证券,,,1,1,2024-06-25 17:25:10,2007-12-24 17:56:42,1.0,,,,
000887.XSHE,2007-12-27,光大证券,,,1,1,2024-06-25 17:25:52,2008-01-18 17:41:08,1.0,,,,
000887.XSHE,2008-01-02,平安证券,,,1,1,2024-06-25 17:23:58,2008-01-02 18:10:39,1.0,,,,
000887.XSHE,2008-01-14,平安证券,,,1,1,2024-06-25 17:25:21,2008-01-14 18:11:18,1.0,,,,
000887.XSHE,2008-01-15,国金证券,,,2,1,2024-06-25 17:23:47,2008-01-15 20:40:31,2.0,,,,
000887.XSHE,2008-01-17,光大证券,31.0000,Y01,1,1,2024-06-25 04:43:07,2008-01-18 17:41:08,1.0,,,31.0,
000887.XSHE,2008-01-21,平安证券,,,1,1,2024-06-25 17:24:13,2008-01-21 18:41:10,1.0,,,,
000887.XSHE,2008-01-28,国金证券,28.6800,M06,2,1,2024-06-25 04:42:59,2008-01-29 14:39:57,2.0,28.68,,,
000887.XSHE,2008-01-29,平安证券,,,1,1,2024-06-25 17:24:33,2008-01-30 15:42:36,1.0,,,,
000887.XSHE,2008-01-29,海通证券,26.9750,M06,1,1,2024-06-25 04:43:23,2008-01-30 15:56:04,1.0,26.975,,,
000887.XSHE,2008-02-16,光大证券,30.0000,M06,1,1,2024-06-25 04:43:12,2008-02-21 14:26:30,1.0,30.0,,,
