date,order_book_id,size,non_linear_size,momentum,liquidity,book_to_price,leverage,growth,earnings_yield,beta,residual_volatility,comovement,银行,计算机,环保,商贸零售,电力设备,建筑装饰,建筑材料,农林牧渔,电子,交通运输,汽车,纺织服饰,医药生物,房地产,通信,公用事业,综合,机械设备,石油石化,有色金属,传媒,家用电器,基础化工,非银金融,社会服务,轻工制造,国防军工,美容护理,煤炭,食品饮料,钢铁
2010-05-11,002402.XSHE,-2.1392252646684655,0.17288474469065943,1.093612269319115,1.8188985061784348,-1.9087669066428492,-0.7532128788799274,0.5460194999207973,-1.8674259888160725,0.09499041662426484,1.1070129971983529,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-12,002402.XSHE,-2.2487879544001297,0.0048013858083876225,0.9250727961124668,1.8239339637029939,-1.8911636101680178,-0.7568635898979611,0.7859671809753273,-1.8354179939588302,0.1295079328881308,1.0777033608720066,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-13,002402.XSHE,-2.3445209618769978,-0.19530524632645002,0.9333227461748395,1.8442204488441252,-1.8509217277006904,-0.7526429594292574,0.7560330158087575,-1.733431733451278,0.08359370187206464,1.0255642403833731,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-14,002402.XSHE,-2.387128193850823,-0.30421401084190247,0.9169729580128024,1.842299050470757,-1.830777908936658,-0.7505382081311335,0.7354112432670186,-1.6746606726841464,0.07467083444196636,1.0104624930673345,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-17,002402.XSHE,-2.3956352023623624,-0.29689867784436036,0.9246974497021029,1.8712423521491741,-1.7936497076068636,-0.7487783412493656,0.7259943342929905,-1.6597155128703827,0.10201076162966291,1.0351296311833658,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-18,002402.XSHE,-2.426399690022055,-0.35964181234447395,0.9655980807334025,1.5484738734264412,-1.7877278083497001,-0.7523053920130259,0.720117337089557,-1.6424868813149174,0.00887163759224241,1.063669684338119,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-19,002402.XSHE,-2.3917410472108176,-0.28394428295582624,0.9779421876820782,1.7917368448309843,-1.779795657759521,-0.7502950290034517,0.7319993223227151,-1.65799092976049,0.012291975120887727,1.031243674720953,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-20,002402.XSHE,-2.421711669298841,-0.3450206959945181,0.9801186615080122,1.7921261914071756,-1.7641945594729747,-0.7519084559984636,0.7278368977407462,-1.6401616428974122,0.08434613794548966,0.9810770469057378,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-21,002402.XSHE,-2.387015520728994,-0.27711379689664606,1.0207483074629538,1.7105944881318111,-1.7692417647991454,-0.7520578113402151,0.7275627089473861,-1.6727599836436107,0.08565949246166152,0.9887962246105523,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-24,002402.XSHE,-2.370682863116346,-0.25280629151741096,1.0167294772216604,1.7670033059404688,-1.7789569828616447,-0.7518619637440529,0.7576924174566525,-1.6971974921117918,0.13544509801820803,0.9664565988064435,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
