date,order_book_id,size,non_linear_size,momentum,liquidity,book_to_price,leverage,growth,earnings_yield,beta,residual_volatility,comovement,银行,计算机,环保,商贸零售,电力设备,建筑装饰,建筑材料,农林牧渔,电子,交通运输,汽车,纺织服饰,医药生物,房地产,通信,公用事业,综合,机械设备,石油石化,有色金属,传媒,家用电器,基础化工,非银金融,社会服务,轻工制造,国防军工,美容护理,煤炭,食品饮料,钢铁
2018-09-18,002938.XSHE,0.7172894773470168,-0.2906508806062489,-0.8810769122653268,1.4055051632657736,-1.4324513888958166,-0.8659031056690074,0.2869674854603668,-0.2658548148901598,0.7867301384629974,0.5444803718061498,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-19,002938.XSHE,0.8039911869090282,-0.3398604397840708,-0.9117112067248712,1.4023597478487333,-1.4762347967974085,-0.8626399304267007,0.0861016185037159,-1.170521376003516,0.7666036570130995,0.536789930326463,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-20,002938.XSHE,0.9054217791267737,-0.38690322305024005,-0.8728915199342114,1.387073236854092,-1.5333763393670508,-0.8645640412616705,0.08488747388164364,-1.3031731786327332,0.77094557663488,0.5370386900930995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-21,002938.XSHE,0.8016086317047468,-0.3343278222593532,-0.9163114103001186,1.3803942986702245,-1.4762008719652724,-0.8671950837410052,0.0903128792998105,-1.1961576098230762,0.6328427447264001,0.5585804562406286,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-25,002938.XSHE,0.7051576429093295,-0.28041030066609496,-0.8859732388733399,1.3665761475450873,-1.4179941929391047,-0.863430143895678,0.08654195985654768,-1.0544364062889124,0.6275868565404346,0.5573551083320856,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-26,002938.XSHE,0.6841476349794271,-0.26533522485627803,-0.8901579602754076,1.3541865342402475,-1.3970042794325666,-0.8598569425224643,0.08505878297906755,-1.0201345848783236,0.6060867338155594,0.5562247019811551,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-27,002938.XSHE,0.5879760742393372,-0.19934256858961313,-0.9173204793837936,1.3601947773878074,-1.3451492125460105,-0.8604086593578939,0.08271090968302502,-0.8950251928820547,0.6655071381355745,0.568023149823417,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-28,002938.XSHE,0.5668749705960435,-0.18374097855623087,-0.9339955153512751,1.3532095328708214,-1.3289328271677314,-0.8596631895763122,0.08541839531664948,-0.8644097922580259,0.6486699027164781,0.5525635476827259,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-08,002938.XSHE,0.5520714609700781,-0.17594833921543584,-0.9612811456234455,1.3495915525674294,-1.3357938812933605,-0.8634035196272939,0.09130791382976963,-0.8521519450167836,0.6073671525469042,0.5819469299262289,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-09,002938.XSHE,0.5846584723358058,-0.19802427904414693,-0.9553343098347221,1.3396905502657197,-1.3522041245177483,-0.8617042649523922,0.09182121110326348,-0.8905117987138386,0.6082191068029591,0.5721768551658373,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-10,002938.XSHE,0.5824379664420459,-0.19537041673109498,-0.9536933399925462,1.324103169455238,-1.3456909189196369,-0.8645187299467325,0.09248266971376926,-0.879902350783557,0.6102872658660091,0.5697218957557664,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-11,002938.XSHE,0.5157056761402486,-0.14158165439109724,-0.9797129044828883,1.3383747443405132,-1.2908375860972265,-0.8632696342934346,0.09625527185419293,-0.8003090123582798,0.8747662625179284,0.5467337366355016,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-12,002938.XSHE,0.467982697227702,-0.10107602855610427,-0.9502436269012082,1.3442331137995402,-1.243581177621113,-0.8606406557390391,0.09445904969695264,-0.7364859838009221,0.8549735112561755,0.5921705024416398,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-15,002938.XSHE,0.4834554823367099,-0.11209084707813877,-0.9941900180003364,1.34672141782132,-1.243396809036282,-0.8593852294528483,0.09220564038852462,-0.7517281569837245,0.8266430170179652,0.6419002707240312,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-16,002938.XSHE,0.4783503322461024,-0.10482647410755408,-1.0694534780978875,1.3696331304197218,-1.2348572569846061,-0.8619567628477308,0.09004005991681581,-0.7417704747217247,0.8687187658222458,0.6357911036470824,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-17,002938.XSHE,0.5129182194871,-0.13046674378463766,-1.058222592982696,1.3683401934291288,-1.2603420096607438,-0.8621197234169167,0.09018562384426897,-0.7954108011246133,0.8767717873692897,0.6321017261651894,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-18,002938.XSHE,0.5352421016523833,-0.14737969310697768,-1.0280129292485207,1.371198167711125,-1.278697823640506,-0.8621054379787113,0.09526001015044248,-0.8441813370362957,0.8758833772338492,0.5904548217861982,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-19,002938.XSHE,0.5637101985887782,-0.16777804577068242,-1.0281153973482244,1.3642089697505821,-1.2923849490969888,-0.861851705989898,0.0959195018162172,-0.891415250180032,0.8173974355100768,0.6173942417699535,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-22,002938.XSHE,0.5726057704516115,-0.17568026242900664,-1.0880995721658864,1.3565210680362987,-1.299701157432834,-0.8627005926525041,0.09403245216767775,-0.9018452544258941,0.8353935353262787,0.580125572656727,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-23,002938.XSHE,0.5678280827242658,-0.17180125706503807,-1.0995965337604359,1.3501169510831534,-1.2984314200578684,-0.8661824537525413,0.09935716094568381,-0.8787927898568729,0.7983363353918765,0.599487150004053,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-24,002938.XSHE,0.5609890364094099,-0.16695130584735499,-1.1123138560365324,1.4976712507507046,-1.3028025343202874,-0.8757947963942009,0.10770668027376588,-0.8773557147931236,0.8013022656920017,0.5931344605438047,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-25,002938.XSHE,0.591664755934268,-0.18950792593053167,-1.109913405413451,1.544599562483421,-1.3354396176481846,-0.8839189972651897,0.1136494318738861,-0.9282868349419708,0.8047172989981284,0.5978606914373827,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-26,002938.XSHE,0.5758487892644789,-0.17905181909969772,-1.1278033663799811,1.5853015749344972,-1.345072353300441,-0.8884847769418174,0.11697463325227382,-0.9062087283385906,0.8065029141715364,0.6107689951196227,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-29,002938.XSHE,0.6037883870203967,-0.20062665425760035,-1.176570049282367,1.6198302241515012,-1.3764916663900835,-0.8960213207737506,0.1203403417712899,-0.9562224511507583,0.707756900433068,0.6126493056475394,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-30,002938.XSHE,0.5989523318508195,-0.1980472799369446,-1.1621328837726794,1.4641077029613923,-1.387620071615716,-0.900212167935573,0.13345002091320385,-0.9321746638414897,0.6957373988129079,0.6012991189215088,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-31,002938.XSHE,0.6282038566346966,-0.21890559531426754,-1.1786677345373042,1.3753769436147683,-1.1617819354896297,-1.0969338895201066,0.6430473770114937,-0.6772591114138456,0.7014809246490327,0.5566753301879612,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,002938.XSHE,0.6062137029122356,-0.20435868591577105,-1.2341897453012758,1.3107186338902876,-1.1359282124533068,-1.0937674848224177,0.9285509035463692,-0.5247618216806225,0.6977996569485352,0.5433879632735593,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-02,002938.XSHE,0.5936636776104534,-0.1957307674637158,-1.248044245758985,1.1924541213390338,-1.1196127648719703,-1.0872737151665033,0.9296261849971744,-0.5022437892870336,0.6681484767520163,0.5238780810367791,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-05,002938.XSHE,0.5761382346708351,-0.18574323001247528,-1.2427173088494474,1.188506409723567,-1.1032398070738956,-1.0893915776788692,0.9261738231569188,-0.44251180728138806,0.6624689988575142,0.5257044965413383,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-06,002938.XSHE,0.5208470228917456,-0.14688075668444067,-1.2730309229415893,1.2129528725604182,-1.0589592210857444,-1.089579188564868,0.7869708511659764,-0.31220266306009636,0.6607215381000088,0.5354268883051443,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-07,002938.XSHE,0.529810428472942,-0.1535888181904495,-1.2626959215174163,1.1686010789943266,-1.0626715257395947,-1.0892702684570623,0.7841612716555466,-0.3206505336586624,0.6517232177070046,0.5286531464577655,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-08,002938.XSHE,0.5326410043246242,-0.1530940640341582,-1.3212759112702588,1.1549142576373121,-1.0597694579746668,-1.0899843882708535,0.769478478210441,-0.30687741118535294,0.6558754602501501,0.53213237663884,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-09,002938.XSHE,0.5488128628070698,-0.16736330474684985,-1.322924494443138,1.1161902388376341,-1.0707013515225277,-1.0881043817040756,0.6598459021015394,-0.33808350746791915,0.6142009194315572,0.5514117067777522,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-12,002938.XSHE,0.5651615974236662,-0.18239677292634882,-1.2731178634915152,1.0737717238531328,-1.0876949919691177,-1.0891111047941608,0.5303637570908494,-0.3677874058701542,0.6969643797274101,0.5440366606146013,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,002938.XSHE,0.5578049485502607,-0.17869791501265903,-1.3281786012732648,1.0421860114863597,-1.0816337725800438,-1.0874414489427011,0.5295546674792201,-0.32715195305600725,0.7081787534521913,0.5393365405341188,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-14,002938.XSHE,0.5713237157243382,-0.19061265648231154,-1.296208644227286,1.019103899063047,-1.0939889278675796,-1.0901960667748103,0.5300064142167307,-0.3453660646181322,0.6908870183608332,0.5498973813990093,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-15,002938.XSHE,0.5899505392623259,-0.20526741398458478,-1.2699588736250365,1.0080219098535406,-1.1021696406534436,-1.0906991609748495,0.46353351253269043,-0.3823064625554166,0.7058876751034173,0.5415901666608258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-16,002938.XSHE,0.5767100689785336,-0.19569654362102012,-1.2474234204001629,0.9552490265251303,-1.0991334830262598,-1.091376474945774,0.46835905378209736,-0.35264755978855494,0.7155735014972961,0.5287078506102953,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-19,002938.XSHE,0.5671029511967121,-0.1885264602624128,-1.2261592176316483,0.8900389267859047,-1.0940064788038417,-1.0952738326144016,0.4699160092471044,-0.33979525921968345,0.6833715563628439,0.5290551764500679,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-20,002938.XSHE,0.5452895005185353,-0.17011139823924873,-1.235336876372616,0.8432848687395513,-1.0683260460056636,-1.0951604293876538,0.46659656870947264,-0.31546630182066543,0.6993448001251451,0.5299348301007679,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-21,002938.XSHE,0.5584136976710617,-0.18013044399997996,-1.2508251428726,0.7974016069234332,-1.0765233050203498,-1.0947791509344458,0.46736032076902057,-0.3246330812919594,0.6972180075148944,0.5415373642334069,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-22,002938.XSHE,0.5553771291480805,-0.17815847760805878,-1.273660005090809,0.7775155398472093,-1.0699790961811686,-1.094451799027157,0.4645471765319205,-0.30542154905739066,0.6962151127160123,0.5470494785094749,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-23,002938.XSHE,0.5156836010351307,-0.14460832726781744,-1.3033890809195656,0.7539943349917609,-1.0386953129158034,-1.0951730511049338,0.46450976038190783,-0.26480450958709423,0.8279916613232184,0.5264354662586419,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-26,002938.XSHE,0.5151972188446236,-0.1450483812741951,-1.2469578230927212,0.7271546347735414,-1.0434422199925135,-1.0966150770416916,0.4659185935548227,-0.266799365404239,0.8282750495986323,0.5342807927875692,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
