order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
002938.XSHE,2018-09-18,2017,2018-09-20 03:00:36,2018-09-20 03:00:36,23920836872.11,,,,,1827321272.27,,,,,0.93,,,,12282987577.54,,,,,1672960930.87,,,,,0.1626,,,,,29.2704,,,,,2.236,,,,,,,,,,,0.3957,,,,,0.8201,,,,,,,,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.9985,1.159,1.3909,1.1189
002938.XSHE,2018-09-19,2017,2018-09-19 16:23:36,2018-09-19 16:23:36,23920836872.11,29164000000.0,33984000000.0,40483000000.0,32779000000.0,1827321272.27,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.93,0.9985,1.159,1.3909,12282987577.54,17196000000.0,18373000000.0,19623000000.0,18078750000.0,1672960930.87,2132000000.0,3293000000.0,3970000000.0,3002750000.0,0.1626,0.1342,0.1458,0.1638,0.1431,32.1924,25.4878,21.9582,18.2973,22.7456,2.4592,2.0171,1.731,1.4531,1.7946,,3.4209,3.2018,2.9978,3.2539,1.4368,0.3957,0.2192,0.1653,0.1912,0.1768,0.8201,0.2631,0.1607,0.2001,0.1821,,,1.1189,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.9985,1.159,1.3909,1.1189
002938.XSHE,2018-09-20,2017,2018-09-20 17:23:42,2018-09-20 17:23:42,23920836872.11,29164000000.0,33984000000.0,40483000000.0,32779000000.0,1827321272.27,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.93,0.9985,1.159,1.3909,12282987577.54,17196000000.0,18373000000.0,19623000000.0,18078750000.0,1672960930.87,2132000000.0,3293000000.0,3970000000.0,3002750000.0,0.1626,0.1342,0.1458,0.1638,0.1431,35.418,28.0416,24.1583,20.1307,25.0247,2.7056,2.2192,1.9044,1.5987,1.9744,,3.7637,3.5226,3.2982,3.5799,1.5808,0.3957,0.2192,0.1653,0.1912,0.1768,0.8201,0.2631,0.1607,0.2001,0.1821,,,1.1189,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.9985,1.159,1.3909,1.1189
002938.XSHE,2018-09-21,2017,2018-09-21 16:04:09,2018-09-21 16:04:09,23920836872.11,29164000000.0,33984000000.0,40483000000.0,32779000000.0,1827321272.27,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.93,0.9985,1.159,1.3909,12282987577.54,17196000000.0,18373000000.0,19623000000.0,18078750000.0,1672960930.87,2132000000.0,3293000000.0,3970000000.0,3002750000.0,0.1626,0.1342,0.1458,0.1638,0.1431,33.1032,26.2089,22.5794,18.815,23.3891,2.5288,2.0741,1.78,1.4942,1.8454,,3.5177,3.2923,3.0826,3.3459,1.4775,0.3957,0.2192,0.1653,0.1912,0.1768,0.8201,0.2631,0.1607,0.2001,0.1821,,,1.1189,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.9985,1.159,1.3909,1.1189
002938.XSHE,2018-09-25,2017,2018-09-25 16:08:07,2018-09-25 16:08:07,23920836872.11,29164000000.0,33984000000.0,40483000000.0,32779000000.0,1827321272.27,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.93,0.9985,1.159,1.3909,12282987577.54,17196000000.0,18373000000.0,19623000000.0,18078750000.0,1672960930.87,2132000000.0,3293000000.0,3970000000.0,3002750000.0,0.1626,0.1342,0.1458,0.1638,0.1431,29.9915,23.7452,20.4569,17.0464,21.1905,2.2911,1.8792,1.6126,1.3538,1.6719,,3.187,2.9829,2.7928,3.0314,1.3386,0.3957,0.2192,0.1653,0.1912,0.1768,0.8201,0.2631,0.1607,0.2001,0.1821,,,1.1189,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.9985,1.159,1.3909,1.1189
002938.XSHE,2018-09-26,2017,2018-09-26 16:06:40,2018-09-26 16:06:40,23920836872.11,29164000000.0,33984000000.0,40483000000.0,32779000000.0,1827321272.27,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.93,0.9985,1.159,1.3909,12282987577.54,17196000000.0,18373000000.0,19623000000.0,18078750000.0,1672960930.87,2132000000.0,3293000000.0,3970000000.0,3002750000.0,0.1626,0.1342,0.1458,0.1638,0.1431,29.6626,23.4849,20.2326,16.8594,20.9582,2.2659,1.8586,1.595,1.3389,1.6536,,3.1521,2.9501,2.7622,2.9982,1.3239,0.3957,0.2192,0.1653,0.1912,0.1768,0.8201,0.2631,0.1607,0.2001,0.1821,,,1.1189,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.9985,1.159,1.3909,1.1189
002938.XSHE,2018-09-27,2017,2018-09-27 16:05:00,2018-09-27 16:05:00,23920836872.11,29164000000.0,33984000000.0,40483000000.0,32779000000.0,1827321272.27,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.93,0.9985,1.159,1.3909,12282987577.54,17196000000.0,18373000000.0,19623000000.0,18078750000.0,1672960930.87,2132000000.0,3293000000.0,3970000000.0,3002750000.0,0.1626,0.1342,0.1458,0.1638,0.1431,27.1454,21.4919,18.5156,15.4287,19.1796,2.0736,1.7008,1.4596,1.2253,1.5133,,2.8846,2.6998,2.5278,2.7437,1.2116,0.3957,0.2192,0.1653,0.1912,0.1768,0.8201,0.2631,0.1607,0.2001,0.1821,,,1.1189,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.9985,1.159,1.3909,1.1189
002938.XSHE,2018-09-28,2017,2018-09-28 16:11:15,2018-09-28 16:11:15,23920836872.11,29164000000.0,33984000000.0,40483000000.0,32779000000.0,1827321272.27,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.93,0.9985,1.159,1.3909,12282987577.54,17196000000.0,18373000000.0,19623000000.0,18078750000.0,1672960930.87,2132000000.0,3293000000.0,3970000000.0,3002750000.0,0.1626,0.1342,0.1458,0.1638,0.1431,26.8924,21.2916,18.343,15.2849,19.0009,2.0543,1.685,1.446,1.2139,1.4992,,2.8577,2.6746,2.5043,2.7182,1.2003,0.3957,0.2192,0.1653,0.1912,0.1768,0.8201,0.2631,0.1607,0.2001,0.1821,,,1.1189,2308000000.0,2679000000.0,3215000000.0,2586250000.0,0.9985,1.159,1.3909,1.1189
002938.XSHE,2018-10-08,2017,2018-10-08 16:06:38,2018-10-08 16:06:38,23920836872.11,29164000000.0,33984000000.0,40483000000.0,33180666666.6667,1827321272.27,2308000000.0,2679000000.0,3215000000.0,2617166666.6667,0.93,0.9985,1.159,1.3909,12282987577.54,17196000000.0,18373000000.0,19623000000.0,18176833333.3333,1672960930.87,2132000000.0,3293000000.0,3970000000.0,3099500000.0,0.1626,0.1342,0.1458,0.1638,0.144,25.5895,20.2601,17.4544,14.5444,17.8667,1.9548,1.6034,1.3759,1.1551,1.4093,,2.7193,2.5451,2.3829,2.5725,1.1421,0.3957,0.2192,0.1653,0.1912,0.1729,0.8201,0.2631,0.1607,0.2001,0.1747,,,1.1323,2308000000.0,2679000000.0,3215000000.0,2617166666.6667,0.9985,1.159,1.3909,1.1323
002938.XSHE,2018-10-09,2017,2018-10-09 16:06:51,2018-10-09 16:06:51,23920836872.11,29164000000.0,33984000000.0,40483000000.0,33180666666.6667,1827321272.27,2308000000.0,2679000000.0,3215000000.0,2617166666.6667,0.93,0.9985,1.159,1.3909,12282987577.54,17196000000.0,18373000000.0,19623000000.0,18176833333.3333,1672960930.87,2132000000.0,3293000000.0,3970000000.0,3099500000.0,0.1626,0.1342,0.1458,0.1638,0.144,26.2346,20.7708,17.8944,14.9111,18.3172,2.0041,1.6438,1.4106,1.1842,1.4448,,2.7878,2.6092,2.443,2.6374,1.1709,0.3957,0.2192,0.1653,0.1912,0.1729,0.8201,0.2631,0.1607,0.2001,0.1747,,,1.1323,2308000000.0,2679000000.0,3215000000.0,2617166666.6667,0.9985,1.159,1.3909,1.1323
