order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
601600.XSHG,2011-04-22,2011,q1,2405,,2011-04-22发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2011-04-22,financial_reports,,,,331174000.0000,,,,-0.4720,,,,,,,,2011-04-21,,1995592693.5000,,,-0.8340,2021-04-12 11:01:49,2021-04-12 11:01:49
601600.XSHG,2011-04-22,2011,q1,2501,,2011-04-22发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-04-22,financial_reports,,,331174000.0000,,,-0.4720,,,,,,,,,,2011-04-21,2475220615.0871,,2.1815,,-2.6535,2021-04-12 11:01:49,2021-04-12 11:01:49
601600.XSHG,2011-04-22,2011,q1,2503,,2011-04-22发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-04-22,financial_reports,,,,331174000.0000,,,,-0.4720,,,,,,,,2011-04-21,,1995592693.5000,,2.1815,-2.6535,2021-04-12 11:01:49,2021-04-12 11:01:49
601600.XSHG,2011-08-27,2011,q2,2501,,2011-08-27发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-08-27,financial_reports,,,412580000.0000,,,-0.2224,,,,,,,,,,2011-08-26,2273917230.9083,,1.9227,,-2.1452,2021-04-12 11:01:49,2021-04-12 11:01:49
601600.XSHG,2012-03-17,2011,q4,2201,,近5个交易日内，该股一致预期净利润被大幅调低,,,,,,,,,,,,,,,,,,,,,,,2012-03-23,196000000.0000,2012-03-16,1303762044.0346,,,,-0.8497,2021-04-12 11:01:49,2021-04-12 11:01:49
601600.XSHG,2012-03-17,2011,q4,2405,,2012-03-17发布的财报中，4季度净利润增速低于机构的一致预期,,,,,,,,2012-03-17,financial_reports,,,,-729593000.0000,,,,-2.9977,,,,,,,,2012-03-16,,-643552399.9000,,,-0.1337,2021-04-12 11:01:49,2021-04-12 11:01:49
601600.XSHG,2012-03-17,2011,q4,2503,,2012-03-17发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2012-03-17,financial_reports,,,,-729593000.0000,,,,-2.9977,,,,,,,,2012-03-16,,-643552399.9000,,-2.7621,-0.2356,2021-04-12 11:01:49,2021-04-12 11:01:49
601600.XSHG,2012-03-19,2012,q4,2302,华泰联合,华泰联合2012-03-19发布的报告研报摘要中含有超预期信息,2012-03-19,中国铝业：路漫漫其修远兮,叶洮,196000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
601600.XSHG,2012-04-28,2012,q1,2405,,2012-04-28发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2012-04-28,financial_reports,,,,-1088439000.0000,,,,-4.2866,,,,,,,,2012-04-27,,1165434423.4000,,,-1.9339,2021-04-12 11:01:49,2021-04-12 11:01:49
601600.XSHG,2012-04-28,2012,q1,2501,,2012-04-28发布的财报净利润同比增速低于一致预期2012同比增速,,,,,,,,2012-04-28,financial_reports,,,-1088439000.0000,,,-4.2866,,,,,,,,,,2012-04-27,837445744.1082,,2.5191,,-6.8057,2021-04-12 11:01:49,2021-04-12 11:01:49
