order_book_id,quarter,info_date,cost_of_goods_sold,cash_flow_from_operating_activities,cash_flow_from_investing_activities,inventory,if_adjusted,total_liabilities,net_profit,intangible_assets,undistributed_profit,operating_expense,net_accts_receivable,total_assets,notes_payable,rice_create_tm,investment_income,current_liabilities,cash_flow_from_financing_activities,revenue,total_equity,operating_revenue,current_assets,net_fixed_assets,financing_expense
601600.XSHG,2010q1,2011-04-22,26647568000.0,-105994000.0,-1978465000.0,23120047000.0,1,84884209000.0,736867000.0,2768373000.0,18420247000.0,,3850430000.0,141244896000.0,3237105000.0,2022-01-06 10:06:46,135584000.0,47697812000.0,3135631000.0,29059024000.0,56360687000.0,29059024000.0,43618415000.0,70321957000.0,644502000.0
601600.XSHG,2010q2,2011-10-26,55714162000.0,3568102000.0,-4771293000.0,21245728000.0,1,85582438000.0,798972000.0,2761324000.0,18350948000.0,,1941435000.0,142044081000.0,3132355000.0,2022-08-09 18:19:48,512225000.0,57438881000.0,4579129000.0,59778469000.0,56461643000.0,59778469000.0,43756860000.0,69430093000.0,1298474000.0
601600.XSHG,2010q3,2011-10-26,83193278000.0,5415105000.0,-6465237000.0,20575690000.0,1,83074751000.0,695575000.0,2760439000.0,18233410000.0,,2500950000.0,139911168000.0,1863153000.0,2022-01-06 10:06:46,634904000.0,53204474000.0,1585186000.0,88572732000.0,56836417000.0,88572732000.0,40871181000.0,68400508000.0,1922756000.0
601600.XSHG,2010q4,2012-03-17,113188357000.0,7103859000.0,-8260317000.0,21780047000.0,1,84135184000.0,969138000.0,2852086000.0,18530036000.0,,1288403000.0,141322039000.0,2037042000.0,2022-01-06 10:06:46,879072000.0,55733547000.0,2717553000.0,120994847000.0,57186855000.0,120994847000.0,41324547000.0,72721863000.0,2536001000.0
601600.XSHG,2011q1,2012-04-28,26107613000.0,-1278866000.0,-2454677000.0,23579188000.0,1,90572336000.0,437800000.0,2906094000.0,18861421000.0,,2603782000.0,148216743000.0,2894431000.0,2022-01-06 10:06:46,152307000.0,62685360000.0,4893937000.0,28233536000.0,57644407000.0,28233536000.0,47517270000.0,71409312000.0,685690000.0
601600.XSHG,2011q2,2012-10-31,61712527000.0,4824444000.0,-5249327000.0,22325890000.0,1,89897172000.0,691830000.0,3861618000.0,18788764000.0,,1693395000.0,147827023000.0,3434636000.0,2022-08-09 18:19:48,398850000.0,61987346000.0,1040453000.0,65969749000.0,57929851000.0,65969749000.0,45455891000.0,71445417000.0,1520465000.0
601600.XSHG,2011q3,2012-10-31,100808145000.0,3640593000.0,-7555732000.0,23072417000.0,1,95717105000.0,1451129000.0,3872975000.0,19343751000.0,,3344696000.0,154535242000.0,3733111000.0,2022-01-06 10:06:46,823269000.0,62473503000.0,4872745000.0,107614742000.0,58818137000.0,107614742000.0,51110746000.0,72320413000.0,2342399000.0
601600.XSHG,2011q4,2013-03-28,137790291000.0,2489756000.0,-9714547000.0,24124379000.0,1,98979471000.0,690504000.0,4344347000.0,18614158000.0,,1495197000.0,157134157000.0,1889875000.0,2022-01-06 10:06:46,1047444000.0,62360398000.0,8842453000.0,145874433000.0,58154686000.0,145874433000.0,49969708000.0,77579384000.0,3382175000.0
601600.XSHG,2012q1,2013-04-27,32997696000.0,-2030495000.0,-2749816000.0,27316542000.0,1,110601641000.0,-1161086000.0,4347592000.0,17525719000.0,,2537402000.0,167623008000.0,2567000000.0,2022-01-06 10:06:46,130168000.0,70466609000.0,9304504000.0,33589657000.0,57021367000.0,33589657000.0,59916097000.0,76365417000.0,1075913000.0
601600.XSHG,2012q2,2013-10-31,70979930000.0,-1815384000.0,-16068373000.0,26421876000.0,1,125236733000.0,-3424768000.0,4521370000.0,15360903000.0,,2553942000.0,180088855000.0,3170520000.0,2022-08-09 18:19:48,155590000.0,84148712000.0,17140138000.0,71697781000.0,54852122000.0,71697781000.0,60365092000.0,79925770000.0,2301121000.0
601600.XSHG,2012q3,2013-10-31,107277504000.0,-795430000.0,-19895189000.0,26347314000.0,1,122581462000.0,-4517849000.0,4610248000.0,14279245000.0,,3223395000.0,180289443000.0,2381820000.0,2022-01-06 10:06:46,112420000.0,81712375000.0,17376661000.0,108832561000.0,57707981000.0,108832561000.0,58239540000.0,79893280000.0,3496506000.0
601600.XSHG,2012q4,2014-03-19,148406440000.0,1122352000.0,-23153090000.0,25596476000.0,1,121245732000.0,-8643583000.0,4491491000.0,10380404000.0,,1425219000.0,175016882000.0,2175710000.0,2022-01-06 10:06:46,233359000.0,83853411000.0,20428953000.0,149478821000.0,53771150000.0,149478821000.0,49016016000.0,81675584000.0,4664194000.0
601600.XSHG,2013q1,2014-04-30,33404017000.0,-1091020000.0,-3637121000.0,29105785000.0,1,159335660000.0,-918843000.0,11519148000.0,9405364000.0,,4546464000.0,216015714000.0,6232202000.0,2022-01-06 10:06:46,234330000.0,98576726000.0,7080488000.0,34213296000.0,56680054000.0,34213296000.0,64014992000.0,97292807000.0,1517509000.0
601600.XSHG,2013q2,2014-10-31,75094277000.0,1661848000.0,-6350004000.0,25235475000.0,1,148164229000.0,-673682000.0,11168611000.0,9756604000.0,,4273593000.0,202488096000.0,5894391000.0,2022-08-09 18:19:48,1754513000.0,93668708000.0,5950834000.0,76641021000.0,54323867000.0,76641021000.0,63287114000.0,81489814000.0,2907455000.0
601600.XSHG,2013q3,2014-10-31,119640794000.0,2352819000.0,-8774750000.0,22460745000.0,1,153124555000.0,-1962956000.0,11063430000.0,8534758000.0,,6760251000.0,206309346000.0,4198183000.0,2022-01-06 10:06:46,1860921000.0,95325430000.0,7781444000.0,122062786000.0,53184791000.0,122062786000.0,66872482000.0,83115884000.0,4186597000.0
601600.XSHG,2013q4,2015-03-26,169290846000.0,8251338000.0,-7686069000.0,23535948000.0,1,145804935000.0,723479000.0,11251410000.0,11327787000.0,,4014152000.0,199507054000.0,3631144000.0,2022-01-06 10:06:46,7661156000.0,96737581000.0,1758409000.0,173038099000.0,53702119000.0,173038099000.0,63065421000.0,85145430000.0,5584865000.0
