order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
000528.XSHE,2011-04-15,2011,q1,1502,,2011-04-15发布的业绩预告同比增速超出一致预期2011同比增速,,,,,,,,2011-04-15,performance_forecast,622460000.0000,583560000.0000,,,0.5000,,,,,,,,,,,2011-04-14,2134489309.9569,,0.3826,,0.1174,2021-04-12 11:01:47,2021-04-12 11:01:47
000528.XSHE,2011-04-15,2011,q1,1504,,2011-04-15发布的业绩预告同比增速超出2011一致预期同比增速,,,,,,,,2011-04-15,performance_forecast,622460000.0000,583560000.0000,,,,,0.5000,,,,,,,,,2011-04-14,,537884641.4788,,0.3826,0.1174,2021-04-12 11:01:47,2021-04-12 11:01:47
000528.XSHE,2011-04-27,2011,q1,1405,,2011-04-27发布的财报中，1季度净利润增速超出机构的一致预期,,,,,,,,2011-04-27,financial_reports,,,,609833110.8900,,,,0.5675,,,,,,,,2011-04-26,,536950949.0590,,,0.1357,2021-04-12 11:01:47,2021-04-12 11:01:47
000528.XSHE,2011-04-27,2011,q1,1501,,2011-04-27发布的财报净利润同比增速超出一致预期2011同比增速,,,,,,,,2011-04-27,financial_reports,,,609833110.8900,,,0.5675,,,,,,,,,,2011-04-26,2130738502.8369,,0.3802,,0.1874,2021-04-12 11:01:47,2021-04-12 11:01:47
000528.XSHE,2011-04-27,2011,q1,1503,,2011-04-27发布的财报净利润同比增速超出2011一致预期同比增速,,,,,,,,2011-04-27,financial_reports,,,,609833110.8900,,,,0.5675,,,,,,,,2011-04-26,,536950949.0590,,0.3802,0.1873,2021-04-12 11:01:47,2021-04-12 11:01:47
000528.XSHE,2013-08-26,2013,q4,1301,高华证券,高华证券2013-08-26发布的报告研报标题中含有超预期信息,2013-08-26,柳工：毛利率好于预期推动业绩高于预期 中性,金戈,374800000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-29 13:57:22,2021-10-29 13:57:22
000528.XSHE,2013-10-28,2013,q4,1101,瑞银证券,"瑞银证券2013-10-28发布的报告上调了该股盈利预测,分析师：付伟琦,李博",2013-10-28,柳工：盈利能力继续改善,"付伟琦,李博",525000000.0000,2013-08-27,柳工：毛利恢复有助盈利回升,484000000.0000,,,,,,,,,,,,,,,,,,,,,,,0.0847,2021-04-12 11:01:47,2021-04-12 11:01:47
000528.XSHE,2014-01-30,2013,q4,1302,广发证券,广发证券2014-01-30发布的报告研报摘要中含有超预期信息,2014-01-30,柳工：13年业绩好转 关注资产质量改善,"董亚光,罗立波,真怡",306060000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:47,2021-04-12 11:01:47
000528.XSHE,2014-04-01,2014,q4,1302,长江证券,长江证券2014-04-01发布的报告研报摘要中含有超预期信息,2014-04-01,柳工：风险充分释放、挖机销售大幅增长是未来亮点,研究所,570000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:47,2021-04-12 11:01:47
000528.XSHE,2014-04-10,2014,q4,1301,高华证券,高华证券2014-04-10发布的报告研报标题中含有超预期信息,2014-04-10,柳工：毛利率提升4个百分点推动业绩高于预期 中性,金戈,439600000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-29 13:57:22,2021-10-29 13:57:22
