date,order_book_id,size,non_linear_size,momentum,liquidity,book_to_price,leverage,growth,earnings_yield,beta,residual_volatility,comovement,银行,计算机,环保,商贸零售,电力设备,建筑装饰,建筑材料,农林牧渔,电子,交通运输,汽车,纺织服饰,医药生物,房地产,通信,公用事业,综合,机械设备,石油石化,有色金属,传媒,家用电器,基础化工,非银金融,社会服务,轻工制造,国防军工,美容护理,煤炭,食品饮料,钢铁
2005-01-06,000034.XSHE,-1.6733609951512134,0.29716403537550595,-1.1659283462434207,0.686533957914562,-1.7758995524834318,0.33819171572489415,-0.18936594431027054,-2.726715145871607,0.7405705118636097,1.9964284104045265,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-07,000034.XSHE,-1.6530744242879458,0.3274314602133114,-1.248911750116786,0.6905151109299599,-1.7965676219242135,0.33710323093143363,-0.18836829253647044,-2.7022739321916873,0.7517952708876351,1.8691989958474593,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-10,000034.XSHE,-1.6272686569269552,0.36050506752653355,-1.678948825267058,0.7159794826971032,-1.804436555429738,0.3396842274914585,-0.18558219696088518,-2.6731797682650047,0.830223429186418,1.7651127980332828,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-11,000034.XSHE,-1.642892475982272,0.3429354200467288,-1.674089885256178,0.6783589501581597,-1.8077332437165454,0.3376089549453517,-0.18633096838376198,-2.689163096036767,0.8867320577179819,1.8045834300529908,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-12,000034.XSHE,-1.6452035441783694,0.34068408675031014,-1.8091100905438737,0.6683965804625391,-1.8133166016768034,0.3366424003205434,-0.1843121759955397,-2.6891972280657948,0.9963726563294304,1.6662602639159025,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-13,000034.XSHE,-1.5556756662568763,0.4420747699592088,-1.8808221700882763,0.7440559351450324,-1.828982678776168,0.3376483463600447,-0.1832186243283124,-2.631072768664732,0.7160766177267935,2.4261679481167433,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-14,000034.XSHE,-1.5985814523987874,0.4013033476754165,-1.8391988227941567,0.7833517908062251,-1.8163824725278366,0.33659283683303615,-0.18311520834300116,-2.650626922178705,1.9811836658816049,1.7964252690919347,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-17,000034.XSHE,-1.5924287703562663,0.40831926107851074,-1.704796538208779,0.7859487669922264,-1.8059903109852917,0.3341272225202705,-0.18027498811853754,-2.632059985269445,1.4914768538754593,1.9772600094188284,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-18,000034.XSHE,-1.5571156561494095,0.4475257530537334,-1.5251605446367025,0.7917786487215849,-1.8271558177383622,0.334202449262999,-0.17782027469329256,-2.6220348866794407,1.5642485669509025,1.9000480435345757,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-19,000034.XSHE,-1.5811689117954006,0.42020743145312006,-1.3956318538849917,0.8021955777254414,-1.8361162560097313,0.33784030435244805,-0.17333091056399202,-2.6402538927701618,1.8160780226155557,1.7163933708384846,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-20,000034.XSHE,-1.6217390279604607,0.372311435765153,-1.4458645962987597,0.7847627567655093,-1.8199889192053673,0.3412562943259801,-0.17512197769576904,-2.662279541563044,2.3739480973041607,1.5722089907757377,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-21,000034.XSHE,-1.6305120135877018,0.3648311193205054,-1.573304223701665,0.7629280553871981,-1.8149739343190001,0.33192532223526566,-0.1772228117592221,-2.673862014551879,1.386319740969917,2.132711073880215,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-24,000034.XSHE,-1.62693977884403,0.36606909706843377,-1.590129693165869,0.7406038277416499,-1.8170333210883658,0.3323783525759502,-0.17449242145264457,-2.671307967737407,1.3041960747079782,2.039966549457823,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-25,000034.XSHE,-1.6111256897918529,0.3923544358973472,-1.49647327164144,0.7388056125898596,-1.8088918588260665,0.33697162634214883,-0.17477026513315094,-2.625219122001313,1.2335222027511348,1.9675568746960503,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-26,000034.XSHE,-1.6314207733634487,0.3675566133502299,-1.4252523296638901,0.728219824638321,-1.8000425152391344,0.33493192594478255,-0.1762547088417336,-2.6371038545731578,1.4111793750479829,1.8502621089522875,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-27,000034.XSHE,-1.6731353641012692,0.31221745283076985,-1.3372640134368192,0.7295007713275692,-1.7867454134893765,0.3334858406542217,-0.17763167340223437,-2.664093527952659,1.9040681063716274,1.6263621084882303,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-28,000034.XSHE,-1.6727145711577103,0.320241069729387,-1.5786025261368744,0.7317166218112789,-1.7472071879417577,0.3273283690609851,-0.1791577710452547,-2.630618577323936,1.8613590537929523,1.353386032748833,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-31,000034.XSHE,-1.6845405450749291,0.32040442129447877,-1.775925132897116,0.7273533783663534,-1.7027936303017852,0.32204595838680233,-0.1862533459286416,-2.6187322438372194,1.7512513014200723,1.1206657131091549,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-01,000034.XSHE,-1.8034946163634755,0.1531693307771635,-1.607149329533035,0.7307466452410148,-1.6523525751884693,0.316911952036522,-0.19100504881057256,-2.6981930128270366,1.8781654414449465,1.7842505190750961,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-02,000034.XSHE,-1.7833261557471394,0.1800065681273009,-1.5567448357458926,0.7008963604674149,-1.659670204280948,0.31862544215970323,-0.19017773141553593,-2.7029852707961473,1.7887239837489488,1.7023372511312527,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-03,000034.XSHE,-1.8083461419872189,0.14538589718569342,-1.5559906903996268,0.6679686969573025,-1.6379819463437444,0.3172192087105629,-0.19029115154790202,-2.7072861694860477,1.8489271520946127,1.6024375965986406,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-04,000034.XSHE,-1.8204251246980314,0.13028537252172934,-1.489535384036824,0.6293725639336023,-1.6210287991652987,0.3078198745886133,-0.1960848979693711,-2.7195230349980286,1.6747178341644815,1.6954719864333414,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-16,000034.XSHE,-1.8050718881464591,0.1518544794048392,-1.37994803271552,0.5868765845728939,-1.641190129694328,0.31075888369295956,-0.19315097620438512,-2.728222125333085,1.7227414665386418,1.6239146954823025,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-17,000034.XSHE,-1.7832009244578455,0.1794416558332395,-1.451513724943686,0.5479320807526067,-1.6630560632726474,0.31401268105878105,-0.19091092365376708,-2.7169021275089142,1.71293510879065,1.5977122317945938,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-18,000034.XSHE,-1.7922491959861009,0.1658099740535836,-1.4583027771328023,0.5481808673890893,-1.6698486399896226,0.3102084341828128,-0.19009460878784315,-2.720437634280636,1.691287214763484,1.5843898870142776,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-21,000034.XSHE,-1.8054069633851393,0.14656346042301996,-1.0305531790561768,0.522425045485209,-1.6657399414028613,0.3127376705716173,-0.19020953248225672,-2.7255739718619068,1.5613542480496334,1.5969823432489727,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-22,000034.XSHE,-1.7941163355201097,0.15518508239650597,-1.2219556669546936,0.41747824227216856,-1.6686692670104684,0.3190544862431361,-0.18806140873450863,-2.7324907629372506,1.5694374950800853,1.4851539032931067,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-23,000034.XSHE,-1.770843144054601,0.18206592667612936,-1.1627552848224065,0.37332297183415947,-1.6867236995448969,0.3266543967463632,-0.1878128814692062,-2.7259454527779936,1.5776996501984024,1.404190477714894,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-24,000034.XSHE,-1.7773443898136754,0.16551852517493046,-1.0328101117511412,0.3471439884209354,-1.7005457675399902,0.3285716454133889,-0.18405155405764498,-2.7399337595151656,1.5700091090076858,1.3353116189278025,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-02-25,000034.XSHE,-1.7970918438278758,0.1371688814746189,-1.2104580920655823,0.30157028286882237,-1.6862052566008028,0.33026509406822635,-0.18323121106502666,-2.7552103132146186,1.576390642477442,1.3250649558719547,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
