order_book_id,date,report_year_t,rice_create_tm,create_tm,comp_operating_revenue_t,comp_con_operating_revenue_t1,comp_con_operating_revenue_t2,comp_con_operating_revenue_t3,comp_con_operating_revenue_ftm,comp_net_profit_t,comp_con_net_profit_t1,comp_con_net_profit_t2,comp_con_net_profit_t3,comp_con_net_profit_ftm,comp_eps_t,comp_con_eps_t1,comp_con_eps_t2,comp_con_eps_t3,comp_net_asset_t,comp_con_net_asset_t1,comp_con_net_asset_t2,comp_con_net_asset_t3,comp_con_net_asset_ftm,comp_cash_flow_t,comp_con_cash_flow_t1,comp_con_cash_flow_t2,comp_con_cash_flow_t3,comp_con_cash_flow_ftm,comp_roe_t,comp_con_roe_t1,comp_con_roe_t2,comp_con_roe_t3,comp_con_roe_ftm,comp_pe_t,comp_con_pe_t1,comp_con_pe_t2,comp_con_pe_t3,comp_con_pe_ftm,comp_ps_t,comp_con_ps_t1,comp_con_ps_t2,comp_con_ps_t3,comp_con_ps_ftm,comp_pb_t,comp_con_pb_t1,comp_con_pb_t2,comp_con_pb_t3,comp_con_pb_ftm,comp_peg,comp_operating_revenue_growth_ratio_t,comp_con_operating_revenue_growth_ratio_t1,comp_con_operating_revenue_growth_ratio_t2,comp_con_operating_revenue_growth_ratio_t3,comp_con_operating_revenue_growth_ratio_ftm,comp_net_profit_growth_ratio_t,comp_con_net_profit_growth_ratio_t1,comp_con_net_profit_growth_ratio_t2,comp_con_net_profit_growth_ratio_t3,comp_con_net_profit_growth_ratio_ftm,con_grd_coef,con_targ_price,comp_con_eps_ftm,ty_profit_t1,ty_profit_t2,ty_profit_t3,ty_profit_ftm,ty_eps_t1,ty_eps_t2,ty_eps_t3,ty_eps_ftm
002465.XSHE,2010-08-10,2009,2014-09-28 00:15:19,2014-09-28 00:15:19,949276757.17,,,,,211940349.7,,,,,0.1434,,,,865241050.14,,,,,106809141.43,,,,,0.2622,,,,,,,,,,,,,,,,,,,,,0.039,,,,,-0.0268,,,,,,,,254140000.0,290420000.0,317370000.0,278326666.6667,0.1274,0.1456,0.1591,0.1396
002465.XSHE,2010-08-11,2009,2012-11-13 07:15:40,2012-11-13 07:15:40,949276757.17,,,,,211940349.7,,,,,0.1434,,,,865241050.14,,,,,106809141.43,,,,,0.2622,,,,,,,,,,,,,,,,,,,,,0.039,,,,,-0.0268,,,,,,,,254140000.0,290420000.0,317370000.0,278326666.6667,0.1274,0.1456,0.1591,0.1396
002465.XSHE,2010-08-12,2009,2012-11-13 07:15:10,2012-11-13 07:15:10,949276757.17,,,,,211940349.7,,,,,0.1434,,,,865241050.14,,,,,106809141.43,,,,,0.2622,,,,,,,,,,,,,,,,,,,,,0.039,,,,,-0.0268,,,,,,,,214835375.0444,262960382.2147,311367935.5512,246918713.1579,0.1077,0.1318,0.1561,0.1238
002465.XSHE,2010-08-13,2009,2012-11-13 07:13:56,2012-11-13 07:13:56,949276757.17,1017921000.0,1186045000.0,1415500000.0,1106900000.0,211940349.7,228413976.5,293095275.96,360795614.48,250953773.6833,0.1434,0.1145,0.1469,0.1809,865241050.14,3570000000.0,3791000000.0,4080000000.0,,106809141.43,276000000.0,342000000.0,402000000.0,,0.2622,,,,,,,,,,,,,,,,,,,,,0.039,0.0578,0.1535,0.2023,0.1228,-0.0268,0.0375,0.2119,0.1713,0.1552,,,0.1361,219699185.4504,284011748.322,352542472.8642,262574227.3648,0.1102,0.1424,0.1768,0.1317
002465.XSHE,2010-08-16,2009,2011-12-20 22:48:10,2011-12-20 22:48:10,949276757.17,1017921000.0,1186045000.0,1415500000.0,1130003666.6667,211940349.7,221283294.1667,284672126.6,351814357.4667,263542515.7889,0.1434,0.111,0.1427,0.1764,865241050.14,3570000000.0,3791000000.0,4080000000.0,3717000000.0,106809141.43,276000000.0,342000000.0,402000000.0,320000000.0,0.2622,0.062,0.0751,0.0862,0.0709,,,,,,,,,,,,,,,,,0.039,0.0723,0.1652,0.1935,0.1356,-0.0268,0.0441,0.2865,0.2359,0.208,,,0.1321,224436352.938,283719536.0251,348446213.5642,263958474.9961,0.1125,0.1423,0.1747,0.1323
002465.XSHE,2010-08-17,2009,2012-11-13 07:13:11,2012-11-13 07:13:11,949276757.17,1017921000.0,1186045000.0,1415500000.0,1130003666.6667,211940349.7,215836368.9143,277948429.8857,343984850.9714,257244409.5619,0.1434,0.1082,0.1393,0.1725,865241050.14,3570000000.0,3791000000.0,4080000000.0,3717000000.0,106809141.43,276000000.0,342000000.0,402000000.0,320000000.0,0.2622,0.0605,0.0733,0.0843,0.0692,,,,,,,,,,,,,,,,,0.039,0.0723,0.1652,0.1935,0.1356,-0.0268,0.0184,0.2878,0.2376,0.1991,,,0.1289,215081648.1593,272814099.7465,335881670.5246,253569949.2174,0.1078,0.1368,0.1684,0.1271
002465.XSHE,2010-08-18,2009,2012-11-13 07:12:17,2012-11-13 07:12:17,949276757.17,1011136800.0,1166036000.0,1379800000.0,1114402933.3333,211940349.7,215720496.1,274521709.8889,338389114.3556,254921305.2926,0.1434,0.1082,0.1376,0.1697,865241050.14,2321500000.0,2552500000.0,2837500000.0,2507500000.0,106809141.43,374000000.0,415500000.0,484000000.0,401666666.6667,0.2622,0.0917,0.1062,0.1177,0.1017,,,,,,,,,,,,,,,,,0.039,0.0652,0.1532,0.1833,0.1251,-0.0268,0.0178,0.2726,0.2326,0.1887,,,0.1278,219130575.8441,278822010.4602,345007191.0397,258924865.5882,0.1099,0.1398,0.173,0.1298
002465.XSHE,2010-08-19,2009,2012-11-13 07:11:30,2012-11-13 07:11:30,949276757.17,1016830666.6667,1171196666.6667,1380050000.0,1119741333.3334,211940349.7,215469474.2909,274652403.9364,338175865.0636,254924760.7212,0.1434,0.108,0.1377,0.1696,865241050.14,2321500000.0,2552500000.0,2837500000.0,2507500000.0,106809141.43,374000000.0,415500000.0,484000000.0,401666666.6667,0.2622,0.0916,0.1062,0.1176,0.1017,,,,,,,,,,,,,,,,,0.039,0.0712,0.1518,0.1783,0.1261,-0.0268,0.0167,0.2747,0.2313,0.1896,,,0.1278,218470958.607,277017136.3452,341738536.345,257501743.7658,0.1095,0.1389,0.1713,0.1291
002465.XSHE,2010-08-20,2009,2012-11-13 07:10:41,2012-11-13 07:10:41,949276757.17,1022998000.0,1187147500.0,1411162500.0,1119741333.3334,211940349.7,217489555.1692,275928957.1769,340364193.5154,254924760.7212,0.1434,0.1091,0.1383,0.1707,865241050.14,2971666666.6667,3196333333.3333,3468666666.6667,2507500000.0,106809141.43,370250000.0,388500000.0,462750000.0,401666666.6667,0.2622,0.0916,0.1062,0.1176,0.1017,,,,,,,,,,,,,,,,,0.039,0.0712,0.1518,0.1783,0.1261,-0.0268,0.0167,0.2747,0.2313,0.1896,,,0.1286,219668712.9486,277444602.4862,341876465.7021,258185972.6403,0.1101,0.1391,0.1714,0.1295
002465.XSHE,2010-08-23,2009,2011-12-20 22:47:45,2011-12-20 22:47:45,949276757.17,1025998222.2222,1196575555.5556,1438588888.8889,1139716444.4445,211940349.7,218954586.9429,276505460.2357,340623893.9786,257321835.8048,0.1434,0.1098,0.1386,0.1708,865241050.14,3136750000.0,3366000000.0,3644250000.0,3321000000.0,106809141.43,367800000.0,334800000.0,381000000.0,345800000.0,0.2622,0.0691,0.0814,0.0926,0.0775,,,,,,,,,,,,,,,,,0.039,0.0808,0.1663,0.2023,0.1392,-0.0268,0.0331,0.2628,0.2319,0.1879,,,0.129,219666274.0085,277458494.1865,341924702.6992,258194420.7938,0.1101,0.1391,0.1714,0.1295
