order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
002465.XSHE,2011-02-26,2010,q4,2403,,2011-02-26发布的业绩快报低于机构的一致预期,,,,,,,,2011-02-26,current_performance,,,239447654.0000,,,,,,,,,,,,,2011-02-25,246799953.0000,,,,-0.0298,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-02-26,2010,q4,2502,,2011-02-26发布的业绩快报同比增速低于一致预期2010同比增速,,,,,,,,2011-02-26,current_performance,,,239447654.0000,,,0.1298,,,,,,,,,,2011-02-25,246799953.0000,,0.1645,,-0.0347,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-02-26,2010,q4,2504,,2011-02-26发布的业绩快报同比增速低于2010一致预期同比增速,,,,,,,,2011-02-26,current_performance,,,,239447654.0000,,,,0.2006,,,,,,,,2011-02-25,,112238359.7375,,0.2847,-0.0841,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-04-18,2011,q1,2405,,2011-04-18发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2011-04-18,financial_reports,,,,13507073.4400,,,,-0.3799,,,,,,,,2011-04-15,,30021939.5990,,,-0.5501,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-04-18,2011,q1,2501,,2011-04-18发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-04-18,financial_reports,,,13507073.4400,,,-0.3799,,,,,,,,,,2011-04-15,332341275.6857,,0.3782,,-0.7582,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-04-18,2011,q1,2503,,2011-04-18发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-04-18,financial_reports,,,,13507073.4400,,,,-0.3799,,,,,,,,2011-04-15,,30021939.5990,,0.3782,-0.7581,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-08-25,2011,q2,2405,,2011-08-25发布的财报中，2季度净利润增速低于机构的一致预期,,,,,,,,2011-08-25,financial_reports,,,,75917438.2500,,,,-0.1008,,,,,,,,2011-08-24,,108965384.0226,,,-0.3033,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-08-25,2011,q2,2501,,2011-08-25发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-08-25,financial_reports,,,89424511.6900,,,-0.1580,,,,,,,,,,2011-08-24,296625110.3500,,0.2301,,-0.3881,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-08-25,2011,q2,2503,,2011-08-25发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-08-25,financial_reports,,,,75917438.2500,,,,-0.1008,,,,,,,,2011-08-24,,108965384.0226,,0.2907,-0.3915,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-10-21,2011,q3,2405,,2011-10-21发布的财报中，3季度净利润增速低于机构的一致预期,,,,,,,,2011-10-21,financial_reports,,,,32893672.8000,,,,0.1602,,,,,,,,2011-10-20,,41123745.0086,,,-0.2001,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-10-21,2011,q3,2501,,2011-10-21发布的财报净利润同比增速低于一致预期2011同比增速,,,,,,,,2011-10-21,financial_reports,,,122318184.4900,,,-0.0910,,,,,,,,,,2011-10-20,285136835.7286,,0.1825,,-0.2734,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2011-10-21,2011,q3,2503,,2011-10-21发布的财报净利润同比增速低于2011一致预期同比增速,,,,,,,,2011-10-21,financial_reports,,,,32893672.8000,,,,0.1602,,,,,,,,2011-10-20,,41123745.0086,,0.4505,-0.2903,2021-04-12 11:01:49,2021-04-12 11:01:49
002465.XSHE,2012-02-28,2011,q4,2403,,2012-02-28发布的业绩快报低于机构的一致预期,,,,,,,,2012-02-28,current_performance,,,233127342.0000,,,,,,,,,,,,,2012-02-27,267818879.8727,,,,-0.1295,2021-04-12 11:01:49,2021-04-12 11:01:49
