order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,half_year_target_price,quarter_recommendation,half_year_recommendation,one_year_target_price,one_year_recommendation
000598.XSHE,2014-04-14,中信证券,,,2,1,2024-06-26 17:24:55,2014-04-15 17:57:39,,2.0,,,
000598.XSHE,2014-04-21,中信证券,,,2,1,2024-06-26 17:26:36,2014-04-22 17:57:39,,2.0,,,
000598.XSHE,2014-04-21,爱建证券,,,2,1,2024-06-26 17:27:23,2014-04-22 17:57:39,,2.0,,,
000598.XSHE,2014-04-25,申万宏源,,,3,1,2024-06-26 17:25:39,2014-04-25 21:30:30,,3.0,,,
000598.XSHE,2014-04-29,中信证券,,,2,1,2024-06-26 17:29:03,2014-04-29 21:30:26,,2.0,,,
000598.XSHE,2014-05-05,爱建证券,,,2,1,2024-06-26 17:24:56,2014-05-05 21:30:26,,2.0,,,
000598.XSHE,2014-05-05,东莞证券,,,2,1,2024-06-26 17:26:28,2014-05-05 21:30:26,,2.0,,,
000598.XSHE,2014-05-09,东莞证券,,,2,1,2024-06-26 17:26:46,2014-05-09 17:57:00,,2.0,,,
000598.XSHE,2014-05-12,爱建证券,,,2,1,2024-06-26 17:25:51,2014-05-12 17:57:20,,2.0,,,
000598.XSHE,2014-05-12,中信证券,,,2,1,2024-06-26 17:26:00,2014-05-12 17:57:20,,2.0,,,
000598.XSHE,2014-05-19,爱建证券,,,2,1,2024-06-26 17:25:20,2014-05-19 17:57:09,,2.0,,,
000598.XSHE,2014-05-19,中信证券,,,2,1,2024-06-26 17:27:33,2014-05-19 17:57:09,,2.0,,,
000598.XSHE,2014-05-26,爱建证券,,,2,1,2024-06-26 17:28:24,2014-05-26 17:57:03,,2.0,,,
000598.XSHE,2014-05-26,中信证券,,,2,1,2024-06-26 17:29:06,2014-05-27 17:57:37,,2.0,,,
000598.XSHE,2014-06-03,中信证券,,,2,1,2024-06-26 17:28:41,2014-06-04 17:57:37,,2.0,,,
000598.XSHE,2014-06-03,爱建证券,,,2,1,2024-06-26 17:29:03,2014-06-04 17:57:37,,2.0,,,
000598.XSHE,2014-06-04,中信证券,,,2,1,2024-06-26 17:26:43,2014-06-04 17:57:37,,2.0,,,
000598.XSHE,2014-06-09,爱建证券,,,2,1,2024-06-26 17:27:58,2014-06-09 21:30:35,,2.0,,,
000598.XSHE,2014-06-09,中信证券,,,2,1,2024-06-26 17:29:12,2014-06-10 21:30:25,,2.0,,,
000598.XSHE,2014-06-12,中信证券,,,2,1,2024-06-26 17:27:05,2014-06-12 21:30:22,,2.0,,,
000598.XSHE,2014-06-16,爱建证券,,,2,1,2024-06-26 17:26:41,2014-06-17 21:30:24,,2.0,,,
000598.XSHE,2014-06-17,中信证券,,,2,1,2024-06-26 17:27:11,2014-06-17 21:30:24,,2.0,,,
000598.XSHE,2014-06-18,东莞证券,,,2,1,2024-06-26 17:28:23,2014-06-20 15:38:38,,2.0,,,
000598.XSHE,2014-06-23,中信证券,,,2,1,2024-06-26 17:25:22,2014-06-24 21:30:26,,2.0,,,
000598.XSHE,2014-06-23,爱建证券,,,2,1,2024-06-26 17:27:21,2014-06-23 21:30:16,,2.0,,,
000598.XSHE,2014-06-30,中信证券,,,2,1,2024-06-26 17:24:19,2014-07-01 17:56:31,,2.0,,,
000598.XSHE,2014-07-07,中信证券,,,2,1,2024-06-26 17:26:03,2014-07-07 21:30:33,,2.0,,,
000598.XSHE,2014-07-08,申万宏源,,,3,1,2024-06-26 17:24:14,2014-07-08 21:30:20,,3.0,,,
000598.XSHE,2014-07-14,中信证券,,,2,1,2024-06-26 17:24:18,2014-07-15 21:30:54,,2.0,,,
000598.XSHE,2014-07-18,申万宏源,,,3,1,2024-06-26 17:27:29,2014-07-18 17:57:16,,3.0,,,
000598.XSHE,2014-07-21,中信证券,,,2,1,2024-06-26 17:27:06,2014-07-21 21:30:33,,2.0,,,
000598.XSHE,2014-07-23,中信证券,,,2,1,2024-06-26 17:28:03,2014-07-23 17:57:02,,2.0,,,
000598.XSHE,2014-07-25,西南证券,,,2,1,2024-06-26 17:25:55,2014-07-26 09:53:27,,2.0,,,
000598.XSHE,2014-07-25,申万宏源,,,3,1,2024-06-26 17:25:58,2014-07-25 21:30:29,,3.0,,,
000598.XSHE,2014-07-25,天相投顾,,,3,1,2024-06-26 17:28:19,2014-07-25 21:30:29,,3.0,,,
000598.XSHE,2014-07-25,上海证券,,,2,1,2024-06-26 17:29:16,2014-07-25 17:57:13,,2.0,,,
000598.XSHE,2014-07-28,上海证券,,,2,1,2024-06-26 17:25:01,2014-07-30 21:30:18,,2.0,,,
000598.XSHE,2014-07-28,中信证券,,,2,1,2024-06-26 17:26:45,2014-07-29 21:30:20,,2.0,,,
000598.XSHE,2014-07-29,西南证券,,,2,1,2024-06-26 17:28:23,2014-07-29 21:30:20,,2.0,,,
000598.XSHE,2014-07-31,东莞证券,,,2,1,2024-06-26 17:28:42,2014-08-01 17:57:03,,2.0,,,
000598.XSHE,2014-07-31,天相投顾,,,3,1,2024-06-26 17:29:22,2014-07-31 21:30:31,,3.0,,,
000598.XSHE,2014-08-04,中信证券,,,2,1,2024-06-26 17:24:33,2014-08-05 21:30:21,,2.0,,,
000598.XSHE,2014-08-05,西南证券,,,2,1,2024-06-26 17:26:22,2014-08-06 17:58:36,,2.0,,,
000598.XSHE,2014-08-11,中信证券,,,2,1,2024-06-26 17:29:16,2014-08-13 21:30:37,,2.0,,,
000598.XSHE,2014-08-12,西南证券,,,2,1,2024-06-26 17:28:24,2014-08-13 21:30:37,,2.0,,,
000598.XSHE,2014-08-18,中信证券,,,2,1,2024-06-26 17:26:42,2014-08-19 11:02:11,,2.0,,,
000598.XSHE,2014-08-20,西南证券,,,2,1,2024-06-26 17:24:37,2014-08-20 21:30:25,,2.0,,,
000598.XSHE,2014-08-25,中信证券,,,2,1,2024-06-26 17:26:16,2014-08-26 13:20:49,,2.0,,,
000598.XSHE,2014-08-26,中信证券,,,2,1,2024-06-26 17:25:29,2014-08-26 21:30:25,,2.0,,,
000598.XSHE,2014-08-28,中信证券,,,2,1,2024-06-26 17:28:36,2014-08-28 15:38:27,,2.0,,,
000598.XSHE,2014-09-02,中信证券,,,2,1,2024-06-26 17:24:29,2014-09-02 17:33:54,,2.0,,,
000598.XSHE,2014-09-02,西南证券,,,2,1,2024-06-26 17:28:51,2014-09-03 09:30:41,,2.0,,,
000598.XSHE,2014-09-05,中信证券,,,2,1,2024-06-26 17:24:43,2014-09-09 11:25:53,,2.0,,,
000598.XSHE,2014-09-05,申万宏源,,,3,1,2024-06-26 17:28:38,2014-09-05 17:10:33,,3.0,,,
000598.XSHE,2014-09-08,中信证券,,,2,1,2024-06-26 17:25:29,2014-09-10 11:02:17,,2.0,,,
000598.XSHE,2014-09-09,中信证券,,,2,1,2024-06-26 17:27:38,2014-09-09 17:10:29,,2.0,,,
000598.XSHE,2014-09-09,西南证券,,,2,1,2024-06-26 17:27:40,2014-09-10 14:52:17,,2.0,,,
000598.XSHE,2014-09-10,申万宏源,,,3,1,2024-06-26 17:25:09,2014-09-10 11:48:17,,3.0,,,
000598.XSHE,2014-09-12,国投证券,7.2500,M06,1,1,2024-06-26 05:24:07,2014-09-12 14:52:20,7.25,1.0,,,
000598.XSHE,2014-09-15,中信证券,,,2,1,2024-06-26 17:27:06,2014-09-16 10:19:16,,2.0,,,
000598.XSHE,2014-09-22,中信证券,,,2,1,2024-06-26 17:27:54,2014-09-23 11:26:04,,2.0,,,
000598.XSHE,2014-09-23,西南证券,,,2,1,2024-06-26 17:28:27,2014-09-24 14:07:02,,2.0,,,
000598.XSHE,2014-09-29,中信证券,,,2,1,2024-06-26 17:25:46,2014-09-30 10:16:47,,2.0,,,
000598.XSHE,2014-09-30,华泰证券,,,3,1,2024-06-26 17:24:22,2014-09-30 17:34:56,,3.0,,,
000598.XSHE,2014-10-11,国投证券,7.2500,M06,1,1,2024-06-26 05:24:09,2014-10-13 14:52:27,7.25,1.0,,,
000598.XSHE,2014-10-13,中信证券,,,2,1,2024-06-26 17:28:32,2014-10-14 09:53:48,,2.0,,,
000598.XSHE,2014-10-14,西南证券,,,2,1,2024-06-26 17:28:01,2014-10-14 17:10:49,,2.0,,,
000598.XSHE,2014-10-16,申万宏源,,,3,1,2024-06-26 17:24:30,2014-10-16 17:10:31,,3.0,,,
000598.XSHE,2014-10-20,中信证券,,,2,1,2024-06-26 17:28:03,2014-10-20 16:01:11,,2.0,,,
000598.XSHE,2014-10-22,国投证券,7.2500,M06,1,1,2024-06-26 05:23:55,2014-10-22 11:25:56,7.25,1.0,,,
000598.XSHE,2014-10-22,银河证券,,,1,1,2024-06-26 17:26:05,2014-10-22 21:30:58,,1.0,,,
000598.XSHE,2014-10-22,西南证券,,,2,1,2024-06-26 17:26:18,2014-10-23 09:31:29,,2.0,,,
000598.XSHE,2014-10-23,中金公司,6.9000,M06,1,1,2024-06-26 05:24:05,2014-10-24 21:31:15,6.9,1.0,,,
000598.XSHE,2014-10-23,东莞证券,,,2,1,2024-06-26 17:27:17,2014-10-23 17:33:49,,2.0,,,
000598.XSHE,2014-10-23,万联证券,,,2,1,2024-06-26 17:27:21,2014-10-24 12:58:17,,2.0,,,
000598.XSHE,2014-10-26,中金公司,6.9000,M06,1,1,2024-06-26 05:24:35,2014-10-27 21:30:24,6.9,1.0,,,
000598.XSHE,2014-10-27,中信证券,,,2,1,2024-06-26 17:26:47,2014-10-27 17:33:44,,2.0,,,
000598.XSHE,2014-10-27,中金公司,,,1,1,2024-06-26 17:28:42,2014-10-27 21:30:24,,1.0,,,
000598.XSHE,2014-10-28,中金公司,,,1,1,2024-06-26 17:24:27,2014-10-28 10:43:35,,1.0,,,
000598.XSHE,2014-10-28,中信证券,,,2,1,2024-06-26 17:26:05,2014-10-28 21:30:46,,2.0,,,
000598.XSHE,2014-10-30,中金公司,,,1,1,2024-06-26 17:27:20,2014-10-30 21:30:38,,1.0,,,
000598.XSHE,2014-11-03,中信证券,,,2,1,2024-06-26 17:25:15,2014-11-03 13:43:22,,2.0,,,
000598.XSHE,2014-11-03,国投证券,7.2500,M06,1,1,2024-06-26 05:24:06,2014-11-04 11:48:18,7.25,1.0,,,
000598.XSHE,2014-11-03,中金公司,6.9000,M06,1,1,2024-06-26 05:24:11,2014-11-03 11:48:42,6.9,1.0,,,
000598.XSHE,2014-11-03,东莞证券,,,2,1,2024-06-26 17:28:36,2014-11-04 15:15:27,,2.0,,,
000598.XSHE,2014-11-04,中信证券,,,2,1,2024-06-26 17:24:56,2014-11-04 15:38:16,,2.0,,,
000598.XSHE,2014-11-04,方正证券,,,1,1,2024-06-26 17:25:49,2014-11-04 17:33:45,,1.0,,,
000598.XSHE,2014-11-05,中金公司,6.9000,M06,1,1,2024-06-26 05:24:19,2014-11-05 11:02:13,6.9,1.0,,,
000598.XSHE,2014-11-09,中金公司,,,1,1,2024-06-26 17:29:14,2014-11-10 21:30:36,,1.0,,,
000598.XSHE,2014-11-10,中金公司,,,1,1,2024-06-26 17:27:08,2014-11-10 13:20:39,,1.0,,,
000598.XSHE,2014-11-10,中信证券,,,2,1,2024-06-26 17:27:08,2014-11-10 14:52:50,,2.0,,,
000598.XSHE,2014-11-13,中金公司,6.9000,M06,1,1,2024-06-26 05:24:21,2014-11-13 21:30:55,6.9,1.0,,,
000598.XSHE,2014-11-13,东莞证券,,,2,1,2024-06-26 17:28:30,2014-11-13 16:02:32,,2.0,,,
000598.XSHE,2014-11-14,中金公司,,,1,1,2024-06-26 17:29:23,2014-11-14 09:07:42,,1.0,,,
000598.XSHE,2014-11-17,中信证券,,,2,1,2024-06-26 17:24:26,2014-11-18 09:54:05,,2.0,,,
000598.XSHE,2014-11-17,中金公司,,,1,1,2024-06-26 17:29:18,2014-11-17 11:02:35,,1.0,,,
000598.XSHE,2014-11-19,申万宏源,,,3,1,2024-06-26 17:28:14,2014-11-20 17:57:27,,3.0,,,
000598.XSHE,2014-11-21,国投证券,7.2500,M06,1,1,2024-06-26 05:23:56,2014-11-21 09:30:59,7.25,1.0,,,
000598.XSHE,2014-11-23,中金公司,6.9000,M06,1,1,2024-06-26 05:24:37,2014-11-24 17:12:23,6.9,1.0,,,
000598.XSHE,2014-11-25,中信证券,,,2,1,2024-06-26 17:27:20,2014-11-25 16:25:38,,2.0,,,
000598.XSHE,2014-11-26,中金公司,,,1,1,2024-06-26 17:26:22,2014-11-27 09:30:36,,1.0,,,
000598.XSHE,2014-11-28,国投证券,7.2500,M06,1,1,2024-06-26 05:24:22,2014-11-28 16:02:11,7.25,1.0,,,
000598.XSHE,2014-11-30,中金公司,,,1,1,2024-06-26 17:29:03,2014-12-01 21:30:59,,1.0,,,
000598.XSHE,2014-12-01,东莞证券,,,2,1,2024-06-26 17:24:44,2014-12-01 17:34:31,,2.0,,,
000598.XSHE,2014-12-01,中信证券,,,2,1,2024-06-26 17:29:19,2014-12-02 10:16:17,,2.0,,,
000598.XSHE,2014-12-02,中金公司,,,1,1,2024-06-26 17:27:51,2014-12-02 16:01:33,,1.0,,,
000598.XSHE,2014-12-08,中信证券,,,2,1,2024-06-26 17:25:13,2014-12-09 21:30:40,,2.0,,,
000598.XSHE,2014-12-08,国信证券,,,1,1,2024-06-26 17:27:12,2014-12-08 12:12:30,,1.0,,,
000598.XSHE,2014-12-10,中金公司,,,1,1,2024-06-26 17:28:18,2014-12-10 10:17:56,,1.0,,,
000598.XSHE,2014-12-12,申万宏源,,,3,1,2024-06-26 17:24:41,2014-12-12 16:47:44,,3.0,,,
000598.XSHE,2014-12-13,华安证券,,,2,1,2024-06-26 17:27:14,2014-12-16 11:48:29,,2.0,,,
000598.XSHE,2014-12-15,中金公司,,,1,1,2024-06-26 17:29:01,2014-12-15 21:30:19,,1.0,,,
000598.XSHE,2014-12-16,中信证券,,,2,1,2024-06-26 17:26:00,2014-12-16 17:56:39,,2.0,,,
000598.XSHE,2014-12-16,渤海证券,,,2,1,2024-06-26 17:26:45,2014-12-17 12:57:17,,2.0,,,
000598.XSHE,2014-12-22,中信证券,,,2,1,2024-06-26 17:26:40,2014-12-23 17:57:18,,2.0,,,
000598.XSHE,2014-12-23,中金公司,,,1,1,2024-06-26 17:26:07,2014-12-23 17:57:18,,1.0,,,
000598.XSHE,2014-12-29,中金公司,6.9000,M06,3,1,2024-06-26 05:24:19,2014-12-29 17:33:48,6.9,3.0,,,
000598.XSHE,2014-12-30,中信证券,,,2,1,2024-06-26 17:27:01,2014-12-30 16:47:38,,2.0,,,
000598.XSHE,2015-01-05,申万宏源,,,3,1,2024-06-26 17:26:34,2015-01-05 11:02:17,,3.0,,,
000598.XSHE,2015-01-05,中信证券,,,2,1,2024-06-26 17:27:36,2015-01-06 10:17:28,,2.0,,,
000598.XSHE,2015-01-07,申万宏源,,,3,1,2024-06-26 17:26:31,2015-01-07 17:56:39,,3.0,,,
000598.XSHE,2015-01-07,中金公司,6.9000,M06,3,1,2024-06-26 05:24:20,2015-01-07 13:43:20,6.9,3.0,,,
000598.XSHE,2015-01-11,申万宏源,,,3,1,2024-06-26 17:25:03,2015-01-12 09:08:08,,3.0,,,
000598.XSHE,2015-01-11,中金公司,,,3,1,2024-06-26 17:27:44,2015-01-12 10:19:29,,3.0,,,
000598.XSHE,2015-01-12,中信证券,,,2,1,2024-06-26 17:28:36,2015-01-12 14:06:33,,2.0,,,
000598.XSHE,2015-01-13,申万宏源,,,3,1,2024-06-26 17:27:42,2015-01-13 12:13:29,,3.0,,,
000598.XSHE,2015-01-14,西南证券,,,2,1,2024-06-26 17:25:21,2015-01-14 14:54:25,,2.0,,,
000598.XSHE,2015-01-19,中金公司,,,3,1,2024-06-26 17:26:24,2015-01-19 17:56:32,,3.0,,,
000598.XSHE,2015-01-19,申万宏源,,,3,1,2024-06-26 17:26:50,2015-01-19 17:56:32,,3.0,,,
000598.XSHE,2015-01-20,中信证券,,,2,1,2024-06-26 17:24:59,2015-01-20 17:57:32,,2.0,,,
000598.XSHE,2015-01-26,申万宏源,,,3,1,2024-06-26 17:24:22,2015-01-26 11:48:33,,3.0,,,
000598.XSHE,2015-01-26,中信证券,,,2,1,2024-06-26 17:24:44,2015-01-27 14:54:15,,2.0,,,
000598.XSHE,2015-01-26,中金公司,,,3,1,2024-06-26 17:28:05,2015-01-26 17:34:40,,3.0,,,
000598.XSHE,2015-01-28,中金公司,,,3,1,2024-06-26 17:28:34,2015-01-29 15:39:23,,3.0,,,
000598.XSHE,2015-02-01,申万宏源,,,3,1,2024-06-26 17:27:56,2015-02-02 17:33:56,,3.0,,,
000598.XSHE,2015-02-02,中金公司,,,3,1,2024-06-26 17:27:01,2015-02-02 11:03:29,,3.0,,,
000598.XSHE,2015-02-02,东莞证券,,,2,1,2024-06-26 17:29:02,2015-02-04 17:58:06,,2.0,,,
000598.XSHE,2015-02-02,中信证券,,,2,1,2024-06-26 17:29:16,2015-02-03 11:48:34,,2.0,,,
000598.XSHE,2015-02-03,渤海证券,,,2,1,2024-06-26 17:29:12,2015-02-05 11:02:53,,2.0,,,
000598.XSHE,2015-02-08,申万宏源,,,3,1,2024-06-26 17:26:16,2015-02-09 09:54:41,,3.0,,,
000598.XSHE,2015-02-09,中信证券,,,2,1,2024-06-26 17:28:26,2015-02-09 14:54:11,,2.0,,,
000598.XSHE,2015-02-09,中金公司,,,3,1,2024-06-26 17:28:30,2015-02-09 21:32:20,,3.0,,,
000598.XSHE,2015-02-10,中金公司,,,3,1,2024-06-26 17:25:50,2015-02-10 17:33:42,,3.0,,,
000598.XSHE,2015-02-13,平安证券,,,2,1,2024-06-26 17:27:51,2015-02-13 11:48:23,,2.0,,,
000598.XSHE,2015-02-15,中金公司,,,3,1,2024-06-26 17:27:11,2015-02-16 21:30:21,,3.0,,,
000598.XSHE,2015-02-15,申万宏源,,,3,1,2024-06-26 17:28:08,2015-02-16 10:19:58,,3.0,,,
000598.XSHE,2015-02-16,中信证券,,,2,1,2024-06-26 17:25:44,2015-02-16 21:30:21,,2.0,,,
000598.XSHE,2015-02-24,渤海证券,,,2,1,2024-06-26 17:28:38,2015-02-25 17:33:38,,2.0,,,
000598.XSHE,2015-03-01,申万宏源,,,3,1,2024-06-26 17:25:46,2015-03-02 17:34:25,,3.0,,,
000598.XSHE,2015-03-01,中金公司,6.9000,M06,3,1,2024-06-26 05:24:20,2015-03-02 10:18:33,6.9,3.0,,,
000598.XSHE,2015-03-02,西南证券,,,2,1,2024-06-26 17:25:01,2015-03-03 12:57:19,,2.0,,,
000598.XSHE,2015-03-02,申万宏源,,,3,1,2024-06-26 17:26:56,2015-03-02 14:55:24,,3.0,,,
000598.XSHE,2015-03-02,东莞证券,,,2,1,2024-06-26 17:27:06,2015-03-03 14:53:53,,2.0,,,
000598.XSHE,2015-03-03,渤海证券,,,2,1,2024-06-26 17:25:29,2015-03-05 17:33:38,,2.0,,,
000598.XSHE,2015-03-03,中信证券,,,2,1,2024-06-26 17:26:26,2015-03-03 14:53:53,,2.0,,,
000598.XSHE,2015-03-08,申万宏源,,,3,1,2024-06-26 17:28:58,2015-03-09 21:30:55,,3.0,,,
000598.XSHE,2015-03-09,中信证券,,,2,1,2024-06-26 17:24:43,2015-03-09 17:11:00,,2.0,,,
000598.XSHE,2015-03-09,中金公司,6.9000,M06,3,1,2024-06-26 05:24:29,2015-03-09 12:34:52,6.9,3.0,,,
000598.XSHE,2015-03-09,东莞证券,,,2,1,2024-06-26 17:28:56,2015-03-09 21:30:55,,2.0,,,
000598.XSHE,2015-03-16,申万宏源,,,3,1,2024-06-26 17:26:24,2015-03-16 21:31:19,,3.0,,,
000598.XSHE,2015-03-16,中信证券,,,2,1,2024-06-26 17:28:37,2015-03-17 09:08:06,,2.0,,,
000598.XSHE,2015-03-16,中金公司,,,3,1,2024-06-26 17:28:44,2015-03-16 11:02:51,,3.0,,,
000598.XSHE,2015-03-17,中金公司,,,3,1,2024-06-26 17:24:25,2015-03-18 17:34:11,,3.0,,,
000598.XSHE,2015-03-17,渤海证券,,,2,1,2024-06-26 17:27:28,2015-03-18 17:34:11,,2.0,,,
000598.XSHE,2015-03-23,申万宏源,,,3,1,2024-06-26 17:24:36,2015-03-23 21:30:56,,3.0,,,
000598.XSHE,2015-03-23,中信证券,,,2,1,2024-06-26 17:25:23,2015-03-24 17:10:45,,2.0,,,
000598.XSHE,2015-03-23,中金公司,,,3,1,2024-06-26 17:29:15,2015-03-23 21:30:56,,3.0,,,
000598.XSHE,2015-03-27,中金公司,,,3,1,2024-06-26 17:26:49,2015-03-27 17:12:49,,3.0,,,
000598.XSHE,2015-03-29,申万宏源,,,3,1,2024-06-26 17:25:45,2015-03-30 21:30:25,,3.0,,,
000598.XSHE,2015-03-30,渤海证券,,,2,1,2024-06-26 17:25:36,2015-03-31 21:30:50,,2.0,,,
000598.XSHE,2015-03-30,中金公司,,,3,1,2024-06-26 17:29:13,2015-03-30 21:30:25,,3.0,,,
000598.XSHE,2015-03-31,中信证券,,,2,1,2024-06-26 17:24:59,2015-03-31 15:39:21,,2.0,,,
000598.XSHE,2015-03-31,渤海证券,,,2,1,2024-06-26 17:29:17,2015-04-02 21:30:48,,2.0,,,
000598.XSHE,2015-04-01,东莞证券,,,2,1,2024-06-26 17:26:53,2015-04-07 17:56:42,,2.0,,,
000598.XSHE,2015-04-07,渤海证券,,,2,1,2024-06-26 17:24:26,2015-04-09 21:30:36,,2.0,,,
000598.XSHE,2015-04-07,中金公司,,,3,1,2024-06-26 17:24:34,2015-04-07 17:56:42,,3.0,,,
000598.XSHE,2015-04-07,中信证券,,,2,1,2024-06-26 17:28:56,2015-04-07 17:56:42,,2.0,,,
000598.XSHE,2015-04-12,申万宏源,,,3,1,2024-06-26 17:27:47,2015-04-13 09:30:36,,3.0,,,
000598.XSHE,2015-04-13,中金公司,,,3,1,2024-06-26 17:29:21,2015-04-13 11:25:28,,3.0,,,
000598.XSHE,2015-04-14,中信证券,,,2,1,2024-06-26 17:24:36,2015-04-14 13:43:30,,2.0,,,
000598.XSHE,2015-04-14,渤海证券,,,2,1,2024-06-26 17:26:46,2015-04-15 17:11:10,,2.0,,,
000598.XSHE,2015-04-14,上海证券,,,2,1,2024-06-26 17:27:07,2015-04-14 21:31:01,,2.0,,,
000598.XSHE,2015-04-15,中金公司,,,3,1,2024-06-26 17:27:03,2015-04-15 17:57:01,,3.0,,,
000598.XSHE,2015-04-16,渤海证券,,,2,1,2024-06-26 17:27:44,2015-04-17 16:01:53,,2.0,,,
000598.XSHE,2015-04-16,中金公司,6.9000,M06,3,1,2024-06-26 05:24:37,2015-04-16 17:57:54,6.9,3.0,,,
000598.XSHE,2015-04-17,光大证券,,,1,1,2024-06-26 17:28:49,2015-04-20 16:25:30,,1.0,,,
000598.XSHE,2015-04-19,光大证券,7.4700,M06,1,1,2024-06-26 05:24:14,2015-04-20 16:25:30,7.47,1.0,,,
000598.XSHE,2015-04-20,中金公司,,,3,1,2024-06-26 17:24:55,2015-04-20 12:58:08,,3.0,,,
000598.XSHE,2015-04-20,中信证券,,,2,1,2024-06-26 17:25:21,2015-04-20 17:34:18,,2.0,,,
000598.XSHE,2015-04-20,申万宏源,,,3,1,2024-06-26 17:26:51,2015-04-20 16:25:30,,3.0,,,
000598.XSHE,2015-04-21,渤海证券,,,2,1,2024-06-26 17:26:51,2015-04-22 21:30:57,,2.0,,,
000598.XSHE,2015-04-26,光大证券,7.4700,M06,1,1,2024-06-26 05:23:53,2015-04-27 09:30:19,7.47,1.0,,,
000598.XSHE,2015-04-27,中金公司,,,3,1,2024-06-26 17:25:59,2015-04-27 21:30:24,,3.0,,,
000598.XSHE,2015-04-27,申万宏源,,,3,1,2024-06-26 17:26:02,2015-04-27 21:30:24,,3.0,,,
000598.XSHE,2015-04-27,渤海证券,,,2,1,2024-06-26 17:28:01,2015-04-28 17:34:44,,2.0,,,
000598.XSHE,2015-04-28,渤海证券,,,2,1,2024-06-26 17:25:32,2015-04-28 15:38:54,,2.0,,,
000598.XSHE,2015-04-29,中信证券,,,2,1,2024-06-26 17:27:34,2015-04-29 17:58:12,,2.0,,,
000598.XSHE,2015-05-03,申万宏源,,,3,1,2024-06-26 17:24:41,2015-05-04 21:30:34,,3.0,,,
000598.XSHE,2015-05-03,中金公司,,,3,1,2024-06-26 17:28:40,2015-05-04 11:25:24,,3.0,,,
000598.XSHE,2015-05-04,中信证券,,,2,1,2024-06-26 17:28:32,2015-05-05 17:11:13,,2.0,,,
000598.XSHE,2015-05-05,申万宏源,,,3,1,2024-06-26 17:28:05,2015-05-05 17:11:13,,3.0,,,
000598.XSHE,2015-05-11,中信证券,,,2,1,2024-06-26 17:24:40,2015-05-11 21:30:43,,2.0,,,
000598.XSHE,2015-05-11,中金公司,,,3,1,2024-06-26 17:28:52,2015-05-11 21:30:43,,3.0,,,
000598.XSHE,2015-05-13,申万宏源,,,3,1,2024-06-26 17:28:49,2015-05-13 17:33:50,,3.0,,,
000598.XSHE,2015-05-15,中金公司,6.9000,M06,3,1,2024-06-26 05:24:19,2015-05-16 10:16:37,6.9,3.0,,,
000598.XSHE,2015-05-18,申万宏源,,,3,1,2024-06-26 17:26:13,2015-05-18 15:38:42,,3.0,,,
000598.XSHE,2015-05-18,中信证券,,,2,1,2024-06-26 17:28:25,2015-05-18 16:25:04,,2.0,,,
000598.XSHE,2015-05-25,申万宏源,,,3,1,2024-06-26 17:26:39,2015-05-25 14:53:28,,3.0,,,
000598.XSHE,2015-05-25,中信证券,,,2,1,2024-06-26 17:28:41,2015-05-25 14:53:28,,2.0,,,
000598.XSHE,2015-05-26,渤海证券,,,2,1,2024-06-26 17:24:17,2015-05-27 16:47:56,,2.0,,,
000598.XSHE,2015-05-26,中金公司,,,3,1,2024-06-26 17:25:50,2015-05-26 16:01:27,,3.0,,,
000598.XSHE,2015-05-26,申万宏源,,,3,1,2024-06-26 17:28:53,2015-05-26 16:01:27,,3.0,,,
000598.XSHE,2015-06-01,申万宏源,,,3,1,2024-06-26 17:28:09,2015-06-01 16:47:37,,3.0,,,
000598.XSHE,2015-06-02,中信证券,,,2,1,2024-06-26 17:27:40,2015-06-02 17:11:07,,2.0,,,
000598.XSHE,2015-06-04,渤海证券,,,2,1,2024-06-26 17:29:05,2015-06-04 16:47:49,,2.0,,,
000598.XSHE,2015-06-08,申万宏源,,,3,1,2024-06-26 17:28:40,2015-06-08 16:47:24,,3.0,,,
000598.XSHE,2015-06-09,渤海证券,,,2,1,2024-06-26 17:27:32,2015-06-10 17:33:24,,2.0,,,
000598.XSHE,2015-06-15,申万宏源,,,3,1,2024-06-26 17:26:16,2015-06-15 13:43:31,,3.0,,,
000598.XSHE,2015-06-16,渤海证券,,,2,1,2024-06-26 17:24:46,2015-06-17 17:56:46,,2.0,,,
000598.XSHE,2015-06-19,国联民生,,,2,1,2024-06-26 17:24:59,2015-06-24 17:34:46,,2.0,,,
000598.XSHE,2015-06-24,中金公司,6.9000,M06,3,1,2024-06-26 05:24:22,2015-06-24 17:34:46,6.9,3.0,,,
000598.XSHE,2015-06-29,申万宏源,,,3,1,2024-06-26 17:29:03,2015-06-30 17:33:59,,3.0,,,
000598.XSHE,2015-06-30,渤海证券,,,2,1,2024-06-26 17:27:57,2015-07-01 17:33:39,,2.0,,,
000598.XSHE,2015-07-01,渤海证券,,,2,1,2024-06-26 17:27:30,2015-07-02 17:33:48,,2.0,,,
000598.XSHE,2015-07-06,申万宏源,,,3,1,2024-06-26 17:29:16,2015-07-06 16:04:14,,3.0,,,
000598.XSHE,2015-07-13,申万宏源,,,3,1,2024-06-26 17:24:49,2015-07-13 21:30:41,,3.0,,,
000598.XSHE,2015-07-20,申万宏源,,,3,1,2024-06-26 17:25:33,2015-07-20 21:31:19,,3.0,,,
