order_book_id,date,report_year,report_period,info_classification,institute,info_summary,report_date,title,author,est_profit,report_date_last,title_last,est_profit_last,info_date,report_type,forecast_profit_max,forecast_profit_min,profit,profit_q,forecast_profit_growth_limit,profit_growth,forcast_profit_growth_limit_q,profit_growth_q,fin_report_date_last,fin_report_type_last,forecast_profit_max_last,forecast_profit_min_last,profit_last,con_calc_date,con_profit,con_calc_date_last,con_profit_last,con_profit_q_last,con_profit_gr_last,con_profit_gr_q_last,expect_rate,rice_create_tm,create_tm
000598.XSHE,2011-02-24,2010,q4,2403,,2011-02-24发布的业绩快报低于机构的一致预期,,,,,,,,2011-02-24,current_performance,,,235948600.0000,,,,,,,,,,,,,2011-02-23,256448184.9611,,,,-0.0799,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2011-02-24,2010,q4,2502,,2011-02-24发布的业绩快报同比增速低于一致预期2010同比增速,,,,,,,,2011-02-24,current_performance,,,235948600.0000,,,0.0569,,,,,,,,,,2011-02-23,256448184.9611,,0.1488,,-0.0918,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2011-02-24,2010,q4,2504,,2011-02-24发布的业绩快报同比增速低于2010一致预期同比增速,,,,,,,,2011-02-24,current_performance,,,,235948600.0000,,,,-2.4903,,,,,,,,2011-02-23,,-49608728.4082,,-2.0545,-0.4358,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-03-15,2012,q4,2405,,2013-03-15发布的财报中，4季度净利润增速低于机构的一致预期,,,,,,,,2013-03-15,financial_reports,,,,166244465.8700,,,,0.3099,,,,,,,,2013-03-14,,171570930.6904,,,-0.0310,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-03-15,2012,q4,2503,,2013-03-15发布的财报净利润同比增速低于2012一致预期同比增速,,,,,,,,2013-03-15,financial_reports,,,,166244465.8700,,,,0.3099,,,,,,,,2013-03-14,,171570930.6904,,0.3519,-0.0420,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-04-10,2013,q1,2405,,2013-04-10发布的财报中，1季度净利润增速低于机构的一致预期,,,,,,,,2013-04-10,financial_reports,,,,203307565.7300,,,,0.0251,,,,,,,,2013-04-09,,228110790.0136,,,-0.1087,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-04-10,2013,q1,2501,,2013-04-10发布的财报净利润同比增速低于一致预期2013同比增速,,,,,,,,2013-04-10,financial_reports,,,203307565.7300,,,0.0251,,,,,,,,,,2013-04-09,834919270.5161,,0.1502,,-0.1251,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-04-10,2013,q1,2503,,2013-04-10发布的财报净利润同比增速低于2013一致预期同比增速,,,,,,,,2013-04-10,financial_reports,,,,203307565.7300,,,,0.0251,,,,,,,,2013-04-09,,228110790.0136,,0.1502,-0.1251,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-07-18,2013,q4,2302,华创证券,华创证券2013-07-18发布的报告研报摘要中含有超预期信息,2013-07-18,兴蓉投资：公司稳步发展 毛利小幅波动,谢天卉,849000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-07-19,2013,q2,2405,,2013-07-19发布的财报中，2季度净利润增速低于机构的一致预期,,,,,,,,2013-07-19,financial_reports,,,,204825842.2800,,,,0.2206,,,,,,,,2013-07-18,,208241152.9382,,,-0.0164,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-07-19,2013,q2,2501,,2013-07-19发布的财报净利润同比增速低于一致预期2013同比增速,,,,,,,,2013-07-19,financial_reports,,,408133408.0100,,,0.1147,,,,,,,,,,2013-07-18,857986934.1783,,0.1820,,-0.0673,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-07-19,2013,q2,2503,,2013-07-19发布的财报净利润同比增速低于2013一致预期同比增速,,,,,,,,2013-07-19,financial_reports,,,,204825842.2800,,,,0.2206,,,,,,,,2013-07-18,,208241152.9382,,0.2410,-0.0204,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-07-19,2013,q4,2302,中信证券,中信证券2013-07-19发布的报告研报摘要中含有超预期信息,2013-07-19,兴蓉投资：业绩稳定增长 项目顺利推进,"吴非,王海旭",851000000.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-10-16,2013,q3,2405,,2013-10-16发布的财报中，3季度净利润增速低于机构的一致预期,,,,,,,,2013-10-16,financial_reports,,,,216738624.2900,,,,0.1201,,,,,,,,2013-10-15,,241887029.0644,,,-0.1040,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-10-16,2013,q3,2501,,2013-10-16发布的财报净利润同比增速低于一致预期2013同比增速,,,,,,,,2013-10-16,financial_reports,,,624872032.3000,,,0.1166,,,,,,,,,,2013-10-15,857830505.3025,,0.1818,,-0.0652,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-10-16,2013,q3,2503,,2013-10-16发布的财报净利润同比增速低于2013一致预期同比增速,,,,,,,,2013-10-16,financial_reports,,,,216738624.2900,,,,0.1201,,,,,,,,2013-10-15,,241887029.0644,,0.2501,-0.1300,2021-04-12 11:01:49,2021-04-12 11:01:49
000598.XSHE,2013-10-16,2013,q4,2101,上海证券,"上海证券2013-10-16发布的报告下调了该股盈利预测,分析师：冀丽俊",2013-10-16,兴蓉投资：三季业绩符合预期,冀丽俊,835850000.0000,2013-07-19,兴蓉投资：营收稳增 毛利率微降,837870000.0000,,,,,,,,,,,,,,,,,,,,,,,-0.0024,2021-04-12 11:01:49,2021-04-12 11:01:49
