order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,half_year_target_price,quarter_recommendation,one_year_target_price,half_year_recommendation,one_year_recommendation
000785.XSHE,2010-06-09,东北证券,,,3,1,2024-07-10 17:55:51,2010-06-10 09:02:56,,3.0,,,
000785.XSHE,2010-07-09,长江证券,,,1,1,2024-07-10 17:55:01,2010-07-10 09:28:41,,1.0,,,
000785.XSHE,2010-08-23,光大证券,12.0000,M06,2,1,2024-07-10 04:44:20,2010-08-25 13:33:46,12.0,2.0,,,
000785.XSHE,2010-08-30,东兴证券,,,2,1,2024-07-10 17:58:23,2010-08-31 12:12:36,,2.0,,,
000785.XSHE,2010-10-08,光大证券,,,2,1,2024-07-10 17:55:57,2010-10-11 11:04:22,,2.0,,,
000785.XSHE,2010-10-11,光大证券,,,2,1,2024-07-10 17:56:22,2010-10-13 09:58:35,,2.0,,,
000785.XSHE,2010-11-09,南京证券,,,2,1,2024-07-10 17:54:24,2010-11-10 11:37:14,,2.0,,,
000785.XSHE,2010-11-26,国信证券,16.7000,M06,1,1,2024-07-10 04:44:10,2010-11-26 16:03:47,16.7,1.0,,,
000785.XSHE,2010-12-03,光大证券,14.0000,M06,2,1,2024-07-10 04:44:36,2010-12-03 17:08:51,14.0,2.0,,,
000785.XSHE,2010-12-06,国信证券,16.7000,M06,1,1,2024-07-10 04:45:55,2010-12-20 17:40:18,16.7,1.0,,,
000785.XSHE,2010-12-14,国信证券,,,1,1,2024-07-10 17:55:26,2010-12-15 16:02:11,,1.0,,,
000785.XSHE,2010-12-23,万联证券,16.7000,M06,1,1,2024-07-10 04:44:13,2010-12-31 17:42:04,16.7,1.0,,,
000785.XSHE,2010-12-27,光大证券,14.0000,M06,2,1,2024-07-10 04:45:28,2010-12-27 17:39:56,14.0,2.0,,,
000785.XSHE,2010-12-28,申万宏源,14.0000,M06,2,1,2024-07-10 04:45:31,2010-12-28 17:40:07,14.0,2.0,,,
000785.XSHE,2011-01-04,光大证券,14.0000,M06,2,1,2024-07-10 04:45:54,2011-01-04 13:48:41,14.0,2.0,,,
000785.XSHE,2011-01-10,光大证券,14.0000,M06,2,1,2024-07-10 04:45:23,2011-01-10 13:48:51,14.0,2.0,,,
000785.XSHE,2011-01-11,山西证券,,,2,1,2024-07-10 17:53:55,2011-01-14 11:05:19,,2.0,,,
000785.XSHE,2011-01-13,万联证券,,,1,1,2024-07-10 17:57:59,2011-01-19 13:16:19,,1.0,,,
000785.XSHE,2011-01-17,光大证券,14.0000,M06,2,1,2024-07-10 04:44:20,2011-01-17 14:55:01,14.0,2.0,,,
000785.XSHE,2011-01-24,国信证券,,,1,1,2024-07-10 17:54:41,2011-01-25 13:49:00,,1.0,,,
000785.XSHE,2011-01-24,光大证券,14.0000,M06,2,1,2024-07-10 04:45:21,2011-01-24 11:03:58,14.0,2.0,,,
000785.XSHE,2011-01-27,天相投顾,,,3,1,2024-07-10 17:54:19,2011-01-28 10:31:44,,3.0,,,
000785.XSHE,2011-01-31,光大证券,14.0000,M06,2,1,2024-07-10 04:44:24,2011-01-31 11:37:02,14.0,2.0,,,
000785.XSHE,2011-02-09,光大证券,14.0000,M06,2,1,2024-07-10 04:44:00,2011-02-09 11:37:03,14.0,2.0,,,
000785.XSHE,2011-02-14,光大证券,14.0000,M06,2,1,2024-07-10 04:44:08,2011-02-14 13:49:04,14.0,2.0,,,
000785.XSHE,2011-02-21,光大证券,14.0000,M06,2,1,2024-07-10 04:44:47,2011-02-21 17:40:19,14.0,2.0,,,
000785.XSHE,2011-02-28,光大证券,14.0000,M06,2,1,2024-07-10 04:44:28,2011-02-28 13:16:10,14.0,2.0,,,
000785.XSHE,2011-03-04,国信证券,,,1,1,2024-07-10 17:58:07,2011-03-04 16:37:43,,1.0,,,
000785.XSHE,2011-03-07,光大证券,14.0000,M06,2,1,2024-07-10 04:45:18,2011-03-07 14:55:40,14.0,2.0,,,
000785.XSHE,2011-03-14,光大证券,13.8800,M06,2,1,2024-07-10 04:44:14,2011-03-14 16:04:01,13.88,2.0,,,
000785.XSHE,2011-03-14,国信证券,,,1,1,2024-07-10 17:55:09,2011-03-14 20:58:57,,1.0,,,
000785.XSHE,2011-03-17,国信证券,,,1,1,2024-07-10 17:57:23,2011-03-17 19:35:37,,1.0,,,
000785.XSHE,2011-03-21,光大证券,13.8800,M06,2,1,2024-07-10 04:45:37,2011-03-21 14:58:03,13.88,2.0,,,
000785.XSHE,2011-03-28,光大证券,,,2,1,2024-07-10 17:55:51,2011-03-28 11:41:12,,2.0,,,
000785.XSHE,2011-04-06,光大证券,12.0000,M06,2,1,2024-07-10 04:43:36,2011-04-07 14:55:31,12.0,2.0,,,
000785.XSHE,2011-04-09,光大证券,12.0000,M06,2,1,2024-07-10 04:44:38,2011-04-12 16:04:35,12.0,2.0,,,
000785.XSHE,2011-04-18,光大证券,12.0000,M06,2,1,2024-07-10 04:43:38,2011-04-19 10:32:07,12.0,2.0,,,
000785.XSHE,2011-04-25,光大证券,12.5000,M06,2,1,2024-07-10 04:43:36,2011-04-25 10:31:49,12.5,2.0,,,
000785.XSHE,2011-04-25,天相投顾,,,3,1,2024-07-10 17:55:22,2011-04-26 20:15:46,,3.0,,,
000785.XSHE,2011-05-03,光大证券,12.5000,M06,2,1,2024-07-10 04:43:45,2011-05-04 14:23:55,12.5,2.0,,,
000785.XSHE,2011-05-09,光大证券,12.5000,M06,2,1,2024-07-10 04:46:02,2011-05-11 14:22:53,12.5,2.0,,,
000785.XSHE,2011-05-16,光大证券,12.5000,M06,2,1,2024-07-10 04:45:01,2011-05-17 11:37:34,12.5,2.0,,,
000785.XSHE,2011-05-23,光大证券,12.5000,M06,2,1,2024-07-10 04:43:34,2011-05-23 19:06:29,12.5,2.0,,,
000785.XSHE,2011-05-30,光大证券,12.5000,M06,2,1,2024-07-10 04:44:55,2011-05-31 09:58:29,12.5,2.0,,,
000785.XSHE,2011-06-07,光大证券,12.5000,M06,2,1,2024-07-10 04:44:20,2011-06-08 16:04:41,12.5,2.0,,,
000785.XSHE,2011-06-09,国信证券,,,1,1,2024-07-10 17:55:53,2011-06-13 13:50:25,,1.0,,,
000785.XSHE,2011-06-13,光大证券,12.5000,M06,2,1,2024-07-10 04:43:47,2011-06-14 10:32:12,12.5,2.0,,,
000785.XSHE,2011-06-16,光大证券,12.5000,M06,2,1,2024-07-10 04:43:34,2011-06-16 19:06:20,12.5,2.0,,,
000785.XSHE,2011-06-20,光大证券,12.5000,M06,2,1,2024-07-10 04:44:59,2011-06-21 11:04:50,12.5,2.0,,,
000785.XSHE,2011-06-22,国信证券,,,1,1,2024-07-10 17:54:56,2011-06-22 17:08:43,,1.0,,,
000785.XSHE,2011-06-28,山西证券,,,2,1,2024-07-10 17:55:31,2011-07-01 19:02:25,,2.0,,,
000785.XSHE,2011-07-01,国信证券,,,1,1,2024-07-10 17:56:36,2011-07-01 16:08:27,,1.0,,,
000785.XSHE,2011-07-04,光大证券,12.5000,M06,2,1,2024-07-10 04:43:53,2011-07-04 19:17:24,12.5,2.0,,,
000785.XSHE,2011-07-11,光大证券,12.5000,M06,2,1,2024-07-10 04:44:34,2011-07-12 11:07:05,12.5,2.0,,,
000785.XSHE,2011-07-14,国信证券,,,1,1,2024-07-10 17:55:34,2011-07-14 16:36:54,,1.0,,,
000785.XSHE,2011-07-18,光大证券,12.5000,M06,2,1,2024-07-10 04:45:44,2011-07-18 19:07:09,12.5,2.0,,,
000785.XSHE,2011-07-23,光大证券,12.5000,M06,2,1,2024-07-10 04:45:07,2011-07-25 19:06:39,12.5,2.0,,,
000785.XSHE,2011-08-01,光大证券,12.5000,M06,2,1,2024-07-10 04:45:09,2011-08-01 16:36:07,12.5,2.0,,,
000785.XSHE,2011-08-08,光大证券,12.5000,M06,2,1,2024-07-10 04:44:53,2011-08-08 19:05:52,12.5,2.0,,,
000785.XSHE,2011-08-12,国信证券,,,1,1,2024-07-10 17:52:30,2011-08-12 16:41:09,,1.0,,,
000785.XSHE,2011-08-15,光大证券,12.5000,M06,2,1,2024-07-10 04:43:36,2011-08-16 11:06:05,12.5,2.0,,,
000785.XSHE,2011-08-22,国信证券,12.0000,M06,1,1,2024-07-10 04:44:01,2011-08-23 14:59:04,12.0,1.0,,,
000785.XSHE,2011-08-22,天相投顾,,,3,1,2024-07-10 17:53:48,2011-08-25 14:30:33,,3.0,,,
000785.XSHE,2011-08-22,光大证券,12.5000,M06,2,1,2024-07-10 04:45:55,2011-08-22 19:28:46,12.5,2.0,,,
000785.XSHE,2011-08-29,光大证券,12.0000,M06,2,1,2024-07-10 04:44:28,2011-08-30 11:44:06,12.0,2.0,,,
000785.XSHE,2011-09-05,光大证券,12.0000,M06,2,1,2024-07-10 04:44:23,2011-09-05 17:35:38,12.0,2.0,,,
000785.XSHE,2011-09-07,天相投顾,,,3,1,2024-07-10 17:54:23,2011-09-07 16:56:54,,3.0,,,
000785.XSHE,2011-09-10,东莞证券,,,2,1,2024-07-10 17:54:23,2011-09-21 11:41:22,,2.0,,,
000785.XSHE,2011-09-19,国信证券,,,1,1,2024-07-10 17:53:43,2011-09-19 18:03:15,,1.0,,,
000785.XSHE,2011-09-19,光大证券,12.0000,M06,2,1,2024-07-10 04:44:36,2011-09-19 10:36:01,12.0,2.0,,,
000785.XSHE,2011-09-26,光大证券,12.0000,M06,2,1,2024-07-10 04:45:02,2011-09-26 12:21:39,12.0,2.0,,,
000785.XSHE,2011-09-30,中金公司,,,1,1,2024-07-10 17:52:48,2011-09-30 13:26:18,,1.0,,,
000785.XSHE,2011-10-09,光大证券,12.0000,M06,2,1,2024-07-10 04:45:10,2011-10-09 20:32:18,12.0,2.0,,,
000785.XSHE,2011-10-10,光大证券,12.0000,M06,2,1,2024-07-10 04:44:10,2011-10-10 11:58:35,12.0,2.0,,,
000785.XSHE,2011-10-17,光大证券,12.0000,M06,2,1,2024-07-10 04:43:50,2011-10-20 10:56:55,12.0,2.0,,,
000785.XSHE,2011-10-19,国信证券,,,1,1,2024-07-10 17:55:56,2011-10-19 14:27:33,,1.0,,,
000785.XSHE,2011-10-21,国信证券,,,1,1,2024-07-10 17:58:20,2011-10-21 17:41:33,,1.0,,,
000785.XSHE,2011-10-24,光大证券,12.0000,M06,2,1,2024-07-10 04:45:32,2011-10-24 11:58:05,12.0,2.0,,,
000785.XSHE,2011-10-31,光大证券,10.0000,M06,2,1,2024-07-10 04:44:00,2011-10-31 20:32:43,10.0,2.0,,,
000785.XSHE,2011-11-10,国信证券,,,1,1,2024-07-10 17:53:24,2011-11-10 16:56:37,,1.0,,,
000785.XSHE,2011-11-14,光大证券,10.0000,M06,2,1,2024-07-10 04:44:47,2011-11-14 11:37:37,10.0,2.0,,,
000785.XSHE,2011-11-21,光大证券,10.0000,M06,2,1,2024-07-10 04:44:23,2011-11-21 13:47:54,10.0,2.0,,,
000785.XSHE,2011-12-01,光大证券,10.0000,M06,2,1,2024-07-10 04:44:34,2011-12-01 14:50:09,10.0,2.0,,,
000785.XSHE,2011-12-12,国信证券,,,1,1,2024-07-10 17:53:24,2011-12-14 15:18:32,,1.0,,,
000785.XSHE,2011-12-15,国信证券,,,1,1,2024-07-10 17:54:14,2011-12-16 15:37:24,,1.0,,,
000785.XSHE,2011-12-22,天相投顾,,,3,1,2024-07-10 17:56:51,2011-12-22 16:37:31,,3.0,,,
000785.XSHE,2011-12-23,光大证券,10.0000,M06,2,1,2024-07-10 04:45:56,2011-12-23 16:47:19,10.0,2.0,,,
000785.XSHE,2011-12-26,光大证券,10.0000,M06,2,1,2024-07-10 04:45:20,2011-12-26 15:53:51,10.0,2.0,,,
000785.XSHE,2012-01-04,光大证券,10.0000,M06,2,1,2024-07-10 04:44:16,2012-01-04 13:52:04,10.0,2.0,,,
000785.XSHE,2012-01-04,天相投顾,,,3,1,2024-07-10 17:54:10,2012-01-05 17:42:57,,3.0,,,
000785.XSHE,2012-01-05,光大证券,9.2000,M06,1,1,2024-07-10 04:44:07,2012-01-05 13:46:17,9.2,1.0,,,
000785.XSHE,2012-01-12,光大证券,9.2000,M06,1,1,2024-07-10 04:45:13,2012-01-13 10:15:25,9.2,1.0,,,
000785.XSHE,2012-01-16,光大证券,9.2000,M06,1,1,2024-07-10 04:44:50,2012-01-17 17:49:12,9.2,1.0,,,
000785.XSHE,2012-01-18,光大证券,9.2000,M06,1,1,2024-07-10 04:44:09,2012-01-19 12:00:49,9.2,1.0,,,
000785.XSHE,2012-01-18,国信证券,,,3,1,2024-07-10 17:58:31,2012-01-18 17:39:55,,3.0,,,
000785.XSHE,2012-01-19,光大证券,9.2000,M06,1,1,2024-07-10 04:45:30,2012-01-20 12:04:41,9.2,1.0,,,
000785.XSHE,2012-01-30,光大证券,9.2000,M06,1,1,2024-07-10 04:43:36,2012-01-30 14:12:00,9.2,1.0,,,
000785.XSHE,2012-01-31,光大证券,9.2000,M06,1,1,2024-07-10 04:44:08,2012-02-02 10:16:40,9.2,1.0,,,
000785.XSHE,2012-02-01,光大证券,9.2000,M06,1,1,2024-07-10 04:44:15,2012-02-03 10:19:20,9.2,1.0,,,
000785.XSHE,2012-02-02,光大证券,9.2000,M06,1,1,2024-07-10 04:44:57,2012-02-03 11:21:51,9.2,1.0,,,
000785.XSHE,2012-02-06,光大证券,9.2000,M06,1,1,2024-07-10 04:45:44,2012-02-07 11:39:16,9.2,1.0,,,
000785.XSHE,2012-02-07,光大证券,9.2000,M06,1,1,2024-07-10 04:43:46,2012-02-08 15:29:53,9.2,1.0,,,
000785.XSHE,2012-02-08,光大证券,9.2000,M06,1,1,2024-07-10 04:43:53,2012-02-09 15:11:33,9.2,1.0,,,
000785.XSHE,2012-02-09,光大证券,9.2000,M06,1,1,2024-07-10 04:45:45,2012-02-13 16:37:32,9.2,1.0,,,
000785.XSHE,2012-02-10,光大证券,9.2000,M06,1,1,2024-07-10 04:44:14,2012-02-13 13:23:40,9.2,1.0,,,
000785.XSHE,2012-02-13,光大证券,9.2000,M06,1,1,2024-07-10 04:43:34,2012-02-14 14:28:33,9.2,1.0,,,
000785.XSHE,2012-02-20,光大证券,9.2000,M06,1,1,2024-07-10 04:45:28,2012-02-21 12:03:47,9.2,1.0,,,
000785.XSHE,2012-02-27,光大证券,9.2000,M06,1,1,2024-07-10 04:45:47,2012-02-28 17:19:15,9.2,1.0,,,
000785.XSHE,2012-03-05,光大证券,9.2000,M06,1,1,2024-07-10 04:44:34,2012-03-06 12:42:42,9.2,1.0,,,
000785.XSHE,2012-03-09,光大证券,9.2000,M06,1,1,2024-07-10 04:44:08,2012-03-12 10:52:49,9.2,1.0,,,
000785.XSHE,2012-03-12,天相投顾,,,3,1,2024-07-10 17:52:37,2012-03-14 12:39:07,,3.0,,,
000785.XSHE,2012-03-12,光大证券,,,2,1,2024-07-10 17:52:48,2012-03-15 10:12:02,,2.0,,,
000785.XSHE,2012-03-20,民生证券,,,1,1,2024-07-10 17:57:07,2012-03-21 17:32:17,,1.0,,,
000785.XSHE,2012-03-21,光大证券,,,2,1,2024-07-10 17:58:43,2012-03-22 12:18:18,,2.0,,,
000785.XSHE,2012-03-22,光大证券,,,2,1,2024-07-10 17:55:29,2012-03-23 11:56:11,,2.0,,,
000785.XSHE,2012-03-26,光大证券,,,2,1,2024-07-10 17:54:41,2012-03-26 10:53:00,,2.0,,,
000785.XSHE,2012-03-26,民生证券,,,1,1,2024-07-10 17:55:26,2012-03-26 20:36:41,,1.0,,,
000785.XSHE,2012-03-26,中金财富,8.2800,M06,2,1,2024-07-10 04:45:11,2012-03-26 20:36:41,8.28,2.0,,,
000785.XSHE,2012-03-27,光大证券,,,2,1,2024-07-10 17:54:55,2012-03-29 10:55:16,,2.0,,,
000785.XSHE,2012-03-28,光大证券,,,2,1,2024-07-10 17:56:32,2012-03-29 21:15:59,,2.0,,,
000785.XSHE,2012-03-29,光大证券,,,2,1,2024-07-10 17:52:24,2012-03-30 21:16:04,,2.0,,,
000785.XSHE,2012-04-05,民生证券,,,1,1,2024-07-10 17:56:23,2012-04-06 16:55:03,,1.0,,,
000785.XSHE,2012-04-05,光大证券,,,2,1,2024-07-10 17:56:52,2012-04-06 15:50:10,,2.0,,,
000785.XSHE,2012-04-06,光大证券,,,2,1,2024-07-10 17:55:16,2012-04-09 16:09:42,,2.0,,,
000785.XSHE,2012-04-08,民生证券,,,1,1,2024-07-10 17:52:15,2012-04-09 17:12:34,,1.0,,,
000785.XSHE,2012-04-09,光大证券,,,2,1,2024-07-10 17:54:38,2012-04-11 17:53:46,,2.0,,,
000785.XSHE,2012-04-10,光大证券,,,2,1,2024-07-10 17:58:05,2012-04-12 10:35:47,,2.0,,,
000785.XSHE,2012-04-11,光大证券,,,2,1,2024-07-10 17:53:05,2012-04-12 10:53:58,,2.0,,,
000785.XSHE,2012-04-13,光大证券,,,2,1,2024-07-10 17:52:24,2012-04-16 12:27:54,,2.0,,,
000785.XSHE,2012-04-13,民生证券,,,1,1,2024-07-10 17:56:40,2012-04-16 12:27:54,,1.0,,,
000785.XSHE,2012-04-16,民生证券,,,1,1,2024-07-10 17:52:38,2012-04-16 20:31:13,,1.0,,,
000785.XSHE,2012-04-18,民生证券,,,1,1,2024-07-10 17:58:05,2012-04-19 11:37:02,,1.0,,,
000785.XSHE,2012-04-19,民生证券,,,1,1,2024-07-10 17:52:29,2012-04-23 20:35:11,,1.0,,,
000785.XSHE,2012-04-22,民生证券,,,1,1,2024-07-10 17:58:21,2012-04-24 16:41:51,,1.0,,,
000785.XSHE,2012-04-24,民生证券,,,1,1,2024-07-10 17:55:54,2012-04-24 20:43:18,,1.0,,,
000785.XSHE,2012-04-24,光大证券,8.0000,M06,2,1,2024-07-10 04:45:55,2012-04-24 16:41:51,8.0,2.0,,,
000785.XSHE,2012-04-24,天相投顾,,,3,1,2024-07-10 17:58:34,2012-04-24 16:41:51,,3.0,,,
000785.XSHE,2012-04-26,民生证券,,,1,1,2024-07-10 17:58:14,2012-04-26 20:33:52,,1.0,,,
000785.XSHE,2012-05-02,光大证券,8.0000,M06,2,1,2024-07-10 04:43:43,2012-05-02 11:18:35,8.0,2.0,,,
000785.XSHE,2012-05-02,民生证券,,,1,1,2024-07-10 17:58:16,2012-05-03 10:53:34,,1.0,,,
000785.XSHE,2012-05-03,民生证券,,,1,1,2024-07-10 17:53:01,2012-05-03 15:49:41,,1.0,,,
000785.XSHE,2012-05-04,光大证券,8.0000,M06,2,1,2024-07-10 04:44:55,2012-05-07 11:13:54,8.0,2.0,,,
000785.XSHE,2012-05-07,光大证券,8.0000,M06,2,1,2024-07-10 04:44:19,2012-05-07 11:13:54,8.0,2.0,,,
000785.XSHE,2012-05-08,光大证券,8.0000,M06,2,1,2024-07-10 04:45:54,2012-05-09 10:52:44,8.0,2.0,,,
000785.XSHE,2012-05-09,光大证券,8.0000,M06,2,1,2024-07-10 04:45:11,2012-05-10 11:13:54,8.0,2.0,,,
000785.XSHE,2012-05-10,光大证券,8.0000,M06,2,1,2024-07-10 04:45:38,2012-05-11 15:05:27,8.0,2.0,,,
000785.XSHE,2012-05-11,民生证券,,,1,1,2024-07-10 17:52:23,2012-05-14 11:55:16,,1.0,,,
000785.XSHE,2012-05-11,天相投顾,,,3,1,2024-07-10 17:52:47,2012-05-11 20:34:55,,3.0,,,
000785.XSHE,2012-05-11,光大证券,8.0000,M06,2,1,2024-07-10 04:44:08,2012-05-11 20:34:55,8.0,2.0,,,
000785.XSHE,2012-05-14,光大证券,8.0000,M06,2,1,2024-07-10 04:44:02,2012-05-14 10:52:17,8.0,2.0,,,
000785.XSHE,2012-05-14,民生证券,,,1,1,2024-07-10 17:55:42,2012-05-14 11:55:16,,1.0,,,
000785.XSHE,2012-05-15,光大证券,8.0000,M06,2,1,2024-07-10 04:44:23,2012-05-18 11:37:08,8.0,2.0,,,
000785.XSHE,2012-05-15,民生证券,,,1,1,2024-07-10 17:57:25,2012-05-16 11:14:11,,1.0,,,
000785.XSHE,2012-05-16,光大证券,8.0000,M06,2,1,2024-07-10 04:45:23,2012-05-18 11:37:09,8.0,2.0,,,
000785.XSHE,2012-05-21,民生证券,,,1,1,2024-07-10 17:56:07,2012-05-21 17:10:24,,1.0,,,
000785.XSHE,2012-05-21,光大证券,8.0000,M06,2,1,2024-07-10 04:45:24,2012-05-21 10:52:26,8.0,2.0,,,
000785.XSHE,2012-05-23,光大证券,8.0000,M06,2,1,2024-07-10 04:44:51,2012-05-24 10:11:07,8.0,2.0,,,
000785.XSHE,2012-05-24,光大证券,8.0000,M06,2,1,2024-07-10 04:44:56,2012-05-24 20:35:11,8.0,2.0,,,
000785.XSHE,2012-05-25,光大证券,8.0000,M06,2,1,2024-07-10 04:44:33,2012-05-28 11:57:27,8.0,2.0,,,
000785.XSHE,2012-05-26,光大证券,8.0000,M06,2,1,2024-07-10 04:45:57,2012-05-28 11:57:27,8.0,2.0,,,
000785.XSHE,2012-05-27,民生证券,,,1,1,2024-07-10 17:52:14,2012-05-28 12:59:26,,1.0,,,
000785.XSHE,2012-05-28,光大证券,8.0000,M06,2,1,2024-07-10 04:45:41,2012-05-28 12:16:40,8.0,2.0,,,
000785.XSHE,2012-05-29,光大证券,8.0000,M06,2,1,2024-07-10 04:45:25,2012-05-29 20:35:12,8.0,2.0,,,
000785.XSHE,2012-05-30,光大证券,8.0000,M06,2,1,2024-07-10 04:45:06,2012-05-30 17:31:30,8.0,2.0,,,
000785.XSHE,2012-05-31,光大证券,8.0000,M06,2,1,2024-07-10 04:45:34,2012-05-31 17:31:38,8.0,2.0,,,
000785.XSHE,2012-06-01,光大证券,8.0000,M06,2,1,2024-07-10 04:44:59,2012-06-01 17:52:47,8.0,2.0,,,
000785.XSHE,2012-06-04,光大证券,8.0000,M06,2,1,2024-07-10 04:44:56,2012-06-04 10:31:30,8.0,2.0,,,
000785.XSHE,2012-06-04,民生证券,,,1,1,2024-07-10 17:56:41,2012-06-04 15:25:20,,1.0,,,
000785.XSHE,2012-06-05,光大证券,8.0000,M06,2,1,2024-07-10 04:45:11,2012-06-06 10:52:35,8.0,2.0,,,
000785.XSHE,2012-06-07,光大证券,8.0000,M06,2,1,2024-07-10 04:44:02,2012-06-07 20:33:33,8.0,2.0,,,
000785.XSHE,2012-06-08,光大证券,8.0000,M06,2,1,2024-07-10 04:43:32,2012-06-08 15:48:55,8.0,2.0,,,
000785.XSHE,2012-06-11,光大证券,8.0000,M06,2,1,2024-07-10 04:44:37,2012-06-11 10:52:46,8.0,2.0,,,
000785.XSHE,2012-06-11,民生证券,,,1,1,2024-07-10 17:56:47,2012-06-11 20:34:40,,1.0,,,
000785.XSHE,2012-06-12,光大证券,6.0000,M06,3,1,2024-07-10 04:44:19,2012-06-12 11:34:09,6.0,3.0,,,
000785.XSHE,2012-06-13,光大证券,8.0000,M06,2,1,2024-07-10 04:45:39,2012-06-13 20:35:13,8.0,2.0,,,
000785.XSHE,2012-06-14,光大证券,8.0000,M06,2,1,2024-07-10 04:44:34,2012-06-15 11:13:37,8.0,2.0,,,
000785.XSHE,2012-06-15,光大证券,8.0000,M06,2,1,2024-07-10 04:44:30,2012-06-16 11:13:01,8.0,2.0,,,
000785.XSHE,2012-06-18,民生证券,,,1,1,2024-07-10 17:53:40,2012-06-18 20:42:38,,1.0,,,
000785.XSHE,2012-06-18,光大证券,6.0000,M06,3,1,2024-07-10 04:45:40,2012-06-18 11:34:03,6.0,3.0,,,
000785.XSHE,2012-06-19,光大证券,8.0000,M06,2,1,2024-07-10 04:45:04,2012-06-20 10:10:27,8.0,2.0,,,
000785.XSHE,2012-06-20,光大证券,8.0000,M06,2,1,2024-07-10 04:45:01,2012-06-21 10:31:42,8.0,2.0,,,
000785.XSHE,2012-06-21,光大证券,6.0000,M06,3,1,2024-07-10 04:45:55,2012-06-21 15:25:33,6.0,3.0,,,
000785.XSHE,2012-06-25,光大证券,6.0000,M06,3,1,2024-07-10 04:43:37,2012-06-25 10:18:43,6.0,3.0,,,
000785.XSHE,2012-06-26,光大证券,6.0000,M06,3,1,2024-07-10 04:43:50,2012-06-26 20:38:34,6.0,3.0,,,
000785.XSHE,2012-06-27,光大证券,8.0000,M06,2,1,2024-07-10 04:44:44,2012-06-28 10:53:15,8.0,2.0,,,
000785.XSHE,2012-06-28,光大证券,8.0000,M06,2,1,2024-07-10 04:43:58,2012-06-29 10:32:55,8.0,2.0,,,
000785.XSHE,2012-06-29,光大证券,8.0000,M06,2,1,2024-07-10 04:43:36,2012-06-30 11:55:43,8.0,2.0,,,
000785.XSHE,2012-07-02,光大证券,6.0000,M06,3,1,2024-07-10 04:43:37,2012-07-02 10:31:34,6.0,3.0,,,
000785.XSHE,2012-07-03,光大证券,8.0000,M06,2,1,2024-07-10 04:43:37,2012-07-03 17:52:29,8.0,2.0,,,
000785.XSHE,2012-07-04,光大证券,8.0000,M06,2,1,2024-07-10 04:45:58,2012-07-04 20:31:05,8.0,2.0,,,
000785.XSHE,2012-07-05,光大证券,8.0000,M06,2,1,2024-07-10 04:45:09,2012-07-05 17:52:14,8.0,2.0,,,
000785.XSHE,2012-07-09,光大证券,6.0000,M06,3,1,2024-07-10 04:44:41,2012-07-09 10:13:21,6.0,3.0,,,
000785.XSHE,2012-07-13,光大证券,6.0000,M06,3,1,2024-07-10 04:44:05,2012-07-13 20:48:09,6.0,3.0,,,
000785.XSHE,2012-07-16,光大证券,6.0000,M06,3,1,2024-07-10 04:43:53,2012-07-16 10:52:09,6.0,3.0,,,
