order_book_id,quarter,info_date,cost_of_goods_sold,cash_flow_from_operating_activities,cash_flow_from_investing_activities,inventory,if_adjusted,total_liabilities,net_profit,intangible_assets,undistributed_profit,operating_expense,net_accts_receivable,total_assets,notes_payable,rice_create_tm,investment_income,current_liabilities,cash_flow_from_financing_activities,revenue,total_equity,operating_revenue,current_assets,net_fixed_assets,financing_expense
002142.XSHE,2010q1,2011-04-28,,-6396137000.0,-1441632000.0,,1,172219028000.0,498052000.0,93886000.0,2761723000.0,703477000.0,,182476263000.0,,2021-12-30 22:12:04,-5954000.0,,,1326158000.0,10257235000.0,1326158000.0,,909236000.0,
002142.XSHE,2010q2,2011-10-28,,627722000.0,-1507205000.0,,1,199225033000.0,1262546000.0,92356000.0,2613332000.0,1331505000.0,,209761211000.0,,2022-08-09 19:59:33,-4364000.0,,-602500000.0,2696660000.0,10536178000.0,2696660000.0,,892270000.0,
002142.XSHE,2010q3,2011-10-28,,-4117319000.0,969425000.0,,1,223825981000.0,1877886000.0,89870000.0,3228671000.0,2026258000.0,,234968450000.0,,2021-12-30 22:12:04,-11499000.0,,-652500000.0,4154536000.0,11142469000.0,4154536000.0,,896124000.0,
002142.XSHE,2010q4,2012-04-26,,55182576000.0,6788306000.0,,1,247397693000.0,2321986000.0,92224000.0,3440572000.0,3129491000.0,,263274332000.0,,2021-12-30 22:12:04,-32432000.0,,6213486000.0,5911918000.0,15876639000.0,5911918000.0,,1281221000.0,
002142.XSHE,2011q1,2012-04-26,,-43099381000.0,-3922039000.0,,1,254678530000.0,814966000.0,88991000.0,4255539000.0,834858000.0,,271373390000.0,,2021-12-30 22:12:04,-3563000.0,,,1690859000.0,16694860000.0,1690859000.0,,1228139000.0,
002142.XSHE,2011q2,2012-10-29,,-7077380000.0,-8692680000.0,,1,245505870000.0,1655043000.0,84739000.0,4245058000.0,1820997000.0,,262446279000.0,,2022-08-09 19:59:33,-13414000.0,,-729264000.0,3636214000.0,16940409000.0,3636214000.0,,1736452000.0,
002142.XSHE,2011q3,2012-10-29,,21519935000.0,-14258799000.0,,1,215438045000.0,2556691000.0,81802000.0,5146706000.0,2764872000.0,,233278774000.0,,2021-12-30 22:12:04,-27019000.0,,-729264000.0,5706374000.0,17840729000.0,5706374000.0,,1926036000.0,
002142.XSHE,2011q4,2013-04-24,,-24222406000.0,-12278401000.0,,1,241783570000.0,3253510000.0,88641000.0,5518174000.0,4121564000.0,,260497637000.0,,2021-12-30 22:12:04,101049000.0,,-864014000.0,7966133000.0,18714067000.0,7966133000.0,,1365957000.0,
002142.XSHE,2012q1,2013-04-24,,-8915388000.0,-11717745000.0,,1,245831409000.0,1033639000.0,84926000.0,6551812000.0,1099491000.0,,265556642000.0,,2021-12-30 22:12:04,16247000.0,,,2402595000.0,19725233000.0,2402595000.0,,1343734000.0,
002142.XSHE,2012q2,2013-10-29,,-6115367000.0,-16301782000.0,,1,257272311000.0,2157894000.0,83376000.0,6844216000.0,2247248000.0,,277643420000.0,,2022-08-09 19:59:33,16241000.0,,-779264000.0,4961972000.0,20371109000.0,4961972000.0,,1860839000.0,
