order_book_id,quarter,info_date,cost_of_goods_sold,cash_flow_from_operating_activities,cash_flow_from_investing_activities,inventory,if_adjusted,total_liabilities,net_profit,intangible_assets,undistributed_profit,operating_expense,net_accts_receivable,total_assets,notes_payable,rice_create_tm,investment_income,current_liabilities,cash_flow_from_financing_activities,revenue,total_equity,operating_revenue,current_assets,net_fixed_assets,financing_expense
300115.XSHE,2010q1,2011-04-20,59583125.39,-16913212.04,-13976839.56,,1,,17495083.59,,,,,,,2021-12-25 21:44:32,,,-414995.0,92625033.05,,92625033.05,,,271438.29
300115.XSHE,2010q2,2011-10-20,142934159.5,-595370.57,-25073052.83,102693886.21,1,136507659.99,45217858.129999995,5441942.86,124105081.08,,108828866.64,452622454.59,,2022-08-06 17:11:55,,136507659.99,-1341670.0,224598933.81,316114794.6,224598933.81,355569411.9,83513353.43,1648557.3099999998
300115.XSHE,2010q3,2011-10-20,229427410.51,-13044845.64,-62820006.83,120926087.74,1,148391424.23,67085082.26,5402976.43,145972305.21,,122744882.49,1337912242.96,,2021-12-25 21:44:32,,146391424.23,851371615.45,356646352.07,1189520818.73,356646352.07,1236645258.78,86880244.85,2375137.57
300115.XSHE,2010q4,2012-03-21,298630244.84,-28298069.28,-73989139.42,161263741.73,1,129424658.43,90761632.1,34842361.89,160582120.64,,105414693.76,1342622027.0,,2021-12-25 21:44:32,,127424658.43,805719385.55,476416385.56,1213197368.57,476416385.56,1199041120.49,97288505.78,2748006.02
300115.XSHE,2011q1,2012-04-24,101316563.77,-25801560.71,-37567347.83,168191930.13,1,90035185.48,30408101.69,34645199.4,190990222.33,,138415324.88,1333640655.74,,2021-12-25 21:44:32,,88035185.48,-10426008.34,159873029.0,1243605470.26,159873029.0,1176690776.5,106487213.57,-1964719.87
300115.XSHE,2011q2,2012-10-23,229298307.72000003,19811168.99,-80906814.46,178009845.21,1,161315240.19,68929504.22,34498464.26,177911624.86,,148871490.26,1391842112.98,,2022-08-06 17:11:55,,159315240.19,-20389626.0,361057748.4599999,1230526872.79,361057748.4599999,1196609848.1,138754392.12,-1298603.7400000002
300115.XSHE,2011q3,2012-10-23,359657021.36,37117368.48,-128694127.1,191914684.74,1,180451794.97,120939647.03,34298737.67,229921767.67,,174676406.64,1462988810.57,,2021-12-25 21:44:32,,180451794.97,-18326681.68,574143195.81,1282537015.6,574143195.81,1228126361.7,154409032.91,-11597058.71
300115.XSHE,2011q4,2013-03-28,490812681.3,48783918.08,-243944327.98,231541864.05,1,195123391.4,158957615.61,36923724.01,251870494.2,,148346753.4,1515678375.58,,2021-12-25 21:44:32,,195123391.4,-35636391.35,783168738.13,1320554984.18,783168738.13,1235192787.26,179157704.69,-12908894.69
300115.XSHE,2012q1,2013-04-19,156829304.16,13032471.08,-140585111.52,225338592.27,1,176349271.09,42599409.35,36992521.56,294469903.55,,168549931.31,1539503664.62,,2021-12-25 21:44:32,,176349271.09,10491442.93,235088094.39,1363154393.53,235088094.39,1146325885.55,195796786.24,-2746465.66
300115.XSHE,2012q2,2013-10-24,314343562.73,53881064.23,-258535800.64,229763111.42,1,173550403.3,83644599.97999999,35855621.12,318315094.18,,186774099.1,1560549987.46,,2022-08-06 17:11:55,831785.86,173550403.3,-7618306.63,475791867.46000004,1386999584.16,475791867.46000004,1060978137.81,227528319.94,-2190784.9
300115.XSHE,2012q3,2013-10-24,537148017.76,114625925.17,-410056535.78,294974057.19,1,359328738.11,142005540.7,48237027.34,374352876.85,,264560785.91,1837419803.54,,2021-12-25 21:44:32,,357723122.05,43028089.55,806074794.09,1478091065.43,806074794.09,1180878901.78,344487725.35,-1172016.93
300115.XSHE,2012q4,2014-03-26,827888421.83,147944157.76,-547769224.04,316579838.01,1,484893949.22,191260317.67,47846682.75,404142240.71,,297579569.41,2012621709.67,2857142.86,2021-12-25 21:44:32,1308224.08,480768949.22,108482298.33,1221890011.02,1527727760.45,1221890011.02,1087388548.26,511515295.27,3005973.21
300115.XSHE,2013q1,2014-04-19,229538156.95,57094406.42,-46758476.41,301455615.27,1,410557373.46,45339760.06,47554976.93,449054837.51,,241347760.49,1983539398.8,6189955.73,2021-12-25 21:44:32,,406707373.46,8463039.15,338919073.24,1572982025.34,338919073.24,1050812267.33,520537726.53,3578906.48
300115.XSHE,2013q2,2014-10-24,516373844.31000006,157229096.91,-166080663.47,295313667.19,1,446417875.5,94864650.56000002,47072980.53,470974238.87,,337035288.45,2042913726.28,2857142.86,2022-08-06 17:11:55,,440842875.5,-53648066.78,762233986.9399998,1596495850.78,762233986.9399998,1063650229.04,678138932.64,8604499.85
300115.XSHE,2013q3,2014-10-24,825562127.69,187021725.27,-269610814.45,285604670.41,1,487515687.72,155298512.86,46590984.12,530046642.51,,356062928.91,2144476998.26,5714285.72,2021-12-25 21:44:32,,481915687.72,-18814481.67,1206129646.1,1656961310.54,1206129646.1,1068823554.28,720617748.94,13915006.0
300115.XSHE,2013q4,2015-03-31,1169845420.25,303367263.01,-309223402.69,386256162.84,1,582781433.57,227256851.35,46108987.72,581072226.34,,379935993.95,2341614326.25,5714285.72,2021-12-25 21:44:32,94543.84,573331433.57,-60931849.71,1725720986.09,1758832892.68,1725720986.09,1215028865.32,903326848.36,19607034.91
300115.XSHE,2014q1,2015-04-22,267349863.37,42511536.8,-56392284.82,437947725.43,1,589540587.39,60973966.5,45626991.34,637682767.22,,368550378.03,2409911714.99,6144285.72,2021-12-25 21:44:32,,575540587.39,30060059.77,407004438.39,1820371127.6,407004438.39,1268734423.95,892056911.69,2642403.78
300115.XSHE,2014q2,2015-10-23,605474037.01,104806572.64,-190656987.85,499557000.63,1,789402923.63,127142869.11000001,48349849.3,679606829.54,,471597450.08,2657881360.72,6324285.72,2022-08-06 17:11:55,,777852923.63,106542195.78,918697908.45,1868478437.09,918697908.45,1457393613.19,967533587.02,8356126.57
300115.XSHE,2014q3,2015-10-23,971127684.53,116514460.8,-468281005.12,688952302.5,1,1209303493.86,201359083.86,47577262.06,752902207.57,,546737482.61,3156813283.58,55714285.72,2021-12-25 21:44:32,,1197249327.16,302713946.89,1483487731.15,1947509789.72,1483487731.15,1685702699.13,1170646892.43,18785917.05
300115.XSHE,2014q4,2016-03-30,1570874356.79,30283712.51,-716164972.58,866820673.68,1,1867554639.9,290285976.0,46804674.66,824059579.98,,776288604.35,3908454488.54,57497382.74,2021-12-25 21:44:32,,1485388662.43,721898377.91,2320366458.97,2040899848.64,2320366458.97,2211334973.48,1388281994.64,34512840.34
300115.XSHE,2015q1,2016-04-21,596966819.92,46979893.25,-153716571.83,859413007.69,1,1928689940.54,92044862.87,46032087.44,906880975.54,,821675003.76,4972570488.51,38486023.0,2021-12-25 21:44:32,,1469862068.25,1140936176.58,834376290.2,3043880547.97,834376290.2,3216643815.5,1504660020.24,16843274.68
300115.XSHE,2015q2,2016-10-22,1262790441.6000001,134339783.95,-596422047.31,848985107.19,1,1701953318.93,217719517.87,110121655.86,980842750.56,,1038215908.7,4823496738.57,128400003.0,2022-08-06 17:11:55,1763506.8499999999,1239151042.26,761479274.74,1792245690.4599998,3121543419.64,1792245690.4599998,2769575883.24,1562127085.94,32146536.630000003
300115.XSHE,2015q3,2016-10-22,1960905297.16,586588491.55,-802739328.35,787452520.95,1,1526274837.87,323296312.98,109888501.05,1084710991.01,,826888882.24,4793373119.12,200695643.98,2021-12-25 21:44:32,2371932.32,1064589753.8,639727071.44,2743308538.74,3267098281.25,2743308538.74,2715740055.95,1612521038.04,42362595.53
300115.XSHE,2015q4,2017-03-24,2791251364.31,879562544.69,-1120898979.19,847945852.52,1,1724032006.39,454201188.44,112674044.19,1187332797.29,,943390550.33,5083946161.41,162182179.15,2021-12-25 21:44:32,1746403.22,1564378389.8,479293214.3,3888800543.56,3359914155.02,3888800543.56,2801740377.05,1742281438.92,49901525.73
300115.XSHE,2016q1,2017-04-21,874603446.49,352643218.46,-92564825.75,863364319.71,1,1783908340.13,138656669.22,187399169.13,1324723666.69,,915617603.83,5290624383.24,277771181.2,2021-12-25 21:44:32,217725.16,1624933654.23,-92494035.49,1212658750.74,3506716043.11,1212658750.74,2791102685.95,1822394346.58,15766375.53
300115.XSHE,2016q2,2017-10-24,1911133204.3200002,911991979.61,-423162947.98,1213887673.72,1,2737653691.75,332270342.11,185559375.52,1348602786.87,,1133483819.86,6398560216.03,541538465.32,2022-08-06 17:11:55,-493131.79999999993,2579357936.49,-66373552.44,2699338312.59,3660906524.28,2699338312.59,3583205632.14,1955202525.25,27968823.11
300115.XSHE,2016q3,2017-10-24,2954004068.07,874604690.34,-690739943.42,1517746685.54,1,3140412625.56,495624937.27,184521288.33,1507411538.56,,1208871258.9,6992360643.86,673568426.91,2021-12-25 21:44:32,-734585.72,3012673840.18,285375308.52,4166155470.17,3851948018.3,4166155470.17,3943862377.46,2069846808.77,41508524.3
300115.XSHE,2016q4,2019-03-29,4408468166.22,1089203478.92,-1115573486.98,2107937179.37,1,3991924787.56,699859580.65,197171306.16,1670699313.17,,1282655517.76,8182562185.75,752656142.27,2021-12-25 21:44:32,-4713904.33,3899843868.4,198833876.79,6119450934.39,4190637398.19,6119450934.39,4416240632.84,2399872403.7,32139907.92
300115.XSHE,2017q1,2018-04-24,1378398652.56,222092788.59,-166299153.23,1702819721.09,1,3511051697.64,208219365.24,196220770.06,1871168999.5,,1171727131.63,7822369247.93,624761786.83,2021-12-25 21:44:32,54503.51,3416925745.11,163047826.7,1882524265.5,4311317550.29,1882524265.5,4056708236.8,2520199891.46,19018654.22
300115.XSHE,2017q2,2018-10-27,2717121829.62,147689610.95,-531656255.15,1959913120.47,1,4186661089.49,361799215.95,195927657.48,1886904949.11,,1313341736.35,8516180577.81,459159701.78,2022-08-06 17:11:55,-1515362.72,3771609388.75,656280758.92,3697188675.41,4329519488.32,3697188675.41,4500552393.21,2519867872.71,42140677.52
300115.XSHE,2017q3,2018-10-27,4464644673.5,242126726.54,-953097908.09,2383279038.89,1,5152633734.65,544195838.5,193729881.3,2073950812.4,,1302809667.3,9747642299.55,300702129.8,2021-12-25 21:44:32,-1533845.27,4663652738.27,1348031349.22,5954933391.49,4595008564.9,5954933391.49,5362089401.39,2685572280.18,74373211.06
300115.XSHE,2017q4,2020-04-11,6399971638.78,328099807.57,-1254058109.07,2076263420.41,1,5429231374.35,589424392.48,193541445.22,2084607861.47,,1619858157.84,10083492109.94,422748794.09,2021-12-25 21:44:32,-3238830.38,4964185537.95,1533329704.62,8431603740.91,4654260735.59,8431603740.91,5411111980.26,3358624090.61,105763242.5
300115.XSHE,2018q1,2019-04-20,1262794148.78,305621994.89,-222295069.74,2221371281.89,1,5398093328.67,15768733.28,193020991.59,2114871474.36,,1250432889.52,10069603637.17,501530889.39,2021-12-25 21:44:32,-998306.8,4918799939.3,143707025.31,1644806342.85,4671510308.5,1644806342.85,5432134749.55,3281184440.4,41382833.68
300115.XSHE,2018q2,2019-10-29,2826048259.09,528285392.46,-474331233.63,2344229738.53,1,5263123237.52,58611262.3,191587240.31,2085070452.32,,1378150515.43,9893928934.0,563860801.63,2022-08-06 17:11:55,508542.48000000004,4787519055.86,-284260028.92,3623633040.81,4630805696.48,3623633040.81,5246853087.29,3239320865.16,56547406.49
300115.XSHE,2018q3,2019-10-29,4771232696.68,910052562.17,-673254077.18,2680701038.85,1,5816515130.97,144107727.32,190345155.95,2170735461.8,,1548906984.55,10534052556.81,,2021-12-25 21:44:32,-316532.06,5399376100.67,-335054977.11,6018495625.49,4717537425.84,6018495625.49,5901251588.22,3454288384.88,65787408.17
300115.XSHE,2018q4,2021-04-28,6905817740.64,771954039.87,-627374204.92,2129354661.17,1,5254532171.54,8841646.28,190942863.41,2013821575.78,,1470390030.15,9792344759.68,417888504.94,2021-12-25 21:44:32,-1463866.61,4857443970.8,-208829959.69,8625571966.78,4537812588.14,8625571966.78,5368568336.88,3479937646.62,109201284.58
300115.XSHE,2019q1,2020-04-29,1309199564.22,-20224839.92,-134703610.66,2315066312.23,1,5328109296.54,42068837.52,191800645.28,2078061674.3,,1468781249.85,9847721958.82,,2021-12-25 21:44:32,-1185403.82,4925453858.13,-14571795.04,1745495604.07,4519612662.28,1745495604.07,5484899568.52,,57639852.09
300115.XSHE,2019q2,2020-10-14,3013028774.87,490413092.38,-314737029.73,2224175299.49,1,5279697800.56,129825932.00999999,192174248.96,2078577011.73,,1404409032.44,9797657462.81,511000000.0,2022-08-06 17:11:55,-2373292.39,4885007373.35,-203900620.38,3958842544.92,4517959662.25,3958842544.92,5362919773.56,3483376074.34,81466397.52
300115.XSHE,2019q3,2020-10-14,4765083734.79,379458136.31,-451347144.92,2419716433.85,1,5265293401.34,212598121.23,189675436.75,2146862650.77,,1618064471.93,9868539648.62,582500000.0,2021-12-25 21:44:32,-3533421.85,4866117677.01,-471637073.76,6184879198.21,4603246247.28,6184879198.21,5488663468.59,,85977085.17
300115.XSHE,2019q4,2022-04-27,6804145835.02,823203491.41,-787228338.64,2305663944.18,1,5172377958.7,118557464.51,188085674.03,1963842439.34,,1654087423.48,9646682809.75,513343796.14,2022-04-27 04:20:59,-4368646.04,4792588773.54,-651026827.54,8655207884.12,4474304851.05,8655207884.12,5346846402.66,3352360305.91,138287730.28
300115.XSHE,2020q1,2021-04-28,1368037340.06,370846174.91,-108353434.8,2354681051.7,1,5119576931.6,86681416.12,184554690.17,2046686015.95,,950412533.57,9678910788.74,564204387.48,2021-12-25 21:44:32,-1304091.95,4696577483.19,183064990.55,1754781809.98,4559333857.14,1754781809.98,5433067213.88,,22781539.47
300115.XSHE,2020q2,2021-08-28,2977876706.1,388238790.33,-319580840.5,2496310034.05,1,5340885453.75,230948286.67,189285108.22,2101935428.32,,1512278396.15,10080977406.96,797266995.81,2021-12-25 21:44:32,-1919425.71,4941782495.25,3885518.99,4006199616.74,4740091953.21,4006199616.74,5683811640.15,3335103940.68,57713094.03
300115.XSHE,2020q3,2021-10-27,4888226641.61,86197583.89,-531297236.96,3140992181.43,1,6592480001.7,423271640.31,187101832.71,2285530238.93,,2069256718.82,11571473111.38,739107215.16,2021-12-25 21:44:32,-2761476.3,5812252509.26,576458614.72,6745784945.98,4978993109.68,6745784945.98,6944059002.9,,163082764.8
300115.XSHE,2020q4,2023-03-31,7013588054.7,862291239.74,-1947643907.23,3033745301.82,1,7350384087.06,603353867.92,185156566.53,2361024377.83,,2260415395.75,14263406991.28,776926877.89,2023-03-31 04:41:09,-3497264.53,5878889926.08,2365908817.3,9797911444.51,6913022904.22,9797911444.51,8561833419.18,3427689669.36,268463871.73
300115.XSHE,2021q1,2022-04-27,1569886260.62,84932308.15,-536555948.61,3453053715.4,1,8114527658.1,129932749.47,183128669.81,2486135259.69,,1916878848.09,15164986460.19,818239397.33,2022-04-26 20:17:01,18550375.83,5959226161.37,432389680.71,2248640690.49,7050458802.09,2248640690.49,8630876084.7,,39572618.92
300115.XSHE,2021q2,2022-08-30,3207513400.36,278068270.03,-1136630870.82,4065258845.06,1,8974884247.12,208731743.6,195415920.34,2496900435.57,,1842489650.79,16049278626.27,1208194940.0,2022-08-29 20:13:23,49220128.64,6920439697.92,312946218.98,4521958009.63,7074394379.15,4521958009.63,8780237175.22,3669547238.77,128956000.91
300115.XSHE,2021q3,2022-10-25,5485614955.86,96807292.0,-1288314949.67,4595788672.02,1,9944208570.56,120206000.22,198413829.95,2417557702.48,,1875803454.59,16935036379.05,1284212440.0,2022-10-24 20:21:07,50888775.1,8227508299.41,930474479.74,7366399665.39,6990827808.49,7366399665.39,9432077353.97,,181813746.5
300115.XSHE,2021q4,2024-03-19,9121076143.44,-431398231.25,-1617915212.95,4255219660.49,1,11121566485.77,-665339153.71,197914377.8,1656342012.18,,2723254059.43,16978849761.73,364301450.1,2024-03-18 20:13:52,63295261.26,9523473111.73,1241802755.38,11046514987.54,5857283275.96,11046514987.54,9186496464.8,4362013958.68,283187620.12
300115.XSHE,2022q1,2023-04-29,3086202725.64,-317665171.37,-180956122.66,4069952345.66,1,11493095661.6,-189229760.08,252266892.28,1461056629.89,,2680590200.82,17102852422.92,670206779.91,2023-04-28 22:25:53,9302258.11,9629324464.05,712122683.99,3607429257.33,5609756761.32,3607429257.33,9274266651.91,,90186113.78
