time,option_type,k1,k2,t1,t2,leg1_buy,leg2_buy,leg1_sell,leg2_sell,cost,revenue,score
2026-03-27 14:20:00,P,4000.0,5200.0,21,175,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,887.511418582795,803.1796826027968,2.5497184420221615
2026-03-27 14:20:00,P,4000.0,5000.0,21,175,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,703.7376778666279,604.1796826027968,2.4559549021411056
2026-03-27 13:30:00,P,4000.0,5200.0,21,175,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,876.4623727231912,790.962770237416,2.39286891468856
2026-03-27 14:20:00,P,4000.0,4900.0,21,175,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,614.9639145917145,504.7796826027968,2.3797829094327105
2026-03-27 09:38:00,P,4000.0,5200.0,21,175,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,932.2923808923686,852.8084336239439,2.350010678377034
2026-03-27 09:35:00,P,4000.0,5200.0,21,175,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,931.8898440375615,851.2067423874059,2.3365322276763902
2026-03-27 09:34:00,P,4000.0,5200.0,21,175,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,926.0644754894905,850.4084336239439,2.3218127165094766
2026-03-27 10:47:00,P,4000.0,5200.0,21,175,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,897.3452433135564,809.7813738393348,2.287750446238075
2026-03-27 14:06:00,P,4100.0,5200.0,21,175,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,891.9139554376021,828.4769287037359,2.279597500137496
2026-03-27 09:38:00,P,4000.0,5000.0,21,175,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,747.7152577031253,654.0084336239439,2.2658432469705883
2026-03-27 14:20:00,P,4000.0,4800.0,21,175,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,530.2070636821817,407.3796826027967,2.261349786157936
2026-03-27 13:01:00,P,4100.0,5200.0,21,175,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,889.9054992549118,817.6693181393146,2.2492751765186467
2026-03-27 09:34:00,P,4000.0,5000.0,21,175,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,747.9144120848564,652.0084336239439,2.2354755434990774
2026-03-27 13:16:00,P,4100.0,5200.0,21,175,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,877.8539165405008,810.459170720086,2.2173626379801106
2026-03-27 09:38:00,P,4000.0,4900.0,21,175,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,659.1423400464809,554.6084336239439,2.2024986611910737
2026-03-27 10:47:00,P,4000.0,5000.0,21,175,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,714.5757306887344,610.9813738393348,2.194383746434945
2026-03-27 14:06:00,P,4100.0,5000.0,21,175,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,706.3326041570137,629.4769287037359,2.189108275328703
2026-03-27 09:34:00,P,4000.0,4900.0,21,175,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,657.3330382455215,552.4084336239439,2.1692641998535995
2026-03-27 13:01:00,P,4100.0,5000.0,21,175,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,704.5249935925923,620.0693181393145,2.153929102756178
2026-03-27 10:57:00,P,4100.0,5200.0,21,175,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,909.379913662587,850.0963779239237,2.148997955242614
2026-03-27 10:47:00,P,4000.0,4900.0,21,175,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,624.1952024676687,511.58137383933484,2.1213380912078277
2026-03-27 09:38:00,P,4000.0,4800.0,21,175,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,571.5736504811815,457.40843362394395,2.103623080595247
2026-03-27 09:35:00,P,4000.0,4800.0,21,175,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,569.5643486802222,455.80674238740585,2.09274264328403
2026-03-27 09:34:00,P,4000.0,4800.0,21,175,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,570.7685767715674,455.40843362394395,2.0726837194727357
2026-03-27 10:23:00,P,4100.0,5200.0,21,175,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,924.4374157048813,868.3132902893043,2.0688614478589025
2026-03-27 13:37:00,P,4200.0,5200.0,21,175,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,881.4496884491556,837.5809397508272,2.066109378252263
2026-03-27 10:57:00,P,4100.0,5000.0,21,175,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,725.4053273281507,652.2963779239236,2.061351334160984
2026-03-27 14:06:00,P,4200.0,5200.0,21,175,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,897.7139554376022,859.4071539171673,2.050172068322954
2026-03-27 14:09:00,P,4200.0,5200.0,21,175,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,900.3232572385616,867.4189925729337,2.046969922076862
2026-03-27 13:16:00,P,4100.0,4900.0,21,175,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900,605.30641254942,512.6591707200861,2.043327315963494
2026-03-27 13:01:00,P,4200.0,5200.0,21,175,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,895.5054992549118,848.800388971015,2.0425311150394134
2026-03-27 13:16:00,P,4200.0,5200.0,21,175,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,883.0539165405008,840.5860134604413,2.033570910104972
2026-03-27 10:47:00,P,4000.0,4800.0,21,175,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,539.2375059398669,414.18137383933487,2.0049137714025838
2026-03-27 09:33:00,P,4000.0,4800.0,21,175,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,579.4015558840597,464.42280913451754,2.0027013743092796
2026-03-27 10:57:00,P,4100.0,4900.0,21,175,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900,635.2256447253541,552.8963779239236,1.993809441605636
2026-03-27 10:23:00,P,4100.0,5000.0,21,175,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,739.257755660831,669.1132902893044,1.9848929828246558
2026-03-27 13:33:00,P,4200.0,5000.0,21,175,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000,693.2590353676078,633.9733291864059,1.9831187238485932
2026-03-27 13:39:00,P,4200.0,5000.0,21,175,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000,697.6759477329884,638.1809397508271,1.9748462652825916
2026-03-27 14:06:00,P,4200.0,5000.0,21,175,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000,712.1326041570138,660.4071539171673,1.9596828435141607
2026-03-27 13:01:00,P,4100.0,4800.0,21,175,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800,531.1952250264152,422.4693181393145,1.9515840265290505
2026-03-27 13:01:00,P,4200.0,5000.0,21,175,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000,710.1249935925923,651.200388971015,1.9471850412769447
2026-03-27 10:47:00,P,4200.0,5200.0,21,175,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,907.1452433135564,866.4198381912028,1.9414910662902118
2026-03-27 09:34:00,P,4000.0,4700.0,21,175,IO2604P4000,IO2609P4700,IO2609P4000,IO2604P4700,488.2210276629939,360.40843362394395,1.928940915280152
2026-03-27 10:57:00,P,4200.0,5200.0,21,175,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,916.179913662587,883.2359049383144,1.9266787032049606
2026-03-27 10:23:00,P,4100.0,4900.0,21,175,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900,649.0780730580342,569.9132902893043,1.920921762171158
2026-03-27 13:16:00,P,4100.0,4800.0,21,175,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800,520.3487160216182,416.05917072008606,1.9197688387715157
