listed_date,exchange,underlying_symbol,symbol,underlying_order_book_id,round_lot,de_listed_date,maturity_date,option_type,exercise_type,type,contract_multiplier,strike_price,order_book_id,market_tplus,trading_hours,product_name,trading_code
2021-09-23,XSHG,510300.XSHG,300ETF沽11月4800,510300.XSHG,1.0,2021-11-24,2021-11-24,P,E,Option,10000.0,4.8,10003653,0.0,"09:31-11:30,13:01-15:00",510300P2111M04800,10003653
2021-09-23,XSHG,510300.XSHG,300ETF沽11月4900,510300.XSHG,1.0,2021-11-24,2021-11-24,P,E,Option,10000.0,4.9,10003654,0.0,"09:31-11:30,13:01-15:00",510300P2111M04900,10003654
2021-09-23,XSHG,510300.XSHG,300ETF沽11月5000,510300.XSHG,1.0,2021-11-24,2021-11-24,P,E,Option,10000.0,5.0,10003655,0.0,"09:31-11:30,13:01-15:00",510300P2111M05000,10003655
2021-09-23,XSHG,510300.XSHG,300ETF沽11月5250,510300.XSHG,1.0,2021-11-24,2021-11-24,P,E,Option,10000.0,5.25,10003656,0.0,"09:31-11:30,13:01-15:00",510300P2111M05250,10003656
2021-09-23,XSHG,510300.XSHG,300ETF沽11月5500,510300.XSHG,1.0,2021-11-24,2021-11-24,P,E,Option,10000.0,5.5,10003657,0.0,"09:31-11:30,13:01-15:00",510300P2111M05500,10003657
2021-09-23,XSHG,510300.XSHG,300ETF沽11月5750,510300.XSHG,1.0,2021-11-24,2021-11-24,P,E,Option,10000.0,5.75,10003658,0.0,"09:31-11:30,13:01-15:00",510300P2111M05750,10003658
2021-09-28,XSHG,510300.XSHG,300ETF购11月6000,510300.XSHG,1.0,2021-11-24,2021-11-24,C,E,Option,10000.0,6.0,10003659,0.0,"09:31-11:30,13:01-15:00",510300C2111M06000,10003659
2021-09-28,XSHG,510300.XSHG,300ETF沽11月6000,510300.XSHG,1.0,2021-11-24,2021-11-24,P,E,Option,10000.0,6.0,10003660,0.0,"09:31-11:30,13:01-15:00",510300P2111M06000,10003660
2021-10-28,XSHG,510300.XSHG,300ETF购6月4529A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,4.529,10003687,0.0,"09:31-11:30,13:01-15:00",510300C2206A04600,10003687
2021-10-28,XSHG,510300.XSHG,300ETF购6月4628A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,4.628,10003688,0.0,"09:31-11:30,13:01-15:00",510300C2206A04700,10003688
2021-10-28,XSHG,510300.XSHG,300ETF购6月4726A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,4.726,10003689,0.0,"09:31-11:30,13:01-15:00",510300C2206A04800,10003689
2021-10-28,XSHG,510300.XSHG,300ETF购6月4825A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,4.825,10003690,0.0,"09:31-11:30,13:01-15:00",510300C2206A04900,10003690
2021-10-28,XSHG,510300.XSHG,300ETF购6月4923A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,4.923,10003691,0.0,"09:31-11:30,13:01-15:00",510300C2206A05000,10003691
2021-10-28,XSHG,510300.XSHG,300ETF购6月5169A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,5.169,10003692,0.0,"09:31-11:30,13:01-15:00",510300C2206A05250,10003692
2021-10-28,XSHG,510300.XSHG,300ETF购6月5416A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,5.416,10003693,0.0,"09:31-11:30,13:01-15:00",510300C2206A05500,10003693
2021-10-28,XSHG,510300.XSHG,300ETF购6月5662A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,5.662,10003694,0.0,"09:31-11:30,13:01-15:00",510300C2206A05750,10003694
2021-10-28,XSHG,510300.XSHG,300ETF购6月5908A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,5.908,10003695,0.0,"09:31-11:30,13:01-15:00",510300C2206A06000,10003695
2021-10-28,XSHG,510300.XSHG,300ETF沽6月4529A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,4.529,10003696,0.0,"09:31-11:30,13:01-15:00",510300P2206A04600,10003696
2021-10-28,XSHG,510300.XSHG,300ETF沽6月4628A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,4.628,10003697,0.0,"09:31-11:30,13:01-15:00",510300P2206A04700,10003697
2021-10-28,XSHG,510300.XSHG,300ETF沽6月4726A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,4.726,10003698,0.0,"09:31-11:30,13:01-15:00",510300P2206A04800,10003698
2021-10-28,XSHG,510300.XSHG,300ETF沽6月4825A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,4.825,10003699,0.0,"09:31-11:30,13:01-15:00",510300P2206A04900,10003699
2021-10-28,XSHG,510300.XSHG,300ETF沽6月4923A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,4.923,10003700,0.0,"09:31-11:30,13:01-15:00",510300P2206A05000,10003700
2021-10-28,XSHG,510300.XSHG,300ETF沽6月5169A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,5.169,10003701,0.0,"09:31-11:30,13:01-15:00",510300P2206A05250,10003701
2021-10-28,XSHG,510300.XSHG,300ETF沽6月5416A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,5.416,10003702,0.0,"09:31-11:30,13:01-15:00",510300P2206A05500,10003702
2021-10-28,XSHG,510300.XSHG,300ETF沽6月5662A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,5.662,10003703,0.0,"09:31-11:30,13:01-15:00",510300P2206A05750,10003703
2021-10-28,XSHG,510300.XSHG,300ETF沽6月5908A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,5.908,10003704,0.0,"09:31-11:30,13:01-15:00",510300P2206A06000,10003704
2021-10-29,XSHG,510300.XSHG,300ETF购6月4431A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,4.431,10003705,0.0,"09:31-11:30,13:01-15:00",510300C2206A04500,10003705
2021-10-29,XSHG,510300.XSHG,300ETF沽6月4431A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,4.431,10003706,0.0,"09:31-11:30,13:01-15:00",510300P2206A04500,10003706
2021-11-25,XSHG,510300.XSHG,300ETF购1月4529A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,4.529,10003727,0.0,"09:31-11:30,13:01-15:00",510300C2201A04600,10003727
2021-11-25,XSHG,510300.XSHG,300ETF购1月4628A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,4.628,10003728,0.0,"09:31-11:30,13:01-15:00",510300C2201A04700,10003728
2021-11-25,XSHG,510300.XSHG,300ETF购1月4726A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,4.726,10003729,0.0,"09:31-11:30,13:01-15:00",510300C2201A04800,10003729
2021-11-25,XSHG,510300.XSHG,300ETF购1月4825A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,4.825,10003730,0.0,"09:31-11:30,13:01-15:00",510300C2201A04900,10003730
2021-11-25,XSHG,510300.XSHG,300ETF购1月4923A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,4.923,10003731,0.0,"09:31-11:30,13:01-15:00",510300C2201A05000,10003731
2021-11-25,XSHG,510300.XSHG,300ETF购1月5169A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,5.169,10003732,0.0,"09:31-11:30,13:01-15:00",510300C2201A05250,10003732
2021-11-25,XSHG,510300.XSHG,300ETF购1月5416A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,5.416,10003733,0.0,"09:31-11:30,13:01-15:00",510300C2201A05500,10003733
2021-11-25,XSHG,510300.XSHG,300ETF购1月5662A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,5.662,10003734,0.0,"09:31-11:30,13:01-15:00",510300C2201A05750,10003734
2021-11-25,XSHG,510300.XSHG,300ETF购1月5908A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,5.908,10003735,0.0,"09:31-11:30,13:01-15:00",510300C2201A06000,10003735
2021-11-25,XSHG,510300.XSHG,300ETF沽1月4529A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,4.529,10003736,0.0,"09:31-11:30,13:01-15:00",510300P2201A04600,10003736
2021-11-25,XSHG,510300.XSHG,300ETF沽1月4628A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,4.628,10003737,0.0,"09:31-11:30,13:01-15:00",510300P2201A04700,10003737
2021-11-25,XSHG,510300.XSHG,300ETF沽1月4726A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,4.726,10003738,0.0,"09:31-11:30,13:01-15:00",510300P2201A04800,10003738
2021-11-25,XSHG,510300.XSHG,300ETF沽1月4825A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,4.825,10003739,0.0,"09:31-11:30,13:01-15:00",510300P2201A04900,10003739
2021-11-25,XSHG,510300.XSHG,300ETF沽1月4923A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,4.923,10003740,0.0,"09:31-11:30,13:01-15:00",510300P2201A05000,10003740
2021-11-25,XSHG,510300.XSHG,300ETF沽1月5169A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,5.169,10003741,0.0,"09:31-11:30,13:01-15:00",510300P2201A05250,10003741
2021-11-25,XSHG,510300.XSHG,300ETF沽1月5416A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,5.416,10003742,0.0,"09:31-11:30,13:01-15:00",510300P2201A05500,10003742
2021-11-25,XSHG,510300.XSHG,300ETF沽1月5662A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,5.662,10003743,0.0,"09:31-11:30,13:01-15:00",510300P2201A05750,10003743
2021-11-25,XSHG,510300.XSHG,300ETF沽1月5908A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,5.908,10003744,0.0,"09:31-11:30,13:01-15:00",510300P2201A06000,10003744
2021-11-29,XSHG,510300.XSHG,300ETF购1月4431A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,4.431,10003745,0.0,"09:31-11:30,13:01-15:00",510300C2201A04500,10003745
2021-11-29,XSHG,510300.XSHG,300ETF沽1月4431A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,4.431,10003746,0.0,"09:31-11:30,13:01-15:00",510300P2201A04500,10003746
2021-12-10,XSHG,510300.XSHG,300ETF购1月6154A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,6.154,10003835,0.0,"09:31-11:30,13:01-15:00",510300C2201A06250,10003835
2021-12-10,XSHG,510300.XSHG,300ETF沽1月6154A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,6.154,10003836,0.0,"09:31-11:30,13:01-15:00",510300P2201A06250,10003836
2021-12-10,XSHG,510300.XSHG,300ETF购3月6154A,510300.XSHG,1.0,2022-03-23,2022-03-23,C,E,Option,10156.0,6.154,10003837,0.0,"09:31-11:30,13:01-15:00",510300C2203A06250,10003837
2021-12-10,XSHG,510300.XSHG,300ETF沽3月6154A,510300.XSHG,1.0,2022-03-23,2022-03-23,P,E,Option,10156.0,6.154,10003838,0.0,"09:31-11:30,13:01-15:00",510300P2203A06250,10003838
2021-12-10,XSHG,510300.XSHG,300ETF购6月6154A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,6.154,10003839,0.0,"09:31-11:30,13:01-15:00",510300C2206A06250,10003839
2021-12-10,XSHG,510300.XSHG,300ETF沽6月6154A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,6.154,10003840,0.0,"09:31-11:30,13:01-15:00",510300P2206A06250,10003840
2021-12-23,XSHG,510300.XSHG,300ETF购2月4529A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,4.529,10003859,0.0,"09:31-11:30,13:01-15:00",510300C2202A04600,10003859
2021-12-23,XSHG,510300.XSHG,300ETF购2月4628A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,4.628,10003860,0.0,"09:31-11:30,13:01-15:00",510300C2202A04700,10003860
2021-12-23,XSHG,510300.XSHG,300ETF购2月4726A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,4.726,10003861,0.0,"09:31-11:30,13:01-15:00",510300C2202A04800,10003861
2021-12-23,XSHG,510300.XSHG,300ETF购2月4825A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,4.825,10003862,0.0,"09:31-11:30,13:01-15:00",510300C2202A04900,10003862
2021-12-23,XSHG,510300.XSHG,300ETF购2月4923A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,4.923,10003863,0.0,"09:31-11:30,13:01-15:00",510300C2202A05000,10003863
2021-12-23,XSHG,510300.XSHG,300ETF购2月5169A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,5.169,10003864,0.0,"09:31-11:30,13:01-15:00",510300C2202A05250,10003864
2021-12-23,XSHG,510300.XSHG,300ETF购2月5416A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,5.416,10003865,0.0,"09:31-11:30,13:01-15:00",510300C2202A05500,10003865
2021-12-23,XSHG,510300.XSHG,300ETF购2月5662A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,5.662,10003866,0.0,"09:31-11:30,13:01-15:00",510300C2202A05750,10003866
2021-12-23,XSHG,510300.XSHG,300ETF购2月5908A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,5.908,10003867,0.0,"09:31-11:30,13:01-15:00",510300C2202A06000,10003867
2021-12-23,XSHG,510300.XSHG,300ETF沽2月4529A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,4.529,10003868,0.0,"09:31-11:30,13:01-15:00",510300P2202A04600,10003868
2021-12-23,XSHG,510300.XSHG,300ETF沽2月4628A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,4.628,10003869,0.0,"09:31-11:30,13:01-15:00",510300P2202A04700,10003869
2021-12-23,XSHG,510300.XSHG,300ETF沽2月4726A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,4.726,10003870,0.0,"09:31-11:30,13:01-15:00",510300P2202A04800,10003870
2021-12-23,XSHG,510300.XSHG,300ETF沽2月4825A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,4.825,10003871,0.0,"09:31-11:30,13:01-15:00",510300P2202A04900,10003871
2021-12-23,XSHG,510300.XSHG,300ETF沽2月4923A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,4.923,10003872,0.0,"09:31-11:30,13:01-15:00",510300P2202A05000,10003872
2021-12-23,XSHG,510300.XSHG,300ETF沽2月5169A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,5.169,10003873,0.0,"09:31-11:30,13:01-15:00",510300P2202A05250,10003873
2021-12-23,XSHG,510300.XSHG,300ETF沽2月5416A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,5.416,10003874,0.0,"09:31-11:30,13:01-15:00",510300P2202A05500,10003874
2021-12-23,XSHG,510300.XSHG,300ETF沽2月5662A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,5.662,10003875,0.0,"09:31-11:30,13:01-15:00",510300P2202A05750,10003875
2021-12-23,XSHG,510300.XSHG,300ETF沽2月5908A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,5.908,10003876,0.0,"09:31-11:30,13:01-15:00",510300P2202A06000,10003876
2022-01-06,XSHG,510300.XSHG,300ETF购2月4431A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,4.431,10003879,0.0,"09:31-11:30,13:01-15:00",510300C2202A04500,10003879
2022-01-06,XSHG,510300.XSHG,300ETF沽2月4431A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,4.431,10003880,0.0,"09:31-11:30,13:01-15:00",510300P2202A04500,10003880
2022-01-14,XSHG,510300.XSHG,300ETF购1月4332A,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10156.0,4.332,10003881,0.0,"09:31-11:30,13:01-15:00",510300C2201A04400,10003881
2022-01-14,XSHG,510300.XSHG,300ETF沽1月4332A,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10156.0,4.332,10003882,0.0,"09:31-11:30,13:01-15:00",510300P2201A04400,10003882
2022-01-14,XSHG,510300.XSHG,300ETF购2月4332A,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10156.0,4.332,10003883,0.0,"09:31-11:30,13:01-15:00",510300C2202A04400,10003883
2022-01-14,XSHG,510300.XSHG,300ETF沽2月4332A,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10156.0,4.332,10003884,0.0,"09:31-11:30,13:01-15:00",510300P2202A04400,10003884
2022-01-14,XSHG,510300.XSHG,300ETF购6月4332A,510300.XSHG,1.0,2022-06-22,2022-06-22,C,E,Option,10156.0,4.332,10003885,0.0,"09:31-11:30,13:01-15:00",510300C2206A04400,10003885
2022-01-14,XSHG,510300.XSHG,300ETF沽6月4332A,510300.XSHG,1.0,2022-06-22,2022-06-22,P,E,Option,10156.0,4.332,10003886,0.0,"09:31-11:30,13:01-15:00",510300P2206A04400,10003886
2022-01-19,XSHG,510300.XSHG,300ETF购1月4400,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10000.0,4.4,10003895,0.0,"09:31-11:30,13:01-15:00",510300C2201M04400,10003895
2022-01-19,XSHG,510300.XSHG,300ETF购1月4500,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10000.0,4.5,10003896,0.0,"09:31-11:30,13:01-15:00",510300C2201M04500,10003896
2022-01-19,XSHG,510300.XSHG,300ETF购1月4600,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10000.0,4.6,10003897,0.0,"09:31-11:30,13:01-15:00",510300C2201M04600,10003897
2022-01-19,XSHG,510300.XSHG,300ETF购1月4700,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10000.0,4.7,10003898,0.0,"09:31-11:30,13:01-15:00",510300C2201M04700,10003898
2022-01-19,XSHG,510300.XSHG,300ETF购1月4800,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10000.0,4.8,10003899,0.0,"09:31-11:30,13:01-15:00",510300C2201M04800,10003899
2022-01-19,XSHG,510300.XSHG,300ETF购1月4900,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10000.0,4.9,10003900,0.0,"09:31-11:30,13:01-15:00",510300C2201M04900,10003900
2022-01-19,XSHG,510300.XSHG,300ETF购1月5000,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10000.0,5.0,10003901,0.0,"09:31-11:30,13:01-15:00",510300C2201M05000,10003901
2022-01-19,XSHG,510300.XSHG,300ETF购1月5250,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10000.0,5.25,10003902,0.0,"09:31-11:30,13:01-15:00",510300C2201M05250,10003902
2022-01-19,XSHG,510300.XSHG,300ETF购1月5500,510300.XSHG,1.0,2022-01-26,2022-01-26,C,E,Option,10000.0,5.5,10003903,0.0,"09:31-11:30,13:01-15:00",510300C2201M05500,10003903
2022-01-19,XSHG,510300.XSHG,300ETF沽1月4400,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10000.0,4.4,10003904,0.0,"09:31-11:30,13:01-15:00",510300P2201M04400,10003904
2022-01-19,XSHG,510300.XSHG,300ETF沽1月4500,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10000.0,4.5,10003905,0.0,"09:31-11:30,13:01-15:00",510300P2201M04500,10003905
2022-01-19,XSHG,510300.XSHG,300ETF沽1月4600,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10000.0,4.6,10003906,0.0,"09:31-11:30,13:01-15:00",510300P2201M04600,10003906
2022-01-19,XSHG,510300.XSHG,300ETF沽1月4700,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10000.0,4.7,10003907,0.0,"09:31-11:30,13:01-15:00",510300P2201M04700,10003907
2022-01-19,XSHG,510300.XSHG,300ETF沽1月4800,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10000.0,4.8,10003908,0.0,"09:31-11:30,13:01-15:00",510300P2201M04800,10003908
2022-01-19,XSHG,510300.XSHG,300ETF沽1月4900,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10000.0,4.9,10003909,0.0,"09:31-11:30,13:01-15:00",510300P2201M04900,10003909
2022-01-19,XSHG,510300.XSHG,300ETF沽1月5000,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10000.0,5.0,10003910,0.0,"09:31-11:30,13:01-15:00",510300P2201M05000,10003910
2022-01-19,XSHG,510300.XSHG,300ETF沽1月5250,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10000.0,5.25,10003911,0.0,"09:31-11:30,13:01-15:00",510300P2201M05250,10003911
2022-01-19,XSHG,510300.XSHG,300ETF沽1月5500,510300.XSHG,1.0,2022-01-26,2022-01-26,P,E,Option,10000.0,5.5,10003912,0.0,"09:31-11:30,13:01-15:00",510300P2201M05500,10003912
2022-01-19,XSHG,510300.XSHG,300ETF购2月4400,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10000.0,4.4,10003913,0.0,"09:31-11:30,13:01-15:00",510300C2202M04400,10003913
2022-01-19,XSHG,510300.XSHG,300ETF购2月4500,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10000.0,4.5,10003914,0.0,"09:31-11:30,13:01-15:00",510300C2202M04500,10003914
2022-01-19,XSHG,510300.XSHG,300ETF购2月4600,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10000.0,4.6,10003915,0.0,"09:31-11:30,13:01-15:00",510300C2202M04600,10003915
2022-01-19,XSHG,510300.XSHG,300ETF购2月4700,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10000.0,4.7,10003916,0.0,"09:31-11:30,13:01-15:00",510300C2202M04700,10003916
2022-01-19,XSHG,510300.XSHG,300ETF购2月4800,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10000.0,4.8,10003917,0.0,"09:31-11:30,13:01-15:00",510300C2202M04800,10003917
2022-01-19,XSHG,510300.XSHG,300ETF购2月4900,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10000.0,4.9,10003918,0.0,"09:31-11:30,13:01-15:00",510300C2202M04900,10003918
2022-01-19,XSHG,510300.XSHG,300ETF购2月5000,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10000.0,5.0,10003919,0.0,"09:31-11:30,13:01-15:00",510300C2202M05000,10003919
2022-01-19,XSHG,510300.XSHG,300ETF购2月5250,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10000.0,5.25,10003920,0.0,"09:31-11:30,13:01-15:00",510300C2202M05250,10003920
2022-01-19,XSHG,510300.XSHG,300ETF购2月5500,510300.XSHG,1.0,2022-02-23,2022-02-23,C,E,Option,10000.0,5.5,10003921,0.0,"09:31-11:30,13:01-15:00",510300C2202M05500,10003921
2022-01-19,XSHG,510300.XSHG,300ETF沽2月4400,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10000.0,4.4,10003922,0.0,"09:31-11:30,13:01-15:00",510300P2202M04400,10003922
2022-01-19,XSHG,510300.XSHG,300ETF沽2月4500,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10000.0,4.5,10003923,0.0,"09:31-11:30,13:01-15:00",510300P2202M04500,10003923
2022-01-19,XSHG,510300.XSHG,300ETF沽2月4600,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10000.0,4.6,10003924,0.0,"09:31-11:30,13:01-15:00",510300P2202M04600,10003924
2022-01-19,XSHG,510300.XSHG,300ETF沽2月4700,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10000.0,4.7,10003925,0.0,"09:31-11:30,13:01-15:00",510300P2202M04700,10003925
2022-01-19,XSHG,510300.XSHG,300ETF沽2月4800,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10000.0,4.8,10003926,0.0,"09:31-11:30,13:01-15:00",510300P2202M04800,10003926
2022-01-19,XSHG,510300.XSHG,300ETF沽2月4900,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10000.0,4.9,10003927,0.0,"09:31-11:30,13:01-15:00",510300P2202M04900,10003927
2022-01-19,XSHG,510300.XSHG,300ETF沽2月5000,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10000.0,5.0,10003928,0.0,"09:31-11:30,13:01-15:00",510300P2202M05000,10003928
2022-01-19,XSHG,510300.XSHG,300ETF沽2月5250,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10000.0,5.25,10003929,0.0,"09:31-11:30,13:01-15:00",510300P2202M05250,10003929
2022-01-19,XSHG,510300.XSHG,300ETF沽2月5500,510300.XSHG,1.0,2022-02-23,2022-02-23,P,E,Option,10000.0,5.5,10003930,0.0,"09:31-11:30,13:01-15:00",510300P2202M05500,10003930
2022-01-19,XSHG,510300.XSHG,300ETF购3月4400,510300.XSHG,1.0,2022-03-23,2022-03-23,C,E,Option,10000.0,4.4,10003931,0.0,"09:31-11:30,13:01-15:00",510300C2203M04400,10003931
2022-01-19,XSHG,510300.XSHG,300ETF购3月4500,510300.XSHG,1.0,2022-03-23,2022-03-23,C,E,Option,10000.0,4.5,10003932,0.0,"09:31-11:30,13:01-15:00",510300C2203M04500,10003932
2022-01-19,XSHG,510300.XSHG,300ETF购3月4600,510300.XSHG,1.0,2022-03-23,2022-03-23,C,E,Option,10000.0,4.6,10003933,0.0,"09:31-11:30,13:01-15:00",510300C2203M04600,10003933
2022-01-19,XSHG,510300.XSHG,300ETF购3月4700,510300.XSHG,1.0,2022-03-23,2022-03-23,C,E,Option,10000.0,4.7,10003934,0.0,"09:31-11:30,13:01-15:00",510300C2203M04700,10003934
2022-01-19,XSHG,510300.XSHG,300ETF购3月4800,510300.XSHG,1.0,2022-03-23,2022-03-23,C,E,Option,10000.0,4.8,10003935,0.0,"09:31-11:30,13:01-15:00",510300C2203M04800,10003935
2022-01-19,XSHG,510300.XSHG,300ETF购3月4900,510300.XSHG,1.0,2022-03-23,2022-03-23,C,E,Option,10000.0,4.9,10003936,0.0,"09:31-11:30,13:01-15:00",510300C2203M04900,10003936
2022-01-19,XSHG,510300.XSHG,300ETF购3月5000,510300.XSHG,1.0,2022-03-23,2022-03-23,C,E,Option,10000.0,5.0,10003937,0.0,"09:31-11:30,13:01-15:00",510300C2203M05000,10003937
2022-01-19,XSHG,510300.XSHG,300ETF购3月5250,510300.XSHG,1.0,2022-03-23,2022-03-23,C,E,Option,10000.0,5.25,10003938,0.0,"09:31-11:30,13:01-15:00",510300C2203M05250,10003938
2022-01-19,XSHG,510300.XSHG,300ETF购3月5500,510300.XSHG,1.0,2022-03-23,2022-03-23,C,E,Option,10000.0,5.5,10003939,0.0,"09:31-11:30,13:01-15:00",510300C2203M05500,10003939
