time,option_type,k1,k2,t1,t2,leg1_buy,leg2_buy,leg1_sell,leg2_sell,cost,revenue,score
2026-04-01 10:19:00,P,4000.0,4800.0,16,170,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,509.93434051104464,385.75008596338057,2.859908545519363
2026-04-01 09:36:00,P,4100.0,4900.0,16,170,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900,616.7740620109428,532.481156795081,2.713729396556734
2026-04-01 09:47:00,P,4200.0,5200.0,16,170,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,891.1156466741403,855.8071539171672,2.634207241393407
2026-04-01 09:45:00,P,4200.0,5200.0,16,170,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,893.9257940933687,856.4096907719743,2.600940902530115
2026-04-01 09:45:00,P,4200.0,5000.0,16,170,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000,711.1562814685468,657.2096907719742,2.5047714162071553
2026-04-01 09:47:00,P,4200.0,4900.0,16,170,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900,618.5681426830596,558.0071539171672,2.4626748449193916
2026-04-01 09:36:00,P,4200.0,4900.0,16,170,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900,620.5740620109428,563.8130732450504,2.427481440231169
2026-04-01 09:45:00,P,4200.0,4900.0,16,170,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900,621.7799813388261,558.0096907719743,2.4267880580946413
2026-04-01 13:13:00,P,3950.0,5100.0,16,79,IO2604P3950,IO2606P5100,IO2606P3950,IO2604P5100,666.1446533207442,620.6466429816784,2.37655511818146
2026-04-01 13:13:00,P,3950.0,4950.0,16,79,IO2604P3950,IO2606P4950,IO2606P3950,IO2604P4950,525.3017643124485,472.04664298167836,2.327959348367816
2026-04-01 13:29:00,P,4300.0,5200.0,16,170,IO2604P4300,IO2609P5200,IO2609P4300,IO2604P5200,869.2023338260896,855.5103193459895,2.3233030994025934
2026-04-01 09:45:00,P,4200.0,4800.0,16,170,IO2604P4200,IO2609P4800,IO2609P4200,IO2604P4800,536.8222848110242,460.0096907719743,2.3052422180157977
