time,expiry,type,k1,k2,k3,min_profit,max_profit,leg1,leg2,leg3
2026-03-24 10:00:00,202604,C,7900.0,8000.0,8100.0,1.2,51.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:31:00,202604,C,7900.0,8000.0,8100.0,1.2,51.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:36:00,202604,C,7900.0,8000.0,8100.0,1.2,51.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:30:00,202604,C,8400.0,8500.0,8700.0,1.1333,67.8,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 09:30:00,202604,C,8200.0,8300.0,8400.0,1.0,51.0,MO2604C8200,MO2604C8300,MO2604C8400
2026-03-24 10:19:00,202604,C,7900.0,8000.0,8100.0,0.9,50.9,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:01:00,202604,C,7900.0,8000.0,8100.0,0.9,50.9,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:54:00,202604,C,7900.0,8000.0,8100.0,0.9,50.9,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:05:00,202604,C,7900.0,8000.0,8100.0,0.9,50.9,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 14:04:00,202604,C,7900.0,8000.0,8100.0,0.9,50.9,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:08:00,202604,C,8400.0,8500.0,8700.0,0.8667,67.5333,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 11:23:00,202604,C,7900.0,8000.0,8100.0,0.8,50.8,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:37:00,202604,C,7900.0,8000.0,8100.0,0.8,50.8,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:22:00,202604,C,7900.0,8000.0,8100.0,0.8,50.8,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:18:00,202604,C,7900.0,8000.0,8100.0,0.8,50.8,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:21:00,202604,C,7900.0,8000.0,8100.0,0.8,50.8,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 14:13:00,202604,C,7900.0,8000.0,8100.0,0.8,50.8,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:03:00,202604,C,7900.0,8000.0,8100.0,0.8,50.8,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:20:00,202604,C,8400.0,8500.0,8600.0,0.8,50.8,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 13:17:00,202604,C,8400.0,8500.0,8600.0,0.8,50.8,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 11:04:00,202604,C,7900.0,8000.0,8100.0,0.7,50.7,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:35:00,202604,C,7900.0,8000.0,8100.0,0.7,50.7,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:14:00,202604,C,7900.0,8000.0,8100.0,0.7,50.7,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:05:00,202604,C,7900.0,8000.0,8100.0,0.7,50.7,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:45:00,202604,C,8400.0,8500.0,8600.0,0.7,50.7,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 09:46:00,202604,C,7900.0,8000.0,8100.0,0.7,50.7,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:28:00,202604,C,7900.0,8000.0,8100.0,0.7,50.7,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:23:00,202604,C,8400.0,8500.0,8600.0,0.7,50.7,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:12:00,202604,C,7900.0,8000.0,8100.0,0.7,50.7,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 14:10:00,202604,C,7900.0,8000.0,8100.0,0.7,50.7,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:43:00,202604,C,7900.0,8000.0,8100.0,0.7,50.7,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:22:00,202604,C,8400.0,8500.0,8600.0,0.7,50.7,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 13:26:00,202604,C,7900.0,8000.0,8100.0,0.7,50.7,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:07:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:15:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:00:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:40:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:29:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:41:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:48:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:23:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:40:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:12:00,202604,C,8400.0,8500.0,8600.0,0.6,50.6,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:05:00,202604,C,8400.0,8500.0,8600.0,0.6,50.6,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:06:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:48:00,202604,C,8400.0,8500.0,8600.0,0.6,50.6,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:23:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:07:00,202604,C,7900.0,8000.0,8100.0,0.6,50.6,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:20:00,202604,C,8400.0,8500.0,8700.0,0.5333,67.2,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 10:09:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:27:00,202604,C,8400.0,8500.0,8600.0,0.5,50.5,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 13:33:00,202604,C,8400.0,8500.0,8600.0,0.5,50.5,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:48:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:31:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:15:00,202604,C,8400.0,8500.0,8600.0,0.5,50.5,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:18:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:45:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:46:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:47:00,202604,C,8400.0,8500.0,8600.0,0.5,50.5,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 13:09:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:17:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:32:00,202604,C,8400.0,8500.0,8600.0,0.5,50.5,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:30:00,202604,C,8700.0,8800.0,8900.0,0.5,50.5,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:38:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:52:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:30:00,202604,C,8400.0,8500.0,8600.0,0.5,50.5,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:06:00,202604,C,8400.0,8500.0,8600.0,0.5,50.5,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:16:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:14:00,202604,C,8400.0,8500.0,8600.0,0.5,50.5,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:02:00,202604,C,8400.0,8500.0,8600.0,0.5,50.5,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 09:47:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:35:00,202604,C,7900.0,8000.0,8100.0,0.5,50.5,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:08:00,202604,C,8400.0,8500.0,8800.0,0.45,75.45,MO2604C8400,MO2604C8500,MO2604C8800
2026-03-24 09:57:00,202604,C,8900.0,9000.0,9300.0,0.4,75.4,MO2604C8900,MO2604C9000,MO2604C9300
2026-03-24 10:44:00,202604,C,8700.0,8800.0,8900.0,0.4,50.4,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 11:06:00,202604,C,8700.0,8800.0,8900.0,0.4,50.4,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:55:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:12:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:22:00,202604,C,8400.0,8500.0,8700.0,0.4,67.0667,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 13:27:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:28:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:57:00,202604,C,8900.0,9000.0,9200.0,0.4,67.0667,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 10:03:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:54:00,202604,C,8400.0,8500.0,8600.0,0.4,50.4,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 09:57:00,202604,C,8900.0,9000.0,9100.0,0.4,50.4,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 10:13:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:25:00,202604,C,8700.0,8800.0,8900.0,0.4,50.4,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:14:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:12:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:25:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:30:00,202604,P,6900.0,7100.0,7500.0,0.4,133.7333,MO2604P6900,MO2604P7100,MO2604P7500
2026-03-24 09:47:00,202604,C,8400.0,8500.0,8600.0,0.4,50.4,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 09:45:00,202604,C,8400.0,8500.0,8700.0,0.4,67.0667,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 09:46:00,202604,C,8400.0,8500.0,8600.0,0.4,50.4,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 09:51:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:53:00,202604,C,8400.0,8500.0,8600.0,0.4,50.4,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:28:00,202604,C,8400.0,8500.0,8600.0,0.4,50.4,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:20:00,202604,C,8400.0,8500.0,8600.0,0.4,50.4,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 13:53:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 14:29:00,202604,C,8400.0,8500.0,8600.0,0.4,50.4,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 13:38:00,202604,C,8400.0,8500.0,8600.0,0.4,50.4,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:07:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 14:05:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:27:00,202604,C,8400.0,8500.0,8700.0,0.4,67.0667,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 10:29:00,202604,C,8700.0,8800.0,8900.0,0.4,50.4,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:31:00,202604,C,8400.0,8500.0,8600.0,0.4,50.4,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:58:00,202604,C,7900.0,8000.0,8100.0,0.4,50.4,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:56:00,202604,C,8700.0,8800.0,8900.0,0.4,50.4,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:31:00,202604,C,8700.0,8800.0,8900.0,0.4,50.4,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:10:00,202604,C,8900.0,9000.0,9200.0,0.3333,67.0,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 10:56:00,202604,C,7900.0,8000.0,8100.0,0.3,50.3,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:28:00,202604,C,8700.0,8800.0,8900.0,0.3,50.3,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 11:12:00,202604,C,8700.0,8800.0,8900.0,0.3,50.3,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 11:17:00,202604,C,8700.0,8800.0,8900.0,0.3,50.3,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:52:00,202604,C,7900.0,8000.0,8100.0,0.3,50.3,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:11:00,202604,C,7900.0,8000.0,8100.0,0.3,50.3,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:21:00,202604,C,8700.0,8800.0,8900.0,0.3,50.3,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:10:00,202604,C,8900.0,9000.0,9100.0,0.3,50.3,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 10:10:00,202604,C,8900.0,9000.0,9300.0,0.3,75.3,MO2604C8900,MO2604C9000,MO2604C9300
2026-03-24 10:58:00,202604,C,8400.0,8500.0,8600.0,0.3,50.3,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:18:00,202604,C,8400.0,8500.0,8600.0,0.3,50.3,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:17:00,202604,C,7900.0,8000.0,8100.0,0.3,50.3,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:13:00,202604,C,7900.0,8000.0,8100.0,0.3,50.3,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:44:00,202604,C,7900.0,8000.0,8100.0,0.3,50.3,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:17:00,202604,C,8400.0,8500.0,8800.0,0.3,75.3,MO2604C8400,MO2604C8500,MO2604C8800
2026-03-24 13:15:00,202604,C,7900.0,8000.0,8100.0,0.3,50.3,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:21:00,202604,C,7900.0,8000.0,8100.0,0.3,50.3,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:09:00,202604,C,7900.0,8000.0,8100.0,0.3,50.3,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:52:00,202604,C,8900.0,9000.0,9100.0,0.3,50.3,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 09:36:00,202604,C,8400.0,8500.0,8600.0,0.3,50.3,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:03:00,202604,C,8900.0,9000.0,9100.0,0.3,50.3,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 10:22:00,202604,C,8400.0,8500.0,8600.0,0.3,50.3,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:08:00,202604,C,8700.0,8800.0,8900.0,0.3,50.3,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:05:00,202604,C,7900.0,8000.0,8100.0,0.3,50.3,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:25:00,202604,C,8900.0,9000.0,9100.0,0.3,50.3,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 09:57:00,202604,C,8900.0,9000.0,9400.0,0.28,80.28,MO2604C8900,MO2604C9000,MO2604C9400
2026-03-24 10:25:00,202604,C,8900.0,9000.0,9200.0,0.2667,66.9333,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 10:21:00,202604,C,8900.0,9000.0,9200.0,0.2667,66.9333,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 09:30:00,202604,C,8400.0,8600.0,8700.0,0.2667,66.9333,MO2604C8400,MO2604C8600,MO2604C8700
2026-03-24 09:57:00,202604,C,8900.0,9000.0,9500.0,0.2667,83.6,MO2604C8900,MO2604C9000,MO2604C9500
2026-03-24 13:38:00,202604,C,8400.0,8500.0,8700.0,0.2667,66.9333,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 11:09:00,202604,C,8400.0,8500.0,8700.0,0.2667,66.9333,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 10:03:00,202604,C,8900.0,9000.0,9300.0,0.25,75.25,MO2604C8900,MO2604C9000,MO2604C9300
2026-03-24 10:10:00,202604,C,8900.0,9000.0,9400.0,0.24,80.24,MO2604C8900,MO2604C9000,MO2604C9400
2026-03-24 09:52:00,202604,C,8900.0,9000.0,9300.0,0.2,75.2,MO2604C8900,MO2604C9000,MO2604C9300
2026-03-24 09:40:00,202604,C,8700.0,8800.0,8900.0,0.2,50.2,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 09:30:00,202604,C,7700.0,7800.0,8000.0,0.2,66.8667,MO2604C7700,MO2604C7800,MO2604C8000
2026-03-24 09:42:00,202604,C,8700.0,8800.0,8900.0,0.2,50.2,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 09:39:00,202604,C,8700.0,8800.0,8900.0,0.2,50.2,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 09:45:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 09:54:00,202604,C,8900.0,9000.0,9300.0,0.2,75.2,MO2604C8900,MO2604C9000,MO2604C9300
2026-03-24 09:54:00,202604,C,8700.0,8800.0,8900.0,0.2,50.2,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:25:00,202604,C,8900.0,9000.0,9300.0,0.2,75.2,MO2604C8900,MO2604C9000,MO2604C9300
2026-03-24 10:06:00,202604,C,8700.0,8800.0,8900.0,0.2,50.2,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:08:00,202604,C,8900.0,9000.0,9100.0,0.2,50.2,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 10:23:00,202604,C,8700.0,8800.0,8900.0,0.2,50.2,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:14:00,202604,C,8900.0,9000.0,9100.0,0.2,50.2,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 10:14:00,202604,C,8700.0,8800.0,8900.0,0.2,50.2,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:22:00,202604,C,8900.0,9000.0,9100.0,0.2,50.2,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 10:21:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:24:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 13:43:00,202604,C,8400.0,8500.0,8700.0,0.2,66.8667,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 14:09:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 13:48:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 13:46:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 13:56:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 14:02:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:16:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:12:00,202604,C,8400.0,8500.0,8700.0,0.2,66.8667,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 11:08:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:02:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:26:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:19:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:11:00,202604,C,8400.0,8500.0,8700.0,0.2,66.8667,MO2604C8400,MO2604C8500,MO2604C8700
2026-03-24 11:12:00,202604,C,8900.0,9000.0,9100.0,0.2,50.2,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 13:14:00,202604,C,8400.0,8500.0,8800.0,0.2,75.2,MO2604C8400,MO2604C8500,MO2604C8800
2026-03-24 14:34:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 14:17:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 10:06:00,202604,C,8900.0,9000.0,9100.0,0.2,50.2,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 09:57:00,202604,C,8400.0,8500.0,8600.0,0.2,50.2,MO2604C8400,MO2604C8500,MO2604C8600
2026-03-24 09:54:00,202604,C,8900.0,9000.0,9200.0,0.2,66.8667,MO2604C8900,MO2604C9000,MO2604C9200
2026-03-24 09:54:00,202604,C,8900.0,9000.0,9100.0,0.2,50.2,MO2604C8900,MO2604C9000,MO2604C9100
2026-03-24 11:00:00,202604,C,8700.0,8800.0,8900.0,0.2,50.2,MO2604C8700,MO2604C8800,MO2604C8900
2026-03-24 10:54:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:01:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 10:59:00,202604,C,7900.0,8000.0,8100.0,0.2,50.2,MO2604C7900,MO2604C8000,MO2604C8100
2026-03-24 11:00:00,202604,C,8900.0,9000.0,9100.0,0.2,50.2,MO2604C8900,MO2604C9000,MO2604C9100
