open_time,type,initial_cashflow,total_qty,commission,pnl,net_pnl,sig_key,legs,close_time,hold_minutes
2026-03-24 10:36:00,P,161.10000000000005,15.0,30.0,30.499999999999915,3049.9999999999914,"frozenset({'IO2604P4300', 'IO2604P4400', 'IO2605P4400', 'IO2605P4300'})","[{'ticker': 'IO2604P4300', 'side': 1, 'qty': np.float64(7.0), 'entry_price': np.float64(48.6)}, {'ticker': 'IO2605P4400', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(132.6)}, {'ticker': 'IO2605P4300', 'side': -1, 'qty': np.float64(6.0), 'entry_price': np.float64(92.4)}, {'ticker': 'IO2604P4400', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(79.8)}]",2026-03-24 13:55:00,199.0
2026-03-24 10:06:00,P,135.64000000000001,18.0,36.0,39.04000000000002,3904.000000000002,"frozenset({'IO2605P4250', 'IO2604P4250', 'IO2604P4150', 'IO2605P4150'})","[{'ticker': 'IO2604P4150', 'side': 1, 'qty': np.float64(9.0), 'entry_price': np.float64(33.4)}, {'ticker': 'IO2605P4250', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(97.4)}, {'ticker': 'IO2605P4150', 'side': -1, 'qty': np.float64(7.0), 'entry_price': np.float64(68.8)}, {'ticker': 'IO2604P4250', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(52.4)}]",2026-03-24 14:00:00,234.0
2026-03-24 09:36:00,P,67.51999999999998,14.0,28.0,28.519999999999996,2851.9999999999995,"frozenset({'IO2604P4050', 'IO2605P4050', 'IO2604P4200', 'IO2605P4200'})","[{'ticker': 'IO2604P4050', 'side': 1, 'qty': np.float64(7.0), 'entry_price': np.float64(18.6)}, {'ticker': 'IO2605P4200', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(79.0)}, {'ticker': 'IO2605P4050', 'side': -1, 'qty': np.float64(5.0), 'entry_price': np.float64(48.0)}, {'ticker': 'IO2604P4200', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(37.0)}]",2026-03-24 14:07:00,271.0
2026-03-24 10:17:00,P,123.04000000000003,18.0,36.0,37.24000000000008,3724.000000000008,"frozenset({'IO2604P4350', 'IO2605P4150', 'IO2604P4150', 'IO2605P4350'})","[{'ticker': 'IO2604P4150', 'side': 1, 'qty': np.float64(9.0), 'entry_price': np.float64(33.6)}, {'ticker': 'IO2605P4350', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(139.0)}, {'ticker': 'IO2605P4150', 'side': -1, 'qty': np.float64(7.0), 'entry_price': np.float64(68.4)}, {'ticker': 'IO2604P4350', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(86.0)}]",2026-03-24 14:29:00,252.0
2026-03-24 09:38:00,P,139.04000000000002,18.0,36.0,43.84000000000003,4384.000000000004,"frozenset({'IO2604P4350', 'IO2604P4200', 'IO2605P4200', 'IO2605P4350'})","[{'ticker': 'IO2604P4200', 'side': 1, 'qty': np.float64(9.0), 'entry_price': np.float64(38.0)}, {'ticker': 'IO2605P4350', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(126.8)}, {'ticker': 'IO2605P4200', 'side': -1, 'qty': np.float64(7.0), 'entry_price': np.float64(75.8)}, {'ticker': 'IO2604P4350', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(77.6)}]",2026-03-24 14:31:00,293.0
2026-03-24 09:39:00,P,129.24000000000004,18.0,36.0,40.64000000000003,4064.0000000000027,"frozenset({'IO2605P4200', 'IO2604P4150', 'IO2604P4200', 'IO2605P4150'})","[{'ticker': 'IO2604P4150', 'side': 1, 'qty': np.float64(9.0), 'entry_price': np.float64(30.4)}, {'ticker': 'IO2605P4200', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(77.4)}, {'ticker': 'IO2605P4150', 'side': -1, 'qty': np.float64(7.0), 'entry_price': np.float64(63.2)}, {'ticker': 'IO2604P4200', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(38.2)}]",2026-03-24 14:31:00,292.0
2026-03-24 09:55:00,P,176.20000000000007,20.0,40.0,45.200000000000074,4520.000000000007,"frozenset({'IO2604P4200', 'IO2605P4250', 'IO2604P4250', 'IO2605P4200'})","[{'ticker': 'IO2604P4200', 'side': 1, 'qty': np.float64(10.0), 'entry_price': np.float64(43.0)}, {'ticker': 'IO2605P4250', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(98.2)}, {'ticker': 'IO2605P4200', 'side': -1, 'qty': np.float64(8.0), 'entry_price': np.float64(81.4)}, {'ticker': 'IO2604P4250', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(53.6)}]",2026-03-24 14:31:00,276.0
2026-03-24 10:02:00,P,88.28000000000003,16.0,32.0,33.48000000000003,3348.000000000003,"frozenset({'IO2604P4100', 'IO2605P4200', 'IO2605P4100', 'IO2604P4200'})","[{'ticker': 'IO2604P4100', 'side': 1, 'qty': np.float64(8.0), 'entry_price': np.float64(27.8)}, {'ticker': 'IO2605P4200', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(84.6)}, {'ticker': 'IO2605P4100', 'side': -1, 'qty': np.float64(6.0), 'entry_price': np.float64(58.6)}, {'ticker': 'IO2604P4200', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(44.0)}]",2026-03-24 14:31:00,269.0
2026-03-24 10:07:00,P,56.31999999999999,14.0,28.0,33.11999999999999,3311.999999999999,"frozenset({'IO2604P4100', 'IO2604P4000', 'IO2605P4100', 'IO2605P4000'})","[{'ticker': 'IO2604P4000', 'side': 1, 'qty': np.float64(7.0), 'entry_price': np.float64(15.8)}, {'ticker': 'IO2605P4100', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(57.8)}, {'ticker': 'IO2605P4000', 'side': -1, 'qty': np.float64(5.0), 'entry_price': np.float64(40.2)}, {'ticker': 'IO2604P4100', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(24.0)}]",2026-03-24 14:31:00,264.0
2026-03-24 10:10:00,P,43.72000000000003,14.0,28.0,32.52000000000001,3252.000000000001,"frozenset({'IO2604P4000', 'IO2605P4250', 'IO2604P4250', 'IO2605P4000'})","[{'ticker': 'IO2604P4000', 'side': 1, 'qty': np.float64(7.0), 'entry_price': np.float64(15.2)}, {'ticker': 'IO2605P4250', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(95.4)}, {'ticker': 'IO2605P4000', 'side': -1, 'qty': np.float64(5.0), 'entry_price': np.float64(39.4)}, {'ticker': 'IO2604P4250', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(48.8)}]",2026-03-24 14:31:00,261.0
2026-03-24 10:11:00,P,192.83999999999997,18.0,36.0,36.63999999999993,3663.9999999999927,"frozenset({'IO2604P4100', 'IO2604P4200', 'IO2606P4200', 'IO2606P4100'})","[{'ticker': 'IO2604P4100', 'side': 1, 'qty': np.float64(10.0), 'entry_price': np.float64(24.0)}, {'ticker': 'IO2606P4200', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(115.6)}, {'ticker': 'IO2606P4100', 'side': -1, 'qty': np.float64(6.0), 'entry_price': np.float64(85.0)}, {'ticker': 'IO2604P4200', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(38.8)}]",2026-03-24 14:31:00,260.0
2026-03-24 10:12:00,P,483.1999999999999,20.0,40.0,48.7999999999999,4879.99999999999,"frozenset({'IO2604P4300', 'IO2606P4350', 'IO2604P4350', 'IO2606P4300'})","[{'ticker': 'IO2604P4300', 'side': 1, 'qty': np.float64(10.0), 'entry_price': np.float64(63.6)}, {'ticker': 'IO2606P4350', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(177.8)}, {'ticker': 'IO2606P4300', 'side': -1, 'qty': np.float64(8.0), 'entry_price': np.float64(152.2)}, {'ticker': 'IO2604P4350', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(79.8)}]",2026-03-24 14:31:00,259.0
2026-03-24 09:43:00,P,288.38000000000005,21.0,42.0,42.780000000000086,4278.000000000009,"frozenset({'IO2604P4300', 'IO2604P4350', 'IO2605P4300', 'IO2605P4350'})","[{'ticker': 'IO2604P4300', 'side': 1, 'qty': np.float64(10.0), 'entry_price': np.float64(67.2)}, {'ticker': 'IO2605P4350', 'side': 1, 'qty': np.float64(1.0), 'entry_price': np.float64(134.4)}, {'ticker': 'IO2605P4300', 'side': -1, 'qty': np.float64(9.0), 'entry_price': np.float64(112.4)}, {'ticker': 'IO2604P4350', 'side': -1, 'qty': np.float64(1.0), 'entry_price': np.float64(83.6)}]",2026-03-24 14:33:00,290.0
