time,option_type,k1,k2,t1,t2,leg1_buy,leg2_buy,leg1_sell,leg2_sell,cost,revenue,score
2026-03-24 14:29:00,P,4000.0,5200.0,24,269,IO2604P4000,IO2612P5200,IO2612P4000,IO2604P5200,966.3954676254324,908.9940722635992,2.4657201108196487
2026-03-24 14:29:00,P,4000.0,5000.0,24,269,IO2604P4000,IO2612P5000,IO2612P4000,IO2604P5000,786.5926132468495,711.1940722635992,2.3740037719248264
2026-03-24 14:29:00,P,4000.0,4900.0,24,269,IO2604P4000,IO2612P4900,IO2612P4000,IO2604P4900,699.0066763435085,612.9940722635992,2.302008260491577
2026-03-24 14:19:00,P,4000.0,5200.0,24,178,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,947.1439636067797,877.8777743220048,2.230734250810726
2026-03-24 14:29:00,P,4000.0,4800.0,24,269,IO2604P4000,IO2612P4800,IO2612P4000,IO2604P4800,615.0449851051334,516.3940722635992,2.1998376687115333
2026-03-24 14:29:00,P,4000.0,5200.0,24,178,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,936.4991458385209,869.459170720086,2.181569754547723
2026-03-24 09:31:00,P,4050.0,4500.0,24,87,IO2604P4050,IO2606P4500,IO2606P4050,IO2604P4500,281.65191866692834,198.07635628852535,2.142682958350713
2026-03-24 10:24:00,P,4000.0,4900.0,24,269,IO2604P4000,IO2612P4900,IO2612P4000,IO2604P4900,746.2949303603245,670.178608713617,2.135940814839569
2026-03-24 14:29:00,P,4000.0,5000.0,24,178,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,752.3237138858157,671.6591707200861,2.103468511305984
2026-03-24 13:53:00,P,4100.0,5200.0,24,269,IO2604P4100,IO2612P5200,IO2612P4100,IO2604P5200,1003.9867389823851,977.4796323176413,2.097298653068083
2026-03-24 14:02:00,P,4000.0,5200.0,24,178,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,970.6319079067595,907.3014516335379,2.0569356400889887
2026-03-24 14:29:00,P,4000.0,4700.0,24,269,IO2604P4000,IO2612P4700,IO2612P4000,IO2604P4700,536.9223563269809,422.7940722635992,2.0463819224840503
2026-03-24 13:03:00,P,4000.0,5200.0,24,178,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,975.247129035602,915.729357036416,2.0422295410486493
2026-03-24 14:29:00,P,4000.0,4900.0,24,178,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,663.1482593743641,573.459170720086,2.04032392312389
2026-03-24 11:05:00,P,4100.0,5000.0,24,269,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000,821.5663738457713,781.9402464800559,2.037240200388417
2026-03-24 10:12:00,P,4000.0,5200.0,24,178,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,987.694483658668,934.7674098585226,2.025340437893237
2026-03-24 11:11:00,P,4000.0,5000.0,24,178,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,783.0429460617496,703.1183639989185,2.0187897536861312
2026-03-24 14:36:00,P,4100.0,5200.0,24,178,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,934.2703948173737,885.753034347949,1.9998461213157799
2026-03-24 14:19:00,P,4000.0,4800.0,24,178,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,586.8269244321308,485.07777432200487,1.9960930071132392
2026-03-24 14:54:00,P,4000.0,4700.0,24,269,IO2604P4000,IO2612P4700,IO2612P4000,IO2604P4700,536.51831538282,409.1671326358594,1.9747926792335337
2026-03-24 14:29:00,P,4100.0,5200.0,24,178,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,942.299145838521,897.1758660412129,1.9680828509332122
2026-03-24 13:03:00,P,4000.0,5000.0,24,178,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,791.2725427011659,718.129357036416,1.9675234009304958
2026-03-24 10:47:00,P,4200.0,5200.0,24,360,IO2604P4200,IO2703P5200,IO2703P4200,IO2604P5200,1042.8905209000277,1033.2377675783869,1.9665536366360135
2026-03-24 10:07:00,P,4000.0,4800.0,24,269,IO2604P4000,IO2612P4800,IO2612P4000,IO2604P4800,661.1170753453055,574.573220788069,1.9640735848958073
2026-03-24 11:11:00,P,4000.0,4900.0,24,178,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,693.2649546954909,604.3183639989185,1.9584996882911152
2026-03-24 10:07:00,P,4000.0,5200.0,24,178,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,983.273343201942,923.1597992941013,1.9576192797715655
2026-03-24 11:11:00,P,4100.0,4900.0,24,269,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900,736.3966007190743,679.92947062896,1.9532771557046817
2026-03-24 10:12:00,P,4000.0,5000.0,24,178,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,805.1258166521152,736.9674098585226,1.9502918665767295
2026-03-24 14:29:00,P,4000.0,4800.0,24,178,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,577.9897172282932,476.85917072008607,1.9476041096281183
2026-03-24 14:29:00,P,4200.0,5200.0,24,269,IO2604P4200,IO2612P5200,IO2612P4200,IO2604P5200,981.7954676254324,978.056086879337,1.936289544377325
2026-03-24 10:11:00,P,4000.0,5000.0,24,178,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,806.9334272165364,737.9665642402535,1.9353989475687454
2026-03-24 09:57:00,P,4000.0,5200.0,24,178,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,992.9088591692415,939.9767116594819,1.9218356507115772
2026-03-24 14:36:00,P,4100.0,5000.0,24,178,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,750.2958084829376,687.953034347949,1.9203743484786113
2026-03-24 13:03:00,P,4000.0,4900.0,24,178,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,700.8920144801001,619.129357036416,1.9101354300571538
2026-03-24 10:12:00,P,4000.0,4900.0,24,178,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,716.3520533772016,638.7674098585226,1.8932230747161591
2026-03-24 14:29:00,P,4100.0,5000.0,24,178,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,758.1237138858157,699.3758660412129,1.8899816076914733
2026-03-24 09:31:00,P,4050.0,4350.0,24,87,IO2604P4050,IO2606P4350,IO2606P4050,IO2604P4350,200.11129871475714,126.47635628852535,1.8898704463248708
2026-03-24 10:11:00,P,4000.0,4900.0,24,178,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,716.9545902320086,639.7665642402535,1.8807884728555888
2026-03-24 10:07:00,P,4000.0,5000.0,24,178,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,800.3029849588511,725.9597992941012,1.8798217747454973
2026-03-24 11:11:00,P,4000.0,4800.0,24,178,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,607.905566931151,508.11836399891854,1.8714134405328389
2026-03-24 11:26:00,P,4100.0,4800.0,24,269,IO2604P4100,IO2612P4800,IO2612P4100,IO2604P4800,643.9850711693804,571.2796323176412,1.8676957858511996
2026-03-24 10:24:00,P,4100.0,4900.0,24,269,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900,754.0949303603245,702.9981666796964,1.8676183619103728
2026-03-24 09:56:00,P,4000.0,4700.0,24,360,IO2604P4000,IO2703P4700,IO2703P4000,IO2604P4700,632.8431175126387,522.6384984620003,1.8669338280409606
2026-03-24 14:36:00,P,4100.0,4900.0,24,178,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900,659.9152802618718,589.353034347949,1.8569056327107354
2026-03-24 14:54:00,P,4100.0,5000.0,24,178,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,756.1152577031254,687.7665642402535,1.8524547654278702
2026-03-24 09:57:00,P,4000.0,5000.0,24,178,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,810.9427290174958,741.9767116594819,1.846420153953547
2026-03-24 10:23:00,P,4000.0,4900.0,24,178,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,708.1156917916331,628.355571202756,1.8449903361549846
2026-03-24 14:29:00,P,4200.0,5000.0,24,269,IO2604P4200,IO2612P5000,IO2612P4200,IO2604P5000,801.9926132468495,780.2560868793371,1.844573205482503
2026-03-24 10:25:00,P,4200.0,5200.0,24,360,IO2604P4200,IO2703P5200,IO2703P4200,IO2604P5200,1069.0699317157357,1075.5986824337126,1.8407128224998335
2026-03-24 13:03:00,P,4000.0,4800.0,24,178,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,615.1309354792221,523.329357036416,1.8273969330276014
2026-03-24 14:29:00,P,4100.0,4900.0,24,178,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900,668.9482593743642,601.1758660412129,1.826837019509379
