time,option_type,k1,k2,t1,t2,leg1_buy,leg2_buy,leg1_sell,leg2_sell,cost,revenue,score
2026-03-26 10:22:00,P,4100.0,5200.0,22,176,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,867.2184005732012,787.0321109354769,2.3755696459872375
2026-03-26 10:44:00,P,4000.0,5000.0,22,176,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,687.2700284051051,573.739092925883,2.374123401331117
2026-03-26 13:50:00,P,4000.0,5200.0,22,176,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,911.806973447196,825.5932124951014,2.339260963526778
2026-03-26 09:30:00,P,4100.0,5200.0,22,176,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,928.2577105433381,768.7991318229846,2.338685803794411
2026-03-26 10:22:00,P,4100.0,5000.0,22,176,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,682.2395861474199,588.432110935477,2.275223050420635
2026-03-26 13:50:00,P,4000.0,5000.0,22,176,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,727.2298502579529,626.3932124951014,2.2513276586804905
2026-03-26 14:17:00,P,4000.0,5200.0,22,176,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,923.854328070262,837.1949037316394,2.2489560931174
2026-03-26 09:30:00,P,4100.0,5000.0,22,176,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,744.2831242089021,583.5991318229846,2.2426210254478476
2026-03-26 13:45:00,P,4100.0,5200.0,22,176,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,910.1858329904702,847.0997603969997,2.1962489458139185
2026-03-26 10:22:00,P,4200.0,5200.0,22,176,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,871.6184005732013,818.1631817671773,2.1957401271168724
2026-03-26 14:32:00,P,4000.0,5000.0,22,176,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,739.4788961175569,641.6008230595226,2.1899283959166533
2026-03-26 14:17:00,P,4000.0,5000.0,22,176,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,737.0679030800594,637.9949037316394,2.164687408741608
2026-03-26 09:30:00,P,4100.0,4900.0,22,176,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900,636.4290271984302,484.7991318229846,2.1585598236987633
2026-03-26 09:30:00,C,5000.0,5200.0,22,85,IO2604C5000,IO2606C5200,IO2606C5000,IO2604C5200,25.63593237107075,21.034550356798796,2.150315881266493
2026-03-26 09:30:00,C,4850.0,5200.0,22,85,IO2604C4850,IO2606C5200,IO2606C4850,IO2604C5200,25.63593237107075,25.041460428158558,2.1501427360838252
2026-03-26 14:32:00,P,4000.0,4900.0,22,176,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,650.5042872243744,542.0008230595226,2.1212268265390657
2026-03-26 10:43:00,P,4200.0,5200.0,22,176,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,881.4556077770388,828.3648730037155,2.116537579721356
2026-03-26 13:45:00,P,4100.0,5000.0,22,176,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,726.010401037765,648.6997603969997,2.107999580991151
2026-03-26 09:34:00,P,4200.0,5000.0,22,176,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000,691.2590353676078,622.7682554767916,2.106873773781208
2026-03-26 10:22:00,P,4200.0,5000.0,22,176,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000,686.63958614742,619.5631817671774,2.0953935315502696
2026-03-26 14:03:00,P,4100.0,5200.0,22,176,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,922.4314963769981,857.5014516335378,2.0941687226697936
2026-03-26 13:19:00,P,4100.0,5200.0,22,176,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,909.5790680443179,843.2870761229642,2.0864922845152396
2026-03-26 14:02:00,P,4100.0,5200.0,22,176,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,924.4391069414194,859.3022972518069,2.0790610174188444
2026-03-26 14:40:00,P,4100.0,5200.0,22,176,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,934.2780053817951,872.9217464719947,2.062654667761816
2026-03-26 10:22:00,P,4100.0,4800.0,22,176,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800,509.9140456725878,392.8321109354769,2.0574958652345976
2026-03-26 13:13:00,P,4100.0,5000.0,22,176,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,719.783341253156,639.481156795081,2.0550699245044894
