order_book_id,date,open_interest,prev_close,contract_multiplier,limit_up,volume,low,strike_price,prev_settlement,high,limit_down,day_session_open,total_turnover,settlement,open,close
10005783,2024-01-18,30264.0,0.0219,10214.0,0.3135,21890.0,0.019,3.525,0.0214,0.0264,0.0001,0.0224,5054788.07,0.0262,0.0224,0.0262
10005783,2024-01-19,29596.0,0.0262,10214.0,0.3273,14089.0,0.0218,3.525,0.0262,0.029,0.0001,0.0239,3575636.43,0.0234,0.0239,0.0234
10005783,2024-01-22,29685.0,0.0234,10214.0,0.3259,12527.0,0.0197,3.525,0.0234,0.0254,0.0001,0.022,2909212.76,0.0215,0.022,0.0215
10005783,2024-01-23,30927.0,0.0215,10214.0,0.3102,11035.0,0.0211,3.525,0.0215,0.0251,0.0001,0.0212,2588703.57,0.022,0.0212,0.022
10005783,2024-01-24,30546.0,0.022,10214.0,0.3151,12967.0,0.0185,3.525,0.022,0.0254,0.0001,0.0231,2857120.34,0.0252,0.0231,0.0243
10005783,2024-01-25,28289.0,0.0243,10214.0,0.3285,11562.0,0.0218,3.525,0.0252,0.0358,0.0001,0.0254,3622475.79,0.0345,0.0254,0.0345
10005783,2024-01-26,28082.0,0.0345,10214.0,0.349,8831.0,0.0296,3.525,0.0345,0.0357,0.0001,0.0332,2880090.61,0.0313,0.0332,0.0313
10005783,2024-01-29,28546.0,0.0313,10214.0,0.3446,3030.0,0.0247,3.525,0.0313,0.035,0.0001,0.0316,900025.0,0.025,0.0316,0.0247
10005783,2024-01-30,29329.0,0.0247,10214.0,0.3323,6391.0,0.0169,3.525,0.025,0.0239,0.0001,0.0228,1350948.58,0.0172,0.0228,0.0172
10005783,2024-01-31,29265.0,0.0172,10214.0,0.3133,6638.0,0.0164,3.525,0.0172,0.0189,0.0001,0.0165,1212721.5,0.017,0.0165,0.017
10005783,2024-02-01,28956.0,0.017,10214.0,0.3089,2454.0,0.0152,3.525,0.017,0.0212,0.0001,0.0152,458228.64,0.0183,0.0152,0.0183
10005783,2024-02-02,29808.0,0.0183,10214.0,0.3094,6244.0,0.0148,3.525,0.0183,0.0203,0.0001,0.0186,1058756.68,0.0157,0.0186,0.0157
10005783,2024-02-05,29117.0,0.0157,10214.0,0.3008,6641.0,0.0143,3.525,0.0157,0.0184,0.0001,0.0146,1136249.28,0.0163,0.0146,0.0163
10005783,2024-02-06,26876.0,0.0163,10214.0,0.3054,9195.0,0.0154,3.525,0.0163,0.0311,0.0001,0.0154,2284814.6,0.0282,0.0154,0.0282
10005783,2024-02-07,24003.0,0.0282,10214.0,0.3379,10480.0,0.0277,3.525,0.0282,0.0374,0.0001,0.0287,3349695.6,0.0316,0.0287,0.0316
10005783,2024-02-08,22320.0,0.0316,10214.0,0.3471,10196.0,0.0338,3.525,0.0316,0.0425,0.0001,0.0347,3936956.68,0.0375,0.0347,0.0375
10005783,2024-02-19,21952.0,0.0375,10214.0,0.3574,4971.0,0.0251,3.525,0.0375,0.0425,0.0001,0.0391,1600116.05,0.0302,0.0391,0.0302
10005783,2024-02-20,21658.0,0.0302,10214.0,0.3555,4042.0,0.0222,3.525,0.0302,0.0298,0.0001,0.0298,1058949.73,0.0258,0.0298,0.0258
10005783,2024-02-21,19004.0,0.0258,10214.0,0.3535,16937.0,0.0235,3.525,0.0258,0.0699,0.0001,0.0245,8421321.45,0.045,0.0245,0.045
10005783,2024-02-22,18760.0,0.045,10214.0,0.3823,7216.0,0.0444,3.525,0.045,0.06,0.0001,0.0446,3939724.67,0.0585,0.0446,0.0585
10005783,2024-02-23,18102.0,0.0585,10214.0,0.401,7689.0,0.0565,3.525,0.0585,0.0744,0.0001,0.0594,5005001.97,0.061,0.0594,0.061
10005783,2024-02-26,18008.0,0.061,10214.0,0.4041,5381.0,0.0411,3.525,0.061,0.0626,0.0001,0.0595,2660444.67,0.0418,0.0595,0.0418
10005783,2024-02-27,19151.0,0.0418,10214.0,0.3779,9716.0,0.038,3.525,0.0418,0.0582,0.0001,0.0408,4654281.81,0.0577,0.0408,0.0577
10005783,2024-02-28,20373.0,0.0577,10214.0,0.402,15855.0,0.0437,3.525,0.0577,0.0728,0.0001,0.0588,9364526.13,0.0437,0.0588,0.0437
10005783,2024-02-29,17775.0,0.0437,10214.0,0.3808,22011.0,0.0413,3.525,0.0437,0.065,0.0001,0.0413,12119395.14,0.0623,0.0413,0.0623
10005783,2024-03-01,17089.0,0.0623,10214.0,0.4104,24516.0,0.0578,3.525,0.0623,0.0788,0.0001,0.06,17265276.78,0.073,0.06,0.073
10005783,2024-03-04,16973.0,0.073,10214.0,0.426,19012.0,0.0598,3.525,0.073,0.0764,0.0001,0.0705,12947461.49,0.0644,0.0705,0.0644
10005783,2024-03-05,15685.0,0.0644,10214.0,0.4171,21105.0,0.056,3.525,0.0644,0.074,0.0001,0.0598,14531760.13,0.069,0.0598,0.069
10005783,2024-03-06,15038.0,0.069,10214.0,0.4246,17254.0,0.0604,3.525,0.069,0.081,0.0001,0.0652,12013994.83,0.0621,0.0652,0.0621
10005783,2024-03-07,15898.0,0.0621,10214.0,0.4163,25617.0,0.046,3.525,0.0621,0.0715,0.0001,0.0623,14956078.29,0.0476,0.0623,0.0476
10005783,2024-03-08,16375.0,0.0476,10214.0,0.3997,23548.0,0.0388,3.525,0.0476,0.0565,0.0001,0.0506,11541482.94,0.0559,0.0506,0.0559
10005783,2024-03-11,13805.0,0.0559,10214.0,0.4092,27912.0,0.047,3.525,0.0559,0.081,0.0001,0.0506,17505081.07,0.0792,0.0506,0.0792
10005783,2024-03-12,12292.0,0.0792,10214.0,0.4373,26535.0,0.071,3.525,0.0792,0.0943,0.0001,0.0815,22330157.31,0.0828,0.0815,0.0828
10005783,2024-03-13,11923.0,0.0828,10214.0,0.4414,19219.0,0.0628,3.525,0.0828,0.0852,0.0001,0.0852,14161531.23,0.0675,0.0852,0.0675
10005783,2024-03-14,12153.0,0.0675,10214.0,0.424,25482.0,0.0482,3.525,0.0675,0.0827,0.0001,0.0659,16689138.74,0.0567,0.0659,0.0567
10005783,2024-03-15,12572.0,0.0567,10214.0,0.4119,22928.0,0.0389,3.525,0.0567,0.0621,0.0001,0.0523,11507186.37,0.0594,0.0523,0.0594
10005783,2024-03-18,11995.0,0.0594,10214.0,0.4155,24162.0,0.0578,3.525,0.0594,0.0796,0.0001,0.0603,17445282.19,0.0786,0.0603,0.0786
10005783,2024-03-19,13193.0,0.0786,10214.0,0.4378,25723.0,0.0553,3.525,0.0786,0.0843,0.0001,0.0766,18218223.57,0.056,0.0766,0.056
10005783,2024-03-20,12484.0,0.056,10214.0,0.4129,22175.0,0.0497,3.525,0.056,0.0668,0.0001,0.0539,13203047.43,0.0584,0.0539,0.0584
10005783,2024-03-21,11237.0,0.0584,10214.0,0.4156,24187.0,0.0519,3.525,0.0584,0.0755,0.0001,0.0635,15407413.5,0.0555,0.0635,0.0555
10005783,2024-03-22,14039.0,0.0555,10214.0,0.4125,60527.0,0.0216,3.525,0.0555,0.0536,0.0001,0.0531,19368564.09,0.0231,0.0531,0.0231
10005783,2024-03-25,13707.0,0.0231,10214.0,0.377,50088.0,0.0149,3.525,0.0231,0.0391,0.0001,0.022,13239453.19,0.0153,0.022,0.0153
10005783,2024-03-26,15085.0,0.0153,10214.0,0.3668,68061.0,0.0097,3.525,0.0153,0.023,0.0001,0.0171,10843128.27,0.0138,0.0171,0.0138
10005783,2024-03-27,8629.0,0.0138,10214.0,0.3669,64095.0,0.0001,3.525,0.0138,0.0091,0.0001,0.0082,3046047.68,0.0,0.0082,0.0001
10005784,2024-01-02,33429.0,0.0512,10000.0,0.381,6139.0,0.0368,3.7,0.0512,0.0529,0.0001,0.0529,2531621.0,0.0368,0.0529,0.0368
10005784,2024-01-03,33879.0,0.0368,10000.0,0.3574,5958.0,0.0327,3.7,0.0368,0.0384,0.0001,0.0359,2068285.0,0.0347,0.0359,0.0347
10005784,2024-01-04,32834.0,0.0347,10000.0,0.3533,10956.0,0.0256,3.7,0.0347,0.036,0.0001,0.036,3119224.0,0.0288,0.036,0.0288
10005784,2024-01-05,32477.0,0.0288,10000.0,0.3414,9134.0,0.0246,3.7,0.0288,0.0321,0.0001,0.0279,2537259.0,0.0257,0.0279,0.0257
10005784,2024-01-08,29757.0,0.0257,10000.0,0.3349,11415.0,0.0221,3.7,0.0257,0.0268,0.0001,0.0255,2749651.0,0.0225,0.0255,0.0225
10005784,2024-01-09,29672.0,0.0225,10000.0,0.3223,7156.0,0.0207,3.7,0.0225,0.0247,0.0001,0.0226,1640030.0,0.0207,0.0226,0.0207
10005784,2024-01-10,30204.0,0.0207,10000.0,0.3221,6571.0,0.0191,3.7,0.0207,0.0233,0.0001,0.0208,1379917.0,0.0192,0.0208,0.0192
10005784,2024-01-11,31913.0,0.0192,10000.0,0.3174,7050.0,0.0187,3.7,0.0192,0.0238,0.0001,0.0194,1514655.0,0.0217,0.0194,0.0217
10005784,2024-01-12,32299.0,0.0217,10000.0,0.3237,6107.0,0.0194,3.7,0.0217,0.0257,0.0001,0.0208,1373490.0,0.021,0.0208,0.021
10005784,2024-01-15,32042.0,0.021,10000.0,0.3208,13535.0,0.0172,3.7,0.021,0.022,0.0001,0.02,2572751.0,0.0177,0.02,0.0177
10005784,2024-01-16,33458.0,0.0177,10000.0,0.3167,32122.0,0.0146,3.7,0.0177,0.0196,0.0001,0.018,5403586.0,0.0194,0.018,0.0194
10005784,2024-01-17,33678.0,0.0194,10000.0,0.3228,35535.0,0.0135,3.7,0.0194,0.0183,0.0001,0.0183,5568392.0,0.0139,0.0183,0.0139
10005784,2024-01-18,33474.0,0.0139,10214.0,0.296,27578.0,0.0108,3.622,0.0136,0.0163,0.0001,0.0139,4111025.71,0.0161,0.0139,0.0161
10005784,2024-01-19,31758.0,0.0161,10214.0,0.3075,18418.0,0.0134,3.622,0.0161,0.0188,0.0001,0.0148,2913973.51,0.0142,0.0148,0.0142
10005784,2024-01-22,31401.0,0.0142,10214.0,0.307,19557.0,0.013,3.622,0.0142,0.0165,0.0001,0.014,2864836.0,0.014,0.014,0.014
10005784,2024-01-23,32688.0,0.014,10214.0,0.293,12729.0,0.0135,3.622,0.014,0.0164,0.0001,0.014,1905205.16,0.0136,0.014,0.0136
10005784,2024-01-24,32949.0,0.0136,10214.0,0.297,22533.0,0.0116,3.622,0.0136,0.0155,0.0001,0.0144,3016267.74,0.0153,0.0144,0.0147
10005784,2024-01-25,30873.0,0.0147,10214.0,0.3089,8848.0,0.0137,3.622,0.0153,0.0209,0.0001,0.015,1645829.83,0.0199,0.015,0.0199
10005784,2024-01-26,30481.0,0.0199,10214.0,0.3247,6206.0,0.0165,3.622,0.0199,0.0204,0.0001,0.0203,1157765.07,0.0175,0.0203,0.0178
10005784,2024-01-29,30168.0,0.0178,10214.0,0.3211,3035.0,0.0137,3.622,0.0175,0.02,0.0001,0.017,503800.44,0.0138,0.017,0.0138
10005784,2024-01-30,29875.0,0.0138,10214.0,0.3114,5989.0,0.0088,3.622,0.0138,0.0133,0.0001,0.0133,689024.18,0.0091,0.0133,0.0091
10005784,2024-01-31,29859.0,0.0091,10214.0,0.2955,5406.0,0.0088,3.622,0.0091,0.0107,0.0001,0.0088,538810.97,0.0092,0.0088,0.0092
10005784,2024-02-01,29506.0,0.0092,10214.0,0.2914,1426.0,0.0081,3.622,0.0092,0.0117,0.0001,0.0081,151351.05,0.0101,0.0081,0.01
10005784,2024-02-02,29121.0,0.01,10214.0,0.2915,4533.0,0.0084,3.622,0.0101,0.0112,0.0001,0.0105,438741.35,0.0087,0.0105,0.0087
10005784,2024-02-05,29014.0,0.0087,10214.0,0.2841,4560.0,0.0082,3.622,0.0087,0.0105,0.0001,0.0082,454288.08,0.0101,0.0082,0.0101
10005784,2024-02-06,28092.0,0.0101,10214.0,0.2895,6299.0,0.0097,3.622,0.0101,0.0194,0.0001,0.0097,940097.58,0.0164,0.0097,0.0164
10005784,2024-02-07,26687.0,0.0164,10214.0,0.3164,7466.0,0.0154,3.622,0.0164,0.0215,0.0001,0.0168,1327371.61,0.0172,0.0168,0.0172
10005784,2024-02-08,25321.0,0.0172,10214.0,0.323,9333.0,0.0185,3.622,0.0172,0.0245,0.0001,0.0185,2093641.21,0.0209,0.0185,0.0209
10005784,2024-02-19,24109.0,0.0209,10214.0,0.3311,5414.0,0.012,3.622,0.0209,0.024,0.0001,0.021,876693.16,0.0144,0.021,0.0144
10005784,2024-02-20,22869.0,0.0144,10214.0,0.33,3591.0,0.0096,3.622,0.0144,0.0142,0.0001,0.014,418989.52,0.0117,0.014,0.0117
10005784,2024-02-21,22350.0,0.0117,10214.0,0.3297,17358.0,0.0098,3.622,0.0117,0.0378,0.0001,0.0105,4474506.22,0.0216,0.0105,0.0216
10005784,2024-02-22,23153.0,0.0216,10214.0,0.3492,8041.0,0.0209,3.622,0.0216,0.0308,0.0001,0.0214,2217348.07,0.0294,0.0214,0.0294
10005784,2024-02-23,22687.0,0.0294,10214.0,0.3622,8723.0,0.0293,3.622,0.0294,0.0406,0.0001,0.0301,3010297.66,0.0319,0.0301,0.0319
10005784,2024-02-26,21028.0,0.0319,10214.0,0.3653,10117.0,0.0198,3.622,0.0319,0.0332,0.0001,0.0312,2530879.05,0.0198,0.0312,0.0198
10005784,2024-02-27,22406.0,0.0198,10214.0,0.3462,10215.0,0.0174,3.622,0.0198,0.0284,0.0001,0.0191,2346036.3,0.0282,0.0191,0.0282
10005784,2024-02-28,23684.0,0.0282,10214.0,0.3628,16703.0,0.0211,3.622,0.0282,0.0371,0.0001,0.028,4840255.26,0.0216,0.028,0.0216
10005784,2024-02-29,23415.0,0.0216,10214.0,0.349,14525.0,0.0204,3.622,0.0216,0.0312,0.0001,0.0207,3794237.48,0.0297,0.0207,0.0297
10005784,2024-03-01,23677.0,0.0297,10214.0,0.3681,13752.0,0.0272,3.622,0.0297,0.0381,0.0001,0.03,4644930.9,0.0343,0.03,0.0343
10005784,2024-03-04,23044.0,0.0343,10214.0,0.3781,9397.0,0.0262,3.622,0.0343,0.0362,0.0001,0.0323,2896133.74,0.0285,0.0323,0.0285
10005784,2024-03-05,22648.0,0.0285,10214.0,0.3717,11164.0,0.024,3.622,0.0285,0.0311,0.0001,0.0258,3291623.9,0.0277,0.0258,0.0277
10005784,2024-03-06,23218.0,0.0277,10214.0,0.3767,9974.0,0.023,3.622,0.0277,0.033,0.0001,0.0269,2810798.83,0.0235,0.0269,0.0235
10005784,2024-03-07,22919.0,0.0235,10214.0,0.3697,12981.0,0.0149,3.622,0.0235,0.0271,0.0001,0.0233,2556461.04,0.0158,0.0233,0.0158
10005784,2024-03-08,22449.0,0.0158,10214.0,0.3582,13739.0,0.0116,3.622,0.0158,0.0181,0.0001,0.0159,2089606.68,0.0153,0.0159,0.0153
10005784,2024-03-11,20998.0,0.0153,10214.0,0.3597,19281.0,0.0137,3.622,0.0153,0.0292,0.0001,0.0144,4240284.9,0.0281,0.0144,0.0285
10005784,2024-03-12,20214.0,0.0285,10214.0,0.3821,20564.0,0.0235,3.622,0.0281,0.0362,0.0001,0.0294,6283862.19,0.0299,0.0294,0.0299
10005784,2024-03-13,20810.0,0.0299,10214.0,0.3849,16489.0,0.0192,3.622,0.0299,0.0302,0.0001,0.0301,4064672.54,0.0207,0.0301,0.0207
10005784,2024-03-14,21237.0,0.0207,10214.0,0.3715,16937.0,0.0125,3.622,0.0207,0.0273,0.0001,0.0201,3220861.31,0.0156,0.0201,0.0156
10005784,2024-03-15,22491.0,0.0156,10214.0,0.3638,20923.0,0.0091,3.622,0.0156,0.0166,0.0001,0.0139,2594112.91,0.0155,0.0139,0.0155
10005784,2024-03-18,22695.0,0.0155,10214.0,0.3655,22300.0,0.0139,3.622,0.0155,0.0222,0.0001,0.0148,4324884.4,0.0188,0.0148,0.0188
10005784,2024-03-19,24548.0,0.0188,10214.0,0.375,23972.0,0.0107,3.622,0.0188,0.0243,0.0001,0.0203,4086719.45,0.0107,0.0203,0.0107
10005784,2024-03-20,25517.0,0.0107,10214.0,0.3623,24895.0,0.0085,3.622,0.0107,0.0143,0.0001,0.0107,2828642.69,0.0113,0.0107,0.0113
10005784,2024-03-21,25872.0,0.0113,10214.0,0.3635,24072.0,0.0083,3.622,0.0113,0.0166,0.0001,0.012,2944008.8,0.0088,0.012,0.0088
10005784,2024-03-22,22366.0,0.0088,10214.0,0.3606,23839.0,0.002,3.622,0.0088,0.008,0.0001,0.008,891347.18,0.002,0.008,0.002
10005784,2024-03-25,19312.0,0.002,10214.0,0.3476,14956.0,0.0001,3.622,0.002,0.0025,0.0001,0.0022,188748.59,0.0002,0.0022,0.0002
10005784,2024-03-26,13318.0,0.0002,10214.0,0.342,7989.0,0.0001,3.622,0.0002,0.0004,0.0001,0.0003,18297.36,0.0002,0.0003,0.0002
10005784,2024-03-27,11866.0,0.0002,10214.0,0.3442,2379.0,0.0001,3.622,0.0002,0.0002,0.0001,0.0002,3788.37,0.0,0.0002,0.0001
10005785,2024-01-02,30071.0,0.0317,10000.0,0.3515,5882.0,0.0234,3.8,0.0317,0.0331,0.0001,0.0331,1532016.0,0.0248,0.0331,0.0248
10005785,2024-01-03,30792.0,0.0248,10000.0,0.3354,5905.0,0.0206,3.8,0.0248,0.0243,0.0001,0.0231,1288688.0,0.0216,0.0231,0.0216
10005785,2024-01-04,28223.0,0.0216,10000.0,0.3302,15174.0,0.016,3.8,0.0216,0.0223,0.0001,0.0223,2713897.0,0.02,0.0223,0.02
10005785,2024-01-05,27388.0,0.02,10000.0,0.3226,12365.0,0.0158,3.8,0.02,0.0202,0.0001,0.018,2209240.0,0.0164,0.018,0.0164
10005785,2024-01-08,30222.0,0.0164,10000.0,0.3156,12807.0,0.0143,3.8,0.0164,0.017,0.0001,0.016,1987213.0,0.0151,0.016,0.0151
10005785,2024-01-09,32529.0,0.0151,10000.0,0.3049,10081.0,0.013,3.8,0.0151,0.016,0.0001,0.0149,1443072.0,0.0131,0.0149,0.0131
10005785,2024-01-10,32649.0,0.0131,10000.0,0.3045,7129.0,0.0118,3.8,0.0131,0.0145,0.0001,0.0125,918230.0,0.012,0.0125,0.012
10005785,2024-01-11,34460.0,0.012,10000.0,0.3002,6622.0,0.0116,3.8,0.012,0.0147,0.0001,0.0117,859575.0,0.0135,0.0117,0.0136
10005785,2024-01-12,34330.0,0.0136,10000.0,0.3055,20255.0,0.0119,3.8,0.0135,0.0167,0.0001,0.0126,3023944.0,0.0132,0.0126,0.0132
10005785,2024-01-15,33210.0,0.0132,10000.0,0.303,26289.0,0.0106,3.8,0.0132,0.0137,0.0001,0.0127,3083701.0,0.011,0.0127,0.011
10005785,2024-01-16,34225.0,0.011,10000.0,0.3,42040.0,0.0086,3.8,0.011,0.0122,0.0001,0.0109,4369432.0,0.0122,0.0109,0.0122
10005785,2024-01-17,35779.0,0.0122,10000.0,0.3056,31567.0,0.0087,3.8,0.0122,0.0115,0.0001,0.0113,3112271.0,0.0092,0.0113,0.0092
10005785,2024-01-18,35128.0,0.0092,10214.0,0.2816,32382.0,0.0077,3.72,0.009,0.0111,0.0001,0.0096,3222835.68,0.0104,0.0096,0.0104
10005785,2024-01-19,33451.0,0.0104,10214.0,0.292,27299.0,0.0088,3.72,0.0104,0.0123,0.0001,0.0094,2783878.81,0.0098,0.0094,0.0098
10005785,2024-01-22,33813.0,0.0098,10214.0,0.2928,20329.0,0.0086,3.72,0.0098,0.0113,0.0001,0.0092,1957652.01,0.0095,0.0092,0.0095
10005785,2024-01-23,32555.0,0.0095,10214.0,0.2787,15592.0,0.009,3.72,0.0095,0.0109,0.0001,0.0101,1548063.46,0.009,0.0101,0.0091
10005785,2024-01-24,31935.0,0.0091,10214.0,0.2826,21387.0,0.0075,3.72,0.009,0.0109,0.0001,0.0095,1844748.5,0.0094,0.0095,0.0094
10005785,2024-01-25,30044.0,0.0094,10214.0,0.2932,8398.0,0.0079,3.72,0.0094,0.0125,0.0001,0.0104,934932.36,0.012,0.0104,0.012
10005785,2024-01-26,28924.0,0.012,10214.0,0.307,4993.0,0.0098,3.72,0.012,0.0119,0.0001,0.0109,553825.55,0.0104,0.0109,0.0104
10005785,2024-01-29,28488.0,0.0104,10214.0,0.3042,2795.0,0.0077,3.72,0.0104,0.0117,0.0001,0.0106,264650.87,0.0077,0.0106,0.0077
10005785,2024-01-30,28912.0,0.0077,10214.0,0.2955,5400.0,0.0049,3.72,0.0077,0.0073,0.0001,0.0071,341701.2,0.005,0.0071,0.005
10005785,2024-01-31,30047.0,0.005,10214.0,0.2816,4827.0,0.0046,3.72,0.005,0.006,0.0001,0.005,254485.9,0.0049,0.005,0.0049
10005785,2024-02-01,30562.0,0.0049,10214.0,0.2773,2370.0,0.0043,3.72,0.0049,0.0065,0.0001,0.0048,135708.31,0.0056,0.0048,0.0053
10005785,2024-02-02,30808.0,0.0053,10214.0,0.2772,2920.0,0.0046,3.72,0.0056,0.0064,0.0001,0.0054,163209.51,0.0054,0.0054,0.0054
10005785,2024-02-05,30660.0,0.0054,10214.0,0.271,2581.0,0.0047,3.72,0.0054,0.0062,0.0001,0.0047,145695.56,0.0061,0.0047,0.0061
10005785,2024-02-06,30758.0,0.0061,10214.0,0.2757,5628.0,0.0054,3.72,0.0061,0.0118,0.0001,0.0054,473968.41,0.0092,0.0054,0.0092
10005785,2024-02-07,30538.0,0.0092,10214.0,0.2994,5986.0,0.0085,3.72,0.0092,0.0122,0.0001,0.0099,599029.65,0.0092,0.0099,0.0092
10005785,2024-02-08,28350.0,0.0092,10214.0,0.3052,7116.0,0.01,3.72,0.0092,0.0138,0.0001,0.01,890003.02,0.0116,0.01,0.0116
10005785,2024-02-19,26466.0,0.0116,10214.0,0.312,6193.0,0.0057,3.72,0.0116,0.0133,0.0001,0.0117,498048.94,0.0068,0.0117,0.0068
10005785,2024-02-20,24595.0,0.0068,10214.0,0.3126,4527.0,0.0041,3.72,0.0068,0.0072,0.0001,0.0072,243760.17,0.0053,0.0072,0.0054
10005785,2024-02-21,22682.0,0.0054,10214.0,0.3135,15654.0,0.0041,3.72,0.0053,0.019,0.0001,0.005,2034712.55,0.0095,0.005,0.0094
10005785,2024-02-22,22463.0,0.0094,10214.0,0.3273,5350.0,0.0092,3.72,0.0095,0.0146,0.0001,0.0095,699764.2,0.0141,0.0095,0.0141
10005785,2024-02-23,22318.0,0.0141,10214.0,0.3371,6497.0,0.0134,3.72,0.0141,0.0208,0.0001,0.0137,1141702.53,0.0158,0.0137,0.0158
10005785,2024-02-26,20373.0,0.0158,10214.0,0.3394,7084.0,0.01,3.72,0.0158,0.0168,0.0001,0.0154,857460.19,0.01,0.0154,0.01
10005785,2024-02-27,21332.0,0.01,10214.0,0.3266,5822.0,0.0077,3.72,0.01,0.0133,0.0001,0.0097,595372.02,0.013,0.0097,0.013
10005785,2024-02-28,21985.0,0.013,10214.0,0.3378,12616.0,0.0098,3.72,0.013,0.0176,0.0001,0.0136,1709212.8,0.01,0.0136,0.01
10005785,2024-02-29,23751.0,0.01,10214.0,0.3276,11436.0,0.0092,3.72,0.01,0.0139,0.0001,0.0092,1318895.01,0.0134,0.0092,0.0134
10005785,2024-03-01,23494.0,0.0134,10214.0,0.342,9075.0,0.0118,3.72,0.0134,0.0164,0.0001,0.0124,1320568.06,0.0141,0.0124,0.0141
10005785,2024-03-04,23430.0,0.0141,10214.0,0.3481,5422.0,0.0101,3.72,0.0141,0.0152,0.0001,0.0134,669192.68,0.0113,0.0134,0.0113
10005785,2024-03-05,24602.0,0.0113,10214.0,0.3447,8719.0,0.0081,3.72,0.0113,0.0118,0.0001,0.0102,884871.5,0.0093,0.0102,0.0093
10005785,2024-03-06,25667.0,0.0093,10214.0,0.3485,10222.0,0.0068,3.72,0.0093,0.011,0.0001,0.0087,864454.74,0.0069,0.0087,0.0069
10005785,2024-03-07,23783.0,0.0069,10214.0,0.3433,11454.0,0.0036,3.72,0.0069,0.0079,0.0001,0.007,623102.01,0.0038,0.007,0.0038
10005785,2024-03-08,21818.0,0.0038,10214.0,0.3364,6629.0,0.0027,3.72,0.0038,0.0044,0.0001,0.004,230476.87,0.0034,0.004,0.0034
10005785,2024-03-11,21037.0,0.0034,10214.0,0.338,8687.0,0.0031,3.72,0.0034,0.0078,0.0001,0.0031,476654.7,0.0076,0.0031,0.0076
10005785,2024-03-12,22196.0,0.0076,10214.0,0.3518,10863.0,0.0058,3.72,0.0076,0.0097,0.0001,0.009,877032.26,0.0076,0.009,0.0076
10005785,2024-03-13,23842.0,0.0076,10214.0,0.3528,5838.0,0.0041,3.72,0.0076,0.0077,0.0001,0.0076,323112.74,0.0046,0.0076,0.0047
10005785,2024-03-14,24720.0,0.0047,10214.0,0.3456,6077.0,0.0023,3.72,0.0046,0.0057,0.0001,0.004,224066.56,0.0029,0.004,0.0029
10005785,2024-03-15,21490.0,0.0029,10214.0,0.3413,7898.0,0.0017,3.72,0.0029,0.0034,0.0001,0.0024,189945.67,0.0031,0.0024,0.0031
10005785,2024-03-18,20184.0,0.0031,10214.0,0.3433,6721.0,0.0024,3.72,0.0031,0.0042,0.0001,0.0029,234619.67,0.0033,0.0029,0.0033
10005785,2024-03-19,20660.0,0.0033,10214.0,0.3497,5830.0,0.0012,3.72,0.0033,0.004,0.0001,0.0029,142126.79,0.0014,0.0029,0.0014
10005785,2024-03-20,19426.0,0.0014,10214.0,0.3432,4299.0,0.0009,3.72,0.0014,0.0055,0.0001,0.0009,58703.94,0.0014,0.0009,0.0014
10005785,2024-03-21,17572.0,0.0014,10214.0,0.3438,5466.0,0.0009,3.72,0.0014,0.002,0.0001,0.0012,70778.93,0.0009,0.0012,0.0009
