time,option_type,k1,k2,t1,t2,score0,peak_score,ttl_min,ttl_improve1,n_tracked,resolved,exit_reason,leg1_buy,leg2_buy,leg1_sell,leg2_sell
2026-03-27 13:16:00,P,4150.0,4750.0,21,84,1.2805177594126078,1.3414112158374667,,,90,False,timeout_90min,IO2604P4150,IO2606P4750,IO2606P4150,IO2604P4750
2026-03-27 09:46:00,P,4100.0,4750.0,21,84,1.2803261718862884,1.2803261718862884,,,90,False,timeout_90min,IO2604P4100,IO2606P4750,IO2606P4100,IO2604P4750
2026-03-27 09:38:00,P,4000.0,4800.0,49,175,1.2793823338917851,1.3039245025230164,,,90,False,timeout_90min,IO2605P4000,IO2609P4800,IO2609P4000,IO2605P4800
2026-03-27 10:44:00,P,4200.0,4950.0,21,84,1.2791022671589805,1.29336749415796,,,56,False,session_end,IO2604P4200,IO2606P4950,IO2606P4200,IO2604P4950
2026-03-27 10:51:00,P,4250.0,5100.0,21,84,1.2787664791096014,1.2787664791096014,,,49,False,session_end,IO2604P4250,IO2606P5100,IO2606P4250,IO2604P5100
2026-03-27 13:03:00,P,3950.0,4600.0,21,84,1.2786257066150502,1.2890098051724217,,,90,False,timeout_90min,IO2604P3950,IO2606P4600,IO2606P3950,IO2604P4600
2026-03-27 09:46:00,P,3950.0,4600.0,21,84,1.2778189833759594,1.2860932547762218,,,90,False,timeout_90min,IO2604P3950,IO2606P4600,IO2606P3950,IO2604P4600
2026-03-27 09:33:00,P,4100.0,4800.0,21,84,1.2768517056866306,1.384102210738891,,,90,False,timeout_90min,IO2604P4100,IO2606P4800,IO2606P4100,IO2604P4800
2026-03-27 09:30:00,P,4150.0,4350.0,21,84,1.2761436393682466,1.2761436393682466,,,90,False,timeout_90min,IO2604P4150,IO2606P4350,IO2606P4150,IO2604P4350
2026-03-27 13:01:00,P,4150.0,4750.0,21,84,1.274970238590991,1.3414112158374667,,,90,False,timeout_90min,IO2604P4150,IO2606P4750,IO2606P4150,IO2604P4750
2026-03-27 13:59:00,P,4250.0,4900.0,21,84,1.2745518262734157,1.2745518262734157,,,56,False,session_end,IO2604P4250,IO2606P4900,IO2606P4250,IO2604P4900
2026-03-27 11:03:00,P,4200.0,4950.0,21,84,1.2743103727388565,1.2743103727388565,,,37,False,session_end,IO2604P4200,IO2606P4950,IO2606P4200,IO2604P4950
2026-03-27 13:01:00,P,4200.0,4800.0,21,84,1.2727250397559138,1.3224470239480652,,,90,False,timeout_90min,IO2604P4200,IO2606P4800,IO2606P4200,IO2604P4800
2026-03-27 09:38:00,P,4100.0,4700.0,21,84,1.272637936426699,1.3144132436150164,,,90,False,timeout_90min,IO2604P4100,IO2606P4700,IO2606P4100,IO2604P4700
2026-03-27 10:47:00,P,4250.0,5200.0,21,84,1.2718931477070696,1.2718931477070696,,,53,False,session_end,IO2604P4250,IO2606P5200,IO2606P4250,IO2604P5200
2026-03-27 09:31:00,P,4050.0,4750.0,21,84,1.271590878378939,1.410341346265829,,,90,False,timeout_90min,IO2604P4050,IO2606P4750,IO2606P4050,IO2604P4750
2026-03-27 14:04:00,P,4200.0,4800.0,21,84,1.2708321975139674,1.3007754184947105,,,51,False,session_end,IO2604P4200,IO2606P4800,IO2606P4200,IO2604P4800
2026-03-27 10:09:00,P,4400.0,5200.0,21,175,1.2707614282229287,1.3918887054453533,,,90,False,timeout_90min,IO2604P4400,IO2609P5200,IO2609P4400,IO2604P5200
2026-03-27 13:07:00,P,4250.0,4850.0,21,84,1.2707593986341468,1.2707593986341468,,,90,False,timeout_90min,IO2604P4250,IO2606P4850,IO2606P4250,IO2604P4850
2026-03-27 10:50:00,P,4100.0,4700.0,21,84,1.2704424019063378,1.3144132436150164,,,50,False,session_end,IO2604P4100,IO2606P4700,IO2606P4100,IO2604P4700
2026-03-27 10:57:00,P,4200.0,4900.0,21,84,1.269822580107807,1.269822580107807,,,43,False,session_end,IO2604P4200,IO2606P4900,IO2606P4200,IO2604P4900
2026-03-27 14:29:00,P,4150.0,4700.0,21,84,1.2697110511102137,1.2697110511102137,,,26,False,session_end,IO2604P4150,IO2606P4700,IO2606P4150,IO2604P4700
2026-03-27 09:38:00,P,4200.0,5100.0,21,84,1.2690317135360616,1.3406361380941354,,,90,False,timeout_90min,IO2604P4200,IO2606P5100,IO2606P4200,IO2604P5100
2026-03-27 13:16:00,P,4200.0,4600.0,21,175,1.2687589633783345,1.2687589633783345,,,90,False,timeout_90min,IO2604P4200,IO2609P4600,IO2609P4200,IO2604P4600
2026-03-27 13:02:00,P,4300.0,5200.0,21,84,1.268653073644069,1.2835584625321106,,,90,False,timeout_90min,IO2604P4300,IO2606P5200,IO2606P4300,IO2604P5200
2026-03-27 10:45:00,P,4200.0,4950.0,21,84,1.2672208369022626,1.29336749415796,,,55,False,session_end,IO2604P4200,IO2606P4950,IO2606P4200,IO2604P4950
2026-03-27 13:41:00,P,4200.0,4800.0,21,84,1.2671200943639829,1.3007754184947105,,,74,False,timeout_60min,IO2604P4200,IO2606P4800,IO2606P4200,IO2604P4800
2026-03-27 10:57:00,P,4050.0,4650.0,21,84,1.266757716670703,1.266757716670703,,,43,False,session_end,IO2604P4050,IO2606P4650,IO2606P4050,IO2604P4650
2026-03-27 09:47:00,P,4100.0,4750.0,21,84,1.2662016131506029,1.2662016131506029,,,90,False,timeout_90min,IO2604P4100,IO2606P4750,IO2606P4100,IO2604P4750
2026-03-27 10:27:00,P,4200.0,5100.0,21,84,1.2656212661499,1.3485258287349113,,,73,False,timeout_60min,IO2604P4200,IO2606P5100,IO2606P4200,IO2604P5100
2026-03-27 13:01:00,P,4050.0,4650.0,21,84,1.2655789545578306,1.3162258330030256,,,90,False,timeout_90min,IO2604P4050,IO2606P4650,IO2606P4050,IO2604P4650
2026-03-27 13:03:00,P,4250.0,4850.0,21,84,1.265565759408327,1.270759309765195,,,90,False,timeout_90min,IO2604P4250,IO2606P4850,IO2606P4250,IO2604P4850
2026-03-27 13:03:00,P,4300.0,5100.0,21,84,1.2650928083026671,1.2650928083026671,,,90,False,timeout_90min,IO2604P4300,IO2606P5100,IO2606P4300,IO2604P5100
2026-03-27 14:00:00,P,4200.0,4800.0,21,84,1.2641355164817203,1.3007754184947105,,,55,False,session_end,IO2604P4200,IO2606P4800,IO2606P4200,IO2604P4800
2026-03-27 13:16:00,P,4200.0,4800.0,21,84,1.2638994220084387,1.3007754184947105,,,90,False,timeout_90min,IO2604P4200,IO2606P4800,IO2606P4200,IO2604P4800
2026-03-27 13:16:00,P,4100.0,4700.0,21,84,1.2636498725119818,1.2636498725119818,,,90,False,timeout_90min,IO2604P4100,IO2606P4700,IO2606P4100,IO2604P4700
2026-03-27 13:07:00,P,4200.0,4750.0,21,84,1.2633838888172282,1.2633838888172282,,,90,False,timeout_90min,IO2604P4200,IO2606P4750,IO2606P4200,IO2604P4750
2026-03-27 13:07:00,P,4300.0,5100.0,21,84,1.2625857235382765,1.2625857235382765,,,90,False,timeout_90min,IO2604P4300,IO2606P5100,IO2606P4300,IO2604P5100
2026-03-27 10:30:00,P,4100.0,4750.0,21,84,1.2624960454629597,1.2624960454629597,,,70,False,timeout_60min,IO2604P4100,IO2606P4750,IO2606P4100,IO2604P4750
2026-03-27 10:23:00,P,4150.0,4900.0,21,84,1.2623342198985357,1.3768635643449576,,,77,False,timeout_60min,IO2604P4150,IO2606P4900,IO2606P4150,IO2604P4900
2026-03-27 09:43:00,P,4100.0,5200.0,49,175,1.2619362042620317,1.2619362042620317,,,90,False,timeout_90min,IO2605P4100,IO2609P5200,IO2609P4100,IO2605P5200
2026-03-27 10:55:00,P,4250.0,5200.0,21,84,1.2618914210871848,1.2618914210871848,,,45,False,session_end,IO2604P4250,IO2606P5200,IO2606P4250,IO2604P5200
2026-03-27 13:08:00,P,4300.0,5100.0,21,84,1.2613890910256798,1.2613890910256798,,,90,False,timeout_90min,IO2604P4300,IO2606P5100,IO2606P4300,IO2604P5100
2026-03-27 11:07:00,P,4150.0,4750.0,21,84,1.2608290833126137,1.2608290833126137,,,33,False,session_end,IO2604P4150,IO2606P4750,IO2606P4150,IO2604P4750
2026-03-27 09:36:00,P,3950.0,4550.0,21,84,1.2607705328599004,1.2607705328599004,,,90,False,timeout_90min,IO2604P3950,IO2606P4550,IO2606P3950,IO2604P4550
2026-03-27 09:35:00,P,4000.0,4600.0,21,84,1.2606370249262742,1.2920040711608545,,,90,False,timeout_90min,IO2604P4000,IO2606P4600,IO2606P4000,IO2604P4600
2026-03-27 09:31:00,P,4150.0,5100.0,21,84,1.2605663017979962,1.4152222160559953,,,90,False,timeout_90min,IO2604P4150,IO2606P5100,IO2606P4150,IO2604P5100
2026-03-27 11:09:00,P,4250.0,5100.0,21,84,1.260366672325047,1.260366672325047,,,31,False,session_end,IO2604P4250,IO2606P5100,IO2606P4250,IO2604P5100
2026-03-27 13:10:00,P,4050.0,4650.0,21,84,1.2601581682082184,1.2601581682082184,,,90,False,timeout_90min,IO2604P4050,IO2606P4650,IO2606P4050,IO2604P4650
2026-03-27 13:01:00,P,4250.0,4900.0,21,84,1.2584079300363935,1.3029244372190323,,,90,False,timeout_90min,IO2604P4250,IO2606P4900,IO2606P4250,IO2604P4900
2026-03-27 10:23:00,P,4200.0,5200.0,21,84,1.2574674305075726,1.3668222763751123,,,77,False,timeout_60min,IO2604P4200,IO2606P5200,IO2606P4200,IO2604P5200
2026-03-27 09:33:00,P,4000.0,4800.0,49,175,1.2571201763182622,1.3039245025230164,,,90,False,timeout_90min,IO2605P4000,IO2609P4800,IO2609P4000,IO2605P4800
2026-03-27 09:34:00,P,3950.0,4550.0,21,84,1.2569841765246637,1.2607705734644097,,,90,False,timeout_90min,IO2604P3950,IO2606P4550,IO2606P3950,IO2604P4550
2026-03-27 13:24:00,P,4100.0,4700.0,21,84,1.256543691335274,1.256543691335274,,,90,False,timeout_90min,IO2604P4100,IO2606P4700,IO2606P4100,IO2604P4700
2026-03-27 13:07:00,P,4000.0,4600.0,21,84,1.256111050179051,1.256111050179051,,,90,False,timeout_90min,IO2604P4000,IO2606P4600,IO2606P4000,IO2604P4600
2026-03-27 10:30:00,P,4200.0,5000.0,21,84,1.255957375582452,1.3257781745993937,,,70,False,timeout_60min,IO2604P4200,IO2606P5000,IO2606P4200,IO2604P5000
2026-03-27 13:16:00,P,4250.0,4900.0,21,84,1.2554403561535088,1.274551732283161,,,90,False,timeout_90min,IO2604P4250,IO2606P4900,IO2606P4250,IO2604P4900
2026-03-27 13:22:00,P,3950.0,4600.0,21,84,1.2553871325925146,1.285875303717577,,,90,False,timeout_90min,IO2604P3950,IO2606P4600,IO2606P3950,IO2604P4600
2026-03-27 10:09:00,P,4200.0,5100.0,21,84,1.2552757473227811,1.3485258287349113,,,90,False,timeout_90min,IO2604P4200,IO2606P5100,IO2606P4200,IO2604P5100
2026-03-27 09:34:00,P,4050.0,4650.0,21,84,1.2546713966780367,1.2936119727429405,,,90,False,timeout_90min,IO2604P4050,IO2606P4650,IO2606P4050,IO2604P4650
2026-03-27 10:47:00,P,4250.0,5100.0,21,84,1.2540190962156184,1.278766607733719,,,53,False,session_end,IO2604P4250,IO2606P5100,IO2606P4250,IO2604P5100
2026-03-27 10:23:00,P,4100.0,4750.0,21,84,1.2536272732750795,1.262496077731084,,,77,False,timeout_60min,IO2604P4100,IO2606P4750,IO2606P4100,IO2604P4750
2026-03-27 09:38:00,P,4150.0,4800.0,21,84,1.2528938330667272,1.281954293721669,,,90,False,timeout_90min,IO2604P4150,IO2606P4800,IO2606P4150,IO2604P4800
2026-03-27 09:30:00,P,4000.0,4500.0,21,175,1.251971750968185,1.4570976632412627,,,90,False,timeout_90min,IO2604P4000,IO2609P4500,IO2609P4000,IO2604P4500
2026-03-27 09:35:00,P,4100.0,4700.0,21,84,1.2516750567599664,1.3144132436150164,,,90,False,timeout_90min,IO2604P4100,IO2606P4700,IO2606P4100,IO2604P4700
2026-03-27 10:22:00,P,4400.0,5200.0,21,175,1.2510571551962888,1.3918887054453533,,,78,False,timeout_60min,IO2604P4400,IO2609P5200,IO2609P4400,IO2604P5200
2026-03-27 13:02:00,P,4300.0,5100.0,21,84,1.250489656555663,1.265092836349637,,,90,False,timeout_90min,IO2604P4300,IO2606P5100,IO2606P4300,IO2604P5100
2026-03-27 14:09:00,P,4200.0,4800.0,21,84,1.250488227959837,1.3007754184947105,,,46,False,session_end,IO2604P4200,IO2606P4800,IO2606P4200,IO2604P4800
2026-03-27 13:22:00,P,4300.0,5100.0,21,84,1.249178401548521,1.249178401548521,,,90,False,timeout_90min,IO2604P4300,IO2606P5100,IO2606P4300,IO2604P5100
2026-03-27 11:15:00,P,4200.0,4850.0,21,84,1.249177821194119,1.249177821194119,,,25,False,session_end,IO2604P4200,IO2606P4850,IO2606P4200,IO2604P4850
2026-03-27 11:03:00,P,4250.0,5200.0,21,84,1.248429314657766,1.248429314657766,,,37,False,session_end,IO2604P4250,IO2606P5200,IO2606P4250,IO2604P5200
2026-03-27 09:38:00,P,4200.0,5000.0,21,84,1.244595179986956,1.3257781745993937,,,90,False,timeout_90min,IO2604P4200,IO2606P5000,IO2606P4200,IO2604P5000
2026-03-27 10:23:00,P,4400.0,5200.0,21,175,1.2445643798344357,1.3918887054453533,,,77,False,timeout_60min,IO2604P4400,IO2609P5200,IO2609P4400,IO2604P5200
2026-03-27 10:57:00,P,4400.0,5000.0,21,175,1.24378957997179,1.2834665391770028,,,43,False,session_end,IO2604P4400,IO2609P5000,IO2609P4400,IO2604P5000
2026-03-27 09:30:00,P,4100.0,4600.0,21,175,1.2437686558432042,1.4485736885894278,,,90,False,timeout_90min,IO2604P4100,IO2609P4600,IO2609P4100,IO2604P4600
2026-03-27 10:57:00,P,4100.0,5000.0,49,175,1.243301588715112,1.243301588715112,,,43,False,session_end,IO2605P4100,IO2609P5000,IO2609P4100,IO2605P5000
2026-03-27 13:59:00,P,4250.0,4850.0,21,84,1.243224894671957,1.243224894671957,,,56,False,session_end,IO2604P4250,IO2606P4850,IO2606P4250,IO2604P4850
2026-03-27 14:04:00,P,4300.0,5200.0,21,84,1.2429334709768751,1.2429334709768751,,,51,False,session_end,IO2604P4300,IO2606P5200,IO2606P4300,IO2604P5200
2026-03-27 10:57:00,P,4200.0,4850.0,21,84,1.2427870678760191,1.249177848110921,,,43,False,session_end,IO2604P4200,IO2606P4850,IO2606P4200,IO2604P4850
2026-03-27 10:23:00,P,4200.0,5100.0,21,84,1.241881267361807,1.3485258287349113,,,77,False,timeout_60min,IO2604P4200,IO2606P5100,IO2606P4200,IO2604P5100
2026-03-27 13:01:00,P,4300.0,5200.0,21,84,1.241841922536514,1.2835584625321106,,,90,False,timeout_90min,IO2604P4300,IO2606P5200,IO2606P4300,IO2604P5200
2026-03-27 13:22:00,P,4250.0,4850.0,21,84,1.2409505263594287,1.2432247091077104,,,90,False,timeout_90min,IO2604P4250,IO2606P4850,IO2606P4250,IO2604P4850
2026-03-27 09:34:00,P,4100.0,4700.0,21,84,1.2405616749134976,1.3144132436150164,,,90,False,timeout_90min,IO2604P4100,IO2606P4700,IO2606P4100,IO2604P4700
2026-03-27 14:18:00,P,4150.0,4700.0,21,84,1.2401487535009694,1.2697111836827566,,,37,False,session_end,IO2604P4150,IO2606P4700,IO2606P4150,IO2604P4700
2026-03-27 10:27:00,P,4200.0,5000.0,21,84,1.2393460370835847,1.3257781745993937,,,73,False,timeout_60min,IO2604P4200,IO2606P5000,IO2606P4200,IO2604P5000
2026-03-27 09:47:00,P,4200.0,5200.0,21,84,1.2392691472456,1.3668222763751123,,,90,False,timeout_90min,IO2604P4200,IO2606P5200,IO2606P4200,IO2604P5200
2026-03-27 09:30:00,P,4050.0,4700.0,21,84,1.2392627928939604,1.3595811382475589,,,90,False,timeout_90min,IO2604P4050,IO2606P4700,IO2606P4050,IO2604P4700
2026-03-27 10:33:00,P,4400.0,5000.0,21,175,1.2387636373846451,1.298521929407923,,,67,False,timeout_60min,IO2604P4400,IO2609P5000,IO2609P4400,IO2604P5000
2026-03-27 10:47:00,P,4000.0,4500.0,21,175,1.238615347659568,1.238615347659568,,,53,False,session_end,IO2604P4000,IO2609P4500,IO2609P4000,IO2604P4500
2026-03-27 10:57:00,P,4150.0,4750.0,21,84,1.2367742687711127,1.2608291259647133,,,43,False,session_end,IO2604P4150,IO2606P4750,IO2606P4150,IO2604P4750
2026-03-27 13:02:00,P,4000.0,4600.0,21,84,1.2360162043273606,1.2561110578445391,,,90,False,timeout_90min,IO2604P4000,IO2606P4600,IO2606P4000,IO2604P4600
2026-03-27 09:33:00,P,4100.0,4750.0,21,84,1.2357599473465284,1.323398156977009,,,90,False,timeout_90min,IO2604P4100,IO2606P4750,IO2606P4100,IO2604P4750
2026-03-27 11:08:00,P,4250.0,5000.0,21,84,1.2349870417585274,1.2349870417585274,,,32,False,session_end,IO2604P4250,IO2606P5000,IO2606P4250,IO2604P5000
2026-03-27 13:03:00,P,4300.0,5000.0,21,84,1.2347494330118507,1.2347494330118507,,,90,False,timeout_90min,IO2604P4300,IO2606P5000,IO2606P4300,IO2604P5000
2026-03-27 09:30:00,P,4150.0,4450.0,21,84,1.233466993838355,1.233466993838355,,,90,False,timeout_90min,IO2604P4150,IO2606P4450,IO2606P4150,IO2604P4450
2026-03-27 09:35:00,P,4150.0,4800.0,21,84,1.233465041746252,1.281954293721669,,,90,False,timeout_90min,IO2604P4150,IO2606P4800,IO2606P4150,IO2604P4800
2026-03-27 11:09:00,P,4250.0,5000.0,21,84,1.2329594916172464,1.2329594916172464,,,31,False,session_end,IO2604P4250,IO2606P5000,IO2606P4250,IO2604P5000
2026-03-27 10:30:00,P,4400.0,5000.0,21,175,1.231659831793385,1.298521929407923,,,70,False,timeout_60min,IO2604P4400,IO2609P5000,IO2609P4400,IO2604P5000
2026-03-27 10:30:00,P,4150.0,4800.0,21,84,1.2310727789314415,1.2939777895063442,,,70,False,timeout_60min,IO2604P4150,IO2606P4800,IO2606P4150,IO2604P4800
2026-03-27 09:38:00,P,4400.0,5200.0,21,175,1.230935441964225,1.3918887054453533,,,90,False,timeout_90min,IO2604P4400,IO2609P5200,IO2609P4400,IO2604P5200
2026-03-27 14:20:00,P,4300.0,5000.0,21,84,1.2303579957895885,1.2303579957895885,,,35,False,session_end,IO2604P4300,IO2606P5000,IO2606P4300,IO2604P5000
2026-03-27 13:07:00,P,4300.0,5000.0,21,84,1.2302013183322107,1.2303578126272032,,,90,False,timeout_90min,IO2604P4300,IO2606P5000,IO2606P4300,IO2604P5000
2026-03-27 09:38:00,P,4200.0,4950.0,21,84,1.22969409233083,1.29336749415796,,,90,False,timeout_90min,IO2604P4200,IO2606P4950,IO2606P4200,IO2604P4950
2026-03-27 10:09:00,P,4200.0,5000.0,21,84,1.22950641290824,1.3257781745993937,,,90,False,timeout_90min,IO2604P4200,IO2606P5000,IO2606P4200,IO2604P5000
2026-03-27 09:34:00,P,4400.0,5200.0,21,175,1.2285149009514271,1.3918887054453533,,,90,False,timeout_90min,IO2604P4400,IO2609P5200,IO2609P4400,IO2604P5200
2026-03-27 09:46:00,P,4150.0,4850.0,21,84,1.228466029116135,1.347886073189628,,,90,False,timeout_90min,IO2604P4150,IO2606P4850,IO2606P4150,IO2604P4850
2026-03-27 10:33:00,P,4150.0,4800.0,21,84,1.2278553504739234,1.2939777895063442,,,67,False,timeout_60min,IO2604P4150,IO2606P4800,IO2606P4150,IO2604P4800
2026-03-27 10:23:00,P,4100.0,5200.0,49,175,1.22671313676164,1.22671313676164,,,77,False,timeout_60min,IO2605P4100,IO2609P5200,IO2609P4100,IO2605P5200
2026-03-27 13:16:00,P,4300.0,5100.0,21,84,1.226066517290537,1.2491782618276788,,,90,False,timeout_90min,IO2604P4300,IO2606P5100,IO2606P4300,IO2604P5100
2026-03-27 10:47:00,P,4400.0,4900.0,21,175,1.2254762214551185,1.2254762214551185,,,53,False,session_end,IO2604P4400,IO2609P4900,IO2609P4400,IO2604P4900
2026-03-27 10:09:00,P,4150.0,4800.0,21,84,1.2251290042932477,1.2939777895063442,,,90,False,timeout_90min,IO2604P4150,IO2606P4800,IO2606P4150,IO2604P4800
2026-03-27 10:47:00,P,4250.0,5000.0,21,84,1.2246909945985471,1.234987118021677,,,53,False,session_end,IO2604P4250,IO2606P5000,IO2606P4250,IO2604P5000
2026-03-27 11:30:00,P,4000.0,4800.0,49,175,1.2244911712129385,1.2244911712129385,,,10,False,session_end,IO2605P4000,IO2609P4800,IO2609P4000,IO2605P4800
2026-03-27 13:01:00,P,4300.0,5100.0,21,84,1.224469073327518,1.265092836349637,,,90,False,timeout_90min,IO2604P4300,IO2606P5100,IO2606P4300,IO2604P5100
2026-03-27 14:04:00,P,4300.0,5100.0,21,84,1.2244217058118088,1.2244217058118088,,,51,False,session_end,IO2604P4300,IO2606P5100,IO2606P4300,IO2604P5100
2026-03-27 09:31:00,P,4150.0,4950.0,21,84,1.2241084362232175,1.372225847686402,,,90,False,timeout_90min,IO2604P4150,IO2606P4950,IO2606P4150,IO2604P4950
2026-03-27 10:47:00,P,4200.0,4600.0,21,175,1.2237396033058912,1.2237396033058912,,,53,False,session_end,IO2604P4200,IO2609P4600,IO2609P4200,IO2604P4600
2026-03-27 13:03:00,P,4000.0,4600.0,21,84,1.2235541736467066,1.2561110578445391,,,90,False,timeout_90min,IO2604P4000,IO2606P4600,IO2606P4000,IO2604P4600
2026-03-27 09:47:00,P,4200.0,5100.0,21,84,1.2234971994499662,1.3485258287349113,,,90,False,timeout_90min,IO2604P4200,IO2606P5100,IO2606P4200,IO2604P5100
2026-03-27 14:04:00,P,4250.0,4850.0,21,84,1.2234561490334923,1.2234561490334923,,,51,False,session_end,IO2604P4250,IO2606P4850,IO2606P4250,IO2604P4850
2026-03-27 13:01:00,P,4250.0,4850.0,21,84,1.2233792487178854,1.270759309765195,,,90,False,timeout_90min,IO2604P4250,IO2606P4850,IO2606P4250,IO2604P4850
2026-03-27 10:27:00,P,4200.0,4950.0,21,84,1.2231488144630922,1.29336749415796,,,73,False,timeout_60min,IO2604P4200,IO2606P4950,IO2606P4200,IO2604P4950
2026-03-27 11:09:00,P,4000.0,4600.0,21,84,1.222732309396383,1.222732309396383,,,31,False,session_end,IO2604P4000,IO2606P4600,IO2606P4000,IO2604P4600
2026-03-27 09:31:00,P,4050.0,4700.0,21,84,1.2226736604110529,1.3595811382475589,,,90,False,timeout_90min,IO2604P4050,IO2606P4700,IO2606P4050,IO2604P4700
2026-03-27 13:07:00,P,4250.0,4800.0,21,84,1.222524916414075,1.222524916414075,,,90,False,timeout_90min,IO2604P4250,IO2606P4800,IO2606P4250,IO2604P4800
2026-03-27 13:08:00,P,4250.0,4800.0,21,84,1.22212316101776,1.22212316101776,,,90,False,timeout_90min,IO2604P4250,IO2606P4800,IO2606P4250,IO2604P4800
2026-03-27 14:29:00,P,4300.0,5000.0,21,84,1.2214273518563534,1.2214273518563534,,,26,False,session_end,IO2604P4300,IO2606P5000,IO2606P4300,IO2604P5000
2026-03-27 13:16:00,P,4200.0,5200.0,49,175,1.2196371539397113,1.2196371539397113,,,90,False,timeout_90min,IO2605P4200,IO2609P5200,IO2609P4200,IO2605P5200
2026-03-27 10:33:00,P,4200.0,4900.0,21,84,1.218703373301154,1.2698224701281147,,,67,False,timeout_60min,IO2604P4200,IO2606P4900,IO2606P4200,IO2604P4900
2026-03-27 14:09:00,P,4000.0,4600.0,21,84,1.2186933202542796,1.2186933202542796,,,46,False,session_end,IO2604P4000,IO2606P4600,IO2606P4000,IO2604P4600
2026-03-27 09:38:00,P,4150.0,4750.0,21,84,1.2179992881069974,1.2608291259647133,,,90,False,timeout_90min,IO2604P4150,IO2606P4750,IO2606P4150,IO2604P4750
2026-03-27 13:03:00,P,4250.0,4800.0,21,84,1.2169437844691928,1.2225246911193464,,,90,False,timeout_90min,IO2604P4250,IO2606P4800,IO2606P4250,IO2604P4800
2026-03-27 10:45:00,P,4200.0,4850.0,21,84,1.2160198984648634,1.249177848110921,,,55,False,session_end,IO2604P4200,IO2606P4850,IO2606P4200,IO2604P4850
2026-03-27 10:23:00,P,4200.0,5000.0,21,84,1.215791059189972,1.3257781745993937,,,77,False,timeout_60min,IO2604P4200,IO2606P5000,IO2606P4200,IO2604P5000
2026-03-27 13:10:00,P,4150.0,4700.0,21,84,1.215036312323037,1.2697111836827566,,,90,False,timeout_90min,IO2604P4150,IO2606P4700,IO2606P4150,IO2604P4700
2026-03-27 10:18:00,P,4200.0,4600.0,21,175,1.2144904080781502,1.2237395572455079,,,82,False,timeout_60min,IO2604P4200,IO2609P4600,IO2609P4200,IO2604P4600
2026-03-27 09:38:00,P,4050.0,4600.0,21,84,1.2144092263528634,1.2144092263528634,,,90,False,timeout_90min,IO2604P4050,IO2606P4600,IO2606P4050,IO2604P4600
2026-03-27 14:18:00,P,4000.0,4600.0,21,84,1.2141463610959455,1.2141463610959455,,,37,False,session_end,IO2604P4000,IO2606P4600,IO2606P4000,IO2604P4600
2026-03-27 09:30:00,P,4150.0,4500.0,21,84,1.2138773338848727,1.2138773338848727,,,90,False,timeout_90min,IO2604P4150,IO2606P4500,IO2606P4150,IO2604P4500
2026-03-27 09:30:00,P,3950.0,4550.0,21,84,1.2137071966093655,1.2607705734644097,,,90,False,timeout_90min,IO2604P3950,IO2606P4550,IO2606P3950,IO2604P4550
2026-03-27 13:01:00,P,4000.0,4600.0,21,84,1.2131208689280073,1.2561110578445391,,,90,False,timeout_90min,IO2604P4000,IO2606P4600,IO2606P4000,IO2604P4600
2026-03-27 10:09:00,P,4200.0,4950.0,21,84,1.2128086542766965,1.29336749415796,,,90,False,timeout_90min,IO2604P4200,IO2606P4950,IO2606P4200,IO2604P4950
2026-03-27 14:20:00,P,4300.0,4950.0,21,84,1.2117356124628005,1.2117356124628005,,,35,False,session_end,IO2604P4300,IO2606P4950,IO2606P4300,IO2604P4950
2026-03-27 13:07:00,P,4300.0,4950.0,21,84,1.210935953751712,1.2117355481419707,,,90,False,timeout_90min,IO2604P4300,IO2606P4950,IO2606P4300,IO2604P4950
2026-03-27 09:38:00,P,4200.0,4900.0,21,84,1.2106307216196408,1.2698224701281147,,,90,False,timeout_90min,IO2604P4200,IO2606P4900,IO2606P4200,IO2604P4900
2026-03-27 13:01:00,P,4200.0,4750.0,21,84,1.2105535021208809,1.2633839306197137,,,90,False,timeout_90min,IO2604P4200,IO2606P4750,IO2606P4200,IO2604P4750
2026-03-27 14:27:00,P,4250.0,4800.0,21,84,1.2102493873710796,1.2102493873710796,,,28,False,session_end,IO2604P4250,IO2606P4800,IO2606P4250,IO2604P4800
2026-03-27 13:16:00,P,4200.0,4750.0,21,84,1.2100660984619964,1.2100660984619964,,,90,False,timeout_90min,IO2604P4200,IO2606P4750,IO2606P4200,IO2604P4750
2026-03-27 13:01:00,P,4150.0,4700.0,21,84,1.2095103754947798,1.2697111836827566,,,90,False,timeout_90min,IO2604P4150,IO2606P4700,IO2606P4150,IO2604P4700
2026-03-27 13:02:00,P,4250.0,4800.0,21,84,1.2094142774585948,1.2225246911193464,,,90,False,timeout_90min,IO2604P4250,IO2606P4800,IO2606P4250,IO2604P4800
2026-03-27 10:23:00,P,4050.0,4650.0,21,84,1.2085515634445938,1.266757680082544,,,77,False,timeout_60min,IO2604P4050,IO2606P4650,IO2606P4050,IO2604P4650
2026-03-27 11:15:00,P,4200.0,4800.0,21,84,1.208102878161237,1.208102878161237,,,25,False,session_end,IO2604P4200,IO2606P4800,IO2606P4200,IO2604P4800
2026-03-27 10:23:00,P,4200.0,4600.0,21,175,1.2079135067367648,1.2237395572455079,,,77,False,timeout_60min,IO2604P4200,IO2609P4600,IO2609P4200,IO2604P4600
