time,expiry,type,k1,k2,k3,min_profit,max_profit,leg1,leg2,leg3
2026-03-26 13:18:00,202606,C,4750.0,4800.0,4900.0,0.4,33.7333,IO2606C4750,IO2606C4800,IO2606C4900
2026-03-26 13:17:00,202606,C,4750.0,4800.0,4850.0,0.3,25.3,IO2606C4750,IO2606C4800,IO2606C4850
2026-03-26 13:45:00,202606,C,4750.0,4800.0,4850.0,0.3,25.3,IO2606C4750,IO2606C4800,IO2606C4850
2026-03-26 13:36:00,202606,C,4750.0,4800.0,4850.0,0.2,25.2,IO2606C4750,IO2606C4800,IO2606C4850
2026-03-26 13:27:00,202606,C,4750.0,4800.0,4850.0,0.1,25.1,IO2606C4750,IO2606C4800,IO2606C4850
