time,option_type,score0,k1,k2,t1,t2,entry_pnl_pts,exit_60min_gross_pts,exit_60min_net_rmb,exit_30min_gross_pts,exit_30min_net_rmb,exit_15min_gross_pts,exit_15min_net_rmb,exit_improve1_gross_pts,exit_improve1_net_rmb,exit_revert_gross_pts,exit_revert_net_rmb
2026-03-23 10:09:00,P,2.002248167747497,4200.0,5200.0,25,270,-22.068542,,,,,,,,,,
2026-03-23 11:09:00,P,2.0003784092190724,4100.0,5000.0,25,270,-59.12909,,,,,,,,,,
2026-03-23 11:03:00,P,1.989083614566735,4100.0,4900.0,25,270,-81.30682,,,,,,,,,,
2026-03-23 09:36:00,P,1.980336731227106,4100.0,4800.0,25,361,-89.67676,,,,,,,,,,
2026-03-23 09:53:00,P,1.9581969768951548,4100.0,4900.0,25,270,-73.04486,,,,,,,,,,
2026-03-23 10:49:00,P,1.9573551595196563,4100.0,4900.0,25,270,-68.308105,,,,,,,,,,
2026-03-23 09:45:00,P,1.956369488518024,4100.0,4900.0,25,270,-79.92572,,,,,,,,,,
2026-03-23 11:03:00,P,1.9529484490993048,4100.0,5200.0,25,179,-58.227783,,,,,,,,,,
2026-03-23 09:36:00,P,1.9452379193728808,4100.0,5200.0,25,179,-47.633606,,,,,,,,,,
2026-03-23 11:09:00,P,1.923384525887318,4100.0,4900.0,25,270,-70.145874,,,,,,,,,,
2026-03-23 09:53:00,P,1.909354144721024,4100.0,5200.0,25,179,-51.388794,,,,,,,,,,
2026-03-23 11:03:00,P,1.875167629127276,4100.0,4800.0,25,270,-92.35596,,,,,,,,,,
2026-03-23 10:29:00,P,1.8731713583871437,4100.0,5000.0,25,179,-72.63446,,,,,,,,,,
2026-03-23 11:09:00,P,1.863310941095056,4100.0,5200.0,25,179,-51.875977,,,,,,,,,,
2026-03-23 11:03:00,P,1.860394806774447,4100.0,5000.0,25,179,-73.259094,,,,,,,,,,
2026-03-23 09:36:00,P,1.8556394957637063,4100.0,5000.0,25,179,-66.07855,,,,,,,,,,
2026-03-23 10:10:00,P,1.851343692982846,4100.0,4900.0,25,179,-87.01349,,,,,,,,,,
2026-03-23 10:49:00,P,1.849216102549945,4100.0,4800.0,25,270,-79.9599,,,,,,,,,,
2026-03-23 10:51:00,P,1.8472564620221013,4100.0,4800.0,25,270,-75.369385,,,,,,,,,,
2026-03-23 09:53:00,P,1.8464371043669725,4100.0,4800.0,25,270,-84.6994,,,,,,,,,,
2026-03-23 10:59:00,P,1.832453458473297,4200.0,5200.0,25,270,-21.878784,,,,,,,,,,
2026-03-23 09:53:00,P,1.8272204059776436,4100.0,4700.0,25,361,-92.77051,,,,,,,,,,
2026-03-23 10:33:00,P,1.82544787588571,4200.0,5200.0,25,270,-13.18573,,,,,,,,,,
2026-03-23 11:26:00,P,1.823148416109818,4100.0,4800.0,25,361,-74.45825,,,,,,,,,,
2026-03-23 09:45:00,P,1.8226530325220864,4100.0,5000.0,25,179,-66.44379,,,,,,,,,,
2026-03-23 09:53:00,P,1.8174373776467,4100.0,5000.0,25,179,-69.63367,,,,,,,,,,
2026-03-23 11:09:00,P,1.8170193648756516,4100.0,4800.0,25,270,-82.3963,,,,,,,,,,
2026-03-23 11:04:00,P,1.8136816092245,4100.0,4900.0,25,179,-81.08356,,,,,,,,,,
2026-03-23 09:36:00,P,1.7908520281494518,4200.0,5200.0,25,270,-14.831543,,,,,,,,,,
2026-03-23 09:36:00,P,1.7879050207480975,4100.0,4900.0,25,179,-74.3056,,,,,,,,,,
2026-03-23 11:03:00,P,1.7878234181489787,4100.0,4900.0,25,179,-82.486145,,,,,,,,,,
2026-03-23 10:14:00,P,1.7816560915189026,4100.0,4700.0,25,270,-90.521484,,,,,,,,,,
2026-03-23 11:09:00,P,1.7777176310034934,4100.0,5000.0,25,179,-66.102234,,,,,,,,,,
2026-03-23 09:45:00,P,1.7527027492176122,4100.0,4900.0,25,179,-75.67517,,,,,,,,,,
2026-03-23 14:00:00,P,1.7518933330083677,4100.0,5200.0,25,270,-33.894897,,,,,,,,,,
2026-03-23 09:53:00,P,1.746685557145055,4100.0,4900.0,25,179,-78.66583,,,,,,,,,,
2026-03-23 11:03:00,P,1.7430473584153867,4200.0,5000.0,25,270,-47.66504,,,,,,,,,,
2026-03-23 10:59:00,P,1.729532822974685,4200.0,5000.0,25,270,-39.274536,,,,,,,,,,
2026-03-23 10:59:00,P,1.7248608240240215,4100.0,4700.0,25,270,-96.668304,,,,,,,,,,
2026-03-23 09:53:00,P,1.7241089840562598,4200.0,5000.0,25,270,-39.99768,,,,,,,,,,
2026-03-23 11:03:00,P,1.7137807180025295,4100.0,4700.0,25,270,-104.250824,,,,,,,,,,
2026-03-23 10:49:00,P,1.7129258606497573,4200.0,5000.0,25,270,-31.835388,,,,,,,,,,
2026-03-23 10:51:00,P,1.703930673498801,4100.0,4700.0,25,270,-86.05347,,,,,,,,,,
2026-03-23 11:11:00,P,1.7020030244496824,4100.0,4900.0,25,179,-75.73523,,,,,,,,,,
2026-03-23 10:49:00,P,1.7007548567391209,4100.0,4700.0,25,270,-89.84006,,,,,,,,,,
2026-03-23 09:36:00,P,1.6935611372078028,4100.0,4800.0,25,179,-85.563995,,,,,,,,,,
2026-03-23 10:29:00,P,1.6926485583804602,4100.0,4800.0,25,179,-93.51831,,,,,,,,,,
2026-03-23 11:03:00,P,1.688705763114943,4100.0,4800.0,25,179,-88.51831,,,,,,,,,,
2026-03-23 09:36:00,P,1.6883987815973631,4200.0,5000.0,25,270,-36.453003,,,,,,,,,,
2026-03-23 09:53:00,P,1.6875099096590955,4100.0,4700.0,25,270,-94.782104,,,,,,,,,,
2026-03-23 11:05:00,P,1.6838427546101655,4200.0,4900.0,25,270,-52.86029,,,,,,,,,,
2026-03-23 10:09:00,P,1.668115660286774,4200.0,4800.0,25,270,-65.96796,-26.1204833984375,-2620.04833984375,,,,,,,,
2026-03-23 11:09:00,P,1.6663939220560415,4200.0,5000.0,25,270,-35.48938,,,,,,,,,,
2026-03-23 09:52:00,P,1.6662910433783773,4100.0,4700.0,25,270,-97.96863,,,,,,,,,,
2026-03-23 09:37:00,P,1.6662603625886667,4100.0,4800.0,25,179,-83.565735,,,,,,,,,,
2026-03-23 14:00:00,P,1.663727702058775,4100.0,5000.0,25,270,-50.686646,,,,,,,,,,
2026-03-23 11:03:00,P,1.6590552628645172,4200.0,4900.0,25,270,-56.268433,,,,,,,,,,
2026-03-23 09:45:00,P,1.6566797064365828,4100.0,4800.0,25,179,-84.52255,,,,,,,,,,
2026-03-23 13:09:00,P,1.6551977659093162,4100.0,5000.0,25,179,-71.32593,-38.323974609375,-3840.397705078125,,,,,,,,
2026-03-23 09:53:00,P,1.6487164046268574,4200.0,4900.0,25,270,-49.61725,,,,,,,,,,
2026-03-23 10:33:00,P,1.6464268490149827,4200.0,4900.0,25,270,-41.80237,,,2.39996337890625,231.996337890625,,,,,,
2026-03-23 09:53:00,P,1.646019463769986,4100.0,4800.0,25,179,-88.31409,,,,,,,,,,
2026-03-23 10:49:00,P,1.634478690412727,4200.0,4900.0,25,270,-43.464294,,,,,,,,,,
2026-03-23 09:36:00,P,1.6325111041648277,4100.0,4600.0,25,361,-92.410034,,,,,,,,,,
2026-03-23 09:36:00,P,1.6208292644753572,4200.0,4900.0,25,270,-48.083252,,,,,,,,,,
2026-03-23 11:09:00,P,1.6166356199618082,4100.0,4800.0,25,179,-83.765625,,,,,,,,,,
2026-03-23 10:33:00,P,1.6146110941239142,4200.0,5200.0,25,179,-33.29663,,,,,,,,,,
2026-03-23 09:53:00,P,1.6145330611352278,4100.0,4600.0,25,361,-92.48425,,,,,,,,,,
2026-03-23 13:34:00,P,1.602760540584484,4100.0,4900.0,25,270,-59.256348,,,,,,,,,,
2026-03-23 10:10:00,P,1.6005182056398966,4200.0,4900.0,25,179,-63.278137,,,,,,,,,,
2026-03-23 10:29:00,P,1.6003213840686328,4200.0,5000.0,25,179,-48.892395,,,,,,,,,,
2026-03-23 10:49:00,P,1.5995032306301995,4200.0,5200.0,25,179,-29.511902,,,,,,,,,,
2026-03-23 14:00:00,P,1.5983581786081693,4100.0,4900.0,25,270,-58.692688,,,,,,,,,,
2026-03-23 09:36:00,P,1.5982362456252253,4200.0,5200.0,25,179,-27.895752,,,,,,,,,,
2026-03-23 10:34:00,P,1.5917355012211098,4200.0,5200.0,25,179,-32.303406,,,,,-14.4278564453125,-1450.78564453125,,,,
2026-03-23 13:21:00,P,1.591032616010147,4200.0,5000.0,25,361,-14.206909,,,,,,,,,,
2026-03-23 11:09:00,P,1.5894000387242873,4200.0,4900.0,25,270,-46.506104,,,,,,,,,,
2026-03-23 13:25:00,P,1.5848298246773616,4100.0,5200.0,25,179,-51.139343,,,,,,,,,,
2026-03-23 10:27:00,P,1.5752538030550036,4200.0,4900.0,25,179,-66.72046,,,,,,,,,,
2026-03-23 14:24:00,P,1.5720738871416693,4100.0,5200.0,25,270,-32.991943,,,,,,,,,,
2026-03-23 13:26:00,P,1.5706545229463842,4100.0,5200.0,25,179,-53.14447,,,,,,,,,,
2026-03-23 13:33:00,P,1.5667020405974117,4100.0,5200.0,25,179,-47.76306,,,,,,,,,,
2026-03-23 11:03:00,P,1.5637055668415345,4300.0,5000.0,25,361,-0.022399902,,,,,,,,,,
2026-03-23 09:36:00,P,1.5621678396350565,4100.0,4700.0,25,179,-91.818115,,,,,,,,,,
2026-03-23 10:29:00,P,1.552297890282512,4100.0,4600.0,25,270,-98.07156,,,,,,,,,,
2026-03-23 11:03:00,P,1.5473497316389315,4100.0,4700.0,25,179,-96.98602,,,,,,,,,,
2026-03-23 14:20:00,P,1.5469629699598657,4100.0,5000.0,25,270,-48.164795,,,,,,,,,,
2026-03-23 13:33:00,P,1.546342210792309,4200.0,5200.0,25,270,-6.163574,,,,,,,,,,
2026-03-23 11:03:00,P,1.545139277425058,4200.0,4800.0,25,270,-67.317566,,,,,,,,,,
2026-03-23 09:53:00,P,1.5369565320986749,4200.0,4800.0,25,270,-61.27173,,,,,,,,,,
2026-03-23 13:57:00,P,1.531553270260389,4100.0,5200.0,25,179,-45.760498,-22.00421142578125,-2208.421142578125,,,,,,,,
2026-03-23 13:14:00,P,1.5304321042498088,4200.0,4900.0,25,270,-48.116882,,,,,,,,,,
2026-03-23 13:21:00,P,1.5298122256133977,4100.0,5000.0,25,179,-61.96228,,,,,,,,,,
2026-03-23 09:37:00,P,1.5280214468605546,4100.0,4700.0,25,179,-88.61978,,,,,,,,,,
2026-03-23 10:49:00,P,1.5263396334430157,4200.0,4800.0,25,270,-55.11609,,,,,,,,,,
2026-03-23 10:33:00,P,1.5231852925591347,4200.0,5000.0,25,179,-49.531372,,,,,,,,,,
2026-03-23 10:51:00,P,1.5187452985542105,4100.0,4600.0,25,270,-88.7551,,,,,,,,,,
2026-03-23 09:36:00,P,1.516631422042004,4200.0,4800.0,25,270,-59.541748,,,,,,,,,,
2026-03-23 14:00:00,P,1.5111390774896134,4100.0,4800.0,25,270,-67.31891,,,,,,,,,,
2026-03-23 09:36:00,P,1.508637822016051,4200.0,5000.0,25,179,-46.3407,,,,,,,,,,
2026-03-23 10:49:00,P,1.508456942557783,4100.0,4600.0,25,270,-93.35104,,,,,,,,,,
2026-03-23 11:03:00,P,1.5066815054274636,4100.0,4600.0,25,270,-105.75513,,,,,,,,,,
2026-03-23 09:45:00,P,1.50557146759856,4200.0,5000.0,25,179,-45.90686,,,,,,,,,,
2026-03-23 09:53:00,P,1.5051881085543153,4100.0,4700.0,25,179,-96.1792,,,,,,,,,,
2026-03-23 13:25:00,P,1.503632961957186,4100.0,5000.0,25,179,-65.967285,,,,,,,,,,
2026-03-23 09:55:00,P,1.5021664831703725,4300.0,5000.0,25,361,-4.4537964,,,,,,,,,,
2026-03-23 11:04:00,P,1.499947189706925,4200.0,4900.0,25,179,-58.74408,,,,,,,,,,
2026-03-23 10:59:00,P,1.4958942481682589,4300.0,5200.0,25,270,2.20813,,,,,,,,,,
2026-03-23 09:41:00,P,1.493686365541378,4200.0,4700.0,25,361,-65.53192,,,,,,,,,,
2026-03-23 13:09:00,P,1.4928640220935558,4100.0,4800.0,25,179,-89.99869,-42.544219970703125,-4262.42236328125,,,,,,,,
2026-03-23 09:53:00,P,1.490682369060305,4200.0,4700.0,25,361,-67.23941,,,,,,,,,,
2026-03-23 13:26:00,P,1.4900426841885137,4100.0,5000.0,25,179,-65.96735,,,,,,,,,,
2026-03-23 11:09:00,P,1.48753291453788,4100.0,4700.0,25,179,-90.218994,,,,,,,,,,
2026-03-23 09:52:00,P,1.4871889580288769,4200.0,4700.0,25,361,-74.05975,,,,,,,,,,
2026-03-23 14:24:00,P,1.4866374034159535,4100.0,5000.0,25,270,-48.974304,,,,,,,,,,
2026-03-23 14:20:00,P,1.4841664943901194,4100.0,4900.0,25,270,-57.37622,,,,,-22.46337890625,-2254.337890625,,,,
2026-03-23 11:09:00,P,1.4830348777126203,4200.0,4800.0,25,270,-58.75653,,,,,,,,,,
2026-03-23 11:11:00,P,1.480661180942024,4100.0,4600.0,25,270,-96.18341,,,,,,,,,,
2026-03-23 11:11:00,P,1.4792583437336495,4100.0,4700.0,25,179,-92.23331,,,,,,,,,,
2026-03-23 13:03:00,P,1.4714368815558765,4200.0,4800.0,25,270,-62.564636,,,,,,,,,,
2026-03-23 09:43:00,P,1.469782808432937,4100.0,5200.0,25,88,-25.463501,,,,,,,,,,
2026-03-23 11:03:00,P,1.468469746920145,4300.0,4900.0,25,361,-16.47705,,,,,,,,,,
2026-03-23 11:24:00,P,1.467977792219049,4200.0,5200.0,25,179,-28.562683,,,,,,,,,,
2026-03-23 14:00:00,P,1.4611458370768746,4200.0,5200.0,25,270,-13.645752,,,,,,,,,,
2026-03-23 13:57:00,P,1.4543694938056757,4100.0,5000.0,25,179,-58.581726,,,,,,,,,,
2026-03-23 13:34:00,P,1.4541201556762164,4100.0,5000.0,25,179,-61.19348,,,,,,,,,,
2026-03-23 10:33:00,P,1.4512229242390595,4200.0,4900.0,25,179,-59.363525,,,,,,,,,,
2026-03-23 13:25:00,P,1.441259331081698,4100.0,4900.0,25,179,-73.791016,,,,,,,,,,
2026-03-23 09:36:00,P,1.4409033470004422,4200.0,4900.0,25,179,-54.56781,,,,,,,,,,
2026-03-23 09:45:00,P,1.4356211842940856,4200.0,4900.0,25,179,-55.138184,,,,,,,,,,
2026-03-23 09:36:00,P,1.4320565138916812,4300.0,5200.0,25,270,7.2540283,,,,,,,,,,
2026-03-23 10:34:00,P,1.4308475453753289,4200.0,4900.0,25,179,-58.17206,,,-13.677001953125,-1375.7001953125,,,,,,
2026-03-23 13:26:00,P,1.4267212322629674,4100.0,4900.0,25,179,-74.99359,,,,,,,,,,
2026-03-23 14:24:00,P,1.4262227782108734,4100.0,4900.0,25,270,-57.581543,,,,,,,,,,
2026-03-23 13:14:00,P,1.4252176168442985,4200.0,4800.0,25,270,-58.957886,,,,,,,,,,
2026-03-23 11:03:00,P,1.4219666406877738,4300.0,5000.0,25,270,-22.982239,,,,,,,,,,
2026-03-23 09:42:00,P,1.4200266740991774,4100.0,5200.0,25,88,-17.476624,,,,,,,,,,
2026-03-23 10:29:00,P,1.4197985840619494,4200.0,4800.0,25,179,-69.776245,,,,,,,,,,
2026-03-23 14:18:00,P,1.419555904633494,4100.0,5200.0,25,179,-37.045166,-13.28887939453125,-1336.887939453125,,,,,,,,
2026-03-23 13:09:00,P,1.413625378606502,4200.0,5000.0,25,179,-47.171997,,,,,,,,,,
2026-03-23 09:55:00,P,1.412564012985231,4300.0,4900.0,25,361,-17.889954,,,,,,,,,,
2026-03-23 09:36:00,P,1.3991760691991542,4100.0,4600.0,25,179,-91.30267,,,,,,,,,,
2026-03-23 09:43:00,P,1.3980969889442172,4100.0,4950.0,25,88,-37.66028,,,,,,,,,,
2026-03-23 13:57:00,P,1.3973783409565748,4100.0,4900.0,25,179,-64.9986,,,,,-23.794921875,-2387.4921875,,,,
2026-03-23 14:00:00,P,1.3942597705471285,4100.0,4700.0,25,270,-74.77203,,,,,,,,,,
2026-03-23 10:59:00,P,1.3929736126696466,4300.0,5000.0,25,270,-15.187561,,,,,,,,,,
2026-03-23 09:35:00,P,1.3901227586278706,4200.0,4700.0,25,270,-74.0043,,,,,,,,,,
2026-03-23 10:59:00,P,1.3894009710618087,4200.0,4700.0,25,270,-71.625854,,,,,,,,,,
2026-03-23 11:04:00,P,1.3875891949146804,4100.0,4600.0,25,179,-97.87311,,,,,,,,,,
2026-03-23 11:03:00,P,1.3837523663003115,4200.0,4700.0,25,270,-79.2124,,,,,,,,,,
2026-03-23 09:36:00,P,1.3832630553714411,4100.0,5200.0,25,88,-17.873108,,,,,,,,,,
2026-03-23 14:51:00,P,1.382356790903054,4100.0,5200.0,25,179,-40.242554,-16.48626708984375,-1656.626708984375,-16.48626708984375,-1656.626708984375,-16.48626708984375,-1656.626708984375,,,,
2026-03-23 14:24:00,P,1.381609154340325,4100.0,5200.0,25,179,-42.83496,-19.07867431640625,-1915.867431640625,,,,,,,,
2026-03-23 09:37:00,P,1.3799804406318856,4200.0,4800.0,25,179,-58.809265,,,,,,,,,,
2026-03-23 09:53:00,P,1.378029337390798,4200.0,4700.0,25,270,-71.35443,,,,,,,,,,
2026-03-23 10:49:00,P,1.3778783876321916,4200.0,4700.0,25,270,-64.996216,,,,,,,,,,
2026-03-23 11:26:00,P,1.375623235263168,4300.0,5200.0,25,270,12.589355,,,,,,,,,,
2026-03-23 09:40:00,P,1.3734677958594386,4200.0,4700.0,25,179,-66.22955,,,,,,,,,,
2026-03-23 09:43:00,P,1.3733047254255746,4100.0,4900.0,25,88,-41.783997,,,,,-7.616363525390625,-769.6363525390625,,,,
2026-03-23 14:00:00,P,1.372980206127282,4200.0,5000.0,25,270,-30.437439,,,,,,,,,,
2026-03-23 09:42:00,P,1.370980018481037,4100.0,5000.0,25,88,-28.154663,,,,,,,,,,
2026-03-23 11:04:00,P,1.3705861180574663,4100.0,5200.0,25,88,-23.462708,,,,,,,,,,
2026-03-23 09:45:00,P,1.370101015825352,4100.0,5200.0,25,88,-21.66449,,,,,,,,,,
2026-03-23 11:03:00,P,1.3646782003922155,4300.0,5200.0,25,179,-12.516602,,,,,,,,,,
2026-03-23 09:52:00,P,1.3645452226248307,4300.0,5200.0,25,179,-10.878479,,,,,,,,,,
2026-03-23 11:03:00,P,1.3621119031886262,4100.0,4600.0,25,179,-97.26889,,,,,,,,,,
2026-03-23 10:59:00,P,1.359519238394295,4100.0,5200.0,25,88,-21.476318,,,,,,,,,,
2026-03-23 11:05:00,P,1.358020579032443,4300.0,4900.0,25,270,-28.380127,,,,,,,,,,
2026-03-23 14:12:00,P,1.357785368018336,4100.0,4900.0,25,179,-58.864563,,,,,,,,,,
2026-03-23 09:36:00,P,1.357707371144221,4200.0,4700.0,25,270,-68.61102,,,,,,,,,,
2026-03-23 13:26:00,P,1.3568095449479496,4200.0,5200.0,25,179,-30.388794,,,,,,,,,,
2026-03-23 10:49:00,P,1.356714158485186,4300.0,5000.0,25,270,-9.5512085,,,,,,,,,,
2026-03-23 13:25:00,P,1.3551921035203578,4100.0,4800.0,25,179,-82.22821,,,,,,,,,,
2026-03-23 09:45:00,P,1.35286679001988,4100.0,4600.0,25,179,-90.67142,,,,,,,,,,
2026-03-23 10:29:00,P,1.3524790705592329,4100.0,4600.0,25,179,-100.8638,,,,,,,,,,
2026-03-23 14:09:00,P,1.351421873953637,4100.0,5000.0,25,179,-48.855286,,,,,-7.04571533203125,-712.571533203125,,,,
2026-03-23 10:33:00,P,1.3512253338735285,4200.0,4800.0,25,179,-68.60837,,,,,,,,,,
2026-03-23 09:50:00,P,1.3503147017543444,4300.0,5200.0,25,179,-10.089478,,,,,,,,,,
2026-03-23 11:04:00,P,1.3499482531523384,4100.0,5100.0,25,88,-27.69867,,,,,,,,,,
2026-03-23 11:09:00,P,1.3499477310171053,4300.0,5000.0,25,270,-10.9956665,,,,,,,,,,
2026-03-23 13:39:00,P,1.3496179103437151,4200.0,4800.0,25,270,-55.01587,,,,,,,,,,
2026-03-23 09:45:00,P,1.3495903422244044,4100.0,5100.0,25,88,-26.501831,,,,,,,,,,
2026-03-23 09:48:00,P,1.349380492113668,4100.0,5200.0,25,88,-29.85315,,,,,,,,,,
2026-03-23 14:18:00,P,1.349157196048795,4100.0,5000.0,25,179,-49.467163,,,,,,,,,,
2026-03-23 09:37:00,P,1.3473034770445595,4100.0,5100.0,25,88,-22.514893,,,,,-0.0321044921875,-11.21044921875,,,,
2026-03-23 10:49:00,P,1.346604431048772,4200.0,4800.0,25,179,-64.221924,,,,,,,,,,
2026-03-23 09:36:00,P,1.3465594634601472,4200.0,4800.0,25,179,-65.82617,,,,,,,,,,
2026-03-23 11:03:00,P,1.3462946421960702,4100.0,5200.0,25,88,-24.463867,,,,,,,,,,
2026-03-23 09:53:00,P,1.3417341637228748,4100.0,4500.0,25,361,-90.53125,,,,,,,,,,
2026-03-23 14:35:00,P,1.341085743326612,4100.0,4900.0,25,270,-49.38965,,,,,,,,,,
2026-03-23 11:03:00,P,1.34022886381999,4300.0,4800.0,25,361,-32.164978,,,,,,,,,,
2026-03-23 13:26:00,P,1.3396889630226243,4100.0,4800.0,25,179,-84.635864,,,,,,,,,,
2026-03-23 09:45:00,P,1.3395981415130562,4200.0,4800.0,25,179,-63.985596,,,,,,,,,,
2026-03-23 10:59:00,P,1.3393618078321854,4100.0,5100.0,25,88,-25.71289,,,,,,,,,,
2026-03-23 11:03:00,P,1.3379745451369045,4300.0,4900.0,25,270,-31.585571,,,,,,,,,,
2026-03-23 09:36:00,P,1.3373026299888835,4100.0,5000.0,25,88,-27.348389,,,,,,,,,,
2026-03-23 10:34:00,P,1.332210955282128,4200.0,4800.0,25,179,-67.81769,,,,,-17.443115234375,-1752.3115234375,,,,
2026-03-23 09:53:00,P,1.331642268862921,4100.0,5200.0,25,88,-25.661804,-16.58660888671875,-1666.660888671875,,,,,,,,
2026-03-23 09:52:00,P,1.3299712129647188,4400.0,5200.0,25,361,36.614136,,,,,,,,,,
2026-03-23 13:57:00,P,1.3299560516947877,4300.0,5200.0,25,361,29.752075,,,,,,,,,,
2026-03-23 09:36:00,P,1.3296032673395928,4300.0,5000.0,25,270,-14.367432,,,,,,,,,,
2026-03-23 09:53:00,P,1.326233212295327,4100.0,4600.0,25,179,-96.667175,,,,,,,,,,
2026-03-23 11:03:00,P,1.3253543731622863,4100.0,5100.0,25,88,-29.501831,,,,,,,,,,
2026-03-23 09:36:00,P,1.3223619260526212,4100.0,4950.0,25,88,-32.073425,,,,,-4.22283935546875,-430.283935546875,,,,
2026-03-23 13:57:00,P,1.3191610166798322,4100.0,4800.0,25,179,-71.83075,,,,,-21.184814453125,-2126.4814453125,,,,
2026-03-23 10:57:00,P,1.31912467480642,4100.0,5200.0,25,88,-22.883484,,,,,,,,,,
2026-03-23 10:10:00,P,1.3180231566970546,4300.0,4900.0,25,179,-37.910706,,,,,,,,,,
2026-03-23 11:09:00,P,1.315531779544357,4100.0,4600.0,25,179,-92.7027,,,,,,,,,,
2026-03-23 09:53:00,P,1.3117316512573187,4100.0,5100.0,25,88,-29.49768,,,,,,,,,,
2026-03-23 14:51:00,P,1.3107673832716986,4100.0,5000.0,25,179,-53.868774,,,,,,,,,,
2026-03-23 09:42:00,P,1.3103681913176248,4300.0,5200.0,25,179,2.1071167,,,,,,,,,,
2026-03-23 10:59:00,P,1.3095325408318417,4100.0,5000.0,25,88,-31.953857,,,,,,,,,,
2026-03-23 10:51:00,P,1.308574388718264,4100.0,5200.0,25,88,-16.682861,,,,,,,,,,
2026-03-23 11:11:00,P,1.3077379003678065,4100.0,4600.0,25,179,-93.51114,,,,,,,,,,
2026-03-23 14:00:00,P,1.3076106826766762,4200.0,4900.0,25,270,-38.44348,,,,,,,,,,
2026-03-23 14:24:00,P,1.3067708620099052,4100.0,5000.0,25,179,-57.864563,,,,,,,,,,
2026-03-23 10:49:00,P,1.3065183528111504,4100.0,5200.0,25,88,-17.674194,,,,,-4.0220947265625,-410.20947265625,,,,
2026-03-23 10:29:00,P,1.3056835700308689,4300.0,5000.0,25,179,-24.519104,,,,,,,,,,
2026-03-23 13:25:00,P,1.305016399208615,4300.0,5200.0,25,270,11.5529785,,,,,,,,,,
2026-03-23 09:37:00,P,1.3045441234883657,4100.0,4950.0,25,88,-29.473755,,,,,2.57135009765625,249.135009765625,,,,
2026-03-23 14:24:00,P,1.3040011252771435,4200.0,5200.0,25,270,-13.123901,,,,,,,,,,
2026-03-23 09:42:00,P,1.302494761860843,4100.0,4850.0,25,88,-38.924133,,,,,,,,,,
2026-03-23 09:36:00,P,1.301721921918586,4100.0,4900.0,25,88,-32.390137,,,,,,,,,,
2026-03-23 09:45:00,P,1.3001090890925666,4100.0,4950.0,25,88,-35.46411,,,,,,,,,,
2026-03-23 11:04:00,P,1.2999016377177064,4100.0,4950.0,25,88,-37.46161,,,,,,,,,,
2026-03-23 14:09:00,P,1.2998368473402104,4100.0,4900.0,25,179,-55.27472,,,,,,,,,,
2026-03-23 09:50:00,P,1.29566374188695,4100.0,5200.0,25,88,-28.062439,,,,,,,,,,
2026-03-23 11:03:00,P,1.2940723383741553,4100.0,5000.0,25,88,-35.14148,,,,,,,,,,
2026-03-23 10:57:00,P,1.293614371956037,4300.0,5200.0,25,179,-10.147827,,,,,,,,,,
2026-03-23 10:51:00,P,1.2932673611176055,4100.0,4500.0,25,270,-80.082275,,,,,,,,,,
2026-03-23 14:20:00,P,1.2930647687140953,4100.0,4700.0,25,270,-74.66089,,,,,-21.66998291015625,-2174.998291015625,,,,
