time,expiry,type,k1,k2,k3,min_profit,max_profit,leg1,leg2,leg3
2026-03-24 09:30:00,202604,P,3950.0,4100.0,4150.0,5.25,42.75,IO2604P3950,IO2604P4100,IO2604P4150
2026-03-24 09:30:00,202604,P,4000.0,4100.0,4150.0,5.0,38.3333,IO2604P4000,IO2604P4100,IO2604P4150
2026-03-24 09:30:00,202604,P,4000.0,4100.0,4200.0,1.0,51.0,IO2604P4000,IO2604P4100,IO2604P4200
2026-03-24 09:30:00,202604,P,3950.0,4100.0,4200.0,0.6,60.6,IO2604P3950,IO2604P4100,IO2604P4200
2026-03-24 14:36:00,202606,C,4750.0,4800.0,4850.0,0.3,25.3,IO2606C4750,IO2606C4800,IO2606C4850
