time,option_type,k1,k2,t1,t2,leg1_buy,leg2_buy,leg1_sell,leg2_sell,cost,revenue,score
2026-03-30 13:22:00,P,4000.0,5200.0,18,172,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,911.0061278289271,832.2143529518271,2.4702651808993066
2026-03-30 11:05:00,P,4000.0,5200.0,18,172,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,927.0703948173737,852.2507145373958,2.4543838899378865
2026-03-30 10:18:00,P,4000.0,5200.0,18,172,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,945.3431179885107,869.6515601556647,2.3259257191416998
2026-03-30 10:21:00,P,4000.0,5200.0,18,172,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,949.7608759721604,877.6532513922028,2.3217179736803217
2026-03-30 13:11:00,P,4100.0,5200.0,18,172,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,908.779913662587,851.3225920902637,2.260395429145513
2026-03-30 10:30:00,P,4000.0,5200.0,18,172,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,954.376942719272,880.2659356662384,2.246652689508042
2026-03-30 10:35:00,P,4000.0,5000.0,18,172,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,768.5972826752219,682.8693181393145,2.2430047117762526
2026-03-30 10:21:00,P,4000.0,5000.0,18,172,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,765.1837527829172,679.0532513922028,2.241435150785635
2026-03-30 11:05:00,P,4100.0,5200.0,18,172,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,931.4703948173737,879.5657186219846,2.2326463879738214
2026-03-30 10:09:00,P,4000.0,5200.0,18,172,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,952.7701777731198,875.6490233008576,2.220503711763486
2026-03-30 13:39:00,P,4000.0,4800.0,18,172,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,558.3203765302324,446.22027227971046,2.2013203925257234
2026-03-30 09:46:00,P,4000.0,5200.0,18,172,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,929.6763141452569,848.4042055325988,2.1945450592303035
2026-03-30 11:05:00,P,4000.0,4800.0,18,172,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,566.7533556427247,455.65071453739574,2.1919775973567175
2026-03-30 13:08:00,P,4000.0,4800.0,18,172,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,553.9009273100446,445.62450037105566,2.1839845055637768
2026-03-30 10:18:00,P,4000.0,4900.0,18,172,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,671.9922315243539,570.8515601556647,2.17581960765259
2026-03-30 14:18:00,P,4000.0,4800.0,18,172,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,549.2823237081258,432.6109704787511,2.172978094339801
2026-03-30 13:11:00,P,4100.0,5000.0,18,172,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,723.6002536185366,652.1225920902637,2.170850400687909
2026-03-30 10:30:00,P,4000.0,5000.0,18,172,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,768.1930545838766,681.0659356662384,2.165518672811338
2026-03-30 09:46:00,P,4000.0,5000.0,18,172,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,744.8983453377446,649.6042055325988,2.108995328417203
2026-03-30 10:30:00,P,4000.0,4900.0,18,172,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,679.218445690694,581.6659356662384,2.1024364784718226
2026-03-30 13:11:00,P,4100.0,4900.0,18,172,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900,634.0231078705469,552.7225920902637,2.0972785525572473
2026-03-30 09:39:00,P,4100.0,5200.0,18,172,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,923.6365700866122,860.5031428700759,2.096375327237386
2026-03-30 10:35:00,P,4000.0,4800.0,18,172,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,592.656521071547,485.8693181393145,2.083996423985066
2026-03-30 10:18:00,P,4000.0,4800.0,18,172,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,585.8294612869379,473.0515601556648,2.0764143793508008
2026-03-30 13:39:00,P,4000.0,4700.0,18,172,IO2604P4000,IO2609P4700,IO2609P4000,IO2604P4700,475.9736730399279,351.22027227971046,2.0437009625259606
2026-03-30 13:11:00,P,4200.0,5200.0,18,172,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,914.779913662587,883.8595822498474,2.040511343563734
2026-03-30 13:22:00,P,4000.0,4700.0,18,172,IO2604P4000,IO2609P4700,IO2609P4000,IO2604P4700,470.35084134666397,341.4143529518272,2.036210636857385
2026-03-30 11:05:00,P,4000.0,4700.0,18,172,IO2604P4000,IO2609P4700,IO2609P4000,IO2604P4700,485.0091890072274,360.4507145373957,2.035021990776924
2026-03-30 10:30:00,P,4100.0,5200.0,18,172,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,959.9769427192721,909.5893959335175,2.031508975169609
2026-03-30 13:07:00,P,4200.0,5200.0,18,172,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,918.9951347914296,895.0671928142688,2.02378811797493
2026-03-30 10:39:00,P,4100.0,5200.0,18,172,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,963.3904726115767,914.9936240248626,2.0216141669433783
2026-03-30 13:22:00,P,4200.0,5200.0,18,172,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,921.8061278289271,892.6688840508067,2.014356631242698
2026-03-30 10:30:00,P,4000.0,4800.0,18,172,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,592.6539842167398,484.0659356662383,2.0062664552369447
2026-03-30 11:05:00,P,4200.0,5200.0,18,172,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,938.6703948173737,916.722158001756,1.9891484001572683
2026-03-30 10:22:00,P,4100.0,5000.0,18,172,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,776.004047621374,715.7919327883246,1.9865156993805013
2026-03-30 13:11:00,P,4100.0,4800.0,18,172,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800,548.2620288696689,454.5225920902637,1.9847091078200683
2026-03-30 10:09:00,P,4000.0,4800.0,18,172,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,593.457366689816,479.64902330085766,1.9766975005198577
2026-03-30 11:05:00,P,4100.0,4800.0,18,172,IO2604P4100,IO2609P4800,IO2609P4100,IO2604P4800,571.1533556427248,482.96571862198454,1.9702400953926522
2026-03-30 13:11:00,P,4200.0,5000.0,18,172,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000,729.6002536185366,684.6595822498474,1.9509663151061298
2026-03-30 10:30:00,P,4100.0,5000.0,18,172,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,773.7930545838766,710.3893959335174,1.9503749584729055
2026-03-30 10:21:00,P,4000.0,4700.0,18,172,IO2604P4000,IO2609P4700,IO2609P4000,IO2604P4700,506.89628768893806,386.25325139220286,1.945866647152098
2026-03-30 09:46:00,P,4000.0,4800.0,18,172,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,569.9618118254151,452.80420553259876,1.941795512428495
2026-03-30 11:07:00,P,4200.0,5000.0,18,172,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000,743.4543731877548,702.6908701258017,1.9417178040020342
2026-03-30 13:07:00,P,4200.0,5000.0,18,172,IO2604P4200,IO2609P5000,IO2609P4200,IO2604P5000,734.2171659839173,695.6671928142688,1.9375986452908314
2026-03-30 10:18:00,P,4000.0,4700.0,18,172,IO2604P4000,IO2609P4700,IO2609P4000,IO2604P4700,502.8802209418264,377.6515601556647,1.9334486610259876
2026-03-30 10:30:00,P,4100.0,4900.0,18,172,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900,684.818445690694,610.9893959335175,1.8872927641333903
2026-03-30 09:57:00,P,4000.0,4800.0,18,172,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,594.8607491628921,478.0321109354769,1.886645417662253
2026-03-30 13:11:00,P,4200.0,4900.0,18,172,IO2604P4200,IO2609P4900,IO2609P4200,IO2604P4900,640.0231078705469,585.2595822498474,1.877394466975468
