time,option_type,k1,k2,t1,t2,leg1_buy,leg2_buy,leg1_sell,leg2_sell,cost,revenue,score
2026-04-03 09:30:00,C,4750.0,5200.0,14,77,IO2604C4750,IO2606C5200,IO2606C4750,IO2604C5200,16.62211222835123,29.048716003086305,3.2005452617019183
2026-04-03 09:30:00,C,4850.0,5200.0,14,77,IO2604C4850,IO2606C5200,IO2606C4850,IO2604C5200,16.02211222835123,16.426949278303063,2.893431127640966
2026-04-03 09:30:00,P,4000.0,5200.0,14,168,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,950.3786339558102,791.3805282210658,2.8819274379015227
2026-04-03 13:54:00,P,4000.0,5200.0,14,168,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,937.325360004861,867.6228091345176,2.8448617729001446
2026-04-03 09:30:00,C,4900.0,5200.0,14,77,IO2604C4900,IO2606C5200,IO2606C4900,IO2604C5200,15.82211222835123,11.618657192671352,2.8106821298253366
2026-04-03 09:30:00,P,4000.0,5000.0,14,168,IO2604P4000,IO2609P5000,IO2609P4000,IO2604P5000,766.604893239643,592.1805282210659,2.792248753599704
2026-04-03 13:13:00,P,4000.0,5200.0,14,168,IO2604P4000,IO2609P5200,IO2609P4000,IO2604P5200,946.3608759721604,870.8228091345176,2.742588401976367
2026-04-03 09:30:00,P,4000.0,4900.0,14,168,IO2604P4000,IO2609P4900,IO2609P4000,IO2604P4900,677.0277474916534,506.5805282210658,2.7184002023830516
2026-04-03 09:30:00,P,4200.0,5200.0,14,168,IO2604P4200,IO2609P5200,IO2609P4200,IO2604P5200,953.7786339558102,838.37840289602,2.6761624879176282
2026-04-03 09:30:00,C,4750.0,5100.0,14,77,IO2604C4750,IO2606C5100,IO2606C4750,IO2604C5100,33.050443520926244,29.248716003086304,2.658256860122348
2026-04-03 09:30:00,P,4000.0,4800.0,14,168,IO2604P4000,IO2609P4800,IO2609P4000,IO2604P4800,569.5753417177195,407.9805282210658,2.604773950007163
2026-04-03 11:00:00,P,4100.0,5200.0,14,168,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,928.4754685269879,882.930202654685,2.593891802786062
