time,option_type,k1,k2,t1,t2,leg1_buy,leg2_buy,leg1_sell,leg2_sell,cost,revenue,score
2026-03-23 09:36:00,P,4100.0,5200.0,25,361,IO2604P4100,IO2703P5200,IO2703P4100,IO2604P5200,980.8318210825465,946.7180310916441,2.2957818931564926
2026-03-23 09:36:00,P,4100.0,5000.0,25,361,IO2604P4100,IO2703P5000,IO2703P4100,IO2604P5000,809.0578148540131,748.9180310916441,2.181821197212565
2026-03-23 10:59:00,P,4100.0,5200.0,25,270,IO2604P4100,IO2612P5200,IO2612P4100,IO2604P5200,968.1631400721445,921.2419168388055,2.16791331143551
2026-03-23 09:45:00,P,4100.0,5200.0,25,270,IO2604P4100,IO2612P5200,IO2612P4100,IO2604P5200,959.906566853891,911.4217121180006,2.1462993980070455
2026-03-23 09:52:00,P,4100.0,5200.0,25,270,IO2604P4100,IO2612P5200,IO2612P4100,IO2604P5200,944.0015023057057,895.7961194716479,2.131496654235294
2026-03-23 11:26:00,P,4100.0,5200.0,25,361,IO2604P4100,IO2703P5200,IO2703P4100,IO2604P5200,1002.5890367457961,985.2807955430084,2.1292088168579184
2026-03-23 10:51:00,P,4100.0,5200.0,25,270,IO2604P4100,IO2612P5200,IO2612P4100,IO2604P5200,970.3685279976926,936.4769383548673,2.1267018930351895
2026-03-23 09:36:00,P,4100.0,4900.0,25,361,IO2604P4100,IO2703P4900,IO2703P4100,IO2604P4900,727.106878862492,652.1180310916442,2.0958756766991544
2026-03-23 11:03:00,P,4100.0,5000.0,25,270,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000,780.9158353077912,708.2122832482917,2.0730757101176045
2026-03-23 10:59:00,P,4100.0,5000.0,25,270,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000,788.1589387121747,723.8419168388056,2.0649926759368973
2026-03-23 09:45:00,P,4100.0,5000.0,25,270,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000,783.3252641775001,713.8217121180007,2.0380853928302196
2026-03-23 10:49:00,P,4100.0,5000.0,25,270,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000,788.9575917307877,732.2782853362544,2.0358023297566863
2026-03-23 09:53:00,P,4100.0,5000.0,25,270,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000,767.6215466107018,704.1961194716478,2.033589556324557
2026-03-23 10:51:00,P,4100.0,5000.0,25,270,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000,792.1764494702056,738.6769383548673,2.0273762921734892
2026-03-23 09:52:00,P,4100.0,5000.0,25,270,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000,766.6148117037668,698.3961194716478,2.024826534378036
2026-03-23 10:13:00,P,4100.0,5200.0,25,179,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,902.7376327491352,848.5665642402535,2.0147414753526576
2026-03-23 09:52:00,P,4200.0,5200.0,25,361,IO2604P4200,IO2703P5200,IO2703P4200,IO2604P5200,985.7855811815908,976.1748813130869,2.0039651440380832
2026-03-23 10:09:00,P,4200.0,5200.0,25,270,IO2604P4200,IO2612P5200,IO2612P4200,IO2604P5200,932.6883558691985,910.6197183818883,2.0022481677474975
2026-03-23 11:09:00,P,4100.0,5000.0,25,270,IO2604P4100,IO2612P5000,IO2612P4100,IO2604P5000,788.5548977680138,729.4257530621617,2.0003784092190724
2026-03-23 11:03:00,P,4100.0,4900.0,25,270,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900,691.7191225533542,610.4122832482917,1.989083614566735
2026-03-23 09:36:00,P,4100.0,4800.0,25,361,IO2604P4100,IO2703P4800,IO2703P4100,IO2604P4800,649.3947843877735,559.7180310916441,1.980336731227106
2026-03-23 09:53:00,P,4100.0,4900.0,25,270,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900,680.8409976329086,607.7961194716479,1.9581969768951548
2026-03-23 10:49:00,P,4100.0,4900.0,25,270,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900,703.5864716227037,635.2782853362543,1.9573551595196563
2026-03-23 09:45:00,P,4100.0,4900.0,25,270,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900,696.9474091624811,617.0217121180007,1.9563694885180238
2026-03-23 11:03:00,P,4100.0,5200.0,25,179,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,920.8086646837342,862.5809397508272,1.9529484490993052
2026-03-23 09:36:00,P,4100.0,5200.0,25,179,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,926.428959522191,878.7953152614007,1.9452379193728806
2026-03-23 11:09:00,P,4100.0,4900.0,25,270,IO2604P4100,IO2612P4900,IO2612P4100,IO2604P4900,701.3716548274467,631.2257530621616,1.923384525887318
2026-03-23 09:53:00,P,4100.0,5200.0,25,179,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,909.557927587592,858.1691010950606,1.909354144721024
2026-03-23 11:03:00,P,4100.0,4800.0,25,270,IO2604P4100,IO2612P4800,IO2612P4100,IO2604P4800,609.368207166075,517.0122832482917,1.8751676291272756
2026-03-23 10:29:00,P,4100.0,5000.0,25,179,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,728.2002536185366,655.5657186219846,1.8731713583871434
2026-03-23 11:09:00,P,4100.0,5200.0,25,179,IO2604P4100,IO2609P5200,IO2609P4100,IO2604P5200,936.0653211077595,884.1893959335175,1.8633109410950561
2026-03-23 11:03:00,P,4100.0,5000.0,25,179,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,738.2399976771812,664.9809397508271,1.8603948067744467
2026-03-23 09:36:00,P,4100.0,5000.0,25,179,IO2604P4100,IO2609P5000,IO2609P4100,IO2604P5000,747.0738224079427,680.9953152614007,1.8556394957637066
2026-03-23 10:10:00,P,4100.0,4900.0,25,179,IO2604P4100,IO2609P4900,IO2609P4100,IO2604P4900,624.5689883013287,537.555571202756,1.851343692982846
2026-03-23 10:49:00,P,4100.0,4800.0,25,270,IO2604P4100,IO2612P4800,IO2612P4100,IO2604P4800,621.6382501981984,541.6782853362542,1.849216102549945
2026-03-23 10:51:00,P,4100.0,4800.0,25,270,IO2604P4100,IO2612P4800,IO2612P4100,IO2604P4800,623.2463320865203,547.8769383548673,1.8472564620221015
2026-03-23 09:53:00,P,4100.0,4800.0,25,270,IO2604P4100,IO2612P4800,IO2612P4100,IO2604P4800,599.2954701711774,514.5961194716479,1.8464371043669723
2026-03-23 10:59:00,P,4200.0,5200.0,25,270,IO2604P4200,IO2612P5200,IO2612P4200,IO2604P5200,979.3631400721446,957.4843734884639,1.832453458473297
2026-03-23 09:53:00,P,4100.0,4700.0,25,361,IO2604P4100,IO2703P4700,IO2703P4100,IO2604P4700,564.2142548596406,471.44380362224376,1.8272204059776433
2026-03-23 10:33:00,P,4200.0,5200.0,25,270,IO2604P4200,IO2612P5200,IO2612P4200,IO2604P5200,960.0351768403804,946.8493519724021,1.82544787588571
